Results for well: RES1_PROD.out in the reservoir: RES1_PROD.out

time		BHP		q(Gas)	q(Oil)
days		psi		Mscf/d		stb/d
0         	1500      	0         	0         	
0.0001    	1500      	487.344   	176.267   	
0.0002    	1500      	203.924   	76.7662   	
0.000360822	1500      	141.714   	54.7515   	
0.000653277	1500      	103.342   	40.5053   	
0.00121973	1500      	78.0683   	31.1239   	
0.00240024	1500      	62.0451   	25.9561   	
0.00402321	1500      	54.7342   	24.9166   	
0.00602321	1500      	51.7487   	26.2291   	
0.00802321	1500      	50.8294   	28.1667   	
0.0100232 	1500      	50.7444   	29.8812   	
0.0120232 	1500      	51.0464   	31.1186   	
0.0140232 	1500      	51.576    	31.9828   	
0.0160232 	1500      	52.1932   	32.5991   	
0.0180232 	1500      	52.8371   	33.0811   	
0.0200232 	1500      	53.522    	33.5342   	
0.0220232 	1500      	54.2528   	34.0069   	
0.0240232 	1500      	54.995    	34.4785   	
0.0260232 	1500      	55.7653   	34.9548   	
0.0280232 	1500      	56.6127   	35.4789   	
0.0300232 	1500      	57.4959   	36.0224   	
0.0320232 	1500      	58.392    	36.569    	
0.0340232 	1500      	59.318    	37.1358   	
0.0360232 	1500      	60.2925   	37.7406   	
0.0380232 	1500      	61.3772   	38.4338   	
0.0400232 	1500      	62.5023   	39.1521   	
0.0420232 	1500      	63.676    	39.8979   	
0.0440232 	1500      	64.9229   	40.6935   	
0.0460232 	1500      	66.2615   	41.5544   	
0.0480232 	1500      	67.7209   	42.4955   	
0.0500232 	1500      	69.3547   	43.5217   	
0.0520232 	1500      	71.1256   	44.6133   	
0.0540232 	1500      	73.0513   	45.8016   	
0.0560232 	1500      	75.1785   	47.1307   	
0.0580232 	1500      	77.6802   	48.7337   	
0.0600232 	1500      	80.3886   	50.4589   	
0.0620232 	1500      	83.6641   	52.5848   	
0.0640232 	1500      	87.6413   	55.1603   	
0.0660232 	1500      	93.1761   	58.5497   	
0.0680232 	1500      	110.603   	62.0838   	
0.0700232 	1500      	141.551   	56.2035   	
0.0720232 	1500      	167.101   	42.2683   	
0.0740232 	1500      	185.56    	28.5836   	
0.0760232 	1500      	199.316   	17.2902   	
0.0780232 	1500      	210.355   	8.20592   	
0.0800232 	1500      	219.85    	0.776539  	
0.0820232 	1500      	223.248   	0         	
0.0840232 	1500      	226.162   	0         	
0.0860232 	1500      	229.27    	0         	
0.0880232 	1500      	232.535   	0         	
0.0900232 	1500      	236.003   	0         	
0.0920232 	1500      	239.553   	0         	
0.0940232 	1500      	243.134   	0         	
0.0960232 	1500      	246.839   	0         	
0.0980232 	1500      	250.591   	0         	
0.100023  	1500      	254.32    	0         	
0.102023  	1500      	258.135   	0         	
0.104023  	1500      	261.991   	0         	
0.106023  	1500      	265.79    	0         	
0.108023  	1500      	269.689   	0         	
0.110023  	1500      	273.601   	0         	
0.112023  	1500      	277.426   	0         	
0.114023  	1500      	281.422   	0         	
0.116023  	1500      	285.355   	0         	
0.118023  	1500      	289.238   	0         	
0.120023  	1500      	293.286   	0         	
0.122023  	1500      	297.196   	0         	
0.124023  	1500      	301.23    	0         	
0.126023  	1500      	305.245   	0         	
0.128023  	1500      	309.171   	0         	
0.130023  	1500      	313.325   	0         	
0.132023  	1500      	317.26    	0         	
0.134023  	1500      	321.432   	0         	
0.136023  	1500      	325.459   	0         	
0.138023  	1500      	329.546   	0         	
0.140023  	1500      	333.69    	0         	
0.142023  	1500      	337.7     	0         	
0.144023  	1500      	341.987   	0         	
0.146023  	1500      	345.913   	0         	
0.148023  	1500      	350.349   	0         	
0.150023  	1500      	354.304   	0         	
0.152023  	1500      	358.726   	0         	
0.154023  	1500      	362.717   	0         	
