Results for well: MSWell_1_Seg.out in the reservoir: MSWell_1_Seg.out

t	BHP	q(Gas)	q(Oil)	 q(Water)
days	psi	Mscf/d	stb/d	stb/d
0         	0         	-         	0         	0         	0         	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W
Seg 210	2485.35	54.33	24.15	14.6979	4.39624	5.05584	0.608609	0.182039	0.209352
Seg 211	2495.73	54.33	24.15	14.6979	4.39624	5.05584	0.608609	0.182039	0.209352
Seg 212	2506.11	54.33	24.15	14.6979	4.39624	5.05584	0.608609	0.182039	0.209352
Seg 213	2516.49	54.33	24.15	14.6979	4.39624	5.05584	0.608609	0.182039	0.209352
Seg 214	2526.88	54.33	24.15	14.6979	4.39624	5.05584	0.608609	0.182039	0.209352
Seg 215	2537.26	54.33	24.15	14.6979	4.39624	5.05584	0.608609	0.182039	0.209352
Seg 216	2547.64	54.33	24.15	14.6979	4.39624	5.05584	0.608609	0.182039	0.209352
Seg 217	2558.03	54.33	24.15	14.6979	4.39624	5.05584	0.608609	0.182039	0.209352
Seg 218	2568.41	54.33	24.15	14.6979	4.39624	5.05584	0.608609	0.182039	0.209352
Seg 219	2578.79	54.33	24.15	14.6979	4.39624	5.05584	0.608609	0.182039	0.209352
Seg 220	2589.17	54.33	24.15	14.6979	4.39624	5.05584	0.608609	0.182039	0.209352
Seg 221	2599.56	54.33	24.15	14.6979	4.39624	5.05584	0.608609	0.182039	0.209352
Seg 222	2609.94	54.33	24.15	14.6979	4.39624	5.05584	0.608609	0.182039	0.209352
Seg 223	2620.32	54.33	24.15	14.6979	4.39624	5.05584	0.608609	0.182039	0.209352
Seg 224	2630.7	54.33	24.15	14.6979	4.39624	5.05584	0.608609	0.182039	0.209352
Seg 225	2641.09	54.33	24.15	14.6979	4.39624	5.05584	0.608609	0.182039	0.209352
Seg 226	2651.47	54.33	24.15	14.6979	4.39624	5.05584	0.608609	0.182039	0.209352
Seg 227	2661.85	54.33	24.15	14.6979	4.39624	5.05584	0.608609	0.182039	0.209352
Seg 228	2672.23	54.33	24.15	14.6979	4.39624	5.05584	0.608609	0.182039	0.209352
Seg 229	2682.62	54.33	24.15	14.6979	4.39624	5.05584	0.608609	0.182039	0.209352
Seg 230	2693	54.33	24.15	14.6979	4.39624	5.05584	0.608609	0.182039	0.209352
Seg 231	2703.38	54.33	24.15	14.6979	4.39624	5.05584	0.608609	0.182039	0.209352
Seg 232	2713.76	54.33	24.15	14.6979	4.39624	5.05584	0.608609	0.182039	0.209352
Seg 233	2724.15	54.33	24.15	14.6979	4.39624	5.05584	0.608609	0.182039	0.209352
Seg 234	2734.53	54.33	24.15	14.6979	4.39624	5.05584	0.608609	0.182039	0.209352
Seg 235	2744.91	54.33	24.15	14.6979	4.39624	5.05584	0.608609	0.182039	0.209352
Seg 236	2755.29	54.33	24.15	14.6979	4.39624	5.05584	0.608609	0.182039	0.209352
Seg 237	2765.68	54.33	24.15	14.6979	4.39624	5.05584	0.608609	0.182039	0.209352
Seg 238	2776.06	54.33	24.15	14.6979	4.39624	5.05584	0.608609	0.182039	0.209352
Seg 239	2786.44	54.33	24.15	14.6979	4.39624	5.05584	0.608609	0.182039	0.209352
Seg 240	2796.83	54.33	24.15	14.6979	4.39624	5.05584	0.608609	0.182039	0.209352
Seg 241	2807.21	54.33	24.15	14.6979	4.39624	5.05584	0.608609	0.182039	0.209352
Seg 242	2817.59	54.33	24.15	14.6979	4.39624	5.05584	0.608609	0.182039	0.209352
Seg 243	2827.97	54.33	24.15	14.6979	4.39624	5.05584	0.608609	0.182039	0.209352
Seg 244	2838.36	54.33	24.15	14.6979	4.39624	5.05584	0.608609	0.182039	0.209352
Seg 245	2848.74	54.33	24.15	14.6979	4.39624	5.05584	0.608609	0.182039	0.209352
Seg 246	2859.12	54.33	24.15	14.6979	4.39624	5.05584	0.608609	0.182039	0.209352
Seg 247	2869.5	54.33	24.15	14.6979	4.39624	5.05584	0.608609	0.182039	0.209352
Seg 248	2879.89	54.33	24.15	14.6979	4.39624	5.05584	0.608609	0.182039	0.209352
Seg 249	2890.27	54.33	24.15	14.6979	4.39624	5.05584	0.608609	0.182039	0.209352
Seg 250	2900.65	54.33	24.15	14.6979	4.39624	5.05584	0.608609	0.182039	0.209352
Seg 251	2911.03	54.33	24.15	14.6979	4.39624	5.05584	0.608609	0.182039	0.209352
Seg 252	2921.42	54.33	24.15	14.6979	4.39624	5.05584	0.608609	0.182039	0.209352
Seg 253	2931.8	54.33	24.15	14.6979	4.39624	5.05584	0.608609	0.182039	0.209352
Seg 254	2942.18	54.33	24.15	14.6979	4.39624	5.05584	0.608609	0.182039	0.209352
Seg 255	2952.56	54.33	24.15	14.6979	4.39624	5.05584	0.608609	0.182039	0.209352
Seg 256	2962.95	54.33	24.15	14.6979	4.39624	5.05584	0.608609	0.182039	0.209352
Seg 257	2973.33	54.33	24.15	14.6979	4.39624	5.05584	0.608609	0.182039	0.209352
Seg 258	2983.71	54.33	24.15	14.6979	4.39624	5.05584	0.608609	0.182039	0.209352
Seg 259	2994.09	54.33	24.15	14.6979	4.39624	5.05584	0.608609	0.182039	0.209352
Seg 260	3004.48	54.33	24.15	14.6979	4.39624	5.05584	0.608609	0.182039	0.209352
Seg 261	3014.86	54.33	24.15	14.6979	4.39624	5.05584	0.608609	0.182039	0.209352
Seg 262	3025.24	54.33	24.15	14.6979	4.39624	5.05584	0.608609	0.182039	0.209352
Seg 263	3035.63	54.33	24.15	14.6979	4.39624	5.05584	0.608609	0.182039	0.209352
