Results for well: MSWell_1_Seg.out in the reservoir: MSWell_1_Seg.out

t	BHP	q(Gas)	q(Oil)	 q(Water)
days	psi	Mscf/d	stb/d	stb/d
0         	0         	-         	0         	0         	0         	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W
Seg 7	5604.04	80.0043	9.507	2.23966e-014	0.634165	8.87283	2.25129e-015	0.065586	0.934414
Seg 8	5704.68	79.7428	9.50702	1.92332e-014	0.633061	8.87396	1.93338e-015	0.0654724	0.934528
Seg 9	5805.32	79.4814	9.50704	1.61949e-014	0.631958	8.87509	1.62802e-015	0.065359	0.934641
Seg 10	5905.96	79.22	9.50707	1.3225e-014	0.630857	8.87621	1.32951e-015	0.0652457	0.934754
Seg 11	6006.59	78.9586	9.5071	1.03964e-014	0.629758	8.87734	1.04519e-015	0.0651326	0.934867
Seg 12	6057.28	86.8842	5.83612	0	0.389057	5.44706	0	0.0648661	0.935134
Seg 13	6107.96	86.7306	5.83612	0	0.388716	5.44741	0	0.0648098	0.93519
Seg 14	6158.64	86.577	5.83613	0	0.388375	5.44775	0	0.0647535	0.935246
Seg 15	6209.33	86.4233	5.83614	0	0.388035	5.4481	0	0.0646973	0.935303
Seg 16	6260.01	86.2697	5.83614	0	0.387695	5.44845	0	0.0646412	0.935359
Seg 17	6310.69	86.1161	5.83615	0	0.387355	5.4488	0	0.064585	0.935415
Seg 18	6361.37	85.9624	5.83616	0	0.387015	5.44915	0	0.064529	0.935471
Seg 19	6412.05	85.8088	5.83617	0	0.386676	5.44949	0	0.064473	0.935527
Seg 20	6462.74	85.6551	5.83618	0	0.386337	5.44984	0	0.064417	0.935583
Seg 21	6518.51	85.4905	5.83619	0	0.385964	5.45023	0	0.0643554	0.935645
Seg 22	6018.55	66.0819	3.67099	3.57048e-014	0.24031	3.43068	9.72533e-015	0.0654619	0.934538
Seg 23	6030.51	66.0561	3.67099	3.51286e-014	0.240261	3.43073	9.56837e-015	0.0654486	0.934551
Seg 24	6042.46	66.0303	3.67099	3.44413e-014	0.240213	3.43078	9.38115e-015	0.0654353	0.934565
Seg 25	6054.42	66.0045	3.671	3.38381e-014	0.240164	3.43083	9.21684e-015	0.065422	0.934578
Seg 26	6066.38	65.9787	3.671	3.31886e-014	0.240115	3.43088	9.03994e-015	0.0654087	0.934591
Seg 27	6078.33	65.9529	3.671	3.25112e-014	0.240067	3.43093	8.85542e-015	0.0653954	0.934605
Seg 28	6090.29	65.9271	3.671	3.18464e-014	0.240018	3.43098	8.67432e-015	0.0653821	0.934618
Seg 29	6102.25	65.9013	3.671	3.12346e-014	0.239969	3.43104	8.50768e-015	0.0653688	0.934631
Seg 30	6114.2	65.8755	3.67101	3.05985e-014	0.23992	3.43109	8.33441e-015	0.0653555	0.934645
Seg 31	6126.16	65.8497	3.67101	2.99336e-014	0.239872	3.43114	8.1533e-015	0.0653422	0.934658
Seg 32	6138.12	65.8239	3.67101	2.9287e-014	0.239823	3.43119	7.97718e-015	0.0653289	0.934671
Seg 33	6150.07	65.7981	3.67101	2.8662e-014	0.239774	3.43124	7.80695e-015	0.0653156	0.934684
Seg 34	6162.03	65.7723	3.67102	2.80566e-014	0.239726	3.43129	7.64203e-015	0.0653023	0.934698
Seg 35	6173.99	65.7465	3.67102	2.74172e-014	0.239677	3.43134	7.46788e-015	0.065289	0.934711
Seg 36	6185.94	65.7207	3.67102	2.67374e-014	0.239628	3.43139	7.28271e-015	0.0652757	0.934724
Seg 37	6197.9	65.6949	3.67102	2.60893e-014	0.23958	3.43144	7.10618e-015	0.0652624	0.934738
Seg 38	6209.86	65.6691	3.67102	2.54661e-014	0.239531	3.43149	6.93642e-015	0.0652492	0.934751
Seg 39	6221.81	65.6433	3.67103	2.48213e-014	0.239483	3.43154	6.76078e-015	0.0652359	0.934764
Seg 40	6233.77	65.6175	3.67103	2.42209e-014	0.239434	3.43159	6.59726e-015	0.0652226	0.934777
Seg 41	6249.41	65.5837	3.67103	2.38135e-014	0.23937	3.43166	6.48627e-015	0.0652051	0.934795
Seg 42	6524.72	85.4839	2.64466	2.74895e-015	0.174444	2.47022	1.0393e-015	0.065961	0.934039
Seg 43	6530.92	85.4704	2.64466	2.77889e-015	0.174426	2.47023	1.05062e-015	0.0659541	0.934046
Seg 44	6537.13	85.457	2.64466	2.84942e-015	0.174408	2.47025	1.07729e-015	0.0659473	0.934053
Seg 45	6543.33	85.4436	2.64466	2.88557e-015	0.17439	2.47027	1.09096e-015	0.0659404	0.93406
Seg 46	6549.54	85.4302	2.64466	2.95167e-015	0.174372	2.47029	1.11595e-015	0.0659336	0.934066
Seg 47	6555.74	85.4167	2.64466	2.99543e-015	0.174354	2.47031	1.13249e-015	0.0659267	0.934073
Seg 48	6561.94	85.4033	2.64466	3.07215e-015	0.174336	2.47033	1.16149e-015	0.0659199	0.93408
