 % Reservoir Output 
 % Unit for Total Component: B.O. ~ lb/day || Compositional ~ mol/day 

time	pres	temp	comp0	comp1	
day	psi	F	**	**	
         0	   2999.93	       530	8.27248e+006	0	
    0.0001	   2999.94	       530	8.27248e+006	5.34422	
0.000247239	   2999.96	       530	8.27248e+006	13.1599	
0.000466257	   2999.98	       530	8.27247e+006	24.7194	
0.000790761	   3000.02	       530	8.27247e+006	41.7101	
0.00126884	   3000.07	       530	8.27247e+006	66.4599	
 0.0019676	   3000.14	       530	8.27246e+006	102.056	
0.00297789	   3000.24	       530	8.27246e+006	152.369	
0.00441805	   3000.37	       530	8.27244e+006	221.875	
 0.0064353	   3000.55	       530	8.27243e+006	315.199	
0.00920459	   3000.77	       530	8.27241e+006	436.414	
 0.0129273	   3001.05	       530	8.27238e+006	588.368	
  0.017836	   3001.37	       530	8.27234e+006	772.463	
 0.0242132	   3001.73	       530	8.2723e+006	989.239	
 0.0324317	   3002.13	       530	8.27223e+006	1239.8	
 0.0430251	   3002.57	       530	8.27215e+006	1527.92	
    0.0568	   3003.66	       530	8.27205e+006	2117.73	
 0.0739378	   3005.86	       530	8.27192e+006	3229.21	
 0.0926755	   3009.08	       530	8.27178e+006	4815.96	
  0.113025	   3013.32	       530	8.27162e+006	6896.74	
  0.134549	   3018.41	       530	8.27146e+006	9418.97	
  0.157717	   3024.29	       530	8.27128e+006	12430	
  0.182431	   3031.06	       530	8.27108e+006	15905.7	
  0.209049	   3038.82	       530	8.27087e+006	19883.7	
  0.238691	   3047.92	       530	8.27063e+006	24533.1	
  0.271201	   3058.28	       530	8.27036e+006	29820.8	
  0.307721	   3070.26	       530	8.27005e+006	35927.9	
  0.347029	   3083.41	       530	8.26971e+006	42627.9	
  0.390448	   3098.13	       530	8.26933e+006	50125.7	
  0.437222	    3114.1	       530	8.2689e+006	58261	
  0.488531	   3131.67	       530	8.26842e+006	67214.1	
  0.543564	   3150.51	       530	8.26789e+006	76814.4	
  0.603659	   3171.01	       530	8.26729e+006	87271.2	
  0.668558	   3193.03	       530	8.26662e+006	98509.4	
   0.74021	   3217.15	       530	8.26585e+006	110835	
  0.819084	   3243.46	       530	8.26497e+006	124296	
  0.904042	    3271.5	       530	8.26399e+006	138660	
  0.995638	   3301.37	       530	8.26289e+006	153988	
