Results for well: RES1_PROD.out in the reservoir: RES1_PROD.out

time	BHP	Temp	q(Oil)	q(Water)
days	psi	F	stb/d	stb/d
0         	0         	-         	0         	0         	
0.0001    	2500      	70        	24.2821   	0         	
0.000247239	2500      	70        	24.2213   	0         	
0.000466257	2500      	70        	24.1715   	0         	
0.000790761	2500      	70        	24.1242   	0         	
0.00126884	2500      	70        	24.0769   	0         	
0.0019676 	2500      	70        	24.0288   	0         	
0.00297789	2500      	70        	23.9802   	0         	
0.00441805	2500      	70        	23.9327   	0         	
0.0064353 	2500      	70        	23.8882   	0         	
0.00920459	2500      	70        	23.849    	0         	
0.0129273 	2500      	70        	23.8172   	0         	
0.017836  	2500      	70        	23.7949   	0         	
0.0242132 	2500      	70        	23.7842   	0         	
0.0324317 	2500      	70        	23.7866   	0         	
0.0430251 	2500      	70        	23.8016   	0         	
0.0568    	2500      	70        	23.8319   	0         	
0.0739378 	2500      	70        	23.8905   	0         	
0.0926755 	2500      	70        	23.9873   	0         	
0.113025  	2500      	70        	24.1331   	0         	
0.134549  	2500      	70        	24.327    	0         	
0.157717  	2500      	70        	24.5655   	0         	
0.182431  	2500      	70        	24.848    	0         	
0.209049  	2500      	70        	25.1848   	0         	
0.238691  	2500      	70        	25.5955   	0         	
0.271201  	2500      	70        	26.0764   	0         	
0.307721  	2500      	70        	26.6426   	0         	
0.347029  	2500      	70        	27.2723   	0         	
0.390448  	2500      	70        	27.9842   	0         	
0.437222  	2500      	70        	28.7624   	0         	
0.488531  	2500      	70        	29.6235   	0         	
0.543564  	2500      	70        	30.5506   	0         	
0.603659  	2500      	70        	31.5637   	0         	
0.668558  	2500      	70        	32.655    	0         	
0.74021   	2500      	70        	33.8544   	0         	
0.819084  	2500      	70        	35.1663   	0         	
0.904042  	2500      	70        	36.5684   	0         	
0.995638  	2500      	70        	38.0665   	0         	
1.09541   	2500      	70        	39.6817   	0         	
1.20149   	2500      	70        	41.3797   	0         	
1.31493   	2500      	70        	43.1734   	0         	
1.43878   	2500      	70        	45.1049   	0         	
1.57101   	2500      	70        	47.1366   	0         	
1.71267   	2500      	70        	49.2785   	0         	
1.86304   	2500      	70        	51.5123   	0         	
2.02526   	2500      	70        	53.8765   	0         	
2.20318   	2500      	70        	56.4147   	0         	
2.39075   	2500      	70        	59.0297   	0         	
2.59115   	2500      	70        	61.7553   	0         	
2.81298   	2500      	70        	64.6878   	0         	
3.04782   	2500      	70        	67.6999   	0         	
3.30548   	2500      	70        	70.8943   	0         	
3.588     	2500      	70        	74.2657   	0         	
3.89488   	2500      	70        	77.552    	0         	
4.22504   	2500      	70        	80.8715   	0         	
4.58082   	2500      	70        	84.2975   	0         	
4.96309   	2500      	70        	87.8027   	0         	
5.3718    	2500      	70        	91.3556   	0         	
5.81257   	2500      	70        	94.9678   	0         	
6.29126   	2500      	70        	98.6433   	0         	
6.80735   	2500      	70        	102.332   	0         	
7.35225   	2500      	70        	105.938   	0         	
7.9301    	2500      	70        	109.457   	0         	
8.54282   	2500      	70        	112.869   	0         	
9.192     	2500      	70        	116.15    	0         	
9.88506   	2500      	70        	119.304   	0         	
10.6317   	2500      	70        	122.334   	0         	
11.4416   	2500      	70        	125.232   	0         	
12.3048   	2500      	70        	127.928   	0         	
13.2214   	2500      	70        	130.402   	0         	
14.1875   	2500      	70        	132.558   	0         	
15.1875   	2500      	70        	134.375   	0         	
16.1875   	2500      	70        	135.943   	0         	
17.1875   	2500      	70        	137.307   	0         	
18.1875   	2500      	70        	138.478   	0         	
19.1875   	2500      	70        	139.483   	0         	
20.1875   	2500      	70        	140.345   	0         	
21.1875   	2500      	70        	141.082   	0         	
22.1875   	2500      	70        	141.712   	0         	
23.1875   	2500      	70        	142.25    	0         	
24.1875   	2500      	70        	142.709   	0         	
25.1875   	2500      	70        	143.1     	0         	
26.1875   	2500      	70        	143.432   	0         	
27.1875   	2500      	70        	143.716   	0         	
28.1875   	2500      	70        	143.956   	0         	
29.1875   	2500      	70        	144.16    	0         	
30.1875   	2500      	70        	144.334   	0         	
31.1875   	2500      	70        	144.481   	0         	
32.1875   	2500      	70        	144.606   	0         	
33.1875   	2500      	70        	144.712   	0         	
34.1875   	2500      	70        	144.801   	0         	
35.1875   	2500      	70        	144.877   	0         	
36.1875   	2500      	70        	144.942   	0         	
37.1875   	2500      	70        	144.996   	0         	
38.1875   	2500      	70        	145.042   	0         	
39.1875   	2500      	70        	145.082   	3.20574e-014	
40.1875   	2500      	70        	145.115   	5.61118e-014	
41.1875   	2500      	70        	145.143   	1.36295e-013	
42.1875   	2500      	70        	145.167   	2.64611e-013	
43.1875   	2500      	70        	145.188   	5.53345e-013	
44.1875   	2500      	70        	145.205   	1.13087e-012	
45.1875   	2500      	70        	145.22    	2.286e-012	
46.1875   	2500      	70        	145.233   	4.5884e-012	
47.1875   	2500      	70        	145.244   	9.06511e-012	
48.1875   	2500      	70        	145.253   	1.77221e-011	
49.1875   	2500      	70        	145.261   	3.42505e-011	
50.1875   	2500      	70        	145.269   	6.55032e-011	
51.1875   	2500      	70        	145.275   	1.24039e-010	
52.1875   	2500      	70        	145.28    	2.3264e-010	
53.1875   	2500      	70        	145.285   	4.32401e-010	
54.1875   	2500      	70        	145.289   	7.96954e-010	
55.1875   	2500      	70        	145.293   	1.45741e-009	
56.1875   	2500      	70        	145.297   	2.64627e-009	
57.1875   	2500      	70        	145.3     	4.7742e-009	
58.1875   	2500      	70        	145.302   	8.56525e-009	
59.1875   	2500      	70        	145.305   	1.52946e-008	
60.1875   	2500      	70        	145.307   	2.72087e-008	
61.1875   	2500      	70        	145.309   	4.82698e-008	
62.1875   	2500      	70        	145.311   	8.54841e-008	
63.1875   	2500      	70        	145.312   	1.51276e-007	
64.1875   	2500      	70        	145.314   	2.67745e-007	
65.1875   	2500      	70        	145.316   	4.74328e-007	
66.1875   	2500      	70        	145.316   	8.41599e-007	
67.1875   	2500      	70        	145.318   	1.49625e-006	
68.1875   	2500      	70        	145.319   	2.66617e-006	
69.1875   	2500      	70        	145.32    	4.76216e-006	
70.1875   	2500      	70        	145.32    	8.52617e-006	
71.1875   	2500      	70        	145.321   	1.53008e-005	
72.1875   	2500      	70        	145.321   	2.75198e-005	
73.1875   	2500      	70        	145.321   	4.96018e-005	
74.1875   	2500      	70        	145.321   	8.95739e-005	
75.1875   	2500      	70        	145.319   	0.000161996	
76.1875   	2500      	70        	145.318   	0.000293222	
77.1875   	2500      	70        	145.317   	0.000530777	
78.1875   	2500      	70        	145.314   	0.000959879	
79.1875   	2500      	70        	145.309   	0.00173228	
80.1875   	2500      	70        	145.303   	0.00311671	
81.1875   	2500      	70        	145.293   	0.00558732	
82.1875   	2500      	70        	145.277   	0.00998185	
83.1875   	2500      	70        	145.252   	0.0177939 	
84.1875   	2500      	70        	145.207   	0.0317238 	
85.1875   	2500      	70        	145.127   	0.0567589 	
86.1875   	2500      	70        	144.987   	0.102326  	
87.1875   	2500      	70        	144.73    	0.186576  	
88.1875   	2500      	70        	144.253   	0.344388  	
89.1875   	2500      	70        	143.368   	0.639981  	
90.1875   	2500      	70        	141.762   	1.18145   	
91.1875   	2500      	70        	138.992   	2.12453   	
92.1875   	2500      	70        	134.571   	3.64477   	
93.1875   	2500      	70        	128.153   	5.87691   	
94.1875   	2500      	70        	119.838   	8.80159   	
95.1875   	2500      	70        	110.063   	12.2858   	
96.1875   	2500      	70        	99.8527   	15.9808   	
97.1875   	2500      	70        	90.3601   	19.4868   	
98.1875   	2500      	70        	82.3578   	22.5228   	
99.1875   	2500      	70        	76.0328   	25.0023   	
100       	2500      	70        	71.8879   	26.6772   	
