Results for well: RES1_INJ.out in the reservoir: RES1_INJ.out

time	BHP	Temp	q(Oil)	q(Water)
days	psi	F	stb/d	stb/d
79.1875   	6000      	70        	0         	-135.334  	
80.1875   	6000      	70        	0         	-135.333  	
81.1875   	6000      	70        	0         	-135.33   	
82.1875   	6000      	70        	0         	-135.327  	
83.1875   	6000      	70        	0         	-135.322  	
84.1875   	6000      	70        	0         	-135.313  	
85.1875   	6000      	70        	0         	-135.296  	
86.1875   	6000      	70        	0         	-135.268  	
87.1875   	6000      	70        	0         	-135.215  	
88.1875   	6000      	70        	0         	-135.12   	
89.1875   	6000      	70        	0         	-134.941  	
90.1875   	6000      	70        	0         	-134.616  	
91.1875   	6000      	70        	0         	-134.04   	
92.1875   	6000      	70        	0         	-133.072  	
93.1875   	6000      	70        	0         	-131.56   	
94.1875   	6000      	70        	0         	-129.391  	
95.1875   	6000      	70        	0         	-126.525  	
96.1875   	6000      	70        	0         	-123.047  	
97.1875   	6000      	70        	0         	-119.164  	
98.1875   	6000      	70        	0         	-115.135  	
99.1875   	6000      	70        	0         	-111.191  	
100       	6000      	70        	0         	-108.133  	
