Results for well: RES1_PROD.out in the reservoir: RES1_PROD.out

time	BHP	Temp	q(Gas)	q(Oil)
days	psi	F	Mscf/d	stb/d
373.405   	30        	573.536   	0.0587241 	0.0276468 	
383.405   	30        	575.92    	0.055822  	0.0263697 	
393.405   	30        	578.244   	0.0527392 	0.0249983 	
400       	30        	579.757   	0.0505913 	0.024035  	
410       	30        	582.024   	0.0473175 	0.0225571 	
420       	30        	584.274   	0.0439945 	0.0210463 	
430       	30        	586.518   	0.0406499 	0.0195153 	
440       	30        	588.764   	0.0373181 	0.0179792 	
450       	30        	591.016   	0.0340263 	0.0164508 	
460       	30        	593.276   	0.0307978 	0.0149419 	
470       	30        	595.545   	0.0276586 	0.0134656 	
480       	30        	597.821   	0.0246325 	0.0120337 	
490       	30        	600.1     	0.0217422 	0.0106576 	
500       	30        	602.377   	0.0190085 	0.00934777	
510       	30        	604.646   	0.0164505 	0.00811422	
520       	30        	606.897   	0.0140848 	0.00696585	
530       	30        	609.122   	0.0119244 	0.00591021	
540       	30        	611.311   	0.00997866	0.00495312	
550       	30        	613.454   	0.00825197	0.00409823	
560       	30        	615.541   	0.00674365	0.00334677	
570       	30        	617.563   	0.00545006	0.00269796	
580       	30        	619.512   	0.00435624	0.00214612	
590       	30        	621.382   	0.00344556	0.00168487	
600       	30        	623.167   	0.00270055	0.00130691	
610       	30        	624.863   	0.00210231	0.00100362	
620       	30        	626.47    	0.00162849	0.000764329	
630       	30        	627.986   	0.00126002	0.000579483	
640       	30        	629.412   	0.000981368	0.000440206	
650       	30        	630.752   	0.000766852	0.000334123	
660       	30        	632.007   	0.00060397	0.00025491	
670       	30        	633.183   	0.000484954	0.000196852	
680       	30        	634.284   	0.000399075	0.000145445	
690       	30        	635.315   	0.000331319	0.000104254	
700       	30        	636.277   	0.00027654	7.35867e-005	
710       	30        	637.176   	0.000231673	5.15077e-005	
720       	30        	638.015   	0.000194428	3.58495e-005	
730       	30        	638.798   	0.000163563	2.48949e-005	
740       	30        	639.528   	0.000137703	1.72495e-005	
750       	30        	640.209   	0.00011595	1.19311e-005	
760       	30        	640.845   	9.76036e-005	8.23972e-006	
770       	30        	641.437   	8.21056e-005	5.68189e-006	
780       	30        	641.99    	6.90045e-005	3.91202e-006	
790       	30        	642.506   	5.79295e-005	2.68902e-006	
800       	30        	642.988   	4.85719e-005	1.84509e-006	
