1	0.1
1	0.5
1	1.20296
1	2.59269
1	4.76202
1	7.91666
1	13.5585
1	10
1	9.56273
1	9.43664
1	9.29419
1	9.13503
1	8.95965
1	17.5419
1	10
1	10
1	17.903
1	10
1	15.2653
1	8.84857
1	15.8788
1	4.19403
1	8.19086
1	5.76257
1	9.54003
1	15.878
1	14.95
1	14.9603
1	17.7376
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	10
1	20
1	20
1	20
1	20
1	10
1	20
1	20
1	20
1	20
1	20
1	20
1	10
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	6.32797
