KVALUES
Results of phase equilibrium constant Ki at temperature = 620

P(psia)  K[1]	K[2]	K[3]	K[4]	K[5]	K[6]	
     535    6.389087   0.7581061  0.05894833  0.002601786  8.204214e-005  2.438603e-006  
     536    6.378257   0.7571749  0.05891297  0.002602397  8.214237e-005  2.443976e-006  
     537    6.367467   0.7562475  0.05887782  0.002603017  8.224297e-005  2.449369e-006  
     538    6.356718   0.7553237  0.05884289  0.002603645  8.234394e-005  2.45478e-006  
     539    6.346008   0.7544037  0.05880818  0.002604282  8.244529e-005  2.460211e-006  
     540    6.335338   0.7534873  0.05877369  0.002604927  8.254701e-005  2.46566e-006  
     541    6.324708   0.7525746  0.05873941  0.00260558  8.26491e-005  2.471128e-006  
     542    6.314117   0.7516655  0.05870534  0.002606242  8.275157e-005  2.476616e-006  
     543    6.303565     0.75076  0.05867148  0.002606913  8.28544e-005  2.482123e-006  
     544    6.293052   0.7498582  0.05863784  0.002607592  8.295761e-005  2.487649e-006  
     545    6.282578   0.7489599   0.0586044  0.002608279  8.30612e-005  2.493194e-006  
     546    6.272142   0.7480651  0.05857118  0.002608974  8.316515e-005  2.498758e-006  
     547    6.261745   0.7471739  0.05853816  0.002609678  8.326948e-005  2.504342e-006  
     548    6.251385   0.7462862  0.05850535  0.002610391  8.337418e-005  2.509945e-006  
     549    6.241063    0.745402  0.05847274  0.002611111  8.347926e-005  2.515568e-006  
     550    6.230779   0.7445213  0.05844034  0.00261184  8.358471e-005  2.52121e-006  
     551    6.220532   0.7436441  0.05840815  0.002612577  8.369053e-005  2.526871e-006  
     552    6.210323   0.7427702  0.05837615  0.002613322  8.379673e-005  2.532553e-006  
     553     6.20015   0.7418998  0.05834436  0.002614075  8.39033e-005  2.538253e-006  
     554    6.190015   0.7410329  0.05831277  0.002614837  8.401024e-005  2.543974e-006  
     555    6.179916   0.7401692  0.05828138  0.002615606  8.411755e-005  2.549714e-006  
     556    6.169853    0.739309  0.05825019  0.002616384  8.422524e-005  2.555473e-006  
     557    6.159827   0.7384521  0.05821919  0.00261717  8.433331e-005  2.561253e-006  
     558    6.149836   0.7375986   0.0581884  0.002617964  8.444175e-005  2.567052e-006  
     559    6.139882   0.7367483  0.05815779  0.002618765  8.455056e-005  2.572871e-006  
     560    6.129963   0.7359014  0.05812739  0.002619575  8.465974e-005  2.57871e-006  
     561    6.120079   0.7350577  0.05809717  0.002620393  8.47693e-005  2.584569e-006  
     562    6.110231   0.7342173  0.05806715  0.002621219  8.487924e-005  2.590448e-006  
     563    6.100418   0.7333801  0.05803733  0.002622053  8.498955e-005  2.596348e-006  
     564    6.090639   0.7325462  0.05800769  0.002622894  8.510023e-005  2.602267e-006  
     565    6.080896   0.7317155  0.05797824  0.002623744  8.521129e-005  2.608206e-006  
     566    6.071187   0.7308879  0.05794898  0.002624601  8.532273e-005  2.614166e-006  
     567    6.061512   0.7300636  0.05791992  0.002625467  8.543454e-005  2.620145e-006  
     568    6.051871   0.7292424  0.05789103  0.00262634  8.554672e-005  2.626145e-006  
     569    6.042264   0.7284243  0.05786234  0.002627221  8.565928e-005  2.632166e-006  
     570    6.032692   0.7276094  0.05783383  0.00262811  8.577222e-005  2.638207e-006  
     571    6.023152   0.7267975   0.0578055  0.002629006  8.588553e-005  2.644268e-006  
     572    6.013646   0.7259888  0.05777736  0.00262991  8.599922e-005  2.650349e-006  
     573    6.004174   0.7251832  0.05774941  0.002630822  8.611328e-005  2.656452e-006  
     574    5.994734   0.7243806  0.05772163  0.002631742  8.622772e-005  2.662574e-006  
     575    5.985328    0.723581  0.05769404  0.002632669  8.634254e-005  2.668718e-006  
     576    5.975959   0.7227849  0.05766664  0.002633606  8.645779e-005  2.674885e-006  
     577    5.966618   0.7219914  0.05763941  0.002634548  8.657337e-005  2.681069e-006  
     578    5.957309   0.7212009  0.05761235  0.002635499  8.668931e-005  2.687275e-006  
     579    5.948032   0.7204133  0.05758548  0.002636457  8.680564e-005  2.693502e-006  
     580    5.938788   0.7196288  0.05755878  0.002637422  8.692234e-005  2.699749e-006  
     581    5.929575   0.7188472  0.05753225  0.002638395  8.703942e-005  2.706017e-006  
     582    5.920394   0.7180685   0.0575059  0.002639376  8.715688e-005  2.712306e-006  
     583    5.911245   0.7172928  0.05747973  0.002640364  8.727472e-005  2.718617e-006  
     584    5.902127     0.71652  0.05745373  0.00264136  8.739293e-005  2.724948e-006  
     585     5.89304     0.71575   0.0574279  0.002642363  8.751153e-005  2.7313e-006  
     586    5.883985    0.714983  0.05740225  0.002643374  8.76305e-005  2.737674e-006  
     587     5.87496   0.7142188  0.05737676  0.002644392  8.774985e-005  2.744069e-006  
     588    5.865966   0.7134574  0.05735145  0.002645418  8.786958e-005  2.750485e-006  
     589    5.857003   0.7126989  0.05732631  0.002646451  8.798969e-005  2.756923e-006  
     590     5.84807   0.7119432  0.05730134  0.002647491  8.811018e-005  2.763382e-006  
     591    5.839168   0.7111904  0.05727653  0.002648539  8.823106e-005  2.769862e-006  
     592    5.830295   0.7104403  0.05725189  0.002649594  8.835231e-005  2.776364e-006  
     593    5.821453    0.709693  0.05722742  0.002650657  8.847394e-005  2.782887e-006  
     594     5.81264   0.7089484  0.05720312  0.002651727  8.859595e-005  2.789432e-006  
     595    5.803857   0.7082066  0.05717898  0.002652804  8.871834e-005  2.795999e-006  
     596    5.795104   0.7074676    0.057155  0.002653888  8.884112e-005  2.802587e-006  
     597     5.78638   0.7067312  0.05713119  0.00265498  8.896428e-005  2.809197e-006  
     598    5.777686   0.7059976  0.05710754  0.002656079  8.908781e-005  2.815829e-006  
     599     5.76902   0.7052666  0.05708405  0.002657186  8.921174e-005  2.822483e-006  
     600    5.760383   0.7045384  0.05706073  0.002658299  8.933604e-005  2.829159e-006  
     601    5.751776   0.7038128  0.05703756  0.00265942  8.946072e-005  2.835857e-006  
     602    5.743197   0.7030899  0.05701456  0.002660548  8.958579e-005  2.842577e-006  
     603    5.734646   0.7023696  0.05699172  0.002661683  8.971125e-005  2.849319e-006  
     604    5.726124   0.7016519  0.05696903  0.002662826  8.983708e-005  2.856083e-006  
     605     5.71763   0.7009369   0.0569465  0.002663975  8.99633e-005  2.862869e-006  
     606    5.709164   0.7002245  0.05692413  0.002665132  9.008991e-005  2.869677e-006  
     607    5.700726   0.6995146  0.05690192  0.002666296  9.02169e-005  2.876508e-006  
     608    5.692316   0.6988074  0.05687986  0.002667466  9.034427e-005  2.883362e-006  
     609    5.683934   0.6981027  0.05685796  0.002668645  9.047203e-005  2.890237e-006  
     610    5.675579   0.6974005  0.05683621  0.00266983  9.060018e-005  2.897135e-006  
     611    5.667252   0.6967009  0.05681462  0.002671022  9.072871e-005  2.904056e-006  
     612    5.658951   0.6960039  0.05679318  0.002672221  9.085762e-005  2.910999e-006  
     613    5.650678   0.6953093  0.05677189  0.002673427  9.098693e-005  2.917965e-006  
     614    5.642433   0.6946172  0.05675076  0.002674641  9.111662e-005  2.924954e-006  
     615    5.634213   0.6939277  0.05672977  0.002675861  9.12467e-005  2.931965e-006  
     616    5.626021   0.6932406  0.05670894  0.002677088  9.137716e-005  2.939e-006  
     617    5.617855    0.692556  0.05668825  0.002678323  9.150801e-005  2.946057e-006  
     618    5.609716   0.6918738  0.05666772  0.002679564  9.163926e-005  2.953137e-006  
     619    5.601603   0.6911941  0.05664733  0.002680812  9.177089e-005  2.96024e-006  
     620    5.593517   0.6905168  0.05662709  0.002682067  9.190291e-005  2.967367e-006  
     621    5.585456    0.689842    0.056607  0.002683329  9.203531e-005  2.974516e-006  
     622    5.577422   0.6891695  0.05658706  0.002684599  9.216811e-005  2.981688e-006  
     623    5.569413   0.6884995  0.05656726  0.002685874  9.23013e-005  2.988884e-006  
     624     5.56143   0.6878318  0.05654761  0.002687157  9.243488e-005  2.996103e-006  
     625    5.553473   0.6871665   0.0565281  0.002688447  9.256885e-005  3.003346e-006  
     626    5.545541   0.6865036  0.05650874  0.002689744  9.270321e-005  3.010612e-006  
     627    5.537635    0.685843  0.05648952  0.002691047  9.283796e-005  3.017901e-006  
     628    5.529754   0.6851848  0.05647045  0.002692357  9.297311e-005  3.025214e-006  
     629    5.521898   0.6845289  0.05645151  0.002693674  9.310864e-005  3.032551e-006  
     630    5.514067   0.6838753  0.05643272  0.002694998  9.324457e-005  3.039911e-006  
     631     5.50626    0.683224  0.05641407  0.002696329  9.338089e-005  3.047295e-006  
     632    5.498479    0.682575  0.05639556  0.002697667  9.351761e-005  3.054703e-006  
     633    5.490722   0.6819283  0.05637719  0.002699011  9.365472e-005  3.062134e-006  
     634     5.48299   0.6812839  0.05635896  0.002700362  9.379222e-005  3.06959e-006  
     635    5.475282   0.6806418  0.05634087  0.00270172  9.393012e-005  3.077069e-006  
     636    5.467599   0.6800019  0.05632292  0.002703084  9.406842e-005  3.084573e-006  
     637     5.45994   0.6793642  0.05630511  0.002704456  9.42071e-005  3.0921e-006  
     638    5.452304   0.6787288  0.05628743  0.002705834  9.434619e-005  3.099652e-006  
     639    5.444693   0.6780956  0.05626989  0.002707218  9.448567e-005  3.107228e-006  
     640    5.437106   0.6774646  0.05625249  0.00270861  9.462555e-005  3.114829e-006  
     641    5.429542   0.6768358  0.05623522  0.002710008  9.476583e-005  3.122454e-006  
     642    5.422002   0.6762092  0.05621808  0.002711413  9.49065e-005  3.130103e-006  
     643    5.414485   0.6755848  0.05620109  0.002712824  9.504757e-005  3.137776e-006  
     644    5.406992   0.6749626  0.05618422  0.002714242  9.518904e-005  3.145475e-006  
     645    5.399522   0.6743425  0.05616749  0.002715667  9.533091e-005  3.153197e-006  
     646    5.392076   0.6737246  0.05615089  0.002717098  9.547318e-005  3.160945e-006  
     647    5.384652   0.6731088  0.05613442  0.002718536  9.561585e-005  3.168717e-006  
     648    5.377252   0.6724952  0.05611809  0.002719981  9.575891e-005  3.176514e-006  
     649    5.369874   0.6718837  0.05610189  0.002721432  9.590238e-005  3.184336e-006  
     650    5.362519   0.6712743  0.05608582  0.00272289  9.604625e-005  3.192183e-006  
     651    5.355187    0.670667  0.05606987  0.002724354  9.619052e-005  3.200055e-006  
     652    5.347877   0.6700618  0.05605406  0.002725825  9.63352e-005  3.207952e-006  
     653     5.34059   0.6694586  0.05603838  0.002727303  9.648028e-005  3.215874e-006  
     654    5.333325   0.6688576  0.05602283  0.002728787  9.662575e-005  3.223822e-006  
     655    5.326082   0.6682586   0.0560074  0.002730277  9.677164e-005  3.231794e-006  
     656    5.318861   0.6676617   0.0559921  0.002731774  9.691792e-005  3.239792e-006  
     657    5.311663   0.6670668  0.05597693  0.002733278  9.706462e-005  3.247816e-006  
     658    5.304486   0.6664739  0.05596189  0.002734788  9.721171e-005  3.255865e-006  
     659    5.297332   0.6658831  0.05594697  0.002736305  9.735921e-005  3.263939e-006  
     660    5.290199   0.6652943  0.05593218  0.002737828  9.750712e-005  3.272039e-006  
     661    5.283087   0.6647075  0.05591751  0.002739357  9.765544e-005  3.280165e-006  
     662    5.275997   0.6641227  0.05590297  0.002740893  9.780416e-005  3.288316e-006  
     663    5.268929     0.66354  0.05588855  0.002742436  9.795328e-005  3.296493e-006  
     664    5.261882   0.6629591  0.05587426  0.002743985  9.810282e-005  3.304697e-006  
     665    5.254856   0.6623803  0.05586008  0.002745541  9.825276e-005  3.312926e-006  
     666    5.247852   0.6618034  0.05584604  0.002747102  9.840312e-005  3.321181e-006  
     667    5.240868   0.6612285  0.05583211  0.002748671  9.855388e-005  3.329462e-006  
     668    5.233906   0.6606556  0.05581831  0.002750245  9.870505e-005  3.33777e-006  
     669    5.226964   0.6600845  0.05580462  0.002751827  9.885663e-005  3.346103e-006  
     670    5.220043   0.6595154  0.05579106  0.002753414  9.900863e-005  3.354463e-006  
     671    5.213143   0.6589483  0.05577762  0.002755008  9.916103e-005  3.36285e-006  
     672    5.206263    0.658383   0.0557643  0.002756608  9.931385e-005  3.371263e-006  
     673    5.199404   0.6578196   0.0557511  0.002758215  9.946708e-005  3.379702e-006  
     674    5.192565   0.6572582  0.05573802  0.002759828  9.962072e-005  3.388168e-006  
     675    5.185747   0.6566986  0.05572506  0.002761448  9.977477e-005  3.39666e-006  
     676    5.178948   0.6561409  0.05571221  0.002763073  9.992924e-005  3.40518e-006  
     677     5.17217   0.6555851  0.05569948  0.002764706  0.0001000841  3.413726e-006  
     678    5.165412   0.6550312  0.05568687  0.002766344  0.0001002394  3.422299e-006  
     679    5.158674   0.6544791  0.05567438  0.002767989  0.0001003951  3.430899e-006  
     680    5.151956   0.6539288  0.05566201  0.00276964  0.0001005513  3.439526e-006  
     681    5.145258   0.6533804  0.05564974  0.002771297  0.0001007078  3.44818e-006  
     682    5.138579   0.6528338   0.0556376  0.002772961  0.0001008648  3.456861e-006  
     683     5.13192   0.6522891  0.05562557  0.002774631  0.0001010222  3.46557e-006  
     684    5.125281   0.6517461  0.05561366  0.002776307  0.00010118  3.474306e-006  
     685    5.118661    0.651205  0.05560186  0.00277799  0.0001013382  3.483069e-006  
     686     5.11206   0.6506657  0.05559017  0.002779679  0.0001014968  3.49186e-006  
     687    5.105478   0.6501281   0.0555786  0.002781374  0.0001016559  3.500678e-006  
     688    5.098916   0.6495924  0.05556714  0.002783076  0.0001018154  3.509524e-006  
     689    5.092373   0.6490584  0.05555579  0.002784783  0.0001019753  3.518397e-006  
     690    5.085849   0.6485262  0.05554456  0.002786497  0.0001021356  3.527299e-006  
     691    5.079344   0.6479958  0.05553343  0.002788217  0.0001022963  3.536228e-006  
     692    5.072857   0.6474671  0.05552242  0.002789944  0.0001024575  3.545185e-006  
     693     5.06639   0.6469401  0.05551152  0.002791676  0.0001026191  3.55417e-006  
     694    5.059941   0.6464149  0.05550073  0.002793415  0.0001027811  3.563183e-006  
     695     5.05351   0.6458914  0.05549005  0.00279516  0.0001029435  3.572224e-006  
     696    5.047099   0.6453697  0.05547948  0.002796911  0.0001031064  3.581294e-006  
     697    5.040705   0.6448496  0.05546902  0.002798669  0.0001032697  3.590392e-006  
     698     5.03433   0.6443313  0.05545867  0.002800433  0.0001034334  3.599518e-006  
     699    5.027974   0.6438147  0.05544843  0.002802202  0.0001035976  3.608673e-006  
     700    5.021635   0.6432998  0.05543829  0.002803979  0.0001037621  3.617856e-006  
     701    5.015315   0.6427865  0.05542827  0.002805761  0.0001039271  3.627068e-006  
     702    5.009013    0.642275  0.05541835  0.002807549  0.0001040925  3.636308e-006  
     703    5.002729   0.6417651  0.05540854  0.002809344  0.0001042584  3.645577e-006  
     704    4.996462   0.6412569  0.05539883  0.002811144  0.0001044247  3.654875e-006  
     705    4.990214   0.6407503  0.05538924  0.002812951  0.0001045914  3.664202e-006  
     706    4.983983   0.6402454  0.05537974  0.002814764  0.0001047586  3.673558e-006  
     707     4.97777   0.6397421  0.05537036  0.002816583  0.0001049261  3.682944e-006  
     708    4.971575   0.6392405  0.05536108  0.002818409  0.0001050941  3.692358e-006  
     709    4.965397   0.6387405   0.0553519  0.00282024  0.0001052626  3.701801e-006  
     710    4.959236   0.6382422  0.05534283  0.002822077  0.0001054315  3.711274e-006  
     711    4.953093   0.6377454  0.05533386  0.002823921  0.0001056008  3.720776e-006  
     712    4.946967   0.6372503    0.055325  0.002825771  0.0001057705  3.730308e-006  
     713    4.940859   0.6367567  0.05531624  0.002827627  0.0001059407  3.739869e-006  
     714    4.934767   0.6362648  0.05530758  0.002829489  0.0001061113  3.74946e-006  
     715    4.928693   0.6357745  0.05529903  0.002831357  0.0001062824  3.759081e-006  
     716    4.922636   0.6352857  0.05529057  0.002833231  0.0001064539  3.768731e-006  
     717    4.916595   0.6347985  0.05528222  0.002835111  0.0001066258  3.778412e-006  
     718    4.910572   0.6343129  0.05527398  0.002836997  0.0001067982  3.788122e-006  
     719    4.904565   0.6338289  0.05526583  0.00283889  0.000106971  3.797862e-006  
     720    4.898575   0.6333464  0.05525778  0.002840788  0.0001071442  3.807633e-006  
     721    4.892602   0.6328655  0.05524984  0.002842693  0.0001073179  3.817433e-006  
     722    4.886645   0.6323861  0.05524199  0.002844603  0.0001074921  3.827264e-006  
     723    4.880705   0.6319083  0.05523425  0.00284652  0.0001076666  3.837126e-006  
     724    4.874781    0.631432   0.0552266  0.002848443  0.0001078416  3.847018e-006  
     725    4.868874   0.6309572  0.05521906  0.002850371  0.0001080171  3.85694e-006  
     726    4.862983   0.6304839  0.05521161  0.002852306  0.000108193  3.866893e-006  
     727    4.857109   0.6300122  0.05520426  0.002854247  0.0001083693  3.876877e-006  
     728     4.85125   0.6295419  0.05519701  0.002856194  0.0001085461  3.886891e-006  
     729    4.845408   0.6290732  0.05518986  0.002858147  0.0001087234  3.896937e-006  
     730    4.839581    0.628606  0.05518281  0.002860106  0.0001089011  3.907013e-006  
     731    4.833771   0.6281402  0.05517585  0.00286207  0.0001090792  3.917121e-006  
     732    4.827976    0.627676  0.05516899  0.002864041  0.0001092578  3.92726e-006  
     733    4.822198   0.6272132  0.05516223  0.002866018  0.0001094368  3.937429e-006  
     734    4.816435   0.6267519  0.05515556  0.002868001  0.0001096163  3.947631e-006  
     735    4.810688    0.626292  0.05514899  0.00286999  0.0001097962  3.957863e-006  
     736    4.804957   0.6258336  0.05514252  0.002871985  0.0001099766  3.968127e-006  
     737    4.799241   0.6253767  0.05513614  0.002873986  0.0001101574  3.978423e-006  
     738    4.793541   0.6249212  0.05512986  0.002875993  0.0001103387  3.98875e-006  
     739    4.787856   0.6244672  0.05512367  0.002878006  0.0001105204  3.99911e-006  
     740    4.782187   0.6240146  0.05511757  0.002880025  0.0001107026  4.0095e-006  
     741    4.776532   0.6235634  0.05511157  0.00288205  0.0001108852  4.019923e-006  
     742    4.770894   0.6231137  0.05510566  0.00288408  0.0001110683  4.030378e-006  
     743     4.76527   0.6226653  0.05509985  0.002886117  0.0001112519  4.040865e-006  
     744    4.759662   0.6222184  0.05509413  0.00288816  0.0001114359  4.051384e-006  
     745    4.754069   0.6217729  0.05508851  0.002890209  0.0001116203  4.061936e-006  
     746    4.748491   0.6213288  0.05508297  0.002892263  0.0001118053  4.07252e-006  
     747    4.742927   0.6208861  0.05507753  0.002894324  0.0001119906  4.083136e-006  
     748    4.737379   0.6204448  0.05507218  0.002896391  0.0001121765  4.093785e-006  
     749    4.731846   0.6200049  0.05506692  0.002898463  0.0001123628  4.104467e-006  
     750    4.726327   0.6195664  0.05506176  0.002900542  0.0001125495  4.115181e-006  
     751    4.720823   0.6191292  0.05505668  0.002902626  0.0001127368  4.125928e-006  
     752    4.715334   0.6186934   0.0550517  0.002904717  0.0001129244  4.136708e-006  
     753    4.709859    0.618259  0.05504681  0.002906813  0.0001131126  4.147521e-006  
     754    4.704399   0.6178259    0.055042  0.002908915  0.0001133012  4.158367e-006  
     755    4.698954   0.6173942  0.05503729  0.002911023  0.0001134903  4.169246e-006  
     756    4.693523   0.6169638  0.05503267  0.002913137  0.0001136798  4.180159e-006  
     757    4.688106   0.6165348  0.05502814  0.002915257  0.0001138698  4.191105e-006  
     758    4.682704   0.6161071  0.05502369  0.002917383  0.0001140603  4.202084e-006  
     759    4.677316   0.6156808  0.05501934  0.002919515  0.0001142512  4.213097e-006  
     760    4.671942   0.6152558  0.05501507  0.002921653  0.0001144426  4.224144e-006  
     761    4.666582   0.6148321  0.05501089  0.002923797  0.0001146345  4.235225e-006  
     762    4.661237   0.6144097   0.0550068  0.002925946  0.0001148268  4.246339e-006  
     763    4.655905   0.6139886   0.0550028  0.002928102  0.0001150196  4.257487e-006  
     764    4.650588   0.6135688  0.05499889  0.002930263  0.0001152129  4.268669e-006  
     765    4.645284   0.6131504  0.05499506  0.00293243  0.0001154067  4.279886e-006  
     766    4.639995   0.6127332  0.05499132  0.002934604  0.0001156009  4.291136e-006  
     767    4.634719   0.6123174  0.05498767  0.002936783  0.0001157956  4.302421e-006  
     768    4.629457   0.6119028   0.0549841  0.002938968  0.0001159907  4.31374e-006  
     769    4.624209   0.6114895  0.05498062  0.002941159  0.0001161864  4.325094e-006  
     770    4.618974   0.6110775  0.05497723  0.002943355  0.0001163825  4.336483e-006  
     771    4.613753   0.6106667  0.05497392  0.002945558  0.0001165791  4.347906e-006  
     772    4.608546   0.6102572   0.0549707  0.002947767  0.0001167762  4.359364e-006  
     773    4.603352    0.609849  0.05496756  0.002949981  0.0001169737  4.370856e-006  
     774    4.598171    0.609442  0.05496451  0.002952201  0.0001171718  4.382384e-006  
     775    4.593004   0.6090363  0.05496154  0.002954428  0.0001173703  4.393947e-006  
     776    4.587851   0.6086319  0.05495866  0.00295666  0.0001175693  4.405545e-006  
     777     4.58271   0.6082287  0.05495586  0.002958897  0.0001177687  4.417179e-006  
     778    4.577583   0.6078267  0.05495315  0.002961141  0.0001179687  4.428847e-006  
     779    4.572469   0.6074259  0.05495052  0.002963391  0.0001181691  4.440552e-006  
     780    4.567368   0.6070264  0.05494797  0.002965646  0.00011837  4.452291e-006  
     781    4.562281   0.6066282  0.05494551  0.002967908  0.0001185714  4.464067e-006  
     782    4.557206   0.6062311  0.05494312  0.002970175  0.0001187733  4.475878e-006  
     783    4.552145   0.6058352  0.05494083  0.002972448  0.0001189757  4.487725e-006  
     784    4.547096   0.6054406  0.05493861  0.002974727  0.0001191786  4.499609e-006  
     785     4.54206   0.6050472  0.05493648  0.002977012  0.0001193819  4.511528e-006  
     786    4.537037   0.6046549  0.05493443  0.002979303  0.0001195857  4.523483e-006  
     787    4.532027   0.6042639  0.05493246  0.002981599  0.0001197901  4.535475e-006  
     788     4.52703   0.6038741  0.05493057  0.002983902  0.0001199949  4.547503e-006  
     789    4.522046   0.6034854  0.05492876  0.00298621  0.0001202002  4.559568e-006  
     790    4.517074   0.6030979  0.05492704  0.002988524  0.000120406  4.571669e-006  
     791    4.512114   0.6027117  0.05492539  0.002990844  0.0001206123  4.583807e-006  
     792    4.507168   0.6023265  0.05492383  0.00299317  0.000120819  4.595981e-006  
     793    4.502233   0.6019426  0.05492234  0.002995501  0.0001210263  4.608193e-006  
     794    4.497312   0.6015598  0.05492094  0.002997839  0.0001212341  4.620441e-006  
     795    4.492402   0.6011782  0.05491962  0.003000182  0.0001214423  4.632727e-006  
     796    4.487505   0.6007978  0.05491837  0.003002531  0.0001216511  4.64505e-006  
     797    4.482621   0.6004185  0.05491721  0.003004886  0.0001218604  4.65741e-006  
     798    4.477748   0.6000403  0.05491612  0.003007247  0.0001220701  4.669807e-006  
     799    4.472888   0.5996633  0.05491512  0.003009614  0.0001222804  4.682243e-006  
     800     4.46804   0.5992874  0.05491419  0.003011986  0.0001224911  4.694715e-006  
     801    4.463204   0.5989127  0.05491334  0.003014365  0.0001227024  4.707226e-006  
     802    4.458381   0.5985391  0.05491257  0.003016749  0.0001229141  4.719774e-006  
     803    4.453569   0.5981666  0.05491188  0.003019139  0.0001231264  4.73236e-006  
     804     4.44877   0.5977953  0.05491126  0.003021534  0.0001233391  4.744984e-006  
     805    4.443982   0.5974251  0.05491073  0.003023936  0.0001235524  4.757647e-006  
     806    4.439206    0.597056  0.05491027  0.003026344  0.0001237662  4.770348e-006  
     807    4.434442    0.596688  0.05490989  0.003028757  0.0001239804  4.783087e-006  
     808     4.42969   0.5963211  0.05490958  0.003031176  0.0001241952  4.795864e-006  
     809     4.42495   0.5959553  0.05490936  0.003033601  0.0001244105  4.80868e-006  
     810    4.420222   0.5955906  0.05490921  0.003036032  0.0001246263  4.821535e-006  
     811    4.415505    0.595227  0.05490913  0.003038468  0.0001248426  4.834429e-006  
     812      4.4108   0.5948645  0.05490913  0.003040911  0.0001250594  4.847361e-006  
     813    4.406106   0.5945031  0.05490921  0.003043359  0.0001252767  4.860333e-006  
     814    4.401424   0.5941428  0.05490936  0.003045813  0.0001254946  4.873343e-006  
     815    4.396754   0.5937836  0.05490959  0.003048273  0.0001257129  4.886393e-006  
     816    4.392095   0.5934254   0.0549099  0.003050739  0.0001259318  4.899482e-006  
     817    4.387447   0.5930683  0.05491028  0.00305321  0.0001261511  4.912611e-006  
     818    4.382811   0.5927123  0.05491073  0.003055688  0.000126371  4.925779e-006  
     819    4.378186   0.5923573  0.05491126  0.003058171  0.0001265914  4.938987e-006  
     820    4.373573   0.5920034  0.05491187  0.00306066  0.0001268124  4.952235e-006  
     821    4.368971   0.5916506  0.05491255  0.003063155  0.0001270338  4.965522e-006  
     822     4.36438   0.5912988   0.0549133  0.003065655  0.0001272558  4.97885e-006  
     823      4.3598    0.590948  0.05491413  0.003068162  0.0001274782  4.992218e-006  
     824    4.355232   0.5905983  0.05491503  0.003070674  0.0001277012  5.005626e-006  
     825    4.350674   0.5902497    0.054916  0.003073192  0.0001279247  5.019074e-006  
     826    4.346128    0.589902  0.05491705  0.003075716  0.0001281488  5.032563e-006  
     827    4.341593   0.5895555  0.05491817  0.003078245  0.0001283734  5.046092e-006  
     828    4.337068   0.5892099  0.05491936  0.003080781  0.0001285984  5.059662e-006  
     829    4.332555   0.5888654  0.05492063  0.003083322  0.0001288241  5.073273e-006  
     830    4.328052   0.5885219  0.05492197  0.003085869  0.0001290502  5.086925e-006  
     831    4.323561   0.5881794  0.05492338  0.003088422  0.0001292769  5.100618e-006  
     832     4.31908   0.5878379  0.05492487  0.003090981  0.0001295041  5.114352e-006  
     833     4.31461   0.5874975  0.05492642  0.003093546  0.0001297318  5.128127e-006  
     834    4.310151    0.587158  0.05492805  0.003096116  0.00012996  5.141943e-006  
     835    4.305702   0.5868196  0.05492975  0.003098692  0.0001301888  5.155801e-006  
     836    4.301264   0.5864821  0.05493152  0.003101274  0.0001304181  5.169701e-006  
     837    4.296837   0.5861457  0.05493337  0.003103862  0.000130648  5.183643e-006  
     838    4.292421   0.5858103  0.05493528  0.003106456  0.0001308784  5.197626e-006  
     839    4.288015   0.5854758  0.05493726  0.003109055  0.0001311093  5.211651e-006  
     840    4.283619   0.5851423  0.05493932  0.003111661  0.0001313407  5.225718e-006  
     841    4.279234   0.5848098  0.05494145  0.003114272  0.0001315727  5.239828e-006  
     842     4.27486   0.5844783  0.05494364  0.003116889  0.0001318052  5.25398e-006  
     843    4.270495   0.5841478  0.05494591  0.003119511  0.0001320383  5.268174e-006  
     844    4.266142   0.5838183  0.05494825  0.00312214  0.0001322719  5.282411e-006  
     845    4.261798   0.5834897  0.05495065  0.003124774  0.000132506  5.29669e-006  
     846    4.257465   0.5831621  0.05495313  0.003127415  0.0001327407  5.311013e-006  
     847    4.253142   0.5828354  0.05495568  0.003130061  0.0001329759  5.325378e-006  
     848     4.24883   0.5825097  0.05495829  0.003132712  0.0001332117  5.339786e-006  
     849    4.244527    0.582185  0.05496098  0.00313537  0.000133448  5.354237e-006  
     850    4.240235   0.5818612  0.05496373  0.003138033  0.0001336849  5.368732e-006  
     851    4.235953   0.5815384  0.05496656  0.003140703  0.0001339223  5.38327e-006  
     852    4.231681   0.5812165  0.05496945  0.003143378  0.0001341602  5.397852e-006  
     853    4.227419   0.5808956  0.05497241  0.003146059  0.0001343987  5.412477e-006  
     854    4.223167   0.5805756  0.05497544  0.003148746  0.0001346377  5.427146e-006  
     855    4.218925   0.5802565  0.05497853  0.003151438  0.0001348773  5.441859e-006  
     856    4.214693   0.5799384   0.0549817  0.003154136  0.0001351175  5.456615e-006  
     857    4.210471   0.5796212  0.05498493  0.003156841  0.0001353581  5.471416e-006  
     858    4.206258    0.579305  0.05498823  0.003159551  0.0001355994  5.486262e-006  
     859    4.202056   0.5789896   0.0549916  0.003162267  0.0001358412  5.501151e-006  
     860    4.197863   0.5786752  0.05499503  0.003164988  0.0001360835  5.516085e-006  
     861    4.193681   0.5783617  0.05499853  0.003167716  0.0001363264  5.531064e-006  
     862    4.189507   0.5780491   0.0550021  0.003170449  0.0001365699  5.546088e-006  
     863    4.185344   0.5777374  0.05500574  0.003173188  0.0001368139  5.561156e-006  
