KVALUES
Results of phase equilibrium constant Ki at temperature = 620

P(psia)  K[1]	K[2]	K[3]	K[4]	K[5]	K[6]	
    1767     2.35354   0.4809648  0.07652646  0.008615025  0.0007868311  6.899701e-005  
    1768    2.352553   0.4809606   0.0765662  0.008625348  0.0007883562  6.918402e-005  
    1769    2.351567   0.4809565  0.07660597  0.008635683  0.0007898841  6.937151e-005  
    1770    2.350582   0.4809526  0.07664578  0.008646031  0.0007914148  6.955948e-005  
    1771    2.349598   0.4809487  0.07668562  0.008656391  0.0007929483  6.974794e-005  
    1772    2.348616    0.480945  0.07672549  0.008666764  0.0007944846  6.993688e-005  
    1773    2.347634   0.4809414  0.07676539  0.008677149  0.0007960238  7.01263e-005  
    1774    2.346654   0.4809379  0.07680533  0.008687546  0.0007975658  7.031622e-005  
    1775    2.345674   0.4809345  0.07684529  0.008697957  0.0007991107  7.050662e-005  
    1776    2.344696   0.4809313  0.07688529  0.008708379  0.0008006583  7.069751e-005  
    1777    2.343719   0.4809281  0.07692532  0.008718815  0.0008022089  7.088889e-005  
    1778    2.342743   0.4809251  0.07696539  0.008729262  0.0008037622  7.108077e-005  
    1779    2.341768   0.4809222  0.07700548  0.008739723  0.0008053185  7.127314e-005  
    1780    2.340794   0.4809194  0.07704561  0.008750196  0.0008068776  7.1466e-005  
    1781    2.339822   0.4809167  0.07708577  0.008760682  0.0008084395  7.165936e-005  
    1782     2.33885   0.4809142  0.07712596  0.00877118  0.0008100043  7.185321e-005  
    1783    2.337879   0.4809117  0.07716619  0.008781691  0.000811572  7.204756e-005  
    1784     2.33691   0.4809094  0.07720644  0.008792214  0.0008131426  7.224241e-005  
    1785    2.335942   0.4809071  0.07724673  0.008802751  0.0008147161  7.243776e-005  
    1786    2.334974    0.480905  0.07728705  0.008813299  0.0008162924  7.263361e-005  
    1787    2.334008    0.480903  0.07732741  0.008823861  0.0008178716  7.282997e-005  
    1788    2.333043   0.4809011  0.07736779  0.008834435  0.0008194538  7.302683e-005  
    1789    2.332079   0.4808994  0.07740821  0.008845022  0.0008210388  7.322419e-005  
    1790    2.331116   0.4808977  0.07744866  0.008855622  0.0008226268  7.342206e-005  
    1791    2.330154   0.4808962  0.07748914  0.008866234  0.0008242176  7.362043e-005  
    1792    2.329193   0.4808947  0.07752966  0.008876859  0.0008258114  7.381932e-005  
    1793    2.328233   0.4808934   0.0775702  0.008887497  0.0008274081  7.401871e-005  
    1794    2.327275   0.4808922  0.07761078  0.008898148  0.0008290077  7.421862e-005  
    1795    2.326317   0.4808911  0.07765139  0.008908811  0.0008306102  7.441903e-005  
    1796    2.325361   0.4808901  0.07769203  0.008919488  0.0008322157  7.461996e-005  
    1797    2.324405   0.4808893  0.07773271  0.008930177  0.0008338241  7.482141e-005  
    1798    2.323451   0.4808885  0.07777342  0.008940879  0.0008354355  7.502337e-005  
    1799    2.322497   0.4808879  0.07781416  0.008951593  0.0008370498  7.522585e-005  
    1800    2.321545   0.4808873  0.07785493  0.008962321  0.0008386671  7.542884e-005  
    1801    2.320594   0.4808869  0.07789573  0.008973061  0.0008402873  7.563236e-005  
    1802    2.319643   0.4808866  0.07793657  0.008983814  0.0008419105  7.583639e-005  
    1803    2.318694   0.4808864  0.07797743  0.008994581  0.0008435367  7.604095e-005  
    1804    2.317746   0.4808863  0.07801833  0.00900536  0.0008451658  7.624603e-005  
    1805    2.316799   0.4808863  0.07805927  0.009016151  0.0008467979  7.645164e-005  
    1806    2.315853   0.4808865  0.07810023  0.009026956  0.000848433  7.665777e-005  
    1807    2.314908   0.4808867  0.07814123  0.009037774  0.0008500711  7.686442e-005  
    1808    2.313964   0.4808871  0.07818226  0.009048605  0.0008517122  7.707161e-005  
    1809    2.313021   0.4808875  0.07822332  0.009059448  0.0008533562  7.727932e-005  
    1810    2.312079   0.4808881  0.07826441  0.009070305  0.0008550033  7.748757e-005  
    1811    2.311139   0.4808888  0.07830554  0.009081174  0.0008566534  7.769634e-005  
    1812    2.310199   0.4808896   0.0783467  0.009092057  0.0008583065  7.790565e-005  
    1813     2.30926   0.4808905  0.07838789  0.009102953  0.0008599626  7.81155e-005  
    1814    2.308322   0.4808915  0.07842911  0.009113861  0.0008616217  7.832588e-005  
    1815    2.307386   0.4808926  0.07847036  0.009124783  0.0008632839  7.853679e-005  
    1816     2.30645   0.4808938  0.07851165  0.009135717  0.0008649491  7.874825e-005  
    1817    2.305516   0.4808952  0.07855297  0.009146665  0.0008666173  7.896024e-005  
    1818    2.304582   0.4808966  0.07859432  0.009157626  0.0008682886  7.917277e-005  
    1819    2.303649   0.4808982   0.0786357   0.0091686  0.0008699629  7.938585e-005  
    1820    2.302718   0.4808998  0.07867712  0.009179587  0.0008716403  7.959947e-005  
    1821    2.301787   0.4809016  0.07871856  0.009190587  0.0008733207  7.981363e-005  
    1822    2.300858   0.4809035  0.07876004   0.0092016  0.0008750042  8.002834e-005  
    1823    2.299929   0.4809054  0.07880156  0.009212626  0.0008766907  8.02436e-005  
    1824    2.299002   0.4809075   0.0788431  0.009223665  0.0008783804  8.04594e-005  
    1825    2.298075   0.4809097  0.07888468  0.009234718  0.0008800731  8.067575e-005  
    1826     2.29715    0.480912  0.07892629  0.009245783  0.0008817689  8.089266e-005  
    1827    2.296226   0.4809145  0.07896793  0.009256862  0.0008834677  8.111011e-005  
    1828    2.295302    0.480917   0.0790096  0.009267954  0.0008851697  8.132812e-005  
    1829     2.29438   0.4809196  0.07905131  0.00927906  0.0008868747  8.154669e-005  
    1830    2.293458   0.4809224  0.07909304  0.009290178  0.0008885829  8.176581e-005  
    1831    2.292538   0.4809252  0.07913481  0.00930131  0.0008902942  8.198548e-005  
    1832    2.291618   0.4809281  0.07917662  0.009312455  0.0008920085  8.220572e-005  
    1833      2.2907   0.4809312  0.07921845  0.009323613  0.000893726  8.242652e-005  
    1834    2.289783   0.4809344  0.07926032  0.009334784  0.0008954466  8.264787e-005  
    1835    2.288866   0.4809376  0.07930222  0.009345969  0.0008971704  8.286979e-005  
    1836    2.287951    0.480941  0.07934415  0.009357167  0.0008988973  8.309228e-005  
    1837    2.287036   0.4809445  0.07938611  0.009368378  0.0009006273  8.331532e-005  
    1838    2.286123   0.4809481  0.07942811  0.009379603  0.0009023604  8.353894e-005  
    1839    2.285211   0.4809517  0.07947013  0.009390841  0.0009040967  8.376312e-005  
    1840    2.284299   0.4809555  0.07951219  0.009402092  0.0009058362  8.398787e-005  
    1841    2.283389   0.4809594  0.07955429  0.009413357  0.0009075788  8.42132e-005  
    1842    2.282479   0.4809634  0.07959641  0.009424634  0.0009093245  8.443909e-005  
    1843    2.281571   0.4809676  0.07963857  0.009435926  0.0009110735  8.466556e-005  
    1844    2.280663   0.4809718  0.07968076  0.009447231  0.0009128256  8.48926e-005  
    1845    2.279757   0.4809761  0.07972298  0.009458549  0.0009145808  8.512022e-005  
    1846    2.278851   0.4809805  0.07976523  0.00946988  0.0009163393  8.534841e-005  
    1847    2.277947    0.480985  0.07980752  0.009481225  0.000918101  8.557719e-005  
    1848    2.277043   0.4809897  0.07984983  0.009492584  0.0009198658  8.580654e-005  
    1849     2.27614   0.4809944  0.07989218  0.009503956  0.0009216338  8.603647e-005  
    1850    2.275239   0.4809992  0.07993457  0.009515341  0.0009234051  8.626699e-005  
    1851    2.274338   0.4810042  0.07997698  0.00952674  0.0009251795  8.649809e-005  
    1852    2.273438   0.4810092  0.08001943  0.009538152  0.0009269572  8.672978e-005  
    1853     2.27254   0.4810144  0.08006191  0.009549578  0.0009287381  8.696205e-005  
    1854    2.271642   0.4810196  0.08010442  0.009561017  0.0009305222  8.719491e-005  
    1855    2.270745    0.481025  0.08014696  0.00957247  0.0009323095  8.742836e-005  
    1856    2.269849   0.4810304  0.08018954  0.009583936  0.0009341001  8.76624e-005  
    1857    2.268954    0.481036  0.08023215  0.009595416  0.0009358939  8.789703e-005  
    1858    2.268061   0.4810416  0.08027479  0.00960691  0.0009376909  8.813226e-005  
    1859    2.267168   0.4810474  0.08031746  0.009618417  0.0009394912  8.836808e-005  
    1860    2.266276   0.4810533  0.08036017  0.009629937  0.0009412948  8.86045e-005  
    1861    2.265385   0.4810592   0.0804029  0.009641472  0.0009431016  8.884151e-005  
    1862    2.264495   0.4810653  0.08044567  0.00965302  0.0009449117  8.907913e-005  
    1863    2.263605   0.4810715  0.08048847  0.009664581  0.000946725  8.931734e-005  
    1864    2.262717   0.4810777  0.08053131  0.009676156  0.0009485417  8.955616e-005  
    1865     2.26183   0.4810841  0.08057418  0.009687745  0.0009503616  8.979558e-005  
    1866    2.260944   0.4810906  0.08061707  0.009699348  0.0009521848  9.00356e-005  
    1867    2.260058   0.4810972  0.08066001  0.009710964  0.0009540112  9.027623e-005  
    1868    2.259174   0.4811038  0.08070297  0.009722594  0.000955841  9.051747e-005  
    1869    2.258291   0.4811106  0.08074597  0.009734237  0.0009576741  9.075931e-005  
    1870    2.257408   0.4811175  0.08078899  0.009745895  0.0009595105  9.100177e-005  
    1871    2.256526   0.4811245  0.08083205  0.009757566  0.0009613502  9.124484e-005  
    1872    2.255646   0.4811315  0.08087515  0.00976925  0.0009631932  9.148852e-005  
    1873    2.254766   0.4811387  0.08091827  0.009780949  0.0009650396  9.173282e-005  
    1874    2.253887    0.481146  0.08096143  0.009792661  0.0009668892  9.197773e-005  
    1875     2.25301   0.4811534  0.08100462  0.009804387  0.0009687422  9.222326e-005  
    1876    2.252133   0.4811609  0.08104784  0.009816127  0.0009705986  9.246941e-005  
    1877    2.251257   0.4811684  0.08109109  0.009827881  0.0009724583  9.271617e-005  
    1878    2.250382   0.4811761  0.08113438  0.009839649  0.0009743213  9.296356e-005  
    1879    2.249508   0.4811839   0.0811777  0.00985143  0.0009761877  9.321158e-005  
    1880    2.248634   0.4811918  0.08122105  0.009863225  0.0009780574  9.346022e-005  
    1881    2.247762   0.4811997  0.08126444  0.009875034  0.0009799305  9.370948e-005  
    1882    2.246891   0.4812078  0.08130785  0.009886857  0.000981807  9.395937e-005  
    1883     2.24602    0.481216   0.0813513  0.009898694  0.0009836869  9.420989e-005  
    1884    2.245151   0.4812242  0.08139478  0.009910545  0.0009855701  9.446104e-005  
    1885    2.244282   0.4812326  0.08143829  0.00992241  0.0009874568  9.471282e-005  
    1886    2.243415   0.4812411  0.08148184  0.009934288  0.0009893468  9.496524e-005  
    1887    2.242548   0.4812497  0.08152542  0.009946181  0.0009912402  9.521829e-005  
    1888    2.241682   0.4812583  0.08156903  0.009958087  0.000993137  9.547197e-005  
    1889    2.240817   0.4812671  0.08161267  0.009970008  0.0009950373  9.57263e-005  
    1890    2.239953   0.4812759  0.08165634  0.009981942  0.0009969409  9.598126e-005  
    1891     2.23909   0.4812849  0.08170005  0.009993891  0.000998848  9.623687e-005  
    1892    2.238228    0.481294  0.08174379  0.01000585  0.001000758  9.649311e-005  
    1893    2.237367   0.4813031  0.08178756  0.01001783  0.001002672  9.675e-005  
    1894    2.236507   0.4813124  0.08183137  0.01002982  0.00100459  9.700754e-005  
    1895    2.235647   0.4813217   0.0818752  0.01004182  0.001006511  9.726572e-005  
    1896    2.234789   0.4813311  0.08191907  0.01005384  0.001008435  9.752455e-005  
    1897    2.233931   0.4813407  0.08196297  0.01006588  0.001010363  9.778403e-005  
    1898    2.233074   0.4813503  0.08200691  0.01007792  0.001012294  9.804416e-005  
    1899    2.232218   0.4813601  0.08205087  0.01008998  0.001014228  9.830494e-005  
    1900    2.231363   0.4813699  0.08209487  0.01010206  0.001016166  9.856637e-005  
    1901    2.230509   0.4813798   0.0821389  0.01011415  0.001018108  9.882847e-005  
    1902    2.229656   0.4813898  0.08218296  0.01012625  0.001020053  9.909122e-005  
    1903    2.228804      0.4814  0.08222706  0.01013837  0.001022002  9.935462e-005  
    1904    2.227953   0.4814102  0.08227119   0.0101505  0.001023954  9.961869e-005  
    1905    2.227102   0.4814205  0.08231535  0.01016265  0.001025909  9.988342e-005  
    1906    2.226253   0.4814309  0.08235954  0.01017481  0.001027868  0.0001001488  
    1907    2.225404   0.4814414  0.08240376  0.01018698  0.001029831  0.0001004149  
    1908    2.224556    0.481452  0.08244802  0.01019917  0.001031797  0.0001006816  
    1909    2.223709   0.4814627  0.08249231  0.01021137  0.001033766  0.000100949  
    1910    2.222863   0.4814735  0.08253663  0.01022359  0.001035739  0.000101217  
    1911    2.222018   0.4814843  0.08258099  0.01023582  0.001037716  0.0001014858  
    1912    2.221174   0.4814953  0.08262538  0.01024806  0.001039696  0.0001017552  
    1913     2.22033   0.4815064   0.0826698  0.01026032  0.00104168  0.0001020253  
    1914    2.219488   0.4815176  0.08271425   0.0102726  0.001043667  0.000102296  
    1915    2.218646   0.4815288  0.08275873  0.01028489  0.001045658  0.0001025674  
    1916    2.217805   0.4815402  0.08280325  0.01029719  0.001047652  0.0001028395  
    1917    2.216965   0.4815516   0.0828478  0.01030951  0.00104965  0.0001031123  
    1918    2.216126   0.4815632  0.08289238  0.01032184  0.001051652  0.0001033858  
    1919    2.215288   0.4815748  0.08293699  0.01033418  0.001053657  0.00010366  
    1920    2.214451   0.4815865  0.08298164  0.01034654  0.001055665  0.0001039348  
    1921    2.213614   0.4815984  0.08302632  0.01035892  0.001057677  0.0001042103  
    1922    2.212779   0.4816103  0.08307103  0.01037131  0.001059693  0.0001044865  
    1923    2.211944   0.4816223  0.08311578  0.01038371  0.001061713  0.0001047634  
    1924     2.21111   0.4816344  0.08316055  0.01039613  0.001063736  0.000105041  
    1925    2.210277   0.4816466  0.08320536  0.01040856  0.001065762  0.0001053193  
    1926    2.209445   0.4816589   0.0832502  0.01042101  0.001067793  0.0001055983  
    1927    2.208614   0.4816713  0.08329508  0.01043347  0.001069826  0.000105878  
    1928    2.207784   0.4816837  0.08333998  0.01044594  0.001071864  0.0001061583  
    1929    2.206954   0.4816963  0.08338492  0.01045843  0.001073905  0.0001064394  
    1930    2.206125    0.481709  0.08342989  0.01047094  0.00107595  0.0001067212  
    1931    2.205298   0.4817217   0.0834749  0.01048346  0.001077998  0.0001070037  
    1932    2.204471   0.4817346  0.08351993  0.01049599  0.00108005  0.0001072868  
    1933    2.203645   0.4817475    0.083565  0.01050854  0.001082106  0.0001075707  
    1934    2.202819   0.4817605   0.0836101   0.0105211  0.001084165  0.0001078553  
    1935    2.201995   0.4817737  0.08365524  0.01053368  0.001086228  0.0001081406  
    1936    2.201171   0.4817869   0.0837004  0.01054627  0.001088295  0.0001084266  
    1937    2.200349   0.4818002   0.0837456  0.01055888  0.001090365  0.0001087134  
    1938    2.199527   0.4818136  0.08379083   0.0105715  0.001092439  0.0001090008  
    1939    2.198706   0.4818271  0.08383609  0.01058414  0.001094517  0.0001092889  
    1940    2.197885   0.4818406  0.08388139  0.01059679  0.001096599  0.0001095778  
    1941    2.197066   0.4818543  0.08392672  0.01060945  0.001098684  0.0001098674  
    1942    2.196248   0.4818681  0.08397208  0.01062213  0.001100773  0.0001101577  
    1943     2.19543   0.4818819  0.08401747  0.01063483  0.001102865  0.0001104487  
    1944    2.194613   0.4818959   0.0840629  0.01064753  0.001104961  0.0001107405  
    1945    2.193797   0.4819099  0.08410836  0.01066026  0.001107061  0.000111033  
    1946    2.192982    0.481924  0.08415385    0.010673  0.001109165  0.0001113262  
    1947    2.192168   0.4819382  0.08419937  0.01068575  0.001111273  0.0001116201  
    1948    2.191354   0.4819525  0.08424493  0.01069852  0.001113384  0.0001119148  
    1949    2.190541   0.4819669  0.08429052   0.0107113  0.001115499  0.0001122101  
    1950     2.18973   0.4819814  0.08433614   0.0107241  0.001117617  0.0001125063  
    1951    2.188919    0.481996  0.08438179  0.01073691  0.00111974  0.0001128031  
    1952    2.188108   0.4820107  0.08442748  0.01074974  0.001121866  0.0001131007  
    1953    2.187299   0.4820254   0.0844732  0.01076258  0.001123996  0.0001133991  
    1954     2.18649   0.4820403  0.08451895  0.01077544  0.00112613  0.0001136982  
    1955    2.185683   0.4820552  0.08456474  0.01078831  0.001128268  0.000113998  
    1956    2.184876   0.4820702  0.08461055   0.0108012  0.001130409  0.0001142985  
    1957     2.18407   0.4820853   0.0846564   0.0108141  0.001132554  0.0001145998  
    1958    2.183265   0.4821005  0.08470228  0.01082702  0.001134703  0.0001149019  
    1959     2.18246   0.4821158   0.0847482  0.01083995  0.001136856  0.0001152047  
    1960    2.181657   0.4821312  0.08479415  0.01085289  0.001139012  0.0001155082  
    1961    2.180854   0.4821466  0.08484013  0.01086586  0.001141173  0.0001158126  
    1962    2.180052   0.4821622  0.08488614  0.01087883  0.001143337  0.0001161176  
    1963    2.179251   0.4821778  0.08493218  0.01089182  0.001145505  0.0001164234  
    1964     2.17845   0.4821936  0.08497826  0.01090483  0.001147677  0.00011673  
    1965    2.177651   0.4822094  0.08502437  0.01091785  0.001149853  0.0001170373  
    1966    2.176852   0.4822253  0.08507051  0.01093089  0.001152032  0.0001173454  
    1967    2.176054   0.4822413  0.08511669  0.01094394  0.001154216  0.0001176543  
    1968    2.175257   0.4822574   0.0851629  0.01095701  0.001156403  0.0001179639  
    1969     2.17446   0.4822736  0.08520914  0.01097009  0.001158594  0.0001182743  
    1970    2.173665   0.4822898  0.08525541  0.01098318  0.001160789  0.0001185854  
    1971     2.17287   0.4823062  0.08530172   0.0109963  0.001162988  0.0001188973  
    1972    2.172076   0.4823226  0.08534805  0.01100942  0.001165191  0.00011921  
    1973    2.171283   0.4823391  0.08539443  0.01102256  0.001167398  0.0001195235  
    1974    2.170491   0.4823557  0.08544083  0.01103572  0.001169608  0.0001198377  
    1975    2.169699   0.4823724  0.08548727  0.01104889  0.001171823  0.0001201527  
    1976    2.168909   0.4823892  0.08553373  0.01106208  0.001174041  0.0001204685  
    1977    2.168119   0.4824061  0.08558024  0.01107528  0.001176263  0.0001207851  
    1978     2.16733    0.482423  0.08562677   0.0110885  0.00117849  0.0001211024  
    1979    2.166541   0.4824401  0.08567334  0.01110173  0.00118072  0.0001214206  
    1980    2.165754   0.4824572  0.08571994  0.01111498  0.001182954  0.0001217395  
    1981    2.164967   0.4824744  0.08576657  0.01112824  0.001185192  0.0001220592  
    1982    2.164181   0.4824917  0.08581323  0.01114152  0.001187434  0.0001223797  
    1983    2.163396   0.4825091  0.08585993  0.01115482  0.00118968  0.000122701  
    1984    2.162611   0.4825266  0.08590666  0.01116812  0.00119193  0.0001230231  
    1985    2.161828   0.4825441  0.08595343  0.01118145  0.001194184  0.0001233459  
    1986    2.161045   0.4825618  0.08600022  0.01119479  0.001196441  0.0001236696  
    1987    2.160263   0.4825795  0.08604705  0.01120814  0.001198703  0.000123994  
    1988    2.159482   0.4825973  0.08609391  0.01122151  0.001200969  0.0001243193  
    1989    2.158701   0.4826152   0.0861408   0.0112349  0.001203239  0.0001246454  
    1990    2.157921   0.4826332  0.08618773   0.0112483  0.001205513  0.0001249722  
    1991    2.157143   0.4826513  0.08623469  0.01126172  0.00120779  0.0001252999  
    1992    2.156364   0.4826694  0.08628168  0.01127515  0.001210072  0.0001256284  
    1993    2.155587   0.4826877  0.08632871  0.01128859  0.001212358  0.0001259577  
    1994     2.15481    0.482706  0.08637576  0.01130206  0.001214648  0.0001262878  
    1995    2.154035   0.4827244  0.08642285  0.01131553  0.001216942  0.0001266187  
    1996     2.15326   0.4827429  0.08646998  0.01132903  0.001219239  0.0001269504  
    1997    2.152485   0.4827615  0.08651713  0.01134254  0.001221541  0.0001272829  
    1998    2.151712   0.4827802  0.08656432  0.01135606  0.001223847  0.0001276163  
    1999    2.150939   0.4827989  0.08661154   0.0113696  0.001226157  0.0001279505  
    2000    2.150167   0.4828177   0.0866588  0.01138316  0.001228471  0.0001282855  
    2001    2.149396   0.4828367  0.08670608  0.01139673  0.00123079  0.0001286213  
    2002    2.148625   0.4828557   0.0867534  0.01141031  0.001233112  0.0001289579  
    2003    2.147856   0.4828747  0.08680075  0.01142391  0.001235438  0.0001292954  
    2004    2.147087   0.4828939  0.08684814  0.01143753  0.001237768  0.0001296337  
    2005    2.146319   0.4829132  0.08689556  0.01145116  0.001240103  0.0001299728  
    2006    2.145551   0.4829325  0.08694301  0.01146481  0.001242441  0.0001303128  
    2007    2.144785   0.4829519  0.08699049  0.01147848  0.001244784  0.0001306536  
    2008    2.144019   0.4829714  0.08703801  0.01149216  0.001247131  0.0001309952  
    2009    2.143254    0.482991  0.08708556  0.01150585  0.001249482  0.0001313377  
    2010    2.142489   0.4830107  0.08713314  0.01151956  0.001251837  0.000131681  
    2011    2.141726   0.4830304  0.08718075  0.01153329  0.001254196  0.0001320251  
    2012    2.140963   0.4830503   0.0872284  0.01154703  0.001256559  0.0001323701  
    2013    2.140201   0.4830702  0.08727608  0.01156079  0.001258927  0.000132716  
    2014     2.13944   0.4830902  0.08732379  0.01157456  0.001261298  0.0001330627  
    2015    2.138679   0.4831103  0.08737154  0.01158835  0.001263674  0.0001334102  
    2016    2.137919   0.4831304  0.08741932  0.01160216  0.001266054  0.0001337586  
    2017     2.13716   0.4831507  0.08746713  0.01161598  0.001268438  0.0001341078  
    2018    2.136402    0.483171  0.08751497  0.01162981  0.001270826  0.0001344579  
    2019    2.135644   0.4831914  0.08756285  0.01164366  0.001273218  0.0001348089  
    2020    2.134887   0.4832119  0.08761076  0.01165753  0.001275615  0.0001351607  
    2021    2.134131   0.4832325   0.0876587  0.01167142  0.001278016  0.0001355134  
    2022    2.133376   0.4832531  0.08770668  0.01168532  0.001280421  0.0001358669  
    2023    2.132621   0.4832739  0.08775469  0.01169923  0.00128283  0.0001362213  
    2024    2.131867   0.4832947  0.08780273  0.01171316  0.001285243  0.0001365766  
    2025    2.131114   0.4833156   0.0878508  0.01172711  0.001287661  0.0001369327  
    2026    2.130362   0.4833366  0.08789891  0.01174107  0.001290083  0.0001372897  
    2027     2.12961   0.4833576  0.08794705  0.01175505  0.001292509  0.0001376476  
    2028    2.128859   0.4833788  0.08799522  0.01176905  0.001294939  0.0001380063  
    2029    2.128109      0.4834  0.08804343  0.01178306  0.001297373  0.0001383659  
    2030    2.127359   0.4834213  0.08809167  0.01179708  0.001299812  0.0001387264  
    2031    2.126611   0.4834427  0.08813994  0.01181113  0.001302255  0.0001390878  
    2032    2.125863   0.4834642  0.08818824  0.01182518  0.001304703  0.0001394501  
    2033    2.125115   0.4834857  0.08823658  0.01183926  0.001307154  0.0001398133  
    2034    2.124369   0.4835074  0.08828495  0.01185335  0.00130961  0.0001401773  
    2035    2.123623   0.4835291  0.08833335  0.01186746  0.00131207  0.0001405422  
    2036    2.122878   0.4835509  0.08838179  0.01188158  0.001314535  0.000140908  
    2037    2.122134   0.4835727  0.08843026  0.01189572  0.001317003  0.0001412747  
    2038     2.12139   0.4835947  0.08847876  0.01190987  0.001319476  0.0001416423  
    2039    2.120647   0.4836167   0.0885273  0.01192404  0.001321954  0.0001420108  
    2040    2.119905   0.4836388  0.08857586  0.01193823  0.001324435  0.0001423802  
    2041    2.119163    0.483661  0.08862446  0.01195243  0.001326921  0.0001427505  
    2042    2.118423   0.4836833   0.0886731  0.01196665  0.001329412  0.0001431217  
    2043    2.117683   0.4837056  0.08872177  0.01198088  0.001331906  0.0001434938  
    2044    2.116943   0.4837281  0.08877046  0.01199514  0.001334405  0.0001438668  
    2045    2.116205   0.4837506   0.0888192   0.0120094  0.001336908  0.0001442408  
    2046    2.115467   0.4837732  0.08886796  0.01202369  0.001339416  0.0001446156  
    2047     2.11473   0.4837958  0.08891676  0.01203799  0.001341928  0.0001449913  
    2048    2.113993   0.4838186  0.08896559   0.0120523  0.001344445  0.000145368  
    2049    2.113257   0.4838414  0.08901446  0.01206663  0.001346965  0.0001457455  
    2050    2.112522   0.4838643  0.08906336  0.01208098  0.001349491  0.000146124  
    2051    2.111788   0.4838873  0.08911229  0.01209535  0.00135202  0.0001465034  
    2052    2.111054   0.4839104  0.08916125  0.01210973  0.001354554  0.0001468838  
    2053    2.110322   0.4839335  0.08921025  0.01212412  0.001357093  0.000147265  
    2054    2.109589   0.4839567  0.08925928  0.01213854  0.001359635  0.0001476472  
    2055    2.108858     0.48398  0.08930834  0.01215297  0.001362182  0.0001480303  
    2056    2.108127   0.4840034  0.08935744  0.01216741  0.001364734  0.0001484144  
    2057    2.107397   0.4840269  0.08940656  0.01218187  0.00136729  0.0001487993  
    2058    2.106668   0.4840504  0.08945573  0.01219635  0.001369851  0.0001491852  
    2059    2.105939    0.484074  0.08950492  0.01221085  0.001372416  0.0001495721  
    2060    2.105211   0.4840977  0.08955415  0.01222536  0.001374985  0.0001499599  
    2061    2.104484   0.4841215  0.08960341  0.01223989  0.001377559  0.0001503486  
    2062    2.103757   0.4841453   0.0896527  0.01225443  0.001380137  0.0001507383  
    2063    2.103031   0.4841692  0.08970203  0.01226899  0.00138272  0.0001511289  
    2064    2.102306   0.4841932  0.08975139  0.01228357  0.001385307  0.0001515204  
    2065    2.101582   0.4842173  0.08980078  0.01229816  0.001387899  0.0001519129  
    2066    2.100858   0.4842414  0.08985021  0.01231277  0.001390495  0.0001523064  
    2067    2.100135   0.4842657  0.08989967   0.0123274  0.001393096  0.0001527008  
    2068    2.099413     0.48429  0.08994916  0.01234204  0.001395701  0.0001530962  
    2069    2.098691   0.4843144  0.08999869   0.0123567  0.001398311  0.0001534925  
    2070     2.09797   0.4843388  0.09004825  0.01237137  0.001400925  0.0001538898  
    2071     2.09725   0.4843634  0.09009784  0.01238607  0.001403544  0.000154288  
    2072     2.09653    0.484388  0.09014746  0.01240077  0.001406167  0.0001546872  
    2073    2.095811   0.4844127  0.09019712   0.0124155  0.001408795  0.0001550874  
    2074    2.095093   0.4844375  0.09024681  0.01243024  0.001411428  0.0001554886  
    2075    2.094375   0.4844623  0.09029654    0.012445  0.001414065  0.0001558907  
    2076    2.093658   0.4844872   0.0903463  0.01245978  0.001416706  0.0001562938  
    2077    2.092942   0.4845122  0.09039609  0.01247457  0.001419352  0.0001566978  
    2078    2.092227   0.4845373  0.09044591  0.01248938  0.001422003  0.0001571029  
    2079    2.091512   0.4845625  0.09049577   0.0125042  0.001424658  0.0001575089  
    2080    2.090798   0.4845877  0.09054566  0.01251904  0.001427318  0.0001579159  
    2081    2.090084    0.484613  0.09059558   0.0125339  0.001429982  0.0001583239  
    2082    2.089371   0.4846384  0.09064554  0.01254878  0.001432651  0.0001587329  
    2083    2.088659   0.4846638  0.09069553  0.01256367  0.001435325  0.0001591428  
    2084    2.087948   0.4846893  0.09074555  0.01257858  0.001438003  0.0001595538  
    2085    2.087237    0.484715  0.09079561   0.0125935  0.001440686  0.0001599657  
    2086    2.086527   0.4847406   0.0908457  0.01260844  0.001443374  0.0001603787  
    2087    2.085818   0.4847664  0.09089582   0.0126234  0.001446066  0.0001607926  
    2088    2.085109   0.4847922  0.09094597  0.01263838  0.001448763  0.0001612075  
    2089    2.084401   0.4848181  0.09099616  0.01265337  0.001451464  0.0001616234  
    2090    2.083694   0.4848441  0.09104639  0.01266838  0.00145417  0.0001620404  
    2091    2.082987   0.4848702  0.09109664  0.01268341  0.001456881  0.0001624583  
    2092    2.082281   0.4848963  0.09114693  0.01269845  0.001459597  0.0001628773  
    2093    2.081575   0.4849225  0.09119725  0.01271351  0.001462317  0.0001632972  
    2094    2.080871   0.4849488  0.09124761  0.01272859  0.001465042  0.0001637182  
    2095    2.080167   0.4849751  0.09129799  0.01274368  0.001467771  0.0001641402  
    2096    2.079463   0.4850016  0.09134842  0.01275879  0.001470505  0.0001645632  
    2097    2.078761   0.4850281  0.09139887  0.01277392  0.001473244  0.0001649872  
    2098    2.078059   0.4850547  0.09144936  0.01278906  0.001475988  0.0001654122  
    2099    2.077357   0.4850813  0.09149988  0.01280422  0.001478736  0.0001658383  
    2100    2.076656    0.485108  0.09155044   0.0128194  0.001481489  0.0001662654  
