 % Watched Cells Output (dead cell outpus 'd' if any)
time	pres(0)	sat(0)	sat(0)	pres(499)	sat(499)	sat(499)	
day	psi	**	**	psi	**	**	
289.542	3207.693	1	0	2573.794	0.526477	0.473523	
291.492	3207.468	1	0	2573.579	0.5264813	0.4735187	
292.9405	3207.303	1	0	2573.419	0.5264843	0.4735157	
294.0301	3207.178	1	0	2573.299	0.5264864	0.4735136	
294.8504	3207.085	1	0	2573.208	0.5264879	0.4735121	
297.2172	3206.808	1	0	2572.949	0.5264919	0.4735081	
303.6371	3206.022	1	0	2572.294	0.5265063	0.4734937	
308.4234	3205.415	1	0	2571.834	0.5265225	0.4734775	
320.5852	3203.819	1	0	2570.8	0.5266042	0.4733958	
329.3066	3202.715	1	0	2570.105	0.5266786	0.4733214	
335.5673	3201.922	1	0	2569.628	0.5267377	0.4732623	
340.6037	3201.329	1	0	2569.249	0.5267876	0.4732124	
344.3631	3200.898	1	0	2568.966	0.5268253	0.4731747	
347.0911	3200.591	1	0	2568.759	0.5268526	0.4731474	
349.3161	3200.34	1	0	2568.59	0.5268746	0.4731254	
355.5669	3199.66	1	0	2568.115	0.5269325	0.4730675	
360.1362	3199.187	1	0	2567.765	0.5269727	0.4730273	
363.5291	3198.831	1	0	2567.505	0.5270015	0.4729985	
372.5449	3197.909	1	0	2566.816	0.5270707	0.4729293	
379.0578	3197.267	1	0	2566.316	0.5271177	0.4728823	
383.8029	3196.814	1	0	2565.95	0.5271504	0.4728496	
387.3088	3196.492	1	0	2565.678	0.5271738	0.4728262	
389.8754	3196.256	1	0	2565.478	0.5271906	0.4728094	
396.934	3195.613	1	0	2564.925	0.5272331	0.4727669	
402.0795	3195.136	1	0	2564.526	0.5272629	0.4727371	
405.7792	3194.799	1	0	2564.241	0.5272842	0.4727158	
408.4598	3194.553	1	0	2564.037	0.5272997	0.4727003	
415.8283	3193.934	1	0	2563.473	0.5273422	0.4726578	
421.1209	3193.471	1	0	2563.073	0.5273726	0.4726274	
434.725	3192.215	1	0	2562.112	0.527455	0.472545	
443.9769	3191.363	1	0	2561.494	0.5275139	0.4724861	
450.6856	3190.725	1	0	2561.066	0.5275584	0.4724416	
468.0178	3189.142	1	0	2560.046	0.5276769	0.4723231	
480.6858	3187.95	1	0	2559.347	0.5277629	0.4722371	
500.6858	3186.156	1	0	2558.313	0.5278865	0.4721135	
514.1055	3184.954	1	0	2557.652	0.5279635	0.4720365	
534.1055	3183.196	1	0	2556.748	0.5280698	0.4719302	
554.1055	3181.503	1	0	2555.909	0.5281699	0.4718301	
574.1055	3179.889	1	0	2555.112	0.528262	0.471738	
