Results for well: MSWell_1_Seg.out in the reservoir: MSWell_1_Seg.out

t	BHP	q(Gas)	q(Oil)
days	psi	Mscf/d	stb/d
0         	0         	-         	0         	0         	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W
Seg 24	5133.47	40.33	1.19793	0	1.19793	0	0	1	0
Seg 25	5158.15	40.33	1.19741	0	1.19741	0	0	1	0
Seg 26	5182.83	40.33	1.19688	0	1.19688	0	0	1	0
Seg 27	5207.49	40.33	1.19636	0	1.19636	0	0	1	0
Seg 28	5232.14	40.33	1.19583	0	1.19583	0	0	1	0
Seg 29	5256.78	40.33	1.19531	0	1.19531	0	0	1	0
Seg 30	5281.41	40.33	1.19479	0	1.19479	0	0	1	0
Seg 31	5306.03	40.33	1.19426	0	1.19426	0	0	1	0
Seg 32	5330.64	40.33	1.19374	0	1.19374	0	0	1	0
Seg 33	5355.24	40.33	1.19322	1.06865e-010	1.19322	0	8.954e-011	1	0
Seg 34	5380.07	40.33	1.19269	0	1.19269	0	0	1	0


20.5983   	4700      	-         	3466.58   	3014.42   	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W
Seg 0	4700	40.33	2.17737	0.111148	2.06623	0	0.0510467	0.948953	0
Seg 1	4700	40.33	2.18504	0.111537	2.07351	0	0.0510395	0.94896	0
Seg 2	4741.74	40.33	2.17321	0.0994267	2.07378	0	0.0457453	0.954255	0
Seg 3	4783.26	40.33	2.16165	0.0875904	2.07406	0	0.040515	0.959485	0
Seg 4	4824.56	40.33	2.15035	0.0760183	2.07434	0	0.035347	0.964653	0
Seg 5	4865.65	40.33	2.13931	0.0647008	2.07461	0	0.0302399	0.96976	0
Seg 6	4906.53	40.33	2.12851	0.0536289	2.07488	0	0.0251923	0.974808	0
Seg 7	4947.21	40.33	2.11795	0.0427938	2.07515	0	0.0202027	0.979797	0
Seg 8	4987.69	40.33	2.10761	0.0321873	2.07542	0	0.01527	0.98473	0
Seg 9	5027.97	40.33	2.0975	0.02181	2.07569	0	0.0103967	0.989603	0
Seg 10	5068.07	40.33	2.08761	0.0116469	2.07596	0	0.00557834	0.994422	0
Seg 11	5107.98	40.33	2.07789	0.00166683	2.07623	0	0.000802066	0.999198	0
Seg 12	5147.84	40.33	2.07505	0	2.07505	0	0	1	0
Seg 13	5187.67	40.33	2.07358	0	2.07358	0	0	1	0
Seg 14	5227.47	40.33	2.07211	0	2.07211	0	0	1	0
Seg 15	5267.96	40.33	2.07062	0	2.07062	0	0	1	0
Seg 16	4862.93	40.33	8.51318	0.260337	8.25284	0	0.0293413	0.970659	0
Seg 17	5023.13	40.33	8.34878	0.0916872	8.2571	0	0.010526	0.989474	0
Seg 18	5143.05	40.33	7.07669	0	7.07669	0	0	1	0
Seg 19	5271.16	40.33	7.06059	0	7.06059	0	0	1	0
Seg 20	5023.13	40.33	1.19201	0.0130894	1.17892	0	0.0109784	0.989022	0
Seg 21	5047.25	40.33	1.18862	0.0096029	1.17901	0	0.00807718	0.991923	0
Seg 22	5071.29	40.33	1.18526	0.00615468	1.1791	0	0.00519148	0.994809	0
Seg 23	5095.27	40.33	1.18194	0.00274386	1.1792	0	0.00232094	0.997679	0
Seg 24	5119.19	40.33	1.17917	0	1.17917	0	0	1	0
Seg 25	5143.1	40.33	1.17867	0	1.17867	0	0	1	0
Seg 26	5167	40.33	1.17817	0	1.17817	0	0	1	0
Seg 27	5190.9	40.33	1.17767	0	1.17767	0	0	1	0
Seg 28	5214.78	40.33	1.17717	0	1.17717	0	0	1	0
Seg 29	5238.65	40.33	1.17667	0	1.17667	0	0	1	0
Seg 30	5262.51	40.33	1.17617	0	1.17617	0	0	1	0
Seg 31	5286.37	40.33	1.17567	0	1.17567	0	0	1	0
Seg 32	5310.21	40.33	1.17518	0	1.17518	0	0	1	0
Seg 33	5334.04	40.33	1.17468	0	1.17468	0	0	1	0
Seg 34	5358.1	40.33	1.17418	2.2933e-010	1.17418	0	1.95266e-010	1	0


30.5983   	4700      	-         	3401.64   	2957.94   	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W
Seg 0	4700	40.33	2.13658	0.109065	2.02752	0	0.0510467	0.948953	0
Seg 1	4700	40.33	2.14487	0.109487	2.03538	0	0.0510394	0.948961	0
Seg 2	4740.23	40.33	2.13367	0.0980253	2.03565	0	0.0459362	0.954064	0
Seg 3	4780.25	40.33	2.12272	0.0868145	2.03591	0	0.0408925	0.959108	0
Seg 4	4820.07	40.33	2.11201	0.0758452	2.03617	0	0.0359067	0.964093	0
Seg 5	4859.69	40.33	2.10154	0.0651091	2.03643	0	0.0309776	0.969022	0
Seg 6	4899.12	40.33	2.09128	0.054598	2.03669	0	0.026104	0.973896	0
Seg 7	4938.36	40.33	2.08125	0.0443042	2.03694	0	0.0212845	0.978715	0
Seg 8	4977.42	40.33	2.07142	0.0342204	2.0372	0	0.0165181	0.983482	0
Seg 9	5016.29	40.33	2.06179	0.0243408	2.03745	0	0.0118041	0.988196	0
Seg 10	5054.99	40.33	2.05238	0.0146724	2.03771	0	0.007148	0.992852	0
Seg 11	5093.51	40.33	2.04313	0.0051724	2.03796	0	0.00253126	0.997469	0
Seg 12	5131.93	40.33	2.03747	3.36755e-012	2.03747	0	1.65258e-012	1	0
Seg 13	5170.32	40.33	2.03608	3.38187e-011	2.03608	0	1.66075e-011	1	0
Seg 14	5208.68	40.33	2.03469	8.00183e-011	2.03469	0	3.93216e-011	1	0
Seg 15	5247.72	40.33	2.03328	0	2.03328	0	0	1	0
Seg 16	4857.38	40.33	8.3578	0.261343	8.09646	0	0.0299799	0.97002	0
Seg 17	5012.21	40.33	8.20136	0.100874	8.10049	0	0.0117803	0.98822	0
Seg 18	5128.04	40.33	6.94161	0	6.94161	0	0	1	0
Seg 19	5251.76	40.33	6.92636	0	6.92636	0	0	1	0
Seg 20	5012.21	40.33	1.17396	0.0144378	1.15952	0	0.0122955	0.987705	0
Seg 21	5035.57	40.33	1.17071	0.0111016	1.15961	0	0.00948058	0.990519	0
Seg 22	5058.87	40.33	1.1675	0.00780207	1.15969	0	0.00668116	0.993319	0
Seg 23	5082.1	40.33	1.16432	0.00453729	1.15978	0	0.00389603	0.996104	0
Seg 24	5105.28	40.33	1.16117	0.00130667	1.15987	0	0.00112503	0.998875	0
Seg 25	5128.42	40.33	1.15962	0	1.15962	0	0	1	0
Seg 26	5151.55	40.33	1.15914	0	1.15914	0	0	1	0
Seg 27	5174.67	40.33	1.15866	0	1.15866	0	0	1	0
Seg 28	5197.78	40.33	1.15819	0	1.15819	0	0	1	0
