Results for well: PROD4 in the reservoir: RES1

  t       BHP	     q(Gas)       q(Oil)
(days)   (psia)    (MSCF/day)   (STB/day)
0         1000        0           0         
0.01      1000        0           4939.44   
0.11      1000        0           4468.59   
0.226237  1000        0           4320.73   
0.478043  1000        0           4200.54   
1.00626   1000        0           4091.54   
1.65295   1000        0           4018.41   
2.71222   1000        0           3950.23   
4.23975   1000        0           3890.82   
5.93249   1000        0           3846.38   
7.79892   1000        0           3810.85   
10.4485   1000        0           3774.49   
13.5899   1000        0           3742.33   
18.2868   1000        0           3707.21   
24.2502   1000        0           3673.86   
31.9854   1000        0           3640.75   
41.4283   1000        0           3608.59   
52.8883   1000        0           3576.43   
67.8481   1000        0           3541.19   
85.8094   1000        0           3505.02   
107.977   1000        0           3467.01   
134.834   1000        0           3428.76   
167.846   1000        0           3392.25   
208.096   1000        0           3362.26   
255.544   1000        0           3345.4    
311.74    1000        0           3347.97   
378.227   1000        0           3376.39   
454.957   1000        0           3434.11   
538.065   1000        0           3516.49   
626.206   1000        0           3617.66   
717.35    1000        0           3730.21   
810.221   1000        0           3848.12   
905.526   1000        0           3968.92   
1003.1    1000        0           4089.91   
1103.34   1000        0           4209.71   
1211.55   1000        0           4332.65   
1323.77   1000        0           4452.67   
1439.17   1000        0           4567.98   
1557.82   1000        0           4678.1    
1679.75   1000        0           4782.69   
1804.38   1000        0           4881.15   
1932.06   1000        0           4973.72   
2067.63   1000        0           5063.38   
2208.34   1000        0           5147.93   
2353.24   1000        0           5226.8    
2502.49   1000        0           5300.12   
2656.74   1000        0           5368.27   
2820.1    1000        0           5432.76   
2989.61   1000        0           5492.33   
3164.21   1000        0           5546.81   
3343.7    1000        0           5596.38   
3531.53   1000        0           5642.02   
3725.68   1000        0           5683.37   
3926.97   1000        0           5720.83   
4133.47   1000        0           5754.37   
4346.11   1000        0           5784.44   
4566.33   1000        0           5811.56   
4791.95   1000        0           5835.76   
5023.03   1000        0           5857.37   
5260.14   1000        0           5876.7    
5503.38   1000        0           5893.98   
5751.55   1000        0           5909.37   
6005.73   1000        0           5923.19   
6265.14   1000        0           5935.61   
6531.59   1000        0           5946.89   
6803.07   1000        0           5957.12   
7077.15   1000        0           5966.4    
7356.51   1000        0           5974.98   
7640.47   1000        0           5982.93   
7929.47   1000        0           5990.37   
8220.62   1000        0           5997.29   
8510.43   1000        0           6003.74   
8803.18   1000        0           6009.93   
9099.74   1000        0           6015.83   
9402.75   1000        0           6021.52   
9704.81   1000        0           6026.94   
10004.1   1000        0           6032.14   
10305.2   1000        0           6037.19   
10614.1   1000        0           6042.15   
10927.6   1000        0           6046.98   
11238.7   1000        0           6051.66   
11546     1000        0           6056.19   
11854.3   1000        0           6060.65   
12172.8   1000        0           6065.15   
12496.7   1000        0           6069.59   
12817.1   1000        0           6073.88   
13133.1   1000        0           6078.06   
13443.8   1000        0           6082.2    
13759.6   1000        0           6086.35   
14087.2   1000        0           6090.55   
14412.6   1000        0           6094.61   
14734     1000        0           6098.64   
15049.9   1000        0           6102.64   
15365.7   1000        0           6106.55   
15697.6   1000        0           6110.59   
16032.4   1000        0           6114.61   
16362.5   1000        0           6118.57   
16687.2   1000        0           6122.43   
17005.7   1000        0           6126.22   
17323.5   1000        0           6129.99   
17658.8   1000        0           6133.9    
17995.1   1000        0           6137.75   
18326.5   1000        0           6141.52   
18652.3   1000        0           6145.21   
18971.5   1000        0           6148.84   
19289.8   1000        0           6152.5    
19628.8   1000        0           6156.39   
19967     1000        0           6160.21   
20299.9   1000        0           6163.92   
20627.1   1000        0           6167.58   
20947.5   1000        0           6171.2    
21266.8   1000        0           6174.79   
21608.1   1000        0           6178.56   
21949.7   1000        0           6182.27   
22285.8   1000        0           6185.87   
22615.9   1000        0           6189.45   
22939.2   1000        0           6193.07   
23256.3   1000        0           6196.64   
23572.3   1000        0           6200.14   
23905.7   1000        0           6203.8    
24234     1000        0           6207.34   
24557.8   1000        0           6210.82   
24875.5   1000        0           6214.33   
25192.2   1000        0           6217.88   
25517.3   1000        0           6221.42   
25850.1   1000        0           6225      
26177.9   1000        0           6228.53   
26500.5   1000        0           6231.99   
26816.9   1000        0           6235.45   
27132.3   1000        0           6238.97   
27461     1000        0           6242.58   
27792.9   1000        0           6246.21   
28119.9   1000        0           6249.77   
28441.5   1000        0           6253.27   
28756.7   1000        0           6256.74   
29070.9   1000        0           6260.18   
29398     1000        0           6263.72   
29727.6   1000        0           6267.3    
30052.5   1000        0           6270.82   
30371.9   1000        0           6274.29   
30684.9   1000        0           6277.73   
30996.9   1000        0           6281.19   
31325.5   1000        0           6284.74   
31652.9   1000        0           6288.28   
31975.7   1000        0           6291.78   
32292.9   1000        0           6295.23   
32603.6   1000        0           6298.71   
32913.3   1000        0           6302.21   
33243.5   1000        0           6305.85   
33568.4   1000        0           6309.4    
33888.7   1000        0           6312.89   
34203.4   1000        0           6316.31   
34513.5   1000        0           6319.73   
34823.1   1000        0           6323.14   
35148.9   1000        0           6326.7    
35469.9   1000        0           6330.25   
35786.5   1000        0           6333.75   
36097.4   1000        0           6337.26   
36403.8   1000        0           6340.78   
