Results for well: PROD2 in the reservoir: RES1

  t       BHP	     q(Gas)       q(Oil)
(days)   (psia)    (MSCF/day)   (STB/day)
0         1000        0           0         
0.01      1000        0           4939.44   
0.11      1000        0           4468.59   
0.226237  1000        0           4320.73   
0.478043  1000        0           4200.54   
1.00626   1000        0           4091.54   
1.65295   1000        0           4018.41   
2.71222   1000        0           3950.23   
4.23975   1000        0           3890.82   
5.93249   1000        0           3846.38   
7.79892   1000        0           3810.85   
10.4485   1000        0           3774.49   
13.5899   1000        0           3742.33   
18.2868   1000        0           3707.21   
24.2502   1000        0           3673.86   
31.9854   1000        0           3640.75   
41.4283   1000        0           3608.59   
52.8883   1000        0           3576.43   
67.8481   1000        0           3541.18   
85.8094   1000        0           3505.02   
107.977   1000        0           3467      
134.834   1000        0           3428.75   
167.846   1000        0           3392.24   
208.096   1000        0           3362.23   
255.544   1000        0           3345.36   
311.74    1000        0           3347.93   
378.227   1000        0           3376.34   
454.957   1000        0           3434.06   
538.065   1000        0           3516.45   
626.206   1000        0           3617.62   
717.35    1000        0           3730.17   
810.221   1000        0           3848.08   
905.526   1000        0           3968.88   
1003.1    1000        0           4089.87   
1103.34   1000        0           4209.68   
1211.55   1000        0           4332.62   
1323.77   1000        0           4452.64   
1439.17   1000        0           4567.95   
1557.82   1000        0           4678.07   
1679.75   1000        0           4782.66   
1804.38   1000        0           4881.13   
1932.06   1000        0           4973.7    
2067.63   1000        0           5063.36   
2208.34   1000        0           5147.91   
2353.24   1000        0           5226.77   
2502.49   1000        0           5300.1    
2656.74   1000        0           5368.25   
2820.1    1000        0           5432.74   
2989.61   1000        0           5492.31   
3164.21   1000        0           5546.79   
3343.7    1000        0           5596.36   
3531.53   1000        0           5642      
3725.68   1000        0           5683.35   
3926.97   1000        0           5720.81   
4133.47   1000        0           5754.35   
4346.11   1000        0           5784.43   
4566.33   1000        0           5811.54   
4791.95   1000        0           5835.74   
5023.03   1000        0           5857.36   
5260.14   1000        0           5876.68   
5503.38   1000        0           5893.96   
5751.55   1000        0           5909.36   
6005.73   1000        0           5923.18   
6265.14   1000        0           5935.59   
6531.59   1000        0           5946.88   
6803.07   1000        0           5957.1    
7077.15   1000        0           5966.38   
7356.51   1000        0           5974.96   
7640.47   1000        0           5982.92   
7929.47   1000        0           5990.36   
8220.62   1000        0           5997.27   
8510.43   1000        0           6003.72   
8803.18   1000        0           6009.91   
9099.74   1000        0           6015.82   
9402.75   1000        0           6021.51   
9704.81   1000        0           6026.93   
10004.1   1000        0           6032.13   
10305.2   1000        0           6037.17   
10614.1   1000        0           6042.13   
10927.6   1000        0           6046.97   
11238.7   1000        0           6051.65   
11546     1000        0           6056.18   
11854.3   1000        0           6060.64   
12172.8   1000        0           6065.13   
12496.7   1000        0           6069.58   
12817.1   1000        0           6073.86   
13133.1   1000        0           6078.05   
13443.8   1000        0           6082.18   
13759.6   1000        0           6086.34   
14087.2   1000        0           6090.53   
14412.6   1000        0           6094.59   
14734     1000        0           6098.62   
15049.9   1000        0           6102.63   
15365.7   1000        0           6106.54   
15697.6   1000        0           6110.57   
16032.4   1000        0           6114.59   
16362.5   1000        0           6118.56   
16687.2   1000        0           6122.42   
17005.7   1000        0           6126.21   
17323.5   1000        0           6129.97   
17658.8   1000        0           6133.88   
17995.1   1000        0           6137.74   
18326.5   1000        0           6141.5    
18652.3   1000        0           6145.2    
18971.5   1000        0           6148.82   
19289.8   1000        0           6152.48   
19628.8   1000        0           6156.38   
19967     1000        0           6160.19   
20299.9   1000        0           6163.91   
20627.1   1000        0           6167.56   
20947.5   1000        0           6171.19   
21266.8   1000        0           6174.77   
21608.1   1000        0           6178.54   
21949.7   1000        0           6182.25   
22285.8   1000        0           6185.85   
22615.9   1000        0           6189.43   
22939.2   1000        0           6193.05   
23256.3   1000        0           6196.62   
23572.3   1000        0           6200.12   
23905.7   1000        0           6203.78   
24234     1000        0           6207.32   
24557.8   1000        0           6210.8    
24875.5   1000        0           6214.31   
25192.2   1000        0           6217.86   
25517.3   1000        0           6221.4    
25850.1   1000        0           6224.98   
26177.9   1000        0           6228.51   
26500.5   1000        0           6231.97   
26816.9   1000        0           6235.43   
27132.3   1000        0           6238.95   
27461     1000        0           6242.56   
27792.9   1000        0           6246.18   
28119.9   1000        0           6249.74   
28441.5   1000        0           6253.24   
28756.7   1000        0           6256.71   
29070.9   1000        0           6260.16   
29398     1000        0           6263.69   
29727.6   1000        0           6267.27   
30052.5   1000        0           6270.79   
30371.9   1000        0           6274.26   
30684.9   1000        0           6277.7    
30996.9   1000        0           6281.16   
31325.5   1000        0           6284.71   
31652.9   1000        0           6288.25   
31975.7   1000        0           6291.74   
32292.9   1000        0           6295.2    
32603.6   1000        0           6298.68   
32913.3   1000        0           6302.18   
33243.5   1000        0           6305.81   
33568.4   1000        0           6309.36   
33888.7   1000        0           6312.86   
34203.4   1000        0           6316.27   
34513.5   1000        0           6319.7    
34823.1   1000        0           6323.1    
35148.9   1000        0           6326.67   
35469.9   1000        0           6330.21   
35786.5   1000        0           6333.71   
36097.4   1000        0           6337.22   
36403.8   1000        0           6340.74   
