Results for well: PROD3 in the reservoir: RES1

  t       BHP	     q(Gas)       q(Oil)
(days)   (psia)    (MSCF/day)   (STB/day)
0         1000        0           0         
0.01      1000        0           4939.44   
0.11      1000        0           4468.59   
0.226237  1000        0           4320.73   
0.478043  1000        0           4200.54   
1.00626   1000        0           4091.54   
1.65295   1000        0           4018.41   
2.71222   1000        0           3950.23   
4.23975   1000        0           3890.82   
5.93249   1000        0           3846.38   
7.79892   1000        0           3810.85   
10.4485   1000        0           3774.49   
13.5899   1000        0           3742.33   
18.2868   1000        0           3707.21   
24.2502   1000        0           3673.86   
31.9854   1000        0           3640.75   
41.4283   1000        0           3608.59   
52.8883   1000        0           3576.43   
67.8481   1000        0           3541.18   
85.8094   1000        0           3505      
107.977   1000        0           3466.95   
134.834   1000        0           3428.6    
167.846   1000        0           3391.86   
208.096   1000        0           3361.45   
255.544   1000        0           3343.94   
311.74    1000        0           3345.6    
378.227   1000        0           3372.85   
454.957   1000        0           3429.24   
538.065   1000        0           3510.28   
626.206   1000        0           3610.18   
717.35    1000        0           3721.6    
810.221   1000        0           3838.55   
905.526   1000        0           3958.53   
1003.1    1000        0           4078.84   
1103.34   1000        0           4198.09   
1211.55   1000        0           4320.57   
1323.77   1000        0           4440.24   
1439.17   1000        0           4555.3    
1557.82   1000        0           4665.27   
1679.75   1000        0           4769.79   
1804.38   1000        0           4868.24   
1932.06   1000        0           4960.85   
2067.63   1000        0           5050.61   
2208.34   1000        0           5135.31   
2353.24   1000        0           5214.35   
2502.49   1000        0           5287.87   
2656.74   1000        0           5356.25   
2820.1    1000        0           5420.98   
2989.61   1000        0           5480.82   
3164.21   1000        0           5535.56   
3343.7    1000        0           5585.38   
3531.53   1000        0           5631.28   
3725.68   1000        0           5672.89   
3926.97   1000        0           5710.59   
4133.47   1000        0           5744.35   
4346.11   1000        0           5774.63   
4566.33   1000        0           5801.94   
4791.95   1000        0           5826.31   
5023.03   1000        0           5848.08   
5260.14   1000        0           5867.55   
5503.38   1000        0           5884.95   
5751.55   1000        0           5900.45   
6005.73   1000        0           5914.36   
6265.14   1000        0           5926.85   
6531.59   1000        0           5938.2    
6803.07   1000        0           5948.49   
7077.15   1000        0           5957.81   
7356.51   1000        0           5966.42   
7640.47   1000        0           5974.4    
7929.47   1000        0           5981.87   
8220.62   1000        0           5988.79   
8510.43   1000        0           5995.25   
8803.18   1000        0           6001.45   
9099.74   1000        0           6007.35   
9402.75   1000        0           6013.05   
9704.81   1000        0           6018.46   
10004.1   1000        0           6023.66   
10305.2   1000        0           6028.7    
10614.1   1000        0           6033.65   
10927.6   1000        0           6038.48   
11238.7   1000        0           6043.15   
11546     1000        0           6047.67   
11854.3   1000        0           6052.12   
12172.8   1000        0           6056.6    
12496.7   1000        0           6061.04   
12817.1   1000        0           6065.31   
13133.1   1000        0           6069.49   
13443.8   1000        0           6073.61   
13759.6   1000        0           6077.75   
14087.2   1000        0           6081.93   
14412.6   1000        0           6085.98   
14734     1000        0           6090      
15049.9   1000        0           6093.99   
15365.7   1000        0           6097.89   
15697.6   1000        0           6101.9    
16032.4   1000        0           6105.92   
16362.5   1000        0           6109.87   
16687.2   1000        0           6113.71   
17005.7   1000        0           6117.5    
17323.5   1000        0           6121.24   
17658.8   1000        0           6125.14   
17995.1   1000        0           6128.98   
18326.5   1000        0           6132.73   
18652.3   1000        0           6136.41   
18971.5   1000        0           6140.03   
19289.8   1000        0           6143.67   
19628.8   1000        0           6147.55   
19967     1000        0           6151.35   
20299.9   1000        0           6155.05   
20627.1   1000        0           6158.69   
20947.5   1000        0           6162.31   
21266.8   1000        0           6165.88   
21608.1   1000        0           6169.63   
21949.7   1000        0           6173.32   
22285.8   1000        0           6176.9    
22615.9   1000        0           6180.49   
22939.2   1000        0           6184.1    
23256.3   1000        0           6187.64   
23572.3   1000        0           6191.12   
23905.7   1000        0           6194.77   
24234     1000        0           6198.29   
24557.8   1000        0           6201.76   
24875.5   1000        0           6205.27   
25192.2   1000        0           6208.79   
25517.3   1000        0           6212.32   
25850.1   1000        0           6215.88   
26177.9   1000        0           6219.39   
26500.5   1000        0           6222.84   
26816.9   1000        0           6226.31   
27132.3   1000        0           6229.79   
27461     1000        0           6233.38   
27792.9   1000        0           6236.99   
28119.9   1000        0           6240.54   
28441.5   1000        0           6244.04   
28756.7   1000        0           6247.5    
29070.9   1000        0           6250.92   
29398     1000        0           6254.44   
29727.6   1000        0           6257.99   
30052.5   1000        0           6261.5    
30371.9   1000        0           6264.97   
30684.9   1000        0           6268.41   
30996.9   1000        0           6271.83   
31325.5   1000        0           6275.36   
31652.9   1000        0           6278.88   
31975.7   1000        0           6282.36   
32292.9   1000        0           6285.82   
32603.6   1000        0           6289.31   
32913.3   1000        0           6292.76   
33243.5   1000        0           6296.38   
33568.4   1000        0           6299.91   
33888.7   1000        0           6303.38   
34203.4   1000        0           6306.81   
34513.5   1000        0           6310.24   
34823.1   1000        0           6313.6    
35148.9   1000        0           6317.14   
35469.9   1000        0           6320.67   
35786.5   1000        0           6324.15   
36097.4   1000        0           6327.67   
36403.8   1000        0           6331.16   
