Results for well: RES1_MSWell_1.out in the reservoir: RES1_MSWell_1.out

time	BHP	Temp	q(Gas)	q(Oil)	 q(Water)
days	psi	F	Mscf/d	stb/d	stb/d

89.2246   	5000      	-         	775.699   	674.521   	212.202   	
90.2246   	5000      	-         	770.034   	669.595   	210.753   	
91.2246   	5000      	-         	764.393   	664.689   	209.31    	
92.2246   	5000      	-         	758.768   	659.799   	207.872   	
93.2246   	5000      	-         	753.164   	654.926   	206.439   	
94.2246   	5000      	-         	747.581   	650.07    	205.01    	
95.2246   	5000      	-         	742.018   	645.233   	203.587   	
96.2246   	5000      	-         	736.476   	640.414   	202.17    	
97.2246   	5000      	-         	730.954   	635.613   	200.757   	
98.2246   	5000      	-         	725.454   	630.829   	199.35    	
99.2246   	5000      	-         	719.974   	626.064   	197.948   	
100       	5000      	-         	715.732   	622.376   	196.862   	
