Results for well: MSWell_1_Seg.out in the reservoir: MSWell_1_Seg.out

t	BHP	q(Gas)	q(Oil)	 q(Water)
days	psi	Mscf/d	stb/d	stb/d

0         	0         	-         	0         	0         	0         	
Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W
Seg 12	5248.24	40.33	2.54645	0	2.14481	0.40164	0	0.832447	0.167553
Seg 13	5270.84	40.33	2.54558	0	2.14394	0.40164	0	0.832389	0.167611
Seg 14	5293.45	40.33	2.54472	0	2.14308	0.40164	0	0.832331	0.167669
Seg 15	5317.27	40.33	2.54381	0	2.14218	0.40164	0	0.83227	0.16773



9.22456   	5000      	-         	1289.14   	1120.99   	346.801   	
Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W
Seg 0	5000	40.33	2.5655	0.0298476	2.13645	0.399207	0.0116342	0.83276	0.155605
Seg 1	5000	40.33	2.5655	0.0298467	2.13645	0.399206	0.0101376	0.830305	0.159558
Seg 2	5022.38	40.33	2.55973	0.0239207	2.1366	0.399206	0.00813923	0.830805	0.161055
Seg 3	5044.79	40.33	2.55401	0.0180457	2.13676	0.399206	0.00615154	0.831331	0.162517
Seg 4	5067.22	40.33	2.54833	0.0122085	2.13691	0.399206	0.00416935	0.831836	0.163995
Seg 5	5089.68	40.33	2.54268	0.0064088	2.13707	0.399206	0.00219267	0.832318	0.165489
Seg 6	5112.17	40.33	2.53707	0.000646253	2.13722	0.399204	0.000221507	0.832778	0.167
Seg 7	5134.66	40.33	2.53569	0	2.13648	0.399207	0	0.832713	0.167287
Seg 8	5157.15	40.33	2.53483	0	2.13563	0.399207	0	0.832644	0.167356
Seg 9	5179.65	40.33	2.53398	0	2.13477	0.399207	0	0.832586	0.167414
Seg 10	5202.15	40.33	2.53313	0	2.13392	0.399207	0	0.832528	0.167472
Seg 11	5224.65	40.33	2.53227	0	2.13307	0.399207	0	0.83247	0.16753
Seg 12	5247.15	40.33	2.53142	0	2.13221	0.399207	0	0.832412	0.167588
Seg 13	5269.65	40.33	2.53057	0	2.13136	0.399207	0	0.832354	0.167646
Seg 14	5292.15	40.33	2.52971	0	2.13051	0.399207	0	0.832296	0.167704
Seg 15	5315.87	40.33	2.52882	0	2.12961	0.399207	0	0.832235	0.167765



10.2246   	5000      	-         	1281.69   	1114.51   	344.743   	
Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W
Seg 0	5000	40.33	2.55061	0.029675	2.1241	0.396838	0.0116345	0.83278	0.155585
Seg 1	5000	40.33	2.55061	0.0296741	2.1241	0.396838	0.0101302	0.830306	0.159564
Seg 2	5022.29	40.33	2.5449	0.0238078	2.12425	0.396837	0.00814193	0.830796	0.161062
Seg 3	5044.6	40.33	2.53923	0.0179918	2.1244	0.396837	0.00616422	0.831312	0.162524
Seg 4	5066.93	40.33	2.53361	0.012213	2.12456	0.396837	0.00419195	0.831807	0.164001
Seg 5	5089.3	40.33	2.52802	0.00647099	2.12471	0.396837	0.00222512	0.83228	0.165495
Seg 6	5111.68	40.33	2.52246	0.000765567	2.12486	0.396836	0.000263723	0.832731	0.167006
Seg 7	5134.08	40.33	2.52099	0	2.12415	0.396838	0	0.832677	0.167323
Seg 8	5156.48	40.33	2.52014	0	2.1233	0.396838	0	0.832606	0.167394
Seg 9	5178.88	40.33	2.5193	0	2.12246	0.396838	0	0.832548	0.167452
Seg 10	5201.28	40.33	2.51845	0	2.12161	0.396838	0	0.832491	0.167509
Seg 11	5223.68	40.33	2.51761	0	2.12077	0.396838	0	0.832433	0.167567
Seg 12	5246.08	40.33	2.51676	0	2.11992	0.396838	0	0.832375	0.167625
Seg 13	5268.49	40.33	2.51592	0	2.11908	0.396838	0	0.832318	0.167682
Seg 14	5290.9	40.33	2.51507	0	2.11823	0.396838	0	0.83226	0.16774
Seg 15	5314.5	40.33	2.51418	0	2.11735	0.396838	0	0.832199	0.167801



11.2246   	5000      	-         	1274.37   	1108.15   	342.728   	
Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W
Seg 0	5000	40.33	2.536	0.0295056	2.11197	0.394518	0.0116347	0.832798	0.155567
Seg 1	5000	40.33	2.536	0.0295047	2.11197	0.394517	0.0101229	0.830305	0.159572
Seg 2	5022.19	40.33	2.53034	0.0236966	2.11212	0.394517	0.00814443	0.830785	0.161071
Seg 3	5044.41	40.33	2.52473	0.017938	2.11228	0.394517	0.00617648	0.831292	0.162532
Seg 4	5066.65	40.33	2.51916	0.0122161	2.11243	0.394517	0.0042139	0.831778	0.164008
Seg 5	5088.92	40.33	2.51363	0.00653031	2.11258	0.394517	0.00225668	0.832241	0.165502
Seg 6	5111.21	40.33	2.50813	0.000880545	2.11273	0.394516	0.000304837	0.832683	0.167013
Seg 7	5133.51	40.33	2.50656	0	2.11205	0.394518	0	0.832639	0.167361
Seg 8	5155.82	40.33	2.50573	0	2.11121	0.394518	0	0.832568	0.167432
Seg 9	5178.12	40.33	2.50489	0	2.11037	0.394518	0	0.83251	0.16749
Seg 10	5200.43	40.33	2.50405	0	2.10953	0.394518	0	0.832452	0.167548
Seg 11	5222.74	40.33	2.50322	0	2.1087	0.394518	0	0.832395	0.167605
Seg 12	5245.05	40.33	2.50238	0	2.10786	0.394518	0	0.832337	0.167663
Seg 13	5267.36	40.33	2.50154	0	2.10703	0.394518	0	0.83228	0.16772
Seg 14	5289.68	40.33	2.50071	0	2.10619	0.394518	0	0.832222	0.167778
Seg 15	5313.17	40.33	2.49983	0	2.10531	0.394518	0	0.832162	0.167838



12.2246   	5000      	-         	1267.16   	1101.88   	340.745   	
Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W
Seg 0	5000	40.33	2.5216	0.0293386	2.10002	0.392235	0.011635	0.832815	0.15555
Seg 1	5000	40.33	2.52159	0.0293377	2.10002	0.392235	0.0101156	0.830303	0.159582
Seg 2	5022.1	40.33	2.51599	0.0235865	2.10017	0.392235	0.00814676	0.830772	0.161081
Seg 3	5044.22	40.33	2.51044	0.0178842	2.10032	0.392235	0.00618839	0.83127	0.162542
Seg 4	5066.37	40.33	2.50492	0.0122178	2.10047	0.392235	0.00423532	0.831747	0.164018
Seg 5	5088.55	40.33	2.49944	0.00658714	2.10062	0.392234	0.00228753	0.832201	0.165511
Seg 6	5110.75	40.33	2.494	0.000991843	2.10077	0.392233	0.000345056	0.832633	0.167022
Seg 7	5132.96	40.33	2.49235	0	2.10011	0.392235	0	0.8326	0.1674
Seg 8	5155.17	40.33	2.49152	0	2.09929	0.392235	0	0.832527	0.167473
Seg 9	5177.38	40.33	2.49069	0	2.09846	0.392235	0	0.832469	0.167531
Seg 10	5199.6	40.33	2.48986	0	2.09763	0.392235	0	0.832412	0.167588
Seg 11	5221.82	40.33	2.48903	0	2.0968	0.392235	0	0.832355	0.167645
Seg 12	5244.04	40.33	2.48821	0	2.09597	0.392235	0	0.832298	0.167702
Seg 13	5266.26	40.33	2.48738	0	2.09514	0.392235	0	0.83224	0.16776
Seg 14	5288.48	40.33	2.48655	0	2.09432	0.392235	0	0.832183	0.167817
Seg 15	5311.87	40.33	2.48568	0	2.09344	0.392235	0	0.832123	0.167877



13.2246   	5000      	-         	1260.03   	1095.67   	338.788   	
Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W
Seg 0	5000	40.33	2.50736	0.0291735	2.0882	0.389983	0.0116352	0.832829	0.155535
Seg 1	5000	40.33	2.50736	0.0291726	2.0882	0.389982	0.0101083	0.830298	0.159593
Seg 2	5022.01	40.33	2.50181	0.0234772	2.08835	0.389982	0.00814893	0.830758	0.161093
Seg 3	5044.04	40.33	2.49631	0.0178301	2.0885	0.389982	0.00619999	0.831246	0.162554
Seg 4	5066.1	40.33	2.49085	0.0122184	2.08864	0.389982	0.00425627	0.831714	0.16403
Seg 5	5088.18	40.33	2.48542	0.00664172	2.08879	0.389982	0.00231778	0.83216	0.165523
Seg 6	5110.29	40.33	2.48002	0.00109992	2.08894	0.389981	0.000384526	0.832583	0.167033
Seg 7	5132.41	40.33	2.4783	0	2.08831	0.389983	0	0.832559	0.167441
Seg 8	5154.53	40.33	2.47747	0	2.08749	0.389983	0	0.832485	0.167515
Seg 9	5176.66	40.33	2.47665	0	2.08667	0.389983	0	0.832427	0.167573
Seg 10	5198.78	40.33	2.47583	0	2.08585	0.389983	0	0.83237	0.16763
Seg 11	5220.91	40.33	2.47501	0	2.08503	0.389983	0	0.832313	0.167687
Seg 12	5243.04	40.33	2.47419	0	2.08421	0.389983	0	0.832256	0.167744
