1823  # No. of extra rel. perm. sets
OW  # 1
NUM_OF_TABLE_ENTRIES   49
0.00000000	0.00000000	1.00000000	0.00000000
0.01241360	0.00617097	1.03687000	0.00000000
0.02586670	0.01274460	1.01223000	0.00000000
0.03793540	0.01935940	0.98640100	0.00000000
0.05036660	0.02655130	0.94969200	0.00000000
0.06273180	0.03404140	0.91730400	0.00000000
0.07505920	0.04166550	0.88465800	0.00000000
0.08762990	0.04964000	0.85143600	0.00000000
0.10056600	0.05809140	0.81826300	0.00000000
0.11410600	0.06701650	0.78388000	0.00000000
0.12844500	0.07669830	0.74845400	0.00000000
0.14377300	0.08713410	0.71134200	0.00000000
0.16031400	0.09856880	0.67253000	0.00000000
0.17825800	0.11109000	0.63142900	0.00000000
0.19789300	0.12494500	0.58807000	0.00000000
0.21923300	0.14008300	0.54250800	0.00000000
0.23042400	0.14807100	0.51943200	0.00000000
0.24191300	0.15628100	0.49618100	0.00000000
0.25368500	0.16469100	0.47286200	0.00000000
0.26574700	0.17332600	0.44964900	0.00000000
0.27802900	0.18211200	0.42655000	0.00000000
0.29055800	0.19105500	0.40359500	0.00000000
0.30329800	0.20013800	0.38096800	0.00000000
0.31622300	0.20932400	0.35861900	0.00000000
0.32929000	0.21856100	0.33677200	0.00000000
0.34243500	0.22780900	0.31552500	0.00000000
0.35564600	0.23704500	0.29481700	0.00000000
0.36886700	0.24621100	0.27490400	0.00000000
0.38200500	0.25524600	0.25584900	0.00000000
0.39504600	0.26412100	0.23757700	0.00000000
0.40801300	0.27283500	0.22018800	0.00000000
0.42088900	0.28139800	0.20367900	0.00000000
0.43370300	0.28977200	0.18788100	0.00000000
0.44645700	0.29796800	0.17288900	0.00000000
0.45911000	0.30596600	0.15880800	0.00000000
0.47145800	0.31362700	0.14569200	0.00000000
0.48347200	0.32088200	0.13350900	0.00000000
0.49518200	0.32779200	0.12226000	0.00000000
0.50660400	0.33438400	0.11198200	0.00000000
0.51776900	0.34069800	0.10249000	0.00000000
0.53938200	0.35222000	0.08542430	0.00000000
0.55995400	0.36246300	0.07114690	0.00000000
0.57987300	0.37194300	0.05913430	0.00000000
0.59879400	0.38012500	0.04890190	0.00000000
0.61679400	0.38690000	0.04048470	0.00000000
0.63414200	0.39290200	0.03357020	0.00000000
0.65125300	0.39908500	0.02781630	0.00000000
0.66765500	0.40487200	0.02280960	0.00000000
0.85000000	0.43000000	0.00000000	0.00000000
END
OW  # 2
NUM_OF_TABLE_ENTRIES   50
0.00000000	0.00000000	1.00000000	0.00000000
