Results for well: RES1_INJ.out in the reservoir: RES1_INJ.out

time	BHP	Temp	q(Oil)	q(Water)
days	psi	F	stb/d	stb/d
63.878    	6000      	70        	0         	-0.615796 	
64.878    	6000      	70        	0         	-0.614549 	
65.878    	6000      	70        	0         	-0.613392 	
66.878    	6000      	70        	0         	-0.612142 	
67.878    	6000      	70        	0         	-0.610811 	
68.878    	6000      	70        	0         	-0.609359 	
69.878    	6000      	70        	0         	-0.607948 	
70.878    	6000      	70        	0         	-0.606359 	
71.878    	6000      	70        	0         	-0.604645 	
72.878    	6000      	70        	0         	-0.602865 	
73.878    	6000      	70        	0         	-0.600991 	
74.878    	6000      	70        	0         	-0.599111 	
75.878    	6000      	70        	0         	-0.597234 	
76.878    	6000      	70        	0         	-0.595026 	
77.878    	6000      	70        	0         	-0.592746 	
78.878    	6000      	70        	0         	-0.590302 	
79.878    	6000      	70        	0         	-0.587692 	
80.878    	6000      	70        	0         	-0.584861 	
81.878    	6000      	70        	0         	-0.5818   	
82.878    	6000      	70        	0         	-0.578789 	
83.878    	6000      	70        	0         	-0.575627 	
84.878    	6000      	70        	0         	-0.572316 	
85.878    	6000      	70        	0         	-0.568864 	
86.878    	6000      	70        	0         	-0.565281 	
87.878    	6000      	70        	0         	-0.561559 	
88.878    	6000      	70        	0         	-0.557704 	
89.878    	6000      	70        	0         	-0.553806 	
90.878    	6000      	70        	0         	-0.549958 	
91.878    	6000      	70        	0         	-0.546101 	
92.878    	6000      	70        	0         	-0.542156 	
93.878    	6000      	70        	0         	-0.538168 	
94.878    	6000      	70        	0         	-0.534116 	
95.878    	6000      	70        	0         	-0.53015  	
96.878    	6000      	70        	0         	-0.52629  	
97.878    	6000      	70        	0         	-0.522496 	
98.878    	6000      	70        	0         	-0.518759 	
99.878    	6000      	70        	0         	-0.515127 	
100       	6000      	70        	0         	-0.514688 	
