Results for well: RES1_PROD.out in the reservoir: RES1_PROD.out

time	BHP	Temp	q(Gas)	q(Oil)
days	psi	F	Mscf/d	stb/d
19.2758   	400       	122       	0         	4.15216   	
19.4101   	400       	122       	0         	4.14793   	
19.5559   	400       	122       	0         	4.12673   	
19.7301   	400       	122       	0         	4.09761   	
19.9473   	400       	122       	0         	4.14706   	
20        	400       	122       	0         	4.17292   	
20.0765   	400       	122       	0         	4.19356   	
20.1741   	400       	122       	0         	4.19343   	
20.2947   	400       	122       	0         	4.17583   	
20.444    	400       	122       	0         	4.14746   	
20.6313   	400       	122       	0         	4.11417   	
20.8697   	400       	122       	0         	4.20341   	
21.0039   	400       	122       	0         	4.21618   	
21.1354   	400       	122       	0         	4.20259   	
21.2873   	400       	122       	0         	4.17563   	
21.4734   	400       	122       	0         	4.14226   	
21.7087   	400       	122       	0         	4.23942   	
21.838    	400       	122       	0         	4.24953   	
21.9685   	400       	122       	0         	4.23403   	
22.1207   	400       	122       	0         	4.20543   	
22.3077   	400       	122       	0         	4.17473   	
22.5467   	400       	122       	0         	4.27132   	
22.6762   	400       	122       	0         	4.2794    	
22.8082   	400       	122       	0         	4.26236   	
22.9627   	400       	122       	0         	4.23236   	
23.1533   	400       	122       	0         	4.2177    	
23.4053   	400       	122       	0         	4.302     	
23.542    	400       	122       	0         	4.3039    	
23.6823   	400       	122       	0         	4.28286   	
23.8475   	400       	122       	0         	4.25007   	
24.0527   	400       	122       	0         	4.29088   	
24.236    	400       	122       	0         	4.33903   	
24.3679   	400       	122       	0         	4.33553   	
24.5094   	400       	122       	0         	4.31159   	
24.6785   	400       	122       	0         	4.27653   	
24.8898   	400       	122       	0         	4.33454   	
25.0526   	400       	122       	0         	4.37336   	
25.1817   	400       	122       	0         	4.36773   	
25.3229   	400       	122       	0         	4.34235   	
25.4928   	400       	122       	0         	4.30583   	
25.7059   	400       	122       	0         	4.37224   	
25.8608   	400       	122       	0         	4.40745   	
25.9885   	400       	122       	0         	4.40048   	
26.1295   	400       	122       	0         	4.37397   	
26.2996   	400       	122       	0         	4.33616   	
26.5134   	400       	122       	0         	4.40964   	
26.6625   	400       	122       	0         	4.44211   	
26.7891   	400       	122       	0         	4.43389   	
26.9298   	400       	122       	0         	4.40628   	
27.1      	400       	122       	0         	4.36719   	
27.3143   	400       	122       	0         	4.44738   	
27.4585   	400       	122       	0         	4.47735   	
27.584    	400       	122       	0         	4.46786   	
27.7244   	400       	122       	0         	4.43911   	
27.8947   	400       	122       	0         	4.39872   	
28.1095   	400       	122       	0         	4.4859    	
28.249    	400       	122       	0         	4.51324   	
28.3735   	400       	122       	0         	4.50234   	
28.5137   	400       	122       	0         	4.47236   	
28.6842   	400       	122       	0         	4.43061   	
28.8996   	400       	122       	0         	4.52553   	
29.0345   	400       	122       	0         	4.5498    	
29.158    	400       	122       	0         	4.53726   	
29.2981   	400       	122       	0         	4.5059    	
29.4691   	400       	122       	0         	4.46269   	
29.6855   	400       	122       	0         	4.56663   	
29.8154   	400       	122       	0         	4.58718   	
29.938    	400       	122       	0         	4.57258   	
30        	400       	122       	0         	4.56006   	
30.1077   	400       	122       	0         	4.53241   	
30.1866   	400       	122       	0         	4.51105   	
30.3282   	400       	122       	0         	4.54559   	
30.4967   	400       	122       	0         	4.62312   	
30.6127   	400       	122       	0         	4.62658   	
30.7355   	400       	122       	0         	4.60357   	
30.8811   	400       	122       	0         	4.56505   	
31.0623   	400       	122       	0         	4.54792   	
31.3053   	400       	122       	0         	4.64985   	
31.4353   	400       	122       	0         	4.64861   	
31.5691   	400       	122       	0         	4.62104   	
31.7272   	400       	122       	0         	4.57878   	
31.9249   	400       	122       	0         	4.65392   	
32.0739   	400       	122       	0         	4.69809   	
32.1944   	400       	122       	0         	4.6899    	
32.3269   	400       	122       	0         	4.65899   	
32.4867   	400       	122       	0         	4.61393   	
32.6878   	400       	122       	0         	4.69788   	
32.8313   	400       	122       	0         	4.73764   	
32.951    	400       	122       	0         	4.72746   	
33.0836   	400       	122       	0         	4.6949    	
33.2441   	400       	122       	0         	4.64818   	
33.4465   	400       	122       	0         	4.74449   	
33.5825   	400       	122       	0         	4.7786    	
