 % Reservoir Output 
 % Unit for Total Component: B.O. ~ lb/day || Compositional ~ mol/day 

time	pres	temp	comp0	comp1	comp2	comp3	comp4	comp5	comp6	comp7	comp8	comp9	comp10	comp11	comp12	min0	min1	min2	min3	min4	min5	min6	min7	
day	psi	F	**	**	**	**	**	**	**	**	**	**	**	**	**	
   11.7326	   508.234	       582	73.1928	32113.3	0.00255108	3.80511e-005	0.22622	0.274373	5.72302	14.9466	1.62521	2.33893	0.00013495	1.29283e-005	6.20525e-006	41248.8	63219.6	172563	281030	99113.3	45818.4	64025.4	222156	
    11.895	   507.817	       582	74.1991	32101.6	0.00257042	3.95544e-005	0.226931	0.274289	5.72096	14.9489	1.62706	2.36023	0.000135134	1.29179e-005	6.22184e-006	41248.8	63219.6	172563	281030	99113.3	45818.4	64025.4	222156	
   12.0924	    507.78	       582	75.4641	32087.5	0.00259314	4.27189e-005	0.227753	0.274189	5.71845	14.9518	1.6293	2.38599	0.000135256	1.28998e-005	6.25105e-006	41248.8	63219.6	172563	281030	99113.3	45818.4	64025.4	222156	
   12.3474	   509.268	       582	76.7933	32068.9	0.00259708	3.96794e-005	0.228774	0.27405	5.71517	14.9555	1.63218	2.41919	0.000135134	1.286e-005	6.33907e-006	41248.8	63219.6	172563	281030	99113.3	45818.4	64025.4	222156	
   12.4881	   509.142	       582	77.5411	32058.6	0.00260371	3.83979e-005	0.229378	0.273974	5.71336	14.9578	1.63387	2.43836	0.000135344	1.28536e-005	6.35765e-006	41248.8	63219.6	172563	281030	99113.3	45818.4	64025.4	222156	
   12.6315	   508.759	       582	78.3629	32048.2	0.0026163	3.83285e-005	0.229965	0.273899	5.71152	14.9601	1.63559	2.45778	0.000135536	1.28456e-005	6.37094e-006	41248.8	63219.6	172563	281030	99113.3	45818.4	64025.4	222156	
   12.7982	   508.315	       582	79.4042	32036.1	0.00263649	4.02276e-005	0.23061	0.273813	5.70939	14.9628	1.63758	2.48021	0.000135726	1.28345e-005	6.38688e-006	41248.8	63219.6	172563	281030	99113.3	45818.4	64025.4	222156	
   13.0015	   508.619	       582	80.6613	32021.4	0.00265453	4.25628e-005	0.231361	0.273709	5.70678	14.9661	1.64	2.50747	0.000135798	1.28121e-005	6.42497e-006	41248.8	63219.6	172563	281030	99113.3	45818.4	64025.4	222156	
   13.2691	   509.773	       582	82.0891	32001.7	0.00266253	3.94205e-005	0.232302	0.273563	5.70332	14.9703	1.64315	2.5432	0.000135688	1.27703e-005	6.51164e-006	41248.8	63219.6	172563	281030	99113.3	45818.4	64025.4	222156	
    13.419	    509.57	       582	82.9127	31990.7	0.00267139	3.84772e-005	0.232873	0.273483	5.70138	14.9729	1.64503	2.56412	0.000135917	1.27632e-005	6.52823e-006	41248.8	63219.6	172563	281030	99113.3	45818.4	64025.4	222156	
    13.573	   509.148	       582	83.8253	31979.5	0.00268627	3.90561e-005	0.233426	0.273403	5.69939	14.9756	1.64695	2.58547	0.000136126	1.27543e-005	6.54131e-006	41248.8	63219.6	172563	281030	99113.3	45818.4	64025.4	222156	
   13.7534	   508.682	       582	84.9869	31966.4	0.0027091	4.20245e-005	0.234033	0.273312	5.69708	14.9788	1.64919	2.61031	0.000136337	1.2742e-005	6.55674e-006	41248.8	63219.6	172563	281030	99113.3	45818.4	64025.4	222156	
    13.975	   510.013	       582	86.2315	31950.1	0.00271472	4.13758e-005	0.234749	0.273194	5.6942	14.9826	1.65193	2.64072	0.000136302	1.27106e-005	6.6222e-006	41248.8	63219.6	172563	281030	99113.3	45818.4	64025.4	222156	
   14.1341	   510.455	       582	87.0701	31938.3	0.00271809	3.94676e-005	0.235241	0.273107	5.69212	14.9853	1.65388	2.66245	0.00013633	1.26918e-005	6.65989e-006	41248.8	63219.6	172563	281030	99113.3	45818.4	64025.4	222156	
   14.2684	   510.209	       582	87.801	31928.4	0.00272576	3.84455e-005	0.235697	0.273035	5.69037	14.9878	1.65562	2.6816	0.000136536	1.2685e-005	6.67454e-006	41248.8	63219.6	172563	281030	99113.2	45818.4	64025.4	222156	
   14.4162	    509.76	       582	88.6676	31917.5	0.00273982	3.87214e-005	0.236171	0.272958	5.68845	14.9906	1.65753	2.70255	0.000136736	1.26758e-005	6.68798e-006	41248.8	63219.6	172563	281030	99113.2	45818.4	64025.4	222156	
   14.5929	    509.26	       582	89.7934	31904.6	0.00276198	4.12539e-005	0.236699	0.272868	5.68617	14.994	1.6598	2.72742	0.000136941	1.26628e-005	6.70448e-006	41248.8	63219.6	172563	281030	99113.2	45818.4	64025.4	222156	
   14.8116	    510.26	       582	91.0763	31888.4	0.00277283	4.16717e-005	0.237326	0.272754	5.68332	14.998	1.6626	2.7581	0.000136929	1.26319e-005	6.76251e-006	41248.8	63219.6	172563	281030	99113.2	45818.4	64025.4	222156	
   14.9957	   510.981	       582	92.0655	31874.7	0.00277737	3.95562e-005	0.237828	0.272653	5.6809	15.0013	1.66494	2.78378	0.000136934	1.26075e-005	6.814e-006	41248.8	63219.6	172563	281030	99113.2	45818.4	64025.4	222156	
   15.1329	   510.777	       582	92.818	31864.5	0.00278532	3.85411e-005	0.238244	0.27258	5.6791	15.0041	1.66678	2.80376	0.000137144	1.26e-005	6.8297e-006	41248.8	63219.6	172563	281030	99113.2	45818.4	64025.4	222156	
   15.2805	    510.33	       582	93.682	31853.5	0.00279933	3.88295e-005	0.238664	0.272503	5.67717	15.007	1.66874	2.82508	0.000137345	1.25902e-005	6.84329e-006	41248.8	63219.6	172563	281030	99113.2	45818.4	64025.4	222156	
   15.4556	   509.808	       582	94.7943	31840.6	0.0028212	4.13398e-005	0.239127	0.272414	5.67489	15.0105	1.67106	2.85023	0.000137551	1.25768e-005	6.85932e-006	41248.8	63219.6	172563	281030	99113.2	45818.4	64025.4	222156	
   15.6723	   510.768	       582	96.0787	31824.5	0.00283266	4.19193e-005	0.239675	0.2723	5.67205	15.0148	1.67392	2.88123	0.000137544	1.25457e-005	6.91664e-006	41248.8	63219.6	172563	281030	99113.2	45818.4	64025.4	222156	
   15.8592	    511.54	       582	97.0945	31810.5	0.00283755	3.97951e-005	0.240124	0.272199	5.66958	15.0183	1.67636	2.90782	0.000137545	1.252e-005	6.97063e-006	41248.8	63219.6	172563	281030	99113.2	45818.4	64025.4	222156	
   15.9965	   511.344	       582	97.8512	31800.2	0.00284561	3.87928e-005	0.240497	0.272125	5.66777	15.0212	1.67825	2.92816	0.000137755	1.2512e-005	6.98666e-006	41248.8	63219.6	172563	281030	99113.2	45818.4	64025.4	222156	
   16.1437	   510.887	       582	98.7141	31789.2	0.00285961	3.90982e-005	0.24087	0.272048	5.66583	15.0243	1.68027	2.94983	0.000137957	1.25017e-005	7.00003e-006	41248.8	63219.6	172563	281030	99113.2	45818.4	64025.4	222156	
   16.3185	   510.343	       582	99.8228	31776.3	0.00288139	4.16333e-005	0.241279	0.27196	5.66355	15.028	1.68265	2.97539	0.000138165	1.24878e-005	7.01544e-006	41248.8	63219.6	172563	281030	99113.2	45818.4	64025.4	222156	
    16.535	   511.321	       582	101.113	31760.1	0.00289279	4.2184e-005	0.241764	0.271846	5.66069	15.0324	1.68557	3.00693	0.000138156	1.24559e-005	7.07354e-006	41248.8	63219.6	172563	281030	99113.2	45818.4	64025.4	222156	
     16.72	   512.096	       582	102.13	31746.1	0.00289785	4.0091e-005	0.242157	0.271746	5.65822	15.0361	1.68805	3.03372	0.000138158	1.243e-005	7.12757e-006	41248.8	63219.6	172563	281030	99113.2	45818.4	64025.4	222156	
   16.8567	   511.902	       582	102.888	31735.8	0.00290599	3.91022e-005	0.24249	0.271672	5.65641	15.0392	1.68998	3.05433	0.000138368	1.24216e-005	7.14367e-006	41248.8	63219.6	172563	281030	99113.2	45818.4	64025.4	222156	
   17.0037	   511.437	       582	103.751	31724.7	0.00291999	3.94252e-005	0.242823	0.271596	5.65446	15.0424	1.69203	3.07632	0.000138571	1.24109e-005	7.15676e-006	41248.8	63219.6	172563	281030	99113.2	45818.4	64025.4	222156	
   17.1784	   510.872	       582	104.859	31711.7	0.00294172	4.19932e-005	0.243187	0.271507	5.65216	15.0462	1.69447	3.10229	0.000138779	1.23965e-005	7.17151e-006	41248.8	63219.6	172563	281030	99113.2	45818.4	64025.4	222156	
   17.3951	   511.888	       582	106.156	31695.3	0.00295285	4.24464e-005	0.24362	0.271393	5.64928	15.0509	1.69746	3.13438	0.000138766	1.23636e-005	7.23087e-006	41248.8	63219.6	172563	281030	99113.2	45818.4	64025.4	222156	
   17.5766	   512.648	       582	107.163	31681.5	0.00295802	4.03997e-005	0.243962	0.271295	5.64685	15.0547	1.69994	3.16109	0.00013877	1.23378e-005	7.28405e-006	41248.8	63219.6	172563	281030	99113.2	45818.4	64025.4	222156	
   17.7126	   512.455	       582	107.923	31671.2	0.00296624	3.94277e-005	0.244263	0.271222	5.64503	15.0578	1.7019	3.1819	0.000138979	1.2329e-005	7.30015e-006	41248.8	63219.6	172563	281030	99113.2	45818.4	64025.4	222156	
   17.8592	   511.982	       582	108.786	31660.1	0.00298026	3.97708e-005	0.244563	0.271145	5.64308	15.0611	1.70399	3.20418	0.000139181	1.23179e-005	7.31295e-006	41248.8	63219.6	172563	281030	99113.2	45818.4	64025.4	222156	
   18.0338	   511.397	       582	109.893	31647	0.00300196	4.23757e-005	0.244889	0.271057	5.64076	15.0651	1.70646	3.23052	0.000139391	1.2303e-005	7.32708e-006	41248.8	63219.6	172563	281030	99113.2	45818.4	64025.4	222156	
   18.2507	   512.454	       582	111.196	31630.5	0.00301282	4.27234e-005	0.245278	0.270943	5.63786	15.0699	1.70952	3.26313	0.000139371	1.22691e-005	7.38783e-006	41248.8	63219.6	172563	281030	99113.2	45818.4	64025.4	222156	
   18.4286	   513.195	       582	112.194	31616.9	0.0030181	4.0728e-005	0.245579	0.270846	5.63546	15.0738	1.71199	3.2897	0.000139377	1.22435e-005	7.43746e-006	41248.8	63219.6	172563	281030	99113.2	45818.4	64025.4	222156	
   18.5638	   513.003	       582	112.954	31606.5	0.00302641	3.97692e-005	0.245853	0.270774	5.63364	15.077	1.71397	3.31068	0.000139585	1.22343e-005	7.45622e-006	41248.8	63219.6	172563	281030	99113.2	45818.4	64025.4	222156	
     18.71	   512.523	       582	113.818	31595.4	0.00304047	4.01347e-005	0.246125	0.270697	5.63168	15.0804	1.71609	3.33321	0.000139787	1.22228e-005	7.46873e-006	41248.8	63219.6	172563	281030	99113.2	45818.4	64025.4	222156	
   18.8844	    511.92	       582	114.924	31582.2	0.00306216	4.27799e-005	0.24642	0.270609	5.62935	15.0845	1.7186	3.3599	0.000139997	1.22074e-005	7.48222e-006	41248.8	63219.6	172563	281030	99113.2	45818.4	64025.4	222156	
   19.1015	   513.018	       582	116.234	31565.6	0.00307273	4.30204e-005	0.246774	0.270495	5.62643	15.0895	1.7217	3.39297	0.00013997	1.21725e-005	7.54446e-006	41248.8	63219.6	172563	281030	99113.2	45818.4	64025.4	222156	
   19.2758	   513.738	       582	117.22	31552.1	0.00307813	4.10689e-005	0.247042	0.2704	5.62406	15.0934	1.72416	3.41936	0.000139978	1.2147e-005	7.59362e-006	41248.8	63219.6	172563	281030	99113.2	45818.4	64025.4	222156	
   19.4101	   513.546	       582	117.982	31541.8	0.00308654	4.01287e-005	0.247293	0.270328	5.62223	15.0967	1.72615	3.44048	0.000140183	1.21375e-005	7.61194e-006	41248.8	63219.6	172563	281030	99113.2	45818.4	64025.4	222156	
   19.5559	    513.06	       582	118.845	31530.6	0.00310065	4.05179e-005	0.247543	0.270252	5.62027	15.1002	1.72829	3.46323	0.000140384	1.21255e-005	7.6242e-006	41248.8	63219.6	172563	281030	99113.2	45818.4	64025.4	222156	
   19.7301	   512.441	       582	119.952	31517.3	0.00312235	4.32059e-005	0.247813	0.270164	5.61793	15.1044	1.73084	3.49022	0.000140594	1.21097e-005	7.63705e-006	41248.8	63219.6	172563	281030	99113.2	45818.4	64025.4	222156	
   19.9473	   513.579	       582	121.267	31500.6	0.00313265	4.33383e-005	0.248139	0.270049	5.61498	15.1095	1.73397	3.52372	0.00014056	1.20737e-005	7.70082e-006	41248.8	63219.6	172563	281030	99113.2	45818.4	64025.4	222156	
        20	    514.21	       582	121.577	31496.5	0.00313165	4.29467e-005	0.248216	0.270021	5.61426	15.1108	1.73473	3.53183	0.000140587	1.20679e-005	7.72297e-006	41248.8	63219.6	172563	281030	99113.1	45818.4	64025.4	222156	
   20.0765	   514.514	       582	122.007	31490.5	0.00313233	4.19714e-005	0.248324	0.269979	5.61321	15.1125	1.73583	3.54357	0.000140617	1.20586e-005	7.74026e-006	41248.8	63219.6	172563	281030	99113.1	45818.4	64025.4	222156	
   20.1741	   514.413	       582	122.548	31482.9	0.00313684	4.08525e-005	0.248457	0.269925	5.61187	15.1147	1.73722	3.55848	0.000140653	1.20464e-005	7.75226e-006	41248.8	63219.6	172563	281030	99113.1	45818.4	64025.4	222156	
   20.2947	   514.004	       582	123.234	31473.6	0.00314636	4.02931e-005	0.248662	0.269861	5.61023	15.1177	1.73902	3.57763	0.000140838	1.20375e-005	7.76281e-006	41248.8	63219.6	172563	281030	99113.1	45818.4	64025.4	222156	
    20.444	   513.405	       582	124.135	31462.1	0.00316299	4.12386e-005	0.248894	0.269784	5.6082	15.1215	1.74123	3.60116	0.000141038	1.20244e-005	7.77537e-006	41248.8	63219.6	172563	281030	99113.1	45818.4	64025.4	222156	
   20.6313	    512.72	       582	125.354	31447.7	0.00318846	4.49959e-005	0.249154	0.26969	5.60568	15.1261	1.74399	3.63043	0.000141253	1.20062e-005	7.78955e-006	41248.8	63219.6	172563	281030	99113.1	45818.4	64025.4	222156	
   20.8697	   514.682	       582	126.762	31429.1	0.00319358	4.27769e-005	0.249481	0.269561	5.6024	15.1318	1.74745	3.66754	0.000141116	1.19601e-005	7.88613e-006	41248.8	63219.6	172563	281030	99113.1	45818.4	64025.4	222156	
   21.0039	   514.822	       582	127.529	31418.6	0.00319932	4.13349e-005	0.249707	0.269488	5.60055	15.1352	1.74948	3.68914	0.000141312	1.19495e-005	7.9109e-006	41248.8	63219.6	172563	281030	99113.1	45818.4	64025.4	222156	
   21.1354	   514.481	       582	128.291	31408.3	0.00320975	4.08135e-005	0.249913	0.269418	5.59874	15.1385	1.75145	3.71019	0.000141492	1.1938e-005	7.92426e-006	41248.8	63219.6	172563	281030	99113.1	45818.4	64025.4	222156	
   21.2873	   513.912	       582	129.215	31396.5	0.00322654	4.1902e-005	0.25013	0.26934	5.59667	15.1424	1.75372	3.73433	0.000141678	1.19233e-005	7.93617e-006	41248.8	63219.6	172563	281030	99113.1	45818.4	64025.4	222156	
   21.4734	   513.231	       582	130.43	31382.2	0.0032513	4.57734e-005	0.250363	0.269245	5.5941	15.1469	1.75646	3.76365	0.000141877	1.19041e-005	7.94778e-006	41248.8	63219.6	172563	281030	99113.1	45818.4	64025.4	222156	
   21.7087	   515.317	       582	131.823	31363.7	0.00325535	4.328e-005	0.250663	0.269117	5.59084	15.1526	1.75989	3.80062	0.000141718	1.18575e-005	8.04388e-006	41248.8	63219.6	172563	281030	99113.1	45818.4	64025.4	222156	
    21.838	   515.388	       582	132.565	31353.4	0.00326103	4.18721e-005	0.250869	0.269046	5.58904	15.156	1.76186	3.82162	0.0001419	1.18468e-005	8.07087e-006	41248.8	63219.6	172563	281030	99113.1	45818.4	64025.4	222156	
   21.9685	   515.023	       582	133.325	31343.2	0.00327156	4.13907e-005	0.251061	0.268977	5.58724	15.1593	1.76383	3.84271	0.000142074	1.18349e-005	8.0832e-006	41248.8	63219.6	172563	281030	99113.1	45818.4	64025.4	222156	
   22.1207	   514.434	       582	134.253	31331.3	0.00328853	4.25709e-005	0.251266	0.268898	5.58514	15.1633	1.76612	3.86712	0.000142254	1.18196e-005	8.09408e-006	41248.8	63219.6	172563	281030	99113.1	45818.4	64025.4	222156	
   22.3077	   513.822	       582	135.469	31316.8	0.00331275	4.63725e-005	0.25149	0.268805	5.58259	15.1681	1.7689	3.89691	0.000142432	1.17988e-005	8.10727e-006	41248.8	63219.6	172563	281030	99113.1	45818.4	64025.4	222156	
   22.5467	   515.838	       582	136.895	31297.8	0.00331657	4.36709e-005	0.25178	0.268674	5.57925	15.174	1.77241	3.93481	0.000142261	1.17505e-005	8.20862e-006	41248.8	63219.6	172563	281030	99113.1	45818.4	64025.4	222156	
   22.6762	   515.874	       582	137.647	31287.5	0.00332245	4.22891e-005	0.251978	0.268604	5.57744	15.1774	1.77439	3.95603	0.000142442	1.17394e-005	8.22893e-006	41248.8	63219.6	172563	281030	99113.1	45818.4	64025.4	222156	
   22.8082	   515.491	       582	138.424	31277	0.00333324	4.18915e-005	0.252165	0.268533	5.5756	15.1808	1.77639	3.97754	0.000142616	1.1727e-005	8.24037e-006	41248.8	63219.6	172563	281030	99113.1	45818.4	64025.4	222156	
   22.9627	   514.888	       582	139.375	31264.9	0.00335054	4.32446e-005	0.252363	0.268454	5.57347	15.1849	1.77872	4.00254	0.000142797	1.17111e-005	8.25029e-006	41248.8	63219.6	172563	281030	99113.1	45818.4	64025.4	222156	
   23.1533	   514.614	       582	140.603	31249.9	0.00337143	4.63256e-005	0.252586	0.268357	5.57084	15.1898	1.78157	4.03318	0.000142917	1.16862e-005	8.27201e-006	41248.8	63219.6	172563	281030	99113.1	45818.4	64025.4	222156	
   23.4053	   516.304	       582	142.117	31229.8	0.00337924	4.34277e-005	0.252878	0.268219	5.5673	15.1962	1.78527	4.07346	0.000142746	1.16349e-005	8.36577e-006	41248.8	63219.6	172563	281030	99113.1	45818.4	64025.4	222156	
    23.542	   516.237	       582	142.924	31218.8	0.00338713	4.23282e-005	0.253082	0.268146	5.56537	15.1998	1.78737	4.09606	0.000142942	1.1623e-005	8.39011e-006	41248.8	63219.6	172563	281030	99113.1	45818.4	64025.4	222156	
   23.6823	   515.795	       582	143.769	31207.7	0.00339996	4.25033e-005	0.253273	0.268072	5.56341	15.2036	1.78951	4.11911	0.000143129	1.16097e-005	8.40058e-006	41248.8	63219.6	172563	281030	99113.1	45818.4	64025.4	222156	
   23.8475	   515.151	       582	144.814	31194.6	0.00341959	4.48078e-005	0.253474	0.267987	5.56112	15.208	1.792	4.14603	0.000143325	1.15926e-005	8.40922e-006	41248.8	63219.6	172563	281030	99113.1	45818.4	64025.4	222156	
   24.0527	   515.984	       582	146.101	31178.3	0.00343136	4.55793e-005	0.253714	0.26788	5.55824	15.2133	1.79506	4.17928	0.000143306	1.15575e-005	8.46316e-006	41248.8	63219.6	172563	281030	99113.1	45818.4	64025.4	222156	
    24.236	   516.877	       582	147.201	31163.5	0.00343742	4.34844e-005	0.253918	0.267779	5.55564	15.218	1.79776	4.20879	0.000143274	1.15262e-005	8.52363e-006	41248.8	63219.6	172563	281030	99113.1	45818.4	64025.4	222156	
   24.3679	   516.731	       582	147.984	31152.8	0.00344587	4.25158e-005	0.25411	0.267708	5.55377	15.2215	1.79978	4.23076	0.00014346	1.15143e-005	8.54046e-006	41248.8	63219.6	172563	281030	99113.1	45818.4	64025.4	222156	
   24.5094	   516.251	       582	148.842	31141.5	0.00345959	4.28639e-005	0.254296	0.267633	5.55178	15.2254	1.80194	4.25418	0.000143644	1.15002e-005	8.55097e-006	41248.8	63219.6	172563	281030	99113.1	45818.4	64025.4	222156	
   24.6785	   515.578	       582	149.921	31128.1	0.0034804	4.54953e-005	0.254495	0.267547	5.54942	15.2299	1.80449	4.28192	0.000143838	1.1482e-005	8.55974e-006	41248.8	63219.6	172563	281030	99113.1	45818.4	64025.4	222156	
   24.8898	   516.718	       582	151.243	31111	0.0034904	4.55205e-005	0.254738	0.267435	5.54642	15.2355	1.80764	4.31642	0.000143773	1.14427e-005	8.62471e-006	41248.8	63219.6	172563	281030	99113.1	45818.4	64025.4	222156	
   25.0526	   517.399	       582	152.226	31097.8	0.00349638	4.36865e-005	0.254915	0.267346	5.5441	15.2397	1.81004	4.34282	0.00014376	1.14157e-005	8.67422e-006	41248.8	63219.6	172563	281030	99113.1	45818.4	64025.4	222156	
   25.1817	   517.227	       582	152.998	31087.3	0.00350522	4.28013e-005	0.255099	0.267276	5.54226	15.2432	1.81203	4.36448	0.00014394	1.14037e-005	8.6922e-006	41248.8	63219.6	172563	281030	99113.1	45818.4	64025.4	222156	
   25.3229	   516.734	       582	153.861	31075.9	0.00351946	4.32574e-005	0.255282	0.267201	5.54025	15.2471	1.81418	4.38801	0.00014412	1.13891e-005	8.70275e-006	41248.8	63219.6	172563	281030	99113.1	45818.4	64025.4	222156	
   25.4928	   516.047	       582	154.949	31062.3	0.00354087	4.60687e-005	0.255478	0.267115	5.53787	15.2517	1.81675	4.41608	0.000144312	1.13702e-005	8.71131e-006	41248.8	63219.6	172563	281030	99113	45818.4	64025.4	222156	
   25.7059	   517.313	       582	156.287	31045	0.00355029	4.5789e-005	0.25572	0.267001	5.53482	15.2574	1.81992	4.45111	0.000144225	1.13289e-005	8.78172e-006	41248.8	63219.6	172563	281030	99113	45818.4	64025.4	222156	
   25.8608	   517.907	       582	157.229	31032.3	0.00355645	4.40534e-005	0.255886	0.266916	5.53259	15.2614	1.82221	4.47641	0.000144216	1.13032e-005	8.8292e-006	41248.8	63219.6	172563	281030	99113	45818.4	64025.4	222156	
   25.9885	   517.721	       582	157.999	31021.9	0.00356564	4.32242e-005	0.256066	0.266847	5.53076	15.2649	1.82417	4.49799	0.000144391	1.12908e-005	8.84644e-006	41248.8	63219.6	172563	281030	99113	45818.4	64025.4	222156	
   26.1295	   517.221	       582	158.866	31010.4	0.00358026	4.37651e-005	0.256246	0.266773	5.52875	15.2688	1.82632	4.52164	0.000144569	1.12758e-005	8.85681e-006	41248.8	63219.6	172563	281030	99113	45818.4	64025.4	222156	
   26.2996	   516.523	       582	159.961	30996.7	0.0036021	4.67218e-005	0.25644	0.266686	5.52634	15.2735	1.82889	4.54994	0.000144757	1.12564e-005	8.86477e-006	41248.8	63219.6	172563	281030	99113	45818.4	64025.4	222156	
   26.5134	   517.884	       582	161.309	30979.2	0.00361099	4.62004e-005	0.25668	0.266571	5.52326	15.2792	1.83207	4.58533	0.000144653	1.12136e-005	8.93943e-006	41248.8	63219.6	172563	281030	99113	45818.4	64025.4	222156	
   26.6625	    518.41	       582	162.222	30966.9	0.00361725	4.45255e-005	0.256838	0.266489	5.5211	15.2831	1.83427	4.60985	0.000144645	1.11887e-005	8.98547e-006	41248.8	63219.6	172563	281030	99113	45818.4	64025.4	222156	
   26.7891	   518.212	       582	162.991	30956.4	0.00362667	4.3733e-005	0.257015	0.26642	5.51927	15.2867	1.83621	4.63137	0.000144816	1.11761e-005	9.00219e-006	41248.8	63219.6	172563	281030	99113	45818.4	64025.4	222156	
   26.9298	   517.706	       582	163.861	30944.9	0.00364159	4.43384e-005	0.257194	0.266346	5.51724	15.2906	1.83835	4.65512	0.00014499	1.11607e-005	9.0122e-006	41248.8	63219.6	172563	281030	99113	45818.4	64025.4	222156	
      27.1	       517	       582	164.962	30931.1	0.00366375	4.74148e-005	0.257385	0.26626	5.51482	15.2954	1.84092	4.68362	0.000145176	1.11408e-005	9.01934e-006	41248.8	63219.6	172563	281030	99113	45818.4	64025.4	222156	
   27.3143	   518.442	       582	166.319	30913.4	0.0036721	4.66627e-005	0.257625	0.266144	5.51171	15.3011	1.84411	4.71932	0.000145056	1.10966e-005	9.1009e-006	41248.8	63219.6	172563	281030	99113	45818.4	64025.4	222156	
   27.4585	   518.909	       582	167.209	30901.4	0.00367844	4.50346e-005	0.257776	0.266064	5.5096	15.305	1.84623	4.74318	0.000145048	1.10723e-005	9.1424e-006	41248.8	63219.6	172563	281030	99113	45818.4	64025.4	222156	
    27.584	   518.699	       582	167.977	30890.9	0.00368806	4.42729e-005	0.257951	0.265996	5.50777	15.3085	1.84815	4.76465	0.000145215	1.10595e-005	9.15862e-006	41248.8	63219.6	172563	281030	99113	45818.4	64025.4	222156	
   27.7244	   518.188	       582	168.851	30879.4	0.00370323	4.49376e-005	0.258129	0.265922	5.50574	15.3125	1.85029	4.7885	0.000145385	1.10437e-005	9.16817e-006	41248.8	63219.6	172563	281030	99113	45818.4	64025.4	222156	
   27.8947	   517.473	       582	169.957	30865.4	0.00372566	4.81268e-005	0.258319	0.265836	5.50329	15.3172	1.85286	4.81719	0.000145567	1.10233e-005	9.1744e-006	41248.8	63219.6	172563	281030	99113	45818.4	64025.4	222156	
   28.1095	   518.996	       582	171.324	30847.5	0.00373345	4.7135e-005	0.258558	0.265719	5.50015	15.3231	1.85604	4.85319	0.000145431	1.09778e-005	9.26034e-006	41248.8	63219.6	172563	281030	99113	45818.4	64025.4	222156	
    28.249	   519.403	       582	172.191	30835.8	0.00373986	4.55482e-005	0.258704	0.265642	5.49809	15.3268	1.85809	4.87642	0.000145423	1.09541e-005	9.29968e-006	41248.8	63219.6	172563	281030	99113	45818.4	64025.4	222156	
   28.3735	   519.181	       582	172.959	30825.4	0.00374968	4.48194e-005	0.258877	0.265574	5.49626	15.3304	1.86	4.89785	0.000145586	1.0941e-005	9.31534e-006	41248.8	63219.6	172563	281030	99113	45818.4	64025.4	222156	
   28.5137	   518.663	       582	173.838	30813.7	0.0037651	4.55486e-005	0.259054	0.2655	5.49422	15.3343	1.86212	4.9218	0.000145752	1.09248e-005	9.32437e-006	41248.8	63219.6	172563	281030	99113	45818.4	64025.4	222156	
   28.6842	   517.939	       582	174.95	30799.7	0.00378782	4.88594e-005	0.259244	0.265413	5.49175	15.3392	1.86469	4.95069	0.000145931	1.09039e-005	9.32966e-006	41248.8	63219.6	172563	281030	99113	45818.4	64025.4	222156	
   28.8996	   519.549	       582	176.327	30781.6	0.003795	4.76e-005	0.259483	0.265295	5.48857	15.3451	1.86788	4.987	0.000145778	1.0857e-005	9.42038e-006	41248.8	63219.6	172563	281030	99113	45818.4	64025.4	222156	
   29.0345	   519.893	       582	177.172	30770.2	0.00380148	4.60558e-005	0.259624	0.26522	5.48657	15.3487	1.86985	5.00959	0.000145766	1.08339e-005	9.45725e-006	41248.8	63219.6	172563	281030	99113	45818.4	64025.4	222156	
    29.158	   519.656	       582	177.94	30759.7	0.00381154	4.5367e-005	0.259796	0.265153	5.48474	15.3522	1.87174	5.03098	0.000145928	1.08206e-005	9.47228e-006	41248.8	63219.6	172563	281030	99113	45818.4	64025.4	222156	
   29.2981	   519.129	       582	178.823	30748	0.00382724	4.61745e-005	0.259973	0.265079	5.48269	15.3562	1.87386	5.05506	0.000146092	1.0804e-005	9.48073e-006	41248.8	63219.6	172563	281030	99113	45818.4	64025.4	222156	
   29.4691	   518.396	       582	179.943	30733.8	0.0038503	4.96299e-005	0.260162	0.264992	5.4802	15.3611	1.87642	5.08419	0.000146268	1.07825e-005	9.48501e-006	41248.8	63219.6	172563	281030	99113	45818.4	64025.4	222156	
   29.6855	   520.108	       582	181.334	30715.5	0.00385678	4.80519e-005	0.260403	0.264873	5.47697	15.3671	1.87961	5.12087	0.000146095	1.07341e-005	9.58136e-006	41248.8	63219.6	172563	281030	99113	45818.4	64025.4	222156	
   29.8154	   520.379	       582	182.154	30704.4	0.00386336	4.65548e-005	0.260539	0.2648	5.47503	15.3706	1.88151	5.14276	0.000146085	1.07117e-005	9.61529e-006	41248.8	63219.6	172563	281030	99113	45818.4	64025.4	222156	
    29.938	   520.123	       582	182.921	30694	0.00387369	4.5918e-005	0.260709	0.264733	5.4732	15.3741	1.88338	5.16411	0.000146242	1.06982e-005	9.62949e-006	41248.8	63219.6	172563	281030	99113	45818.4	64025.4	222156	
        30	   519.919	       582	183.31	30688.7	0.00387938	4.60068e-005	0.260791	0.2647	5.47228	15.3759	1.88432	5.17485	0.00014633	1.0692e-005	9.62877e-006	41248.8	63219.6	172563	281030	99113	45818.4	64025.4	222156	
