Results for well: RES1_INJ.out in the reservoir: RES1_INJ.out

time	BHP	Temp	q(Gas)	q(Oil)
days	psi	F	Mscf/d	stb/d
18.0338   	600       	122       	-2.42383  	0         	
18.2507   	600       	122       	-2.29678  	0         	
18.4286   	600       	122       	-2.14641  	0         	
18.5638   	600       	122       	-2.15468  	0         	
18.71     	600       	122       	-2.26007  	0         	
18.8844   	600       	122       	-2.42538  	0         	
19.1015   	600       	122       	-2.30651  	0         	
19.2758   	600       	122       	-2.16755  	0         	
19.4101   	600       	122       	-2.17068  	0         	
19.5559   	600       	122       	-2.26803  	0         	
19.7301   	600       	122       	-2.42758  	0         	
19.9473   	600       	122       	-2.31662  	0         	
20        	600       	122       	-2.24826  	0         	
20.0765   	600       	122       	-2.1553   	0         	
20.1741   	600       	122       	-2.12161  	0         	
20.2947   	600       	122       	-2.17755  	0         	
20.444    	600       	122       	-2.30958  	0         	
20.6313   	600       	122       	-2.48957  	0         	
20.8697   	600       	122       	-2.25949  	0         	
21.0039   	600       	122       	-2.18898  	0         	
21.1354   	600       	122       	-2.21883  	0         	
21.2873   	600       	122       	-2.32901  	0         	
21.4734   	600       	122       	-2.49453  	0         	
21.7087   	600       	122       	-2.26603  	0         	
21.838    	600       	122       	-2.19958  	0         	
21.9685   	600       	122       	-2.22786  	0         	
22.1207   	600       	122       	-2.33502  	0         	
22.3077   	600       	122       	-2.48653  	0         	
22.5467   	600       	122       	-2.28345  	0         	
22.6762   	600       	122       	-2.22456  	0         	
22.8082   	600       	122       	-2.2528   	0         	
22.9627   	600       	122       	-2.35731  	0         	
23.1533   	600       	122       	-2.46406  	0         	
23.4053   	600       	122       	-2.29953  	0         	
23.542    	600       	122       	-2.26238  	0         	
23.6823   	600       	122       	-2.30524  	0         	
23.8475   	600       	122       	-2.41893  	0         	
24.0527   	600       	122       	-2.40039  	0         	
24.236    	600       	122       	-2.29673  	0         	
24.3679   	600       	122       	-2.27362  	0         	
24.5094   	600       	122       	-2.32294  	0         	
24.6785   	600       	122       	-2.43982  	0         	
24.8898   	600       	122       	-2.39545  	0         	
25.0526   	600       	122       	-2.31065  	0         	
25.1817   	600       	122       	-2.29069  	0         	
25.3229   	600       	122       	-2.33835  	0         	
25.4928   	600       	122       	-2.45214  	0         	
25.7059   	600       	122       	-2.40308  	0         	
25.8608   	600       	122       	-2.32803  	0         	
25.9885   	600       	122       	-2.30898  	0         	
26.1295   	600       	122       	-2.35352  	0         	
26.2996   	600       	122       	-2.46297  	0         	
26.5134   	600       	122       	-2.41298  	0         	
26.6625   	600       	122       	-2.34552  	0         	
26.7891   	600       	122       	-2.32699  	0         	
26.9298   	600       	122       	-2.36832  	0         	
27.1      	600       	122       	-2.47331  	0         	
27.3143   	600       	122       	-2.424    	0         	
27.4585   	600       	122       	-2.36298  	0         	
27.584    	600       	122       	-2.34493  	0         	
27.7244   	600       	122       	-2.38327  	0         	
27.8947   	600       	122       	-2.48394  	0         	
28.1095   	600       	122       	-2.43562  	0         	
28.249    	600       	122       	-2.38027  	0         	
28.3735   	600       	122       	-2.36281  	0         	
28.5137   	600       	122       	-2.39854  	0         	
28.6842   	600       	122       	-2.49524  	0         	
28.8996   	600       	122       	-2.44761  	0         	
29.0345   	600       	122       	-2.39732  	0         	
29.158    	600       	122       	-2.38064  	0         	
29.2981   	600       	122       	-2.41431  	0         	
29.4691   	600       	122       	-2.50759  	0         	
29.6855   	600       	122       	-2.45981  	0         	
