Results for well: PROD_Seg.out in the reservoir: PROD_Seg.out

t	BHP	q(Gas)	q(Oil)	 q(Water)
days	psi	Mscf/d	stb/d	stb/d
0         	0         	-         	0         	0         	0         	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	Y[4]	X[0]	X[1]	X[2]	X[3]	X[4]	
Seg 22	374.568	118.662	2.40458	1.03655	1.36803	5.72056e-006	0.431071	0.568926	2.37903e-006		0.949443	0.0404623	0.00293835	0.00715596	0	0.0968897	0.164671	0.210977	0.527462	0	
Seg 23	375.254	118.662	2.40063	1.03246	1.36816	5.72056e-006	0.430079	0.569918	2.38294e-006		0.949504	0.0404104	0.00293582	0.00714953	0	0.0970649	0.16465	0.210932	0.527352	0	


0.947665 0.0428294 0.00276012 0.00674522 0 0.0792627 0.16697 0.215356 0.538411 0 0.947586 0.0428307 0.00278316 0.00680057 0 0.0800483 0.166859 0.215163 0.53793 0 0.947517 0.0428239 0.00280532 0.00685377 0 0.0808397 0.166747 0.214969 0.537444 0 0.947461 0.0428083 0.00282654 0.00690463 0 0.0816373 0.166636 0.214773 0.536953 0 0.947417 0.0427834 0.00284673 0.00695293 0 0.0824414 0.166525 0.214575 0.536459 0 0.947387 0.0427486 0.00286579 0.00699846 0 0.0832523 0.166414 0.214375 0.535959 0 0.947372 0.0427033 0.00288363 0.00704098 0 0.0840704 0.166303 0.214173 0.535454 0 0.947373 0.0426468 0.00290016 0.00708025 0 0.0848962 0.166191 0.213969 0.534944 0 0.94739 0.0425784 0.00291526 0.00711602 0 0.08573 0.16608 0.213762 0.534428 0 0.947426 0.0424976 0.00292884 0.00714804 0 0.0865723 0.165968 0.213554 0.533906 0 0.947513 0.0423749 0.00293936 0.00717241 0 0.0875048 0.165847 0.213322 0.533326 0 0.94762 0.0422394 0.00294818 0.0071926 0 0.0884463 0.165726 0.213087 0.53274 0 0.947746 0.0420902 0.00295518 0.00720832 0 0.0893972 0.165604 0.21285 0.532148 0 0.947894 0.0419265 0.00296025 0.00721929 0 0.0903581 0.165482 0.212611 0.531549 0 0.948064 0.0417476 0.00296325 0.00722519 0 0.0913298 0.16536 0.212368 0.530942 0 0.948258 0.0415526 0.00296407 0.00722572 0 0.0923128 0.165236 0.212123 0.530328 0 0.948476 0.0413407 0.00296257 0.00722056 0 0.0933079 0.165112 0.211874 0.529706 0 0.948721 0.0411108 0.00295862 0.00720939 0 0.0943158 0.164987 0.211622 0.529075 0 0.948994 0.0408622 0.00295209 0.00719189 0 0.0953373 0.164862 0.211366 0.528435 0 0.949296 0.0405939 0.00294284 0.00716772 0 0.0963735 0.164735 0.211106 0.527786 0 0.949321 0.0405669 0.00294345 0.00716897 0 0.0965383 0.164713 0.211065 0.527683 0 0.949382 0.0405144 0.00294089 0.00716245 0 0.0967142 0.164692 0.211021 0.527573 0 0.949443 0.0404623 0.00293835 0.00715596 0 0.0968897 0.164671 0.210977 0.527462 0 0.949504 0.0404104 0.00293582 0.00714953 0 0.0970649 0.16465 0.210932 0.527352 0 6.95397   	300       	110.341   	7.37732   	1190.18   	0.0050803 	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	Y[4]	X[0]	X[1]	X[2]	X[3]	X[4]	
Seg 0	300	110.341	2.80676	1.47275	1.334	5.69615e-006	0.524715	0.475283	2.02944e-006		0.947709	0.0428009	0.00275577	0.00673454	0	0.0792767	0.16701	0.215341	0.538373	0	
Seg 1	303.504	111.018	2.78152	1.44633	1.33518	5.69689e-006	0.519978	0.48002	2.04812e-006		0.947627	0.0428035	0.002779	0.00679035	0	0.0800654	0.166898	0.215147	0.537889	0	
Seg 2	307.025	111.675	2.75661	1.42025	1.33635	5.6976e-006	0.515216	0.484782	2.06689e-006		0.947557	0.0427978	0.00280136	0.00684404	0	0.0808601	0.166786	0.214952	0.537401	0	
Seg 3	310.564	112.313	2.732	1.39448	1.33751	5.6983e-006	0.510426	0.489572	2.08576e-006		0.947499	0.0427833	0.00282278	0.00689538	0	0.0816611	0.166675	0.214755	0.536909	0	
Seg 4	314.121	112.93	2.70769	1.36903	1.33866	5.69897e-006	0.505606	0.494392	2.10473e-006		0.947453	0.0427594	0.00284317	0.00694417	0	0.0824688	0.166563	0.214556	0.536412	0	
Seg 5	317.696	113.524	2.68366	1.34386	1.3398	5.69961e-006	0.500755	0.499243	2.12382e-006		0.947422	0.0427256	0.00286243	0.00699018	0	0.0832834	0.166451	0.214355	0.53591	0	
Seg 6	321.29	114.094	2.65989	1.31896	1.34092	5.70023e-006	0.49587	0.504128	2.14303e-006		0.947405	0.0426811	0.00288047	0.00703318	0	0.0841055	0.166338	0.214153	0.535403	0	
Seg 7	324.902	114.64	2.63636	1.29432	1.34203	5.70081e-006	0.49095	0.509048	2.16238e-006		0.947405	0.0426254	0.00289719	0.00707293	0	0.0849353	0.166226	0.213948	0.534891	0	
Seg 8	328.534	115.159	2.61306	1.26992	1.34313	5.70137e-006	0.485992	0.514006	2.18188e-006		0.947421	0.0425577	0.00291249	0.00710916	0	0.0857734	0.166114	0.21374	0.534373	0	
Seg 9	332.184	115.65	2.58997	1.24576	1.3442	5.70189e-006	0.480993	0.519004	2.20153e-006		0.947455	0.0424774	0.00292625	0.00714162	0	0.0866202	0.166001	0.213531	0.533848	0	
Seg 10	336.157	116.112	2.56496	1.21964	1.34532	5.70237e-006	0.475498	0.524499	2.22318e-006		0.94754	0.0423563	0.002937	0.00716655	0	0.0875544	0.165879	0.213298	0.533268	0	
Seg 11	340.148	116.542	2.54024	1.19382	1.34642	5.70282e-006	0.469962	0.530036	2.24499e-006		0.947645	0.0422221	0.00294604	0.00718727	0	0.0884977	0.165757	0.213064	0.532682	0	
Seg 12	344.158	116.939	2.51578	1.16828	1.34749	5.70323e-006	0.464381	0.535616	2.26698e-006		0.947769	0.042074	0.00295324	0.00720349	0	0.0894507	0.165634	0.212827	0.532088	0	
Seg 13	348.188	117.301	2.49157	1.14302	1.34855	5.70359e-006	0.458753	0.541244	2.28916e-006		0.947915	0.0419113	0.00295849	0.0072149	0	0.0904141	0.165511	0.212587	0.531488	0	
Seg 14	352.238	117.626	2.46758	1.118	1.34957	5.70392e-006	0.453075	0.546923	2.31155e-006		0.948084	0.0417331	0.00296166	0.0072212	0	0.0913884	0.165387	0.212344	0.530881	0	
Seg 15	356.309	117.911	2.44379	1.09321	1.35057	5.70419e-006	0.447342	0.552655	2.33416e-006		0.948277	0.0415385	0.00296262	0.00722206	0	0.0923743	0.165263	0.212097	0.530265	0	
Seg 16	360.4	118.155	2.42019	1.06864	1.35154	5.70442e-006	0.441552	0.558446	2.35702e-006		0.948495	0.0413267	0.00296123	0.00721717	0	0.0933726	0.165137	0.211848	0.529642	0	
Seg 17	364.512	118.354	2.39675	1.04426	1.35248	5.7046e-006	0.4357	0.564298	2.38014e-006		0.94874	0.0410967	0.00295736	0.0072062	0	0.0943841	0.165011	0.211595	0.529009	0	
Seg 18	368.646	118.507	2.37346	1.02007	1.35339	5.70472e-006	0.429781	0.570217	2.40354e-006		0.949013	0.0408476	0.00295088	0.0071888	0	0.0954096	0.164884	0.211339	0.528368	0	
Seg 19	372.803	118.611	2.3503	0.996037	1.35426	5.70478e-006	0.423792	0.576206	2.42726e-006		0.949315	0.0405785	0.00294164	0.00716465	0	0.0964499	0.164756	0.211078	0.527716	0	
Seg 20	373.466	118.663	2.34686	0.992432	1.35443	5.70484e-006	0.422876	0.577122	2.43084e-006		0.949338	0.0405535	0.00294234	0.00716615	0	0.0966082	0.164735	0.211039	0.527618	0	
Seg 21	374.128	118.663	2.34314	0.988578	1.35455	5.70484e-006	0.421904	0.578094	2.4347e-006		0.949397	0.040503	0.00293988	0.00715988	0	0.0967775	0.164714	0.210996	0.527512	0	
Seg 22	374.79	118.662	2.33943	0.984745	1.35468	5.70484e-006	0.420934	0.579064	2.43856e-006		0.949456	0.0404528	0.00293744	0.00715365	0	0.0969465	0.164694	0.210954	0.527406	0	
Seg 23	375.45	118.662	2.33574	0.980931	1.3548	5.70484e-006	0.419966	0.580032	2.44241e-006		0.949515	0.0404028	0.00293501	0.00714746	0	0.0971152	0.164674	0.210911	0.5273	0	


0.947709 0.0428009 0.00275577 0.00673454 0 0.0792767 0.16701 0.215341 0.538373 0 0.947627 0.0428035 0.002779 0.00679035 0 0.0800654 0.166898 0.215147 0.537889 0 0.947557 0.0427978 0.00280136 0.00684404 0 0.0808601 0.166786 0.214952 0.537401 0 0.947499 0.0427833 0.00282278 0.00689538 0 0.0816611 0.166675 0.214755 0.536909 0 0.947453 0.0427594 0.00284317 0.00694417 0 0.0824688 0.166563 0.214556 0.536412 0 0.947422 0.0427256 0.00286243 0.00699018 0 0.0832834 0.166451 0.214355 0.53591 0 0.947405 0.0426811 0.00288047 0.00703318 0 0.0841055 0.166338 0.214153 0.535403 0 0.947405 0.0426254 0.00289719 0.00707293 0 0.0849353 0.166226 0.213948 0.534891 0 0.947421 0.0425577 0.00291249 0.00710916 0 0.0857734 0.166114 0.21374 0.534373 0 0.947455 0.0424774 0.00292625 0.00714162 0 0.0866202 0.166001 0.213531 0.533848 0 0.94754 0.0423563 0.002937 0.00716655 0 0.0875544 0.165879 0.213298 0.533268 0 0.947645 0.0422221 0.00294604 0.00718727 0 0.0884977 0.165757 0.213064 0.532682 0 0.947769 0.042074 0.00295324 0.00720349 0 0.0894507 0.165634 0.212827 0.532088 0 0.947915 0.0419113 0.00295849 0.0072149 0 0.0904141 0.165511 0.212587 0.531488 0 0.948084 0.0417331 0.00296166 0.0072212 0 0.0913884 0.165387 0.212344 0.530881 0 0.948277 0.0415385 0.00296262 0.00722206 0 0.0923743 0.165263 0.212097 0.530265 0 0.948495 0.0413267 0.00296123 0.00721717 0 0.0933726 0.165137 0.211848 0.529642 0 0.94874 0.0410967 0.00295736 0.0072062 0 0.0943841 0.165011 0.211595 0.529009 0 0.949013 0.0408476 0.00295088 0.0071888 0 0.0954096 0.164884 0.211339 0.528368 0 0.949315 0.0405785 0.00294164 0.00716465 0 0.0964499 0.164756 0.211078 0.527716 0 0.949338 0.0405535 0.00294234 0.00716615 0 0.0966082 0.164735 0.211039 0.527618 0 0.949397 0.040503 0.00293988 0.00715988 0 0.0967775 0.164714 0.210996 0.527512 0 0.949456 0.0404528 0.00293744 0.00715365 0 0.0969465 0.164694 0.210954 0.527406 0 0.949515 0.0404028 0.00293501 0.00714746 0 0.0971152 0.164674 0.210911 0.5273 0 7.5565    	300       	110.253   	6.98109   	1175.34   	0.0050596 	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	Y[4]	X[0]	X[1]	X[2]	X[3]	X[4]	
Seg 0	300	110.253	2.71103	1.39364	1.31738	5.67284e-006	0.514065	0.485933	2.0925e-006		0.947764	0.0427646	0.0027503	0.00672109	0	0.0792944	0.167059	0.215321	0.538325	0	
Seg 1	303.525	110.936	2.68662	1.36807	1.31855	5.67358e-006	0.509214	0.490784	2.11179e-006		0.94768	0.0427684	0.00277376	0.00677747	0	0.0800876	0.166946	0.215127	0.537839	0	
Seg 2	307.068	111.599	2.66253	1.34281	1.31972	5.6743e-006	0.504336	0.495662	2.13117e-006		0.947608	0.042764	0.00279636	0.00683173	0	0.0808869	0.166834	0.214931	0.537349	0	
Seg 3	310.63	112.243	2.63873	1.31786	1.32087	5.675e-006	0.499428	0.500569	2.15065e-006		0.947548	0.0427506	0.00281802	0.00688365	0	0.0816927	0.166721	0.214733	0.536854	0	
Seg 4	314.211	112.866	2.61522	1.2932	1.32201	5.67567e-006	0.49449	0.505508	2.17025e-006		0.9475	0.0427278	0.00283864	0.00693303	0	0.0825054	0.166608	0.214533	0.536354	0	
Seg 5	317.811	113.466	2.59197	1.26882	1.32315	5.67632e-006	0.489519	0.510479	2.18996e-006		0.947467	0.042695	0.00285815	0.00697963	0	0.0833253	0.166495	0.214331	0.535849	0	
Seg 6	321.43	114.042	2.56897	1.2447	1.32427	5.67694e-006	0.484513	0.515485	2.20981e-006		0.947449	0.0426514	0.00287643	0.00702321	0	0.0841529	0.166381	0.214127	0.535339	0	
Seg 7	325.069	114.594	2.54621	1.22083	1.32537	5.67753e-006	0.47947	0.520528	2.2298e-006		0.947447	0.0425965	0.00289339	0.00706353	0	0.0849884	0.166268	0.21392	0.534823	0	
Seg 8	328.728	115.119	2.52366	1.19719	1.32646	5.67809e-006	0.474388	0.52561	2.24994e-006		0.947461	0.0425296	0.00290891	0.00710032	0	0.0858324	0.166154	0.213712	0.534302	0	
Seg 9	332.407	115.615	2.50132	1.17378	1.32754	5.67861e-006	0.469264	0.530734	2.27025e-006		0.947494	0.0424498	0.0029229	0.00713331	0	0.0866853	0.16604	0.213501	0.533774	0	
Seg 10	336.395	116.082	2.47723	1.14858	1.32865	5.6791e-006	0.463654	0.536343	2.29252e-006		0.947577	0.0423304	0.00293393	0.00715893	0	0.0876223	0.165917	0.213268	0.533193	0	
Seg 11	340.402	116.517	2.45341	1.12366	1.32974	5.67955e-006	0.458002	0.541996	2.31497e-006		0.947679	0.0421977	0.00294323	0.0071803	0	0.0885686	0.165793	0.213033	0.532605	0	
Seg 12	344.429	116.919	2.42983	1.09902	1.3308	5.67996e-006	0.452303	0.547695	2.3376e-006		0.947801	0.0420509	0.00295068	0.00719712	0	0.089525	0.165669	0.212795	0.53201	0	
Seg 13	348.478	117.285	2.40648	1.07463	1.33185	5.68033e-006	0.446555	0.553443	2.36043e-006		0.947946	0.0418892	0.00295616	0.00720907	0	0.090492	0.165545	0.212555	0.531408	0	
Seg 14	352.547	117.614	2.38334	1.05047	1.33287	5.68066e-006	0.440754	0.559244	2.38348e-006		0.948113	0.0417116	0.00295952	0.00721585	0	0.0914704	0.16542	0.212311	0.530799	0	
Seg 15	356.638	117.903	2.36039	1.02653	1.33386	5.68094e-006	0.434896	0.565101	2.40678e-006		0.948305	0.0415175	0.00296065	0.00721712	0	0.0924607	0.165293	0.212064	0.530182	0	
Seg 16	360.75	118.15	2.33762	1.00279	1.33483	5.68117e-006	0.428978	0.571019	2.43032e-006		0.948522	0.0413057	0.00295939	0.00721255	0	0.0934637	0.165166	0.211814	0.529556	0	
Seg 17	364.885	118.352	2.315	0.979233	1.33576	5.68135e-006	0.422995	0.577002	2.45415e-006		0.948767	0.0410754	0.00295562	0.0072018	0	0.0944803	0.165038	0.21156	0.528921	0	
Seg 18	369.043	118.506	2.29251	0.955847	1.33666	5.68147e-006	0.416944	0.583054	2.47828e-006		0.949041	0.0408257	0.00294919	0.00718453	0	0.0955113	0.164909	0.211302	0.528277	0	
Seg 19	373.224	118.611	2.27014	0.932612	1.33752	5.68154e-006	0.410818	0.58918	2.50273e-006		0.949344	0.0405554	0.00293996	0.00716039	0	0.0965577	0.164779	0.211041	0.527623	0	
Seg 20	373.856	118.663	2.267	0.929321	1.33768	5.6816e-006	0.409933	0.590064	2.50621e-006		0.949364	0.0405328	0.00294078	0.00716218	0	0.096708	0.164759	0.211003	0.52753	0	
Seg 21	374.487	118.662	2.26359	0.925789	1.3378	5.6816e-006	0.408991	0.591006	2.50999e-006		0.949421	0.0404847	0.00293844	0.00715622	0	0.0968693	0.164739	0.210963	0.527428	0	
Seg 22	375.118	118.662	2.26019	0.922274	1.33791	5.68159e-006	0.408051	0.591947	2.51376e-006		0.949477	0.0404368	0.00293611	0.00715029	0	0.0970305	0.16472	0.210922	0.527327	0	
Seg 23	375.747	118.662	2.25682	0.918777	1.33803	5.68159e-006	0.407112	0.592885	2.51753e-006		0.949533	0.0403893	0.00293381	0.00714441	0	0.0971913	0.1647	0.210882	0.527227	0	


0.947764 0.0427646 0.0027503 0.00672109 0 0.0792944 0.167059 0.215321 0.538325 0 0.94768 0.0427684 0.00277376 0.00677747 0 0.0800876 0.166946 0.215127 0.537839 0 0.947608 0.042764 0.00279636 0.00683173 0 0.0808869 0.166834 0.214931 0.537349 0 0.947548 0.0427506 0.00281802 0.00688365 0 0.0816927 0.166721 0.214733 0.536854 0 0.9475 0.0427278 0.00283864 0.00693303 0 0.0825054 0.166608 0.214533 0.536354 0 0.947467 0.042695 0.00285815 0.00697963 0 0.0833253 0.166495 0.214331 0.535849 0 0.947449 0.0426514 0.00287643 0.00702321 0 0.0841529 0.166381 0.214127 0.535339 0 0.947447 0.0425965 0.00289339 0.00706353 0 0.0849884 0.166268 0.21392 0.534823 0 0.947461 0.0425296 0.00290891 0.00710032 0 0.0858324 0.166154 0.213712 0.534302 0 0.947494 0.0424498 0.0029229 0.00713331 0 0.0866853 0.16604 0.213501 0.533774 0 0.947577 0.0423304 0.00293393 0.00715893 0 0.0876223 0.165917 0.213268 0.533193 0 0.947679 0.0421977 0.00294323 0.0071803 0 0.0885686 0.165793 0.213033 0.532605 0 0.947801 0.0420509 0.00295068 0.00719712 0 0.089525 0.165669 0.212795 0.53201 0 0.947946 0.0418892 0.00295616 0.00720907 0 0.090492 0.165545 0.212555 0.531408 0 0.948113 0.0417116 0.00295952 0.00721585 0 0.0914704 0.16542 0.212311 0.530799 0 0.948305 0.0415175 0.00296065 0.00721712 0 0.0924607 0.165293 0.212064 0.530182 0 0.948522 0.0413057 0.00295939 0.00721255 0 0.0934637 0.165166 0.211814 0.529556 0 0.948767 0.0410754 0.00295562 0.0072018 0 0.0944803 0.165038 0.21156 0.528921 0 0.949041 0.0408257 0.00294919 0.00718453 0 0.0955113 0.164909 0.211302 0.528277 0 0.949344 0.0405554 0.00293996 0.00716039 0 0.0965577 0.164779 0.211041 0.527623 0 0.949364 0.0405328 0.00294078 0.00716218 0 0.096708 0.164759 0.211003 0.52753 0 0.949421 0.0404847 0.00293844 0.00715622 0 0.0968693 0.164739 0.210963 0.527428 0 0.949477 0.0404368 0.00293611 0.00715029 0 0.0970305 0.16472 0.210922 0.527327 0 0.949533 0.0403893 0.00293381 0.00714441 0 0.0971913 0.1647 0.210882 0.527227 0 8.29011   	300       	110.146   	6.52205   	1157.39   	0.00502949	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	Y[4]	X[0]	X[1]	X[2]	X[3]	X[4]	
Seg 0	300	110.146	2.59927	1.30201	1.29726	5.63895e-006	0.500912	0.499086	2.16943e-006		0.947832	0.0427197	0.00274364	0.00670472	0	0.079316	0.167116	0.215299	0.538269	0	
Seg 1	303.554	110.836	2.57582	1.27738	1.29843	5.6397e-006	0.495914	0.504084	2.18948e-006		0.947746	0.0427247	0.00276736	0.00676175	0	0.0801155	0.167002	0.215103	0.537779	0	
Seg 2	307.128	111.506	2.55266	1.25307	1.29958	5.64043e-006	0.490888	0.50911	2.20963e-006		0.947672	0.0427213	0.00279023	0.00681666	0	0.0809214	0.166888	0.214905	0.537285	0	
Seg 3	310.721	112.158	2.52979	1.22905	1.30073	5.64113e-006	0.48583	0.514167	2.22988e-006		0.94761	0.042709	0.00281216	0.00686924	0	0.081734	0.166774	0.214706	0.536786	0	
Seg 4	314.334	112.787	2.50718	1.2053	1.30187	5.6418e-006	0.480741	0.519257	2.25026e-006		0.94756	0.0426872	0.00283306	0.00691928	0	0.0825538	0.16666	0.214504	0.536282	0	
Seg 5	317.968	113.395	2.48483	1.18183	1.303	5.64245e-006	0.475616	0.524381	2.27076e-006		0.947525	0.0426552	0.00285284	0.00696655	0	0.083381	0.166545	0.2143	0.535773	0	
Seg 6	321.622	113.979	2.46272	1.1586	1.30411	5.64308e-006	0.470456	0.529542	2.2914e-006		0.947505	0.0426125	0.0028714	0.0070108	0	0.0842161	0.166431	0.214095	0.535259	0	
Seg 7	325.297	114.537	2.44083	1.13561	1.30521	5.64367e-006	0.465256	0.534742	2.31219e-006		0.947501	0.0425583	0.00288863	0.00705177	0	0.0850594	0.166315	0.213887	0.534739	0	
Seg 8	328.993	115.069	2.41915	1.11285	1.3063	5.64423e-006	0.460015	0.539983	2.33315e-006		0.947514	0.0424919	0.00290443	0.00708921	0	0.0859115	0.1662	0.213676	0.534212	0	
Seg 9	332.71	115.572	2.39767	1.09029	1.30737	5.64476e-006	0.45473	0.545267	2.35427e-006		0.947546	0.0424126	0.00291867	0.00712282	0	0.0867729	0.166084	0.213463	0.53368	0	
Seg 10	336.72	116.046	2.37462	1.06614	1.30847	5.64525e-006	0.448974	0.551023	2.37733e-006		0.947626	0.0422949	0.00293003	0.00714924	0	0.0877143	0.165959	0.21323	0.533097	0	
Seg 11	340.751	116.487	2.35182	1.04226	1.30955	5.64571e-006	0.443173	0.556825	2.40057e-006		0.947725	0.0421637	0.00293964	0.00717135	0	0.0886654	0.165834	0.212994	0.532506	0	
Seg 12	344.804	116.895	2.32926	1.01864	1.31061	5.64613e-006	0.437323	0.562675	2.424e-006		0.947846	0.0420182	0.00294737	0.00718886	0	0.089627	0.165709	0.212755	0.531909	0	
Seg 13	348.879	117.266	2.3069	0.995245	1.31165	5.6465e-006	0.43142	0.568577	2.44766e-006		0.947988	0.0418574	0.00295311	0.00720144	0	0.0905996	0.165582	0.212513	0.531305	0	
Seg 14	352.976	117.6	2.28474	0.972072	1.31266	5.64683e-006	0.425462	0.574535	2.47154e-006		0.948154	0.0416805	0.0029567	0.00720877	0	0.091584	0.165455	0.212268	0.530693	0	
Seg 15	357.096	117.893	2.26276	0.949102	1.31365	5.64711e-006	0.419445	0.580552	2.49568e-006		0.948345	0.0414865	0.00295802	0.0072105	0	0.0925807	0.165327	0.21202	0.530072	0	
Seg 16	361.239	118.143	2.24093	0.92632	1.3146	5.64735e-006	0.413364	0.586634	2.52009e-006		0.948562	0.0412746	0.00295692	0.0072063	0	0.0935906	0.165198	0.211769	0.529443	0	
Seg 17	365.406	118.348	2.21924	0.903709	1.31553	5.64753e-006	0.407215	0.592783	2.5448e-006		0.948807	0.0410438	0.00295326	0.00719581	0	0.0946146	0.165067	0.211513	0.528805	0	
Seg 18	369.597	118.505	2.19768	0.881254	1.31642	5.64765e-006	0.400993	0.599005	2.56983e-006		0.949082	0.0407929	0.00294688	0.00717867	0	0.0956535	0.164936	0.211254	0.528157	0	
Seg 19	373.812	118.611	2.17622	0.858938	1.31727	5.64771e-006	0.394693	0.605304	2.5952e-006		0.949387	0.0405211	0.00293764	0.00715451	0	0.0967082	0.164803	0.210991	0.527498	0	
Seg 20	374.409	118.662	2.17342	0.855994	1.31742	5.64778e-006	0.393846	0.606152	2.59856e-006		0.949403	0.0405013	0.00293861	0.00715666	0	0.0968493	0.164784	0.210956	0.527411	0	
Seg 21	375.004	118.662	2.17036	0.852819	1.31753	5.64778e-006	0.392939	0.607058	2.60223e-006		0.949457	0.040456	0.00293641	0.00715105	0	0.0970015	0.164765	0.210918	0.527316	0	
Seg 22	375.599	118.662	2.16731	0.849658	1.31764	5.64777e-006	0.392034	0.607963	2.60589e-006		0.949509	0.0404109	0.00293422	0.00714547	0	0.0971535	0.164746	0.21088	0.52722	0	
Seg 23	376.193	118.662	2.16427	0.846513	1.31775	5.64777e-006	0.391131	0.608867	2.60955e-006		0.949562	0.040366	0.00293205	0.00713993	0	0.0973052	0.164728	0.210842	0.527126	0	


0.947832 0.0427197 0.00274364 0.00670472 0 0.079316 0.167116 0.215299 0.538269 0 0.947746 0.0427247 0.00276736 0.00676175 0 0.0801155 0.167002 0.215103 0.537779 0 0.947672 0.0427213 0.00279023 0.00681666 0 0.0809214 0.166888 0.214905 0.537285 0 0.94761 0.042709 0.00281216 0.00686924 0 0.081734 0.166774 0.214706 0.536786 0 0.94756 0.0426872 0.00283306 0.00691928 0 0.0825538 0.16666 0.214504 0.536282 0 0.947525 0.0426552 0.00285284 0.00696655 0 0.083381 0.166545 0.2143 0.535773 0 0.947505 0.0426125 0.0028714 0.0070108 0 0.0842161 0.166431 0.214095 0.535259 0 0.947501 0.0425583 0.00288863 0.00705177 0 0.0850594 0.166315 0.213887 0.534739 0 0.947514 0.0424919 0.00290443 0.00708921 0 0.0859115 0.1662 0.213676 0.534212 0 0.947546 0.0424126 0.00291867 0.00712282 0 0.0867729 0.166084 0.213463 0.53368 0 0.947626 0.0422949 0.00293003 0.00714924 0 0.0877143 0.165959 0.21323 0.533097 0 0.947725 0.0421637 0.00293964 0.00717135 0 0.0886654 0.165834 0.212994 0.532506 0 0.947846 0.0420182 0.00294737 0.00718886 0 0.089627 0.165709 0.212755 0.531909 0 0.947988 0.0418574 0.00295311 0.00720144 0 0.0905996 0.165582 0.212513 0.531305 0 0.948154 0.0416805 0.0029567 0.00720877 0 0.091584 0.165455 0.212268 0.530693 0 0.948345 0.0414865 0.00295802 0.0072105 0 0.0925807 0.165327 0.21202 0.530072 0 0.948562 0.0412746 0.00295692 0.0072063 0 0.0935906 0.165198 0.211769 0.529443 0 0.948807 0.0410438 0.00295326 0.00719581 0 0.0946146 0.165067 0.211513 0.528805 0 0.949082 0.0407929 0.00294688 0.00717867 0 0.0956535 0.164936 0.211254 0.528157 0 0.949387 0.0405211 0.00293764 0.00715451 0 0.0967082 0.164803 0.210991 0.527498 0 0.949403 0.0405013 0.00293861 0.00715666 0 0.0968493 0.164784 0.210956 0.527411 0 0.949457 0.040456 0.00293641 0.00715105 0 0.0970015 0.164765 0.210918 0.527316 0 0.949509 0.0404109 0.00293422 0.00714547 0 0.0971535 0.164746 0.21088 0.52722 0 0.949562 0.040366 0.00293205 0.00713993 0 0.0973052 0.164728 0.210842 0.527126 0 9.15198   	300       	110.019   	6.01619   	1136.4    	0.00498802	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	Y[4]	X[0]	X[1]	X[2]	X[3]	X[4]	
Seg 0	300	110.019	2.47476	1.20102	1.27373	5.59231e-006	0.485309	0.514689	2.25974e-006		0.947913	0.0426657	0.00273582	0.00668552	0	0.0793415	0.167179	0.215273	0.538206	0	
Seg 1	303.593	110.717	2.45233	1.17744	1.27489	5.59306e-006	0.48013	0.519867	2.28071e-006		0.947825	0.0426715	0.00275982	0.00674322	0	0.0801495	0.167064	0.215076	0.537711	0	
Seg 2	307.206	111.397	2.43019	1.15415	1.27604	5.59379e-006	0.474921	0.525077	2.30179e-006		0.947749	0.042669	0.00278298	0.00679883	0	0.0809642	0.166949	0.214876	0.537211	0	
Seg 3	310.84	112.056	2.40833	1.13114	1.27718	5.5945e-006	0.469679	0.530319	2.32298e-006		0.947685	0.0426576	0.00280521	0.00685214	0	0.0817859	0.166833	0.214674	0.536707	0	
Seg 4	314.496	112.695	2.38671	1.1084	1.27831	5.59518e-006	0.464403	0.535595	2.3443e-006		0.947634	0.0426365	0.00282642	0.00690291	0	0.082615	0.166717	0.21447	0.536198	0	
Seg 5	318.173	113.311	2.36535	1.08591	1.27943	5.59583e-006	0.45909	0.540907	2.36576e-006		0.947597	0.0426052	0.0028465	0.00695091	0	0.0834519	0.166601	0.214264	0.535683	0	
Seg 6	321.872	113.903	2.34421	1.06366	1.28054	5.59646e-006	0.453739	0.546259	2.38736e-006		0.947576	0.0425631	0.00286536	0.00699589	0	0.0842969	0.166484	0.214056	0.535163	0	
Seg 7	325.593	114.47	2.32328	1.04163	1.28164	5.59706e-006	0.448347	0.551651	2.40912e-006		0.94757	0.0425093	0.0028829	0.00703759	0	0.0851505	0.166367	0.213846	0.534637	0	
Seg 8	329.336	115.01	2.30255	1.01983	1.28272	5.59762e-006	0.442911	0.557086	2.43105e-006		0.947582	0.0424433	0.00289899	0.00707574	0	0.0860132	0.166249	0.213633	0.534105	0	
