Results for well: RES1_INJ.out in the reservoir: RES1_INJ.out

time	BHP	Temp	q(Oil)	q(Water)
days	psi	F	stb/d	stb/d
0         	0         	-         	0         	0         	
0.0001    	6000      	70        	0         	-152.181  	
0.000247239	6000      	70        	0         	-151.509  	
0.000466256	6000      	70        	0         	-150.645  	
0.000790759	6000      	70        	0         	-149.449  	
0.00126884	6000      	70        	0         	-147.765  	
0.0019676 	6000      	70        	0         	-145.406  	
0.00297788	6000      	70        	0         	-142.147  	
0.00441803	6000      	70        	0         	-137.76   	
0.00643527	6000      	70        	0         	-132.053  	
0.00920455	6000      	70        	0         	-124.941  	
0.0129272 	6000      	70        	0         	-116.51   	
0.0178359 	6000      	70        	0         	-107.05   	
0.0242129 	6000      	70        	0         	-97.0273  	
0.0324313 	6000      	70        	0         	-87.0201  	
0.0430245 	6000      	70        	0         	-77.6337  	
0.0567993 	6000      	70        	0         	-122.226  	
0.0739365 	6000      	70        	0         	-185.14   	
0.0926732 	6000      	70        	0         	-241.742  	
0.113022  	6000      	70        	0         	-291.911  	
0.134544  	6000      	70        	0         	-334.534  	
0.157709  	6000      	70        	0         	-371.046  	
0.182418  	6000      	70        	0         	-401.506  	
0.20904   	6000      	70        	0         	-426.686  	
0.238668  	6000      	70        	0         	-447.788  	
0.270964  	6000      	70        	0         	-464.275  	
0.307283  	6000      	70        	0         	-477.406  	
0.346515  	6000      	70        	0         	-486.628  	
0.390014  	6000      	70        	0         	-492.989  	
0.436182  	6000      	70        	0         	-496.599  	
0.487     	6000      	70        	0         	-498.224  	
0.542071  	6000      	70        	0         	-498.088  	
0.602103  	6000      	70        	0         	-496.874  	
0.666899  	6000      	70        	0         	-494.48   	
0.737813  	6000      	70        	0         	-491.285  	
0.814851  	6000      	70        	0         	-487.492  	
0.898504  	6000      	70        	0         	-483.038  	
0.987779  	6000      	70        	0         	-478.218  	
1.08573   	6000      	70        	0         	-472.86   	
1.19011   	6000      	70        	0         	-467.177  	
1.30131   	6000      	70        	0         	-461.123  	
1.42222   	6000      	70        	0         	-454.668  	
1.55246   	6000      	70        	0         	-447.804  	
1.69157   	6000      	70        	0         	-440.599  	
1.8403    	6000      	70        	0         	-433.034  	
2.00226   	6000      	70        	0         	-424.981  	
2.17573   	6000      	70        	0         	-416.572  	
2.35938   	6000      	70        	0         	-407.875  	
2.55899   	6000      	70        	0         	-398.692  	
2.77653   	6000      	70        	0         	-388.999  	
3.00648   	6000      	70        	0         	-379.071  	
3.25238   	6000      	70        	0         	-368.856  	
3.52037   	6000      	70        	0         	-358.149  	
3.80451   	6000      	70        	0         	-347.769  	
4.10633   	6000      	70        	0         	-337.689  	
4.4307    	6000      	70        	0         	-327.362  	
4.78341   	6000      	70        	0         	-316.67   	
5.16049   	6000      	70        	0         	-305.843  	
5.56809   	6000      	70        	0         	-294.812  	
6.00975   	6000      	70        	0         	-283.606  	
6.47927   	6000      	70        	0         	-272.502  	
6.97494   	6000      	70        	0         	-261.622  	
7.5002    	6000      	70        	0         	-250.983  	
8.06655   	6000      	70        	0         	-240.473  	
8.6724    	6000      	70        	0         	-230.239  	
9.31963   	6000      	70        	0         	-220.369  	
10.0044   	6000      	70        	0         	-210.998  	
10.7259   	6000      	70        	0         	-202.206  	
11.4946   	6000      	70        	0         	-193.932  	
12.3189   	6000      	70        	0         	-186.171  	
13.2      	6000      	70        	0         	-178.993  	
14.1361   	6000      	70        	0         	-172.682  	
15.119    	6000      	70        	0         	-167.299  	
16.119    	6000      	70        	0         	-162.596  	
17.119    	6000      	70        	0         	-158.557  	
18.119    	6000      	70        	0         	-155.099  	
19.119    	6000      	70        	0         	-152.136  	
