100
0 5409.17 530 2.32944e-018 1 1 0 0 1 
1 5408.34 530 2.01791e-017 1 1 0 0 1 
2 5407.86 530 1.20252e-017 1 1 0 0 1 
3 5407.51 530 2.26488e-017 1 1 0 0 1 
4 5407.21 530 2.04915e-017 1 1 0 0 1 
5 5406.97 530 5.56974e-015 1 1 0 0 1 
6 5406.78 530 2.35278e-012 1 1 0 0 1 
7 5406.59 530 2.42229e-010 1 1 0 0 1 
8 5406.41 530 8.32736e-009 1 1 0 0 1 
9 5406.24 530 1.41737e-007 1 1 0 0 1 
10 5406.09 530 1.67996e-006 0.999998 1 0 0 1 
11 5405.94 530 8.73967e-006 0.999991 1 0 0 1 
12 5405.83 530 6.53121e-005 0.999935 1 0 0 1 
13 5405.72 530 0.000196543 0.999803 1 0 0 1 
14 5405.62 530 0.000554679 0.999445 1 0 0 1 
15 5405.53 530 0.00137358 0.998626 1 0 0 1 
16 5405.44 530 0.00304505 0.996955 1 0 0 1 
17 5405.35 530 0.00620924 0.993791 1 0 0 1 
18 5405.25 530 0.0115198 0.98848 1 0 0 1 
19 5405.16 530 0.0190077 0.980992 1 0 0 1 
20 5405.08 530 0.0282595 0.971741 1 0 0 1 
21 5405 530 0.039001 0.960999 1 0 0 1 
22 5404.92 530 0.0513715 0.948629 1 0 0 1 
23 5404.83 530 0.0650059 0.934994 1 0 0 1 
24 5404.75 530 0.0820829 0.917917 1 0 0 1 
25 5404.67 530 0.0952633 0.904737 1 0 0 1 
26 5404.59 530 0.108129 0.891871 1 0 0 1 
27 5404.51 530 0.120471 0.879529 1 0 0 1 
28 5404.43 530 0.132112 0.867888 1 0 0 1 
29 5404.36 530 0.143151 0.856849 1 0 0 1 
30 5404.29 530 0.153685 0.846315 1 0 0 1 
31 5404.21 530 0.163805 0.836195 1 0 0 1 
32 5404.11 530 0.17367 0.82633 1 0 0 1 
33 5404.02 530 0.183355 0.816645 1 0 0 1 
34 5403.93 530 0.192867 0.807133 1 0 0 1 
35 5403.85 530 0.202168 0.797832 1 0 0 1 
36 5403.77 530 0.211263 0.788737 1 0 0 1 
37 5403.7 530 0.220277 0.779723 1 0 0 1 
38 5403.63 530 0.229381 0.770619 1 0 0 1 
39 5403.56 530 0.23869 0.76131 1 0 0 1 
40 5403.5 530 0.24809 0.75191 1 0 0 1 
41 5403.44 530 0.257803 0.742197 1 0 0 1 
42 5403.38 530 0.26755 0.73245 1 0 0 1 
43 5403.33 530 0.277114 0.722886 1 0 0 1 
44 5403.27 530 0.286503 0.713497 1 0 0 1 
45 5403.23 530 0.295753 0.704247 1 0 0 1 
46 5403.18 530 0.305968 0.694032 1 0 0 1 
47 5403.13 530 0.315116 0.684884 1 0 0 1 
48 5403.08 530 0.324525 0.675475 1 0 0 1 
49 5403.04 530 0.333898 0.666102 1 0 0 1 
50 5403.01 530 0.3433 0.6567 1 0 0 1 
51 5402.98 530 0.352755 0.647245 1 0 0 1 
52 5402.95 530 0.362369 0.637631 1 0 0 1 
53 5402.91 530 0.372146 0.627854 1 0 0 1 
54 5402.88 530 0.38212 0.61788 1 0 0 1 
55 5402.85 530 0.392885 0.607115 1 0 0 1 
56 5402.83 530 0.405922 0.594078 1 0 0 1 
57 5402.8 530 0.425334 0.574666 1 0 0 1 
58 5402.78 530 0.472416 0.527584 1 0 0 1 
59 5402.75 530 0.710451 0.289549 1 0 0 1 
60 5402.73 530 0.94056 0.05944 1 0 0 1 
61 5402.71 530 0.993616 0.00638435 1 0 0 1 
62 5402.71 530 0.999572 0.000427625 1 0 0 1 
63 5402.7 530 0.999985 1.50943e-005 1 0 0 1 
64 5408.34 530 2.3042e-017 1 1 0 0 1 
65 5408.02 530 1.34996e-017 1 1 0 0 1 
66 5407.7 530 5.93521e-018 1 1 0 0 1 
67 5407.14 530 1.05803e-014 1 1 0 0 1 
68 5406.93 530 1.49272e-013 1 1 0 0 1 
69 5406.75 530 9.33625e-012 1 1 0 0 1 
70 5406.57 530 5.3699e-010 1 1 0 0 1 
71 5406.39 530 1.40965e-008 1 1 0 0 1 
72 5406.23 530 1.01292e-006 0.999999 1 0 0 1 
73 5405.94 530 6.55969e-005 0.999934 1 0 0 1 
74 5405.71 530 0.000750705 0.999249 1 0 0 1 
75 5405.62 530 0.0018133 0.998187 1 0 0 1 
76 5405.52 530 0.00392334 0.996077 1 0 0 1 
77 5405.43 530 0.00736085 0.992639 1 0 0 1 
78 5405.34 530 0.0123501 0.98765 1 0 0 1 
79 5405.25 530 0.0194441 0.980556 1 0 0 1 
80 5405.16 530 0.0284972 0.971503 1 0 0 1 
81 5405.08 530 0.0433386 0.956661 1 0 0 1 
82 5404.99 530 0.0540128 0.945987 1 0 0 1 
83 5404.91 530 0.0655477 0.934452 1 0 0 1 
84 5404.83 530 0.0816122 0.918388 1 0 0 1 
85 5404.66 530 0.109143 0.890857 1 0 0 1 
86 5404.59 530 0.122476 0.877524 1 0 0 1 
87 5404.51 530 0.134166 0.865834 1 0 0 1 
88 5404.43 530 0.145101 0.854899 1 0 0 1 
89 5404.36 530 0.155445 0.844555 1 0 0 1 
90 5404.28 530 0.165237 0.834763 1 0 0 1 
91 5404.2 530 0.174848 0.825152 1 0 0 1 
92 5404.11 530 0.184459 0.815541 1 0 0 1 
93 5404.02 530 0.193886 0.806114 1 0 0 1 
94 5403.93 530 0.203127 0.796873 1 0 0 1 
95 5403.84 530 0.215107 0.784893 1 0 0 1 
96 5403.77 530 0.223107 0.776893 1 0 0 1 
97 5403.7 530 0.233382 0.766618 1 0 0 1 
98 5403.63 530 0.241152 0.758848 1 0 0 1 
99 5403.56 530 0.251164 0.748836 1 0 0 1 
100 5403.49 530 0.25878 0.74122 1 0 0 1 
101 5403.43 530 0.266781 0.733219 1 0 0 1 
102 5403.38 530 0.275187 0.724813 1 0 0 1 
103 5403.32 530 0.284906 0.715094 1 0 0 1 
104 5403.27 530 0.292844 0.707156 1 0 0 1 
105 5403.22 530 0.302949 0.697051 1 0 0 1 
106 5403.12 530 0.31977 0.68023 1 0 0 1 
107 5403.08 530 0.328335 0.671665 1 0 0 1 
108 5403.04 530 0.336761 0.663239 1 0 0 1 
109 5403.01 530 0.345279 0.654721 1 0 0 1 
110 5402.97 530 0.354151 0.645849 1 0 0 1 
111 5402.94 530 0.363364 0.636636 1 0 0 1 
112 5402.91 530 0.373121 0.626879 1 0 0 1 
113 5402.88 530 0.38323 0.61677 1 0 0 1 
114 5402.85 530 0.394485 0.605515 1 0 0 1 
115 5402.82 530 0.408201 0.591799 1 0 0 1 
116 5402.8 530 0.429012 0.570988 1 0 0 1 
117 5402.78 530 0.492611 0.507389 1 0 0 1 
118 5402.74 530 0.752663 0.247337 1 0 0 1 
119 5402.72 530 0.949244 0.0507561 1 0 0 1 
120 5402.71 530 0.994332 0.00566754 1 0 0 1 
121 5402.7 530 0.999688 0.000311626 1 0 0 1 
122 5402.7 530 0.999988 1.23421e-005 1 0 0 1 
123 5407.83 530 1.62955e-017 1 1 0 0 1 
124 5407.68 530 2.67274e-017 1 1 0 0 1 
125 5407.47 530 2.57167e-017 1 1 0 0 1 
126 5407.25 530 8.50729e-018 1 1 0 0 1 
127 5407.05 530 1.34472e-014 1 1 0 0 1 
128 5406.87 530 4.76422e-013 1 1 0 0 1 
129 5406.7 530 3.03789e-011 1 1 0 0 1 
130 5406.53 530 4.92732e-009 1 1 0 0 1 
131 5406.36 530 4.94974e-008 1 1 0 0 1 
132 5406.2 530 1.07483e-006 0.999999 1 0 0 1 
133 5406.06 530 8.39692e-006 0.999992 1 0 0 1 
134 5405.8 530 0.000294542 0.999705 1 0 0 1 
135 5405.7 530 0.000973011 0.999027 1 0 0 1 
136 5405.6 530 0.00291553 0.997084 1 0 0 1 
137 5405.51 530 0.00634124 0.993659 1 0 0 1 
138 5405.42 530 0.0143339 0.985666 1 0 0 1 
139 5405.33 530 0.0229804 0.97702 1 0 0 1 
140 5405.24 530 0.0324977 0.967502 1 0 0 1 
141 5405.16 530 0.0474518 0.952548 1 0 0 1 
142 5404.98 530 0.0689963 0.931004 1 0 0 1 
143 5404.9 530 0.0807222 0.919278 1 0 0 1 
144 5404.82 530 0.0928398 0.90716 1 0 0 1 
145 5404.74 530 0.0999433 0.900057 1 0 0 1 
146 5404.67 530 0.112234 0.887766 1 0 0 1 
147 5404.59 530 0.127404 0.872596 1 0 0 1 
