Results for well: PROD_Seg.out in the reservoir: PROD_Seg.out

t	BHP	q(Gas)	q(Oil)	 q(Water)
days	psi	Mscf/d	stb/d	stb/d
0         	0         	-         	0         	0         	0         	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	Y[4]	X[0]	X[1]	X[2]	X[3]	X[4]	
Seg 6	321.146	114.55	3.56004	2.05082	1.50922	5.54602e-006	0.576066	0.423933	1.55785e-006		0.947151	0.0428301	0.00291083	0.00710775	0	0.0839745	0.165914	0.214312	0.5358	0	
Seg 7	324.71	115.043	3.52757	2.01715	1.51041	5.54653e-006	0.571824	0.428175	1.57234e-006		0.947184	0.0427508	0.00292457	0.00714021	0	0.0848022	0.165808	0.214106	0.535284	0	
Seg 8	328.286	115.512	3.49548	1.98388	1.51159	5.54701e-006	0.567557	0.432442	1.58691e-006		0.947232	0.0426613	0.00293699	0.00716938	0	0.0856361	0.165702	0.213898	0.534764	0	
Seg 9	331.875	115.954	3.46377	1.95101	1.51275	5.54746e-006	0.563262	0.436736	1.60157e-006		0.947296	0.0425609	0.00294798	0.00719505	0	0.0864767	0.165596	0.213688	0.534239	0	
Seg 10	335.933	116.369	3.428	1.914	1.51399	5.54787e-006	0.558343	0.441655	1.6184e-006		0.947425	0.0424077	0.00295536	0.0072117	0	0.0874426	0.165479	0.213445	0.533633	0	
Seg 11	340.001	116.755	3.39279	1.87757	1.51521	5.54826e-006	0.5534	0.446599	1.63531e-006		0.94757	0.0422441	0.00296123	0.00722462	0	0.0884148	0.165363	0.213201	0.533022	0	
Seg 12	344.08	117.11	3.35809	1.84167	1.51641	5.5486e-006	0.548429	0.45157	1.65231e-006		0.947731	0.0420696	0.00296549	0.00723358	0	0.089394	0.165246	0.212954	0.532406	0	
Seg 13	348.169	117.434	3.32388	1.80629	1.51758	5.54891e-006	0.543428	0.45657	1.66941e-006		0.94791	0.0418834	0.00296805	0.00723836	0	0.0903806	0.165129	0.212706	0.531785	0	
Seg 14	352.27	117.724	3.29012	1.77139	1.51873	5.54919e-006	0.538395	0.461603	1.68662e-006		0.948108	0.041685	0.0029688	0.00723872	0	0.0913751	0.165012	0.212455	0.531158	0	
Seg 15	356.383	117.979	3.25679	1.73694	1.51985	5.54942e-006	0.533327	0.466671	1.70395e-006		0.948324	0.0414736	0.00296766	0.00723441	0	0.0923782	0.164895	0.212202	0.530525	0	
Seg 16	360.507	118.197	3.22386	1.70291	1.52094	5.54961e-006	0.528222	0.471776	1.72142e-006		0.948562	0.0412485	0.00296451	0.0072252	0	0.0933904	0.164777	0.211946	0.529886	0	
Seg 17	364.644	118.377	3.1913	1.66929	1.522	5.54976e-006	0.523076	0.476922	1.73903e-006		0.948821	0.0410092	0.00295927	0.00721084	0	0.0944125	0.164659	0.211688	0.52924	0	
Seg 18	368.794	118.516	3.15907	1.63604	1.52302	5.54986e-006	0.517887	0.482111	1.7568e-006		0.949102	0.0407548	0.00295183	0.0071911	0	0.0954449	0.164541	0.211427	0.528587	0	
Seg 19	372.958	118.612	3.12716	1.60314	1.52402	5.54991e-006	0.512651	0.487348	1.77474e-006		0.949408	0.0404847	0.00294209	0.00716572	0	0.0964886	0.164423	0.211163	0.527926	0	
Seg 20	373.957	118.664	3.11984	1.59555	1.52428	5.54996e-006	0.511422	0.488576	1.77892e-006		0.94946	0.0404347	0.00294156	0.00716406	0	0.0967327	0.164393	0.211101	0.527773	0	
Seg 21	374.955	118.663	3.11216	1.58766	1.5245	5.54995e-006	0.510147	0.489852	1.78331e-006		0.949548	0.0403599	0.00293787	0.00715467	0	0.0969876	0.164365	0.211036	0.527611	0	
Seg 22	375.95	118.663	3.10455	1.57983	1.52472	5.54994e-006	0.508875	0.491123	1.78768e-006		0.949635	0.0402856	0.00293422	0.00714536	0	0.0972417	0.164337	0.210972	0.527449	0	
Seg 23	376.942	118.663	3.097	1.57206	1.52493	5.54993e-006	0.507607	0.492391	1.79204e-006		0.949721	0.040212	0.0029306	0.00713614	0	0.0974952	0.164309	0.210907	0.527288	0	


0.947221 0.0431185 0.00280489 0.00685516 0 0.0791201 0.166555 0.215516 0.538809 0 0.947182 0.0430901 0.00282495 0.00690321 0 0.0799175 0.166448 0.215319 0.538316 0 0.947152 0.0430545 0.00284415 0.00694911 0 0.0807192 0.16634 0.21512 0.53782 0 0.947134 0.0430112 0.00286241 0.0069927 0 0.0815255 0.166233 0.214921 0.537321 0 0.947127 0.0429597 0.00287967 0.0070338 0 0.0823365 0.166126 0.214719 0.536818 0 0.947132 0.0428995 0.00289583 0.00707221 0 0.0831528 0.16602 0.214516 0.536311 0 0.947151 0.0428301 0.00291083 0.00710775 0 0.0839745 0.165914 0.214312 0.5358 0 0.947184 0.0427508 0.00292457 0.00714021 0 0.0848022 0.165808 0.214106 0.535284 0 0.947232 0.0426613 0.00293699 0.00716938 0 0.0856361 0.165702 0.213898 0.534764 0 0.947296 0.0425609 0.00294798 0.00719505 0 0.0864767 0.165596 0.213688 0.534239 0 0.947425 0.0424077 0.00295536 0.0072117 0 0.0874426 0.165479 0.213445 0.533633 0 0.94757 0.0422441 0.00296123 0.00722462 0 0.0884148 0.165363 0.213201 0.533022 0 0.947731 0.0420696 0.00296549 0.00723358 0 0.089394 0.165246 0.212954 0.532406 0 0.94791 0.0418834 0.00296805 0.00723836 0 0.0903806 0.165129 0.212706 0.531785 0 0.948108 0.041685 0.0029688 0.00723872 0 0.0913751 0.165012 0.212455 0.531158 0 0.948324 0.0414736 0.00296766 0.00723441 0 0.0923782 0.164895 0.212202 0.530525 0 0.948562 0.0412485 0.00296451 0.0072252 0 0.0933904 0.164777 0.211946 0.529886 0 0.948821 0.0410092 0.00295927 0.00721084 0 0.0944125 0.164659 0.211688 0.52924 0 0.949102 0.0407548 0.00295183 0.0071911 0 0.0954449 0.164541 0.211427 0.528587 0 0.949408 0.0404847 0.00294209 0.00716572 0 0.0964886 0.164423 0.211163 0.527926 0 0.94946 0.0404347 0.00294156 0.00716406 0 0.0967327 0.164393 0.211101 0.527773 0 0.949548 0.0403599 0.00293787 0.00715467 0 0.0969876 0.164365 0.211036 0.527611 0 0.949635 0.0402856 0.00293422 0.00714536 0 0.0972417 0.164337 0.210972 0.527449 0 0.949721 0.040212 0.0029306 0.00713614 0 0.0974952 0.164309 0.210907 0.527288 0 3.48971   	300       	111.077   	10.6949   	1338.86   	0.00490469	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	Y[4]	X[0]	X[1]	X[2]	X[3]	X[4]	
Seg 0	300	111.076	3.63571	2.13504	1.50066	5.50008e-006	0.587242	0.412756	1.5128e-006		0.947237	0.0431143	0.00280169	0.00684729	0	0.0791296	0.166642	0.215488	0.53874	0	
Seg 1	303.529	111.701	3.60142	2.09947	1.50195	5.50073e-006	0.582956	0.417043	1.52738e-006		0.947198	0.0430846	0.00282179	0.00689542	0	0.0799348	0.166533	0.215289	0.538243	0	
Seg 2	307.069	112.306	3.56766	2.06443	1.50322	5.50137e-006	0.578652	0.421346	1.54201e-006		0.94717	0.0430476	0.00284102	0.0069414	0	0.0807444	0.166424	0.215089	0.537742	0	
Seg 3	310.621	112.892	3.5344	2.02991	1.50448	5.50197e-006	0.574329	0.425669	1.55669e-006		0.947153	0.0430028	0.00285932	0.00698507	0	0.0815589	0.166316	0.214887	0.537238	0	
Seg 4	314.186	113.458	3.50161	1.99587	1.50573	5.50256e-006	0.569986	0.430012	1.57144e-006		0.947147	0.0429497	0.00287661	0.00702625	0	0.0823784	0.166207	0.214684	0.53673	0	
Seg 5	317.763	114.001	3.46927	1.96229	1.50697	5.50312e-006	0.565621	0.434377	1.58625e-006		0.947155	0.0428878	0.00289281	0.00706473	0	0.0832034	0.166099	0.214479	0.536218	0	
Seg 6	321.353	114.522	3.43735	1.92915	1.50819	5.50366e-006	0.561232	0.438766	1.60113e-006		0.947175	0.0428166	0.00290783	0.00710033	0	0.0840343	0.165991	0.214273	0.535702	0	
Seg 7	324.956	115.019	3.40584	1.89643	1.5094	5.50416e-006	0.556818	0.44318	1.6161e-006		0.94721	0.0427355	0.00292161	0.00713284	0	0.0848712	0.165883	0.214064	0.535181	0	
Seg 8	328.572	115.49	3.3747	1.86411	1.51059	5.50464e-006	0.552377	0.447621	1.63115e-006		0.94726	0.0426441	0.00293404	0.00716205	0	0.0857148	0.165775	0.213854	0.534656	0	
Seg 9	332.202	115.936	3.34392	1.83216	1.51176	5.50509e-006	0.547907	0.452091	1.6463e-006		0.947326	0.0425417	0.00294505	0.00718775	0	0.0865653	0.165668	0.213642	0.534125	0	
Seg 10	336.285	116.353	3.30941	1.7964	1.513	5.5055e-006	0.542816	0.457182	1.66359e-006		0.947455	0.0423879	0.00295253	0.00720462	0	0.087537	0.165549	0.213398	0.533516	0	
Seg 11	340.38	116.742	3.27543	1.76119	1.51423	5.50588e-006	0.537698	0.4623	1.68097e-006		0.9476	0.0422236	0.00295849	0.00721774	0	0.0885156	0.16543	0.213153	0.532902	0	
Seg 12	344.487	117.1	3.24193	1.72649	1.51543	5.50623e-006	0.532551	0.467447	1.69844e-006		0.947762	0.0420481	0.00296282	0.00722688	0	0.0895014	0.16531	0.212905	0.532283	0	
Seg 13	348.606	117.426	3.2089	1.69228	1.51661	5.50654e-006	0.527372	0.472627	1.71602e-006		0.947942	0.0418609	0.00296544	0.00723179	0	0.090495	0.165191	0.212655	0.531659	0	
Seg 14	352.738	117.718	3.1763	1.65853	1.51776	5.50681e-006	0.522158	0.47784	1.73372e-006		0.94814	0.0416611	0.00296624	0.00723225	0	0.091497	0.165071	0.212403	0.531029	0	
Seg 15	356.884	117.975	3.1441	1.62521	1.51889	5.50704e-006	0.516907	0.483091	1.75155e-006		0.948359	0.0414483	0.00296512	0.00722801	0	0.092508	0.164951	0.212149	0.530392	0	
Seg 16	361.042	118.194	3.11228	1.59229	1.51998	5.50722e-006	0.511616	0.488382	1.76952e-006		0.948598	0.0412216	0.00296199	0.00721882	0	0.0935284	0.164831	0.211891	0.529749	0	
Seg 17	365.215	118.375	3.08081	1.55976	1.52104	5.50737e-006	0.506282	0.493717	1.78764e-006		0.948858	0.0409803	0.00295674	0.00720444	0	0.0945592	0.16471	0.211632	0.529099	0	
Seg 18	369.402	118.515	3.04966	1.52758	1.52207	5.50746e-006	0.500901	0.499097	1.80593e-006		0.949142	0.0407239	0.00294928	0.00718462	0	0.0956007	0.164589	0.211369	0.528442	0	
Seg 19	373.604	118.612	3.0188	1.49573	1.52307	5.50751e-006	0.495471	0.504527	1.8244e-006		0.94945	0.0404515	0.00293949	0.00715912	0	0.096654	0.164467	0.211103	0.527777	0	
Seg 20	374.567	118.663	3.01206	1.48873	1.52332	5.50756e-006	0.494257	0.505741	1.8285e-006		0.949499	0.0404044	0.00293911	0.00715785	0	0.0968886	0.164438	0.211044	0.52763	0	
Seg 21	375.527	118.663	3.00498	1.48144	1.52353	5.50755e-006	0.492995	0.507003	1.83281e-006		0.949583	0.0403324	0.00293558	0.00714884	0	0.097134	0.16441	0.210982	0.527474	0	
Seg 22	376.486	118.663	2.99795	1.4742	1.52374	5.50754e-006	0.491737	0.508261	1.8371e-006		0.949667	0.040261	0.00293208	0.00713991	0	0.0973788	0.164383	0.21092	0.527319	0	
Seg 23	377.442	118.663	2.99097	1.46702	1.52395	5.50753e-006	0.490482	0.509516	1.84138e-006		0.94975	0.04019	0.0029286	0.00713106	0	0.097623	0.164355	0.210858	0.527164	0	


0.947237 0.0431143 0.00280169 0.00684729 0 0.0791296 0.166642 0.215488 0.53874 0 0.947198 0.0430846 0.00282179 0.00689542 0 0.0799348 0.166533 0.215289 0.538243 0 0.94717 0.0430476 0.00284102 0.0069414 0 0.0807444 0.166424 0.215089 0.537742 0 0.947153 0.0430028 0.00285932 0.00698507 0 0.0815589 0.166316 0.214887 0.537238 0 0.947147 0.0429497 0.00287661 0.00702625 0 0.0823784 0.166207 0.214684 0.53673 0 0.947155 0.0428878 0.00289281 0.00706473 0 0.0832034 0.166099 0.214479 0.536218 0 0.947175 0.0428166 0.00290783 0.00710033 0 0.0840343 0.165991 0.214273 0.535702 0 0.94721 0.0427355 0.00292161 0.00713284 0 0.0848712 0.165883 0.214064 0.535181 0 0.94726 0.0426441 0.00293404 0.00716205 0 0.0857148 0.165775 0.213854 0.534656 0 0.947326 0.0425417 0.00294505 0.00718775 0 0.0865653 0.165668 0.213642 0.534125 0 0.947455 0.0423879 0.00295253 0.00720462 0 0.087537 0.165549 0.213398 0.533516 0 0.9476 0.0422236 0.00295849 0.00721774 0 0.0885156 0.16543 0.213153 0.532902 0 0.947762 0.0420481 0.00296282 0.00722688 0 0.0895014 0.16531 0.212905 0.532283 0 0.947942 0.0418609 0.00296544 0.00723179 0 0.090495 0.165191 0.212655 0.531659 0 0.94814 0.0416611 0.00296624 0.00723225 0 0.091497 0.165071 0.212403 0.531029 0 0.948359 0.0414483 0.00296512 0.00722801 0 0.092508 0.164951 0.212149 0.530392 0 0.948598 0.0412216 0.00296199 0.00721882 0 0.0935284 0.164831 0.211891 0.529749 0 0.948858 0.0409803 0.00295674 0.00720444 0 0.0945592 0.16471 0.211632 0.529099 0 0.949142 0.0407239 0.00294928 0.00718462 0 0.0956007 0.164589 0.211369 0.528442 0 0.94945 0.0404515 0.00293949 0.00715912 0 0.096654 0.164467 0.211103 0.527777 0 0.949499 0.0404044 0.00293911 0.00715785 0 0.0968886 0.164438 0.211044 0.52763 0 0.949583 0.0403324 0.00293558 0.00714884 0 0.097134 0.16441 0.210982 0.527474 0 0.949667 0.040261 0.00293208 0.00713991 0 0.0973788 0.164383 0.21092 0.527319 0 0.94975 0.04019 0.0029286 0.00713106 0 0.097623 0.164355 0.210858 0.527164 0 3.91624   	300       	111.054   	10.3422   	1339.9    	0.00487686	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	Y[4]	X[0]	X[1]	X[2]	X[3]	X[4]	
Seg 0	300	111.054	3.56645	2.06462	1.50182	5.46885e-006	0.578901	0.421097	1.53342e-006		0.947241	0.0431151	0.00280017	0.00684356	0	0.0791341	0.166692	0.215473	0.538701	0	
Seg 1	303.552	111.68	3.53268	2.02956	1.50312	5.4695e-006	0.57451	0.425488	1.54826e-006		0.947204	0.0430838	0.00282024	0.00689161	0	0.0799451	0.166582	0.215272	0.5382	0	
Seg 2	307.116	112.287	3.49943	1.99503	1.5044	5.47013e-006	0.570101	0.429898	1.56315e-006		0.947178	0.0430452	0.00283945	0.00693752	0	0.0807607	0.166473	0.21507	0.537696	0	
Seg 3	310.693	112.875	3.46667	1.961	1.50567	5.47073e-006	0.565671	0.434327	1.57809e-006		0.947162	0.0429988	0.00285772	0.00698112	0	0.0815812	0.166363	0.214867	0.537188	0	
Seg 4	314.283	113.442	3.43438	1.92744	1.50693	5.47131e-006	0.561221	0.438777	1.5931e-006		0.947159	0.0429441	0.00287498	0.00702222	0	0.0824071	0.166254	0.214663	0.536677	0	
Seg 5	317.886	113.987	3.40252	1.89435	1.50817	5.47187e-006	0.556748	0.443251	1.60818e-006		0.947168	0.0428805	0.00289115	0.00706063	0	0.0832386	0.166144	0.214456	0.536161	0	
Seg 6	321.503	114.509	3.37109	1.86168	1.5094	5.4724e-006	0.55225	0.447749	1.62333e-006		0.94719	0.0428077	0.00290615	0.00709615	0	0.084076	0.166035	0.214248	0.535641	0	
Seg 7	325.133	115.007	3.34005	1.82943	1.51061	5.47291e-006	0.547725	0.452273	1.63857e-006		0.947227	0.0427249	0.0029199	0.00712857	0	0.0849197	0.165926	0.214038	0.535116	0	
Seg 8	328.777	115.48	3.30938	1.79757	1.51181	5.47339e-006	0.543173	0.456826	1.6539e-006		0.947278	0.0426318	0.0029323	0.0071577	0	0.0857702	0.165817	0.213826	0.534586	0	
Seg 9	332.436	115.927	3.27907	1.76607	1.51299	5.47383e-006	0.53859	0.461408	1.66933e-006		0.947346	0.0425276	0.00294328	0.00718331	0	0.0866278	0.165708	0.213612	0.534052	0	
Seg 10	336.54	116.346	3.24519	1.73095	1.51424	5.47424e-006	0.533388	0.466611	1.68688e-006		0.947476	0.0423728	0.00295077	0.0072002	0	0.0876047	0.165588	0.213368	0.53344	0	
Seg 11	340.657	116.736	3.21183	1.69635	1.51547	5.47462e-006	0.528157	0.471841	1.70452e-006		0.947623	0.0422074	0.00295673	0.00721333	0	0.0885885	0.165467	0.213121	0.532823	0	
Seg 12	344.786	117.095	3.17894	1.66225	1.51668	5.47496e-006	0.522896	0.477103	1.72226e-006		0.947786	0.0420308	0.00296107	0.00722246	0	0.0895798	0.165346	0.212872	0.532202	0	
Seg 13	348.929	117.422	3.14651	1.62864	1.51787	5.47527e-006	0.517601	0.482397	1.74011e-006		0.947967	0.0418424	0.00296368	0.00722737	0	0.0905791	0.165225	0.212621	0.531574	0	
Seg 14	353.086	117.715	3.11449	1.59546	1.51902	5.47553e-006	0.512271	0.487727	1.75808e-006		0.948166	0.0416414	0.00296447	0.0072278	0	0.0915871	0.165104	0.212368	0.530941	0	
Seg 15	357.256	117.972	3.08287	1.56271	1.52015	5.47576e-006	0.506902	0.493096	1.77619e-006		0.948386	0.0414272	0.00296334	0.00722351	0	0.0926042	0.164982	0.212112	0.530301	0	
Seg 16	361.441	118.193	3.05162	1.53036	1.52125	5.47595e-006	0.501492	0.498507	1.79444e-006		0.948626	0.0411991	0.00296019	0.00721427	0	0.093631	0.16486	0.211854	0.529655	0	
Seg 17	365.64	118.374	3.02071	1.49838	1.52232	5.47609e-006	0.496037	0.503962	1.81285e-006		0.948889	0.0409564	0.00295492	0.00719982	0	0.0946684	0.164737	0.211593	0.529002	0	
Seg 18	369.855	118.515	2.99011	1.46675	1.52335	5.47618e-006	0.490534	0.509464	1.83143e-006		0.949174	0.0406983	0.00294742	0.00717991	0	0.0957168	0.164614	0.211328	0.528341	0	
Seg 19	374.086	118.612	2.9598	1.43544	1.52435	5.47623e-006	0.484979	0.515019	1.8502e-006		0.949484	0.0404243	0.00293759	0.0071543	0	0.0967772	0.16449	0.211061	0.527672	0	
Seg 20	375.029	118.663	2.95337	1.42876	1.5246	5.47628e-006	0.483772	0.516226	1.85425e-006		0.949531	0.0403788	0.0029373	0.00715323	0	0.0970069	0.164461	0.211003	0.527529	0	
Seg 21	375.971	118.663	2.94659	1.42177	1.52481	5.47627e-006	0.482515	0.517483	1.85851e-006		0.949613	0.0403083	0.00293384	0.00714443	0	0.0972475	0.164434	0.210942	0.527376	0	
Seg 22	376.911	118.663	2.93986	1.41484	1.52501	5.47625e-006	0.481262	0.518736	1.86276e-006		0.949696	0.0402383	0.00293042	0.0071357	0	0.0974875	0.164406	0.210882	0.527225	0	
Seg 23	377.848	118.663	2.93319	1.40797	1.52522	5.47624e-006	0.480012	0.519986	1.86699e-006		0.949777	0.0401688	0.00292703	0.00712705	0	0.0977268	0.164379	0.210821	0.527073	0	


0.947241 0.0431151 0.00280017 0.00684356 0 0.0791341 0.166692 0.215473 0.538701 0 0.947204 0.0430838 0.00282024 0.00689161 0 0.0799451 0.166582 0.215272 0.5382 0 0.947178 0.0430452 0.00283945 0.00693752 0 0.0807607 0.166473 0.21507 0.537696 0 0.947162 0.0429988 0.00285772 0.00698112 0 0.0815812 0.166363 0.214867 0.537188 0 0.947159 0.0429441 0.00287498 0.00702222 0 0.0824071 0.166254 0.214663 0.536677 0 0.947168 0.0428805 0.00289115 0.00706063 0 0.0832386 0.166144 0.214456 0.536161 0 0.94719 0.0428077 0.00290615 0.00709615 0 0.084076 0.166035 0.214248 0.535641 0 0.947227 0.0427249 0.0029199 0.00712857 0 0.0849197 0.165926 0.214038 0.535116 0 0.947278 0.0426318 0.0029323 0.0071577 0 0.0857702 0.165817 0.213826 0.534586 0 0.947346 0.0425276 0.00294328 0.00718331 0 0.0866278 0.165708 0.213612 0.534052 0 0.947476 0.0423728 0.00295077 0.0072002 0 0.0876047 0.165588 0.213368 0.53344 0 0.947623 0.0422074 0.00295673 0.00721333 0 0.0885885 0.165467 0.213121 0.532823 0 0.947786 0.0420308 0.00296107 0.00722246 0 0.0895798 0.165346 0.212872 0.532202 0 0.947967 0.0418424 0.00296368 0.00722737 0 0.0905791 0.165225 0.212621 0.531574 0 0.948166 0.0416414 0.00296447 0.0072278 0 0.0915871 0.165104 0.212368 0.530941 0 0.948386 0.0414272 0.00296334 0.00722351 0 0.0926042 0.164982 0.212112 0.530301 0 0.948626 0.0411991 0.00296019 0.00721427 0 0.093631 0.16486 0.211854 0.529655 0 0.948889 0.0409564 0.00295492 0.00719982 0 0.0946684 0.164737 0.211593 0.529002 0 0.949174 0.0406983 0.00294742 0.00717991 0 0.0957168 0.164614 0.211328 0.528341 0 0.949484 0.0404243 0.00293759 0.0071543 0 0.0967772 0.16449 0.211061 0.527672 0 0.949531 0.0403788 0.0029373 0.00715323 0 0.0970069 0.164461 0.211003 0.527529 0 0.949613 0.0403083 0.00293384 0.00714443 0 0.0972475 0.164434 0.210942 0.527376 0 0.949696 0.0402383 0.00293042 0.0071357 0 0.0974875 0.164406 0.210882 0.527225 0 0.949777 0.0401688 0.00292703 0.00712705 0 0.0977268 0.164379 0.210821 0.527073 0 4.64351   	300       	111.023   	9.81554   	1342.16   	0.00482782	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	Y[4]	X[0]	X[1]	X[2]	X[3]	X[4]	
Seg 0	300	111.023	3.46386	1.95949	1.50436	5.41383e-006	0.565696	0.434302	1.56295e-006		0.947246	0.0431176	0.00279802	0.00683828	0	0.0791404	0.166768	0.215449	0.538642	0	
Seg 1	303.591	111.651	3.43083	1.92515	1.50567	5.41447e-006	0.561134	0.438865	1.57818e-006		0.947212	0.0430834	0.00281802	0.00688613	0	0.0799614	0.166657	0.215246	0.538135	0	
Seg 2	307.196	112.26	3.3983	1.89133	1.50696	5.41509e-006	0.556551	0.443447	1.59347e-006		0.947189	0.0430418	0.00283715	0.00693185	0	0.0807872	0.166546	0.215042	0.537625	0	
Seg 3	310.815	112.85	3.36625	1.85799	1.50825	5.41569e-006	0.551948	0.44805	1.60882e-006		0.947177	0.0429924	0.00285535	0.00697525	0	0.0816183	0.166435	0.214836	0.537111	0	
Seg 4	314.448	113.419	3.33466	1.82513	1.50952	5.41627e-006	0.547322	0.452676	1.62424e-006		0.947177	0.0429347	0.00287254	0.00701615	0	0.0824549	0.166324	0.214629	0.536593	0	
Seg 5	318.095	113.966	3.3035	1.79271	1.51078	5.41682e-006	0.542672	0.457327	1.63972e-006		0.947189	0.0428681	0.00288863	0.00705436	0	0.0832974	0.166213	0.21442	0.53607	0	
Seg 6	321.757	114.491	3.27275	1.76072	1.51202	5.41735e-006	0.537995	0.462003	1.65529e-006		0.947215	0.0427922	0.00290356	0.00708969	0	0.0841461	0.166102	0.214209	0.535543	0	
Seg 7	325.433	114.991	3.24239	1.72914	1.51325	5.41785e-006	0.533291	0.466708	1.67094e-006		0.947254	0.0427064	0.00291723	0.00712192	0	0.0850013	0.16599	0.213996	0.535012	0	
Seg 8	329.125	115.466	3.2124	1.69793	1.51446	5.41833e-006	0.528557	0.471442	1.68669e-006		0.947309	0.0426102	0.00292956	0.00715084	0	0.0858636	0.165879	0.213782	0.534475	0	
Seg 9	332.832	115.915	3.18275	1.6671	1.51565	5.41877e-006	0.523791	0.476208	1.70254e-006		0.94738	0.0425029	0.00294046	0.00717625	0	0.0867332	0.165768	0.213565	0.533934	0	
Seg 10	336.973	116.335	3.14978	1.63287	1.51691	5.41917e-006	0.518406	0.481593	1.72049e-006		0.947513	0.0423461	0.00294794	0.00719309	0	0.0877191	0.165645	0.213318	0.533317	0	
Seg 11	341.129	116.727	3.11731	1.59915	1.51816	5.41955e-006	0.51299	0.487008	1.73853e-006		0.947661	0.0421786	0.00295388	0.00720616	0	0.0887124	0.165522	0.21307	0.532696	0	
Seg 12	345.298	117.088	3.0853	1.56592	1.51937	5.41989e-006	0.507543	0.492456	1.75668e-006		0.947827	0.0419999	0.00295819	0.00721523	0	0.0897134	0.165399	0.212819	0.532069	0	
Seg 13	349.482	117.416	3.05373	1.53315	1.52057	5.42019e-006	0.50206	0.497938	1.77494e-006		0.94801	0.0418092	0.00296078	0.00722005	0	0.0907228	0.165275	0.212566	0.531436	0	
Seg 14	353.681	117.711	3.02256	1.50082	1.52173	5.42045e-006	0.496539	0.503459	1.79333e-006		0.948212	0.0416059	0.00296154	0.00722038	0	0.0917411	0.165151	0.21231	0.530797	0	
Seg 15	357.895	117.969	2.99178	1.4689	1.52287	5.42068e-006	0.490978	0.50902	1.81186e-006		0.948434	0.0413893	0.00296037	0.00721598	0	0.092769	0.165027	0.212052	0.530152	0	
Seg 16	362.124	118.191	2.96135	1.43736	1.52398	5.42086e-006	0.485373	0.514625	1.83054e-006		0.948678	0.0411587	0.00295717	0.0072066	0	0.093807	0.164901	0.211792	0.5295	0	
Seg 17	366.37	118.373	2.93125	1.40618	1.52506	5.421e-006	0.479721	0.520277	1.84938e-006		0.948943	0.0409134	0.00295184	0.007192	0	0.0948558	0.164775	0.211528	0.528841	0	
Seg 18	370.633	118.514	2.90145	1.37534	1.52611	5.42109e-006	0.474019	0.52598	1.86841e-006		0.949231	0.0406527	0.00294427	0.00717191	0	0.0959161	0.164649	0.211261	0.528174	0	
Seg 19	374.912	118.611	2.87194	1.34482	1.52711	5.42114e-006	0.468262	0.531736	1.88762e-006		0.949544	0.0403759	0.00293437	0.0071461	0	0.0969886	0.164521	0.210991	0.527499	0	
Seg 20	375.828	118.663	2.86594	1.33858	1.52736	5.42119e-006	0.467064	0.532934	1.89159e-006		0.949588	0.0403327	0.0029342	0.00714534	0	0.0972112	0.164493	0.210936	0.52736	0	
Seg 21	376.743	118.663	2.85961	1.33205	1.52756	5.42118e-006	0.465814	0.534184	1.89578e-006		0.949668	0.0402644	0.00293086	0.00713684	0	0.0974447	0.164466	0.210877	0.527213	0	
Seg 22	377.655	118.663	2.85332	1.32556	1.52775	5.42116e-006	0.464568	0.53543	1.89995e-006		0.949747	0.0401965	0.00292755	0.00712841	0	0.0976776	0.164439	0.210818	0.527066	0	
Seg 23	378.565	118.662	2.84708	1.31912	1.52795	5.42115e-006	0.463325	0.536673	1.90411e-006		0.949826	0.0401292	0.00292428	0.00712006	0	0.0979099	0.164412	0.210759	0.526919	0	


