COORD    #  nx= 40, ny= 19
#--------- j=  1 ---------
       4947.731      49761.263       7677.071       4676.288      47755.946      10908.860
       5619.300      49214.615       7520.985       5134.941      47348.092      10823.074
       6288.072      48666.415       7365.112       5575.313      46918.401      10774.631
       6963.901      48127.565       7179.608       6016.074      46486.867      10712.348
       7633.511      47585.440       7017.501       6477.238      46082.416      10616.181
       8288.987      47026.061       6876.838       6932.296      45672.157      10519.916
       8971.322      46499.102       6692.900       7387.717      45260.155      10448.300
       9657.775      45979.221       6532.630       7845.304      44860.904      10379.189
      10336.592      45456.847       6356.357       8324.627      44485.483      10248.527
      11032.056      44941.901       6219.794       8824.219      44126.656      10141.478
      11727.654      44417.374       6103.381       9324.334      43774.853      10016.891
      12386.621      43870.974       6000.315       9779.364      43409.830       9937.677
      13081.695      43326.805       5886.869      10329.972      43059.134       9788.387
      13720.764      42762.684       5884.924      10828.787      42691.624       9753.686
      14355.125      42186.345       5811.780      11242.564      42313.123       9731.330
      15028.193      41621.709       5788.927      11747.154      41978.377       9622.233
      15639.806      41035.045       5789.219      12241.233      41576.101       9516.613
      16322.239      40457.551       5758.196      12714.378      41212.087       9453.997
      16942.806      39890.036       5766.452      13173.228      40836.973       9386.368
      17633.810      39343.466       5750.767      13675.342      40502.310       9308.434
      18343.923      38767.097       5755.851      14184.000      40139.183       9233.978
      19029.112      38187.410       5801.488      14831.323      39685.181       9057.830
      19613.171      37653.978       5870.370      15128.091      39305.585       9132.615
      20270.282      37153.932       5880.516      15528.064      38908.921       9100.443
      21003.694      36655.086       5869.398      15971.274      38555.004       9059.577
      21757.243      36124.663       5867.907      16570.415      38240.299       8985.753
      22424.260      35533.137       5893.592      17518.950      37614.407       8917.380
      22975.612      34805.396       5941.725      18005.163      37284.475       8875.960
      23666.693      33983.323       5980.894      18810.810      36670.378       8760.335
      24054.908      33285.088       6132.240      19718.507      35980.488       8652.039
      24280.989      32632.311       6525.831      20573.025      35329.658       8517.074
      24610.368      31876.849       6676.483      21212.852      34558.886       8502.609
      25401.538      30147.058       6371.020      21900.348      34008.837       8495.658
      25734.964      29772.332       6590.592      22825.902      33344.952       8515.084
      25906.640      29197.696       6859.171      23632.408      32783.680       8633.764
      26324.648      28613.935       6989.618      24393.963      32122.852       8807.550
      26753.583      28059.187       7135.845      25139.455      31398.526       8975.956
      27277.839      27185.916       7245.989      26223.307      30252.129       9136.637
      28076.425      26380.761       7532.344      27384.938      28922.845       9538.315
      29077.030      25488.752       8003.618      28858.910      27201.190      10084.526
      30044.670      24538.999       8313.812      30232.663      25457.358      10386.499
#--------- j=  2 ---------
       5156.059      50516.322       7696.204       4796.360      48619.672      10760.251
       5815.696      49993.160       7533.040       5303.729      48218.260      10638.628
       6475.732      49457.621       7371.158       5807.199      47797.389      10516.547
       7133.141      48911.453       7223.585       6312.737      47373.247      10382.135
       7794.576      48374.532       7059.677       6823.455      46948.986      10243.535
       8454.559      47834.662       6899.912       7331.716      46516.740      10121.382
       9116.372      47298.443       6749.069       7849.306      46091.682       9988.980
       9789.734      46774.636       6583.338       8378.889      45676.311       9841.539
      10464.110      46251.036       6418.146       8919.832      45268.758       9680.789
      11160.490      45734.851       6235.376       9464.743      44862.478       9540.036
      11820.406      45194.030       6139.402      10003.496      44454.015       9419.664
      12475.750      44647.799       6047.411      10539.720      44042.732       9306.067
      13133.430      44096.400       5966.637      11088.657      43630.338       9197.846
      13793.269      43536.172       5893.595      11644.228      43212.512       9093.890
      14426.049      42966.043       5848.238      12181.592      42788.623       8994.858
      15081.683      42395.079       5801.454      12725.521      42368.898       8896.333
      15737.510      41815.379       5753.496      13263.082      41933.771       8807.557
      16388.268      41238.465       5729.647      13806.750      41502.634       8722.334
      17025.358      40667.130       5726.598      14337.290      41073.782       8656.660
      17682.757      40103.652       5727.002      14873.883      40654.931       8599.421
      18355.991      39532.393       5736.704      15429.701      40221.899       8533.446
      19014.074      38964.167       5772.315      16005.265      39764.990       8453.294
      19649.496      38413.939       5808.970      16532.761      39308.446       8409.525
      20306.328      37880.603       5824.597      17033.635      38875.120       8384.239
      20976.559      37351.012       5842.264      17554.166      38463.519       8355.874
      21654.082      36795.487       5862.464      18090.564      38077.304       8335.912
      22313.446      36180.323       5884.819      18831.084      37556.248       8323.570
      22922.563      35480.513       5926.559      19275.488      37124.868       8320.343
      23558.503      34712.655       5986.198      19835.822      36618.467       8320.239
      24149.541      33901.251       6105.514      20454.122      36055.798       8325.388
      24540.641      33130.837       6266.958      21130.389      35436.862       8341.740
      24837.386      32561.093       6405.359      21690.723      34874.194       8362.017
      25276.993      31697.989       6526.462      22248.634      34319.355       8411.782
      25601.162      31015.705       6687.059      23004.857      33763.869       8484.062
      25981.098      30372.797       6847.019      23936.645      33084.960       8626.200
      26476.098      29723.359       6964.720      24697.382      32455.726       8792.717
      26974.414      29180.866       7146.754      25442.431      31807.670       8942.542
      27573.136      28702.009       7408.091      26326.971      31160.794       9102.082
      28249.346      27759.233       7728.151      27600.124      29428.326       9519.595
      29227.381      26657.674       8059.499      29004.268      27702.927       9996.140
      30250.526      25543.666       8401.356      30351.371      26040.188      10378.525
#--------- j=  3 ---------
       5369.628      51269.893       7745.370       4900.884      49407.957      10833.109
       6015.498      50741.774       7592.484       5456.931      48966.464      10689.439
       6663.260      50209.415       7434.034       5993.303      48522.868      10553.300
       7310.523      49670.276       7289.145       6522.476      48077.448      10417.412
       7960.211      49134.260       7136.189       7052.337      47634.474      10272.771
       8613.015      48601.660       6972.532       7581.800      47188.399      10143.324
       9267.441      48070.048       6818.396       8115.624      46745.314      10012.100
       9926.976      47543.373       6660.430       8658.347      46309.996       9864.273
      10591.765      47019.841       6492.644       9212.078      45882.885       9699.227
      11264.437      46497.695       6313.648       9768.581      45455.744       9550.489
      11923.023      45961.531       6182.635      10320.459      45024.515       9427.912
      12567.941      45413.885       6096.988      10873.367      44592.020       9308.324
      13211.120      44860.950       6019.006      11428.984      44156.806       9199.265
      13852.926      44301.853       5945.622      11984.737      43717.629       9097.573
      14487.167      43736.125       5885.461      12536.198      43275.402       8997.025
      15121.758      43166.157       5844.415      13089.358      42832.386       8896.344
      15759.410      42593.033       5801.662      13640.782      42384.082       8804.004
      16399.556      42019.981       5762.402      14195.332      41936.079       8713.154
      17037.962      41448.543       5738.029      14739.463      41488.556       8651.992
      17678.381      40879.852       5735.549      15288.511      41042.563       8590.966
      18318.713      40311.191       5753.620      15843.795      40589.713       8530.999
      18949.397      39746.994       5797.876      16409.795      40126.028       8454.825
      19586.637      39189.987       5823.265      16949.942      39662.796       8410.103
      20229.515      38640.133       5839.669      17473.091      39211.518       8386.245
      20880.626      38086.698       5856.918      18001.092      38773.080       8362.152
      21535.957      37511.241       5872.912      18529.143      38347.428       8344.763
      22180.043      36893.682       5896.450      19198.200      37818.827       8336.729
      22806.300      36218.238       5929.134      19681.248      37368.692       8334.742
      23427.713      35491.720       5985.520      20183.616      36881.046       8334.671
      24003.114      34737.971       6103.826      20743.950      36355.887       8337.228
      24503.708      33996.152       6238.559      21400.895      35774.463       8345.840
      24958.480      33275.232       6362.695      22038.517      35174.283       8361.791
      25418.505      32557.268       6444.646      22563.207      34675.096       8411.590
      25789.442      31922.144       6581.899      23407.863      34021.634       8487.807
      26145.495      31374.481       6736.499      24256.050      33395.475       8623.028
      26630.417      30785.080       6898.209      24991.162      32819.755       8797.261
      27153.424      30230.985       7057.327      25707.355      32261.059       8924.664
      27694.458      29747.708       7260.540      26677.124      31575.066       9055.382
      28479.854      28760.666       7614.027      27815.674      29932.157       9505.614
      29425.666      27685.367       8039.299      29156.645      28249.752       9980.322
      30452.084      26538.214       8459.929      30467.260      26613.265      10349.252
#--------- j=  4 ---------
       5583.299      52023.364       7796.916       5062.046      50184.458      10890.171
       6217.229      51489.861       7656.233       5637.798      49712.655      10742.519
       6854.276      50958.153       7500.847       6193.171      49244.949      10596.606
       7492.362      50423.403       7351.715       6740.268      48778.460      10452.873
       8131.136      49887.200       7211.624       7286.137      48314.641      10305.686
       8775.523      49358.898       7046.021       7833.021      47851.619      10165.430
       9421.642      48830.710       6888.462       8382.877      47390.386      10031.343
      10069.641      48303.264       6737.139       8938.257      46933.994       9890.503
      10723.579      47780.709       6566.067       9504.548      46487.778       9723.429
