Results for well: RES1_INJ.out in the reservoir: RES1_INJ.out

time	BHP	Temp	q(Oil)	q(Water)
days	psi	F	stb/d	stb/d
62.4537   	6000      	70        	0         	-0.606543 	
63.4537   	6000      	70        	0         	-0.605226 	
64.4537   	6000      	70        	0         	-0.60396  	
65.4537   	6000      	70        	0         	-0.602678 	
66.4537   	6000      	70        	0         	-0.601253 	
67.4537   	6000      	70        	0         	-0.599625 	
68.4537   	6000      	70        	0         	-0.597898 	
69.4537   	6000      	70        	0         	-0.596088 	
70.4537   	6000      	70        	0         	-0.594168 	
71.4537   	6000      	70        	0         	-0.592109 	
72.4537   	6000      	70        	0         	-0.589961 	
73.4537   	6000      	70        	0         	-0.587633 	
74.4537   	6000      	70        	0         	-0.585316 	
75.4537   	6000      	70        	0         	-0.582852 	
76.4537   	6000      	70        	0         	-0.580237 	
77.4537   	6000      	70        	0         	-0.577558 	
78.4537   	6000      	70        	0         	-0.57485  	
79.4537   	6000      	70        	0         	-0.57225  	
80.4537   	6000      	70        	0         	-0.56954  	
81.4537   	6000      	70        	0         	-0.566709 	
82.4537   	6000      	70        	0         	-0.563805 	
83.4537   	6000      	70        	0         	-0.560747 	
84.4537   	6000      	70        	0         	-0.557525 	
85.4537   	6000      	70        	0         	-0.554302 	
86.4537   	6000      	70        	0         	-0.550993 	
87.4537   	6000      	70        	0         	-0.547562 	
88.4537   	6000      	70        	0         	-0.544063 	
89.4537   	6000      	70        	0         	-0.540481 	
90.4537   	6000      	70        	0         	-0.536808 	
91.4537   	6000      	70        	0         	-0.533101 	
92.4537   	6000      	70        	0         	-0.52938  	
93.4537   	6000      	70        	0         	-0.525729 	
94.4537   	6000      	70        	0         	-0.522145 	
95.4537   	6000      	70        	0         	-0.51864  	
96.4537   	6000      	70        	0         	-0.515182 	
97.4537   	6000      	70        	0         	-0.51179  	
98.4537   	6000      	70        	0         	-0.508467 	
99.4537   	6000      	70        	0         	-0.505203 	
100.454   	6000      	70        	0         	-0.502061 	
101.454   	6000      	70        	0         	-0.499001 	
102.454   	6000      	70        	0         	-0.495974 	
103.454   	6000      	70        	0         	-0.492997 	
104.454   	6000      	70        	0         	-0.490163 	
105.454   	6000      	70        	0         	-0.487467 	
106.454   	6000      	70        	0         	-0.484871 	
107.454   	6000      	70        	0         	-0.482326 	
108.454   	6000      	70        	0         	-0.479899 	
109.454   	6000      	70        	0         	-0.477542 	
110.454   	6000      	70        	0         	-0.475319 	
111.454   	6000      	70        	0         	-0.473229 	
112.454   	6000      	70        	0         	-0.471232 	
113.454   	6000      	70        	0         	-0.46933  	
114.454   	6000      	70        	0         	-0.467542 	
115.454   	6000      	70        	0         	-0.465825 	
116.454   	6000      	70        	0         	-0.464166 	
117.454   	6000      	70        	0         	-0.462556 	
118.454   	6000      	70        	0         	-0.461011 	
119.454   	6000      	70        	0         	-0.45952  	
120.454   	6000      	70        	0         	-0.458127 	
121.454   	6000      	70        	0         	-0.456836 	
122.454   	6000      	70        	0         	-0.45559  	
123.454   	6000      	70        	0         	-0.454407 	
124.454   	6000      	70        	0         	-0.453317 	
125.454   	6000      	70        	0         	-0.452251 	
126.454   	6000      	70        	0         	-0.451254 	
127.454   	6000      	70        	0         	-0.450327 	
128.454   	6000      	70        	0         	-0.449469 	
129.454   	6000      	70        	0         	-0.448678 	
130.454   	6000      	70        	0         	-0.447927 	
131.454   	6000      	70        	0         	-0.44727  	
132.454   	6000      	70        	0         	-0.446645 	
133.454   	6000      	70        	0         	-0.446068 	
134.454   	6000      	70        	0         	-0.445546 	
135.454   	6000      	70        	0         	-0.445089 	
136.454   	6000      	70        	0         	-0.444655 	
137.454   	6000      	70        	0         	-0.444244 	
138.454   	6000      	70        	0         	-0.443863 	
139.454   	6000      	70        	0         	-0.443503 	
140.454   	6000      	70        	0         	-0.443171 	
141.454   	6000      	70        	0         	-0.442876 	
142.454   	6000      	70        	0         	-0.442659 	
143.454   	6000      	70        	0         	-0.442468 	
144.454   	6000      	70        	0         	-0.442296 	
145.454   	6000      	70        	0         	-0.44214  	
146.454   	6000      	70        	0         	-0.442002 	
147.454   	6000      	70        	0         	-0.441896 	
148.454   	6000      	70        	0         	-0.441826 	
149.454   	6000      	70        	0         	-0.441767 	
150.454   	6000      	70        	0         	-0.441729 	
151.454   	6000      	70        	0         	-0.441707 	
152.454   	6000      	70        	0         	-0.441704 	
153.454   	6000      	70        	0         	-0.441753 	
154.454   	6000      	70        	0         	-0.441833 	
155.454   	6000      	70        	0         	-0.441933 	
156.454   	6000      	70        	0         	-0.44204  	
157.454   	6000      	70        	0         	-0.442147 	
158.454   	6000      	70        	0         	-0.442269 	
159.454   	6000      	70        	0         	-0.442397 	
160.454   	6000      	70        	0         	-0.442526 	
161.454   	6000      	70        	0         	-0.442659 	
162.454   	6000      	70        	0         	-0.442812 	
163.454   	6000      	70        	0         	-0.442972 	
164.454   	6000      	70        	0         	-0.443128 	
165.454   	6000      	70        	0         	-0.443303 	
166.454   	6000      	70        	0         	-0.443471 	
167.454   	6000      	70        	0         	-0.443643 	
168.454   	6000      	70        	0         	-0.443841 	
169.454   	6000      	70        	0         	-0.444041 	
170.454   	6000      	70        	0         	-0.444292 	
171.454   	6000      	70        	0         	-0.444579 	
172.454   	6000      	70        	0         	-0.444918 	
173.454   	6000      	70        	0         	-0.44529  	
174.454   	6000      	70        	0         	-0.445693 	
175.454   	6000      	70        	0         	-0.446109 	
176.454   	6000      	70        	0         	-0.446549 	
177.454   	6000      	70        	0         	-0.447012 	
178.454   	6000      	70        	0         	-0.447477 	
179.454   	6000      	70        	0         	-0.447946 	
180.454   	6000      	70        	0         	-0.448431 	
181.454   	6000      	70        	0         	-0.448917 	
182.454   	6000      	70        	0         	-0.449416 	
183.454   	6000      	70        	0         	-0.449935 	
184.454   	6000      	70        	0         	-0.450449 	
185.454   	6000      	70        	0         	-0.450958 	
186.454   	6000      	70        	0         	-0.451469 	
187.454   	6000      	70        	0         	-0.452001 	
188.454   	6000      	70        	0         	-0.452529 	
189.454   	6000      	70        	0         	-0.453067 	
190.454   	6000      	70        	0         	-0.453627 	
191.454   	6000      	70        	0         	-0.454206 	
192.454   	6000      	70        	0         	-0.454792 	
193.454   	6000      	70        	0         	-0.455386 	
194.454   	6000      	70        	0         	-0.45599  	
195.454   	6000      	70        	0         	-0.456641 	
196.454   	6000      	70        	0         	-0.457332 	
197.454   	6000      	70        	0         	-0.458026 	
198.454   	6000      	70        	0         	-0.458737 	
199.454   	6000      	70        	0         	-0.459457 	
200       	6000      	70        	0         	-0.459852 	
