Results for well: RES1_PROD.out in the reservoir: RES1_PROD.out

time	BHP	Temp	q(Oil)	q(Water)
days	psi	F	stb/d	stb/d
58.4537   	2500      	70        	0.622358  	0.000203778	
59.4537   	2500      	70        	0.620993  	0.000304109	
60.4537   	2500      	70        	0.619405  	0.00044393	
61.4537   	2500      	70        	0.617636  	0.000634471	
62.4537   	2500      	70        	0.6156    	0.000888223	
63.4537   	2500      	70        	0.613346  	0.00121964	
64.4537   	2500      	70        	0.610819  	0.00164421	
65.4537   	2500      	70        	0.608     	0.00217872	
66.4537   	2500      	70        	0.604869  	0.00284103	
67.4537   	2500      	70        	0.601351  	0.00364976	
68.4537   	2500      	70        	0.597479  	0.00462358	
69.4537   	2500      	70        	0.593196  	0.00578126	
70.4537   	2500      	70        	0.588461  	0.00714195	
71.4537   	2500      	70        	0.583321  	0.00872126	
72.4537   	2500      	70        	0.577707  	0.0105369 	
73.4537   	2500      	70        	0.57171   	0.0125992 	
74.4537   	2500      	70        	0.565392  	0.0149226 	
75.4537   	2500      	70        	0.558784  	0.0175161 	
76.4537   	2500      	70        	0.551695  	0.0203756 	
77.4537   	2500      	70        	0.544184  	0.0234975 	
78.4537   	2500      	70        	0.536568  	0.0268883 	
79.4537   	2500      	70        	0.5286    	0.0305229 	
80.4537   	2500      	70        	0.520441  	0.03439   	
81.4537   	2500      	70        	0.512026  	0.0384611 	
82.4537   	2500      	70        	0.503474  	0.0427144 	
83.4537   	2500      	70        	0.49475   	0.0471138 	
84.4537   	2500      	70        	0.486174  	0.0516656 	
85.4537   	2500      	70        	0.477449  	0.0563118 	
86.4537   	2500      	70        	0.468568  	0.0610205 	
87.4537   	2500      	70        	0.459651  	0.0657737 	
88.4537   	2500      	70        	0.451085  	0.0706146 	
89.4537   	2500      	70        	0.442358  	0.0754438 	
90.4537   	2500      	70        	0.433709  	0.0802631 	
91.4537   	2500      	70        	0.425242  	0.0850484 	
92.4537   	2500      	70        	0.417013  	0.0897634 	
93.4537   	2500      	70        	0.409215  	0.0944581 	
94.4537   	2500      	70        	0.401655  	0.0991122 	
95.4537   	2500      	70        	0.394126  	0.103661  	
96.4537   	2500      	70        	0.386847  	0.108113  	
97.4537   	2500      	70        	0.379898  	0.112446  	
98.4537   	2500      	70        	0.373361  	0.116643  	
99.4537   	2500      	70        	0.367199  	0.120809  	
100.454   	2500      	70        	0.360958  	0.124778  	
101.454   	2500      	70        	0.355019  	0.128601  	
102.454   	2500      	70        	0.349416  	0.132231  	
103.454   	2500      	70        	0.344149  	0.135652  	
104.454   	2500      	70        	0.33926   	0.138892  	
105.454   	2500      	70        	0.334615  	0.141939  	
106.454   	2500      	70        	0.330182  	0.144823  	
107.454   	2500      	70        	0.325929  	0.14757   	
108.454   	2500      	70        	0.32188   	0.150503  	
109.454   	2500      	70        	0.317698  	0.153366  	
110.454   	2500      	70        	0.313657  	0.15615   	
111.454   	2500      	70        	0.309737  	0.159009  	
112.454   	2500      	70        	0.305987  	0.161692  	
113.454   	2500      	70        	0.302584  	0.164238  	
114.454   	2500      	70        	0.299348  	0.166631  	
115.454   	2500      	70        	0.296212  	0.168912  	
116.454   	2500      	70        	0.293152  	0.171113  	
117.454   	2500      	70        	0.290165  	0.173246  	
118.454   	2500      	70        	0.287258  	0.175317  	
119.454   	2500      	70        	0.284438  	0.177325  	
120.454   	2500      	70        	0.281788  	0.179313  	
121.454   	2500      	70        	0.279175  	0.181208  	
122.454   	2500      	70        	0.276632  	0.183038  	
123.454   	2500      	70        	0.274138  	0.184932  	
124.454   	2500      	70        	0.271725  	0.186791  	
125.454   	2500      	70        	0.269362  	0.188569  	
126.454   	2500      	70        	0.267084  	0.190282  	
127.454   	2500      	70        	0.264832  	0.192448  	
128.454   	2500      	70        	0.262791  	0.19424   	
129.454   	2500      	70        	0.260896  	0.195903  	
130.454   	2500      	70        	0.259081  	0.197495  	
131.454   	2500      	70        	0.257357  	0.1991    	
132.454   	2500      	70        	0.255626  	0.20066   	
133.454   	2500      	70        	0.253934  	0.202185  	
134.454   	2500      	70        	0.252302  	0.203666  	
135.454   	2500      	70        	0.25074   	0.205098  	
136.454   	2500      	70        	0.249251  	0.206482  	
137.454   	2500      	70        	0.247828  	0.207822  	
138.454   	2500      	70        	0.246465  	0.209121  	
139.454   	2500      	70        	0.245156  	0.210384  	
140.454   	2500      	70        	0.243894  	0.211616  	
141.454   	2500      	70        	0.242651  	0.212911  	
142.454   	2500      	70        	0.241447  	0.214129  	
143.454   	2500      	70        	0.240305  	0.215309  	
144.454   	2500      	70        	0.239204  	0.216465  	
145.454   	2500      	70        	0.238132  	0.217604  	
146.454   	2500      	70        	0.237086  	0.218728  	
147.454   	2500      	70        	0.236063  	0.21984   	
148.454   	2500      	70        	0.235061  	0.220943  	
149.454   	2500      	70        	0.234078  	0.222039  	
150.454   	2500      	70        	0.23312   	0.22314   	
151.454   	2500      	70        	0.232169  	0.224235  	
152.454   	2500      	70        	0.23122   	0.225328  	
153.454   	2500      	70        	0.230273  	0.226419  	
154.454   	2500      	70        	0.229331  	0.227511  	
155.454   	2500      	70        	0.228394  	0.228602  	
156.454   	2500      	70        	0.227464  	0.229689  	
157.454   	2500      	70        	0.226544  	0.230772  	
158.454   	2500      	70        	0.225635  	0.231849  	
159.454   	2500      	70        	0.224719  	0.232994  	
160.454   	2500      	70        	0.223782  	0.234113  	
161.454   	2500      	70        	0.22288   	0.23523   	
162.454   	2500      	70        	0.221995  	0.236323  	
163.454   	2500      	70        	0.221126  	0.237399  	
164.454   	2500      	70        	0.22027   	0.23846   	
165.454   	2500      	70        	0.219427  	0.239507  	
166.454   	2500      	70        	0.218596  	0.240538  	
167.454   	2500      	70        	0.21778   	0.241556  	
168.454   	2500      	70        	0.216976  	0.242559  	
169.454   	2500      	70        	0.216186  	0.243545  	
170.454   	2500      	70        	0.215656  	0.244985  	
171.454   	2500      	70        	0.215096  	0.246139  	
172.454   	2500      	70        	0.214547  	0.247286  	
173.454   	2500      	70        	0.214003  	0.248417  	
174.454   	2500      	70        	0.213467  	0.249531  	
175.454   	2500      	70        	0.212938  	0.250627  	
176.454   	2500      	70        	0.212417  	0.251706  	
177.454   	2500      	70        	0.211904  	0.252769  	
178.454   	2500      	70        	0.2114    	0.253816  	
179.454   	2500      	70        	0.210903  	0.254848  	
180.454   	2500      	70        	0.210415  	0.255866  	
181.454   	2500      	70        	0.209934  	0.256871  	
182.454   	2500      	70        	0.209988  	0.260983  	
183.454   	2500      	70        	0.20891   	0.258969  	
184.454   	2500      	70        	0.208496  	0.259902  	
185.454   	2500      	70        	0.20805   	0.260873  	
186.454   	2500      	70        	0.207608  	0.261839  	
187.454   	2500      	70        	0.20717   	0.262799  	
188.454   	2500      	70        	0.206737  	0.263755  	
189.454   	2500      	70        	0.206308  	0.264708  	
190.454   	2500      	70        	0.206025  	0.265943  	
191.454   	2500      	70        	0.205688  	0.266936  	
192.454   	2500      	70        	0.205345  	0.267964  	
193.454   	2500      	70        	0.205     	0.268992  	
194.454   	2500      	70        	0.204657  	0.270018  	
195.454   	2500      	70        	0.204369  	0.271296  	
196.454   	2500      	70        	0.204082  	0.272358  	
197.454   	2500      	70        	0.203799  	0.273434  	
198.454   	2500      	70        	0.203524  	0.274544  	
199.454   	2500      	70        	0.203238  	0.275656  	
200       	2500      	70        	0.203079  	0.276266  	
