1	0.01	-1	-1	-1	5	5	0.01	0.013	0.005	0.034
1	0.027319	0	1	0.000552317	4	4	0.037319	0.024	0.009	0.057
1	0.0697927	1	9	0.00174292	4	4	0.107112	0.037	0.014	0.08
1	0.133262	1	1	0.00571178	3	3	0.240373	0.045	0.017	0.094
1	0.184423	1	1	0.0116776	3	3	0.424797	0.05	0.02	0.107
1	0.211263	1	1	0.0161886	3	3	0.63606	0.055	0.023	0.121
1	0.223663	1	1	0.0183369	3	3	0.859723	0.059	0.027	0.137
1	0.230128	1	1	0.0191572	3	3	1.08985	0.066	0.031	0.151
1	0.234483	1	1	0.0194428	3	3	1.32433	0.072	0.033	0.165
1	0.238174	1	1	0.0195352	3	3	1.56251	0.077	0.038	0.179
1	0.241725	1	1	0.0195592	3	3	1.80423	0.082	0.041	0.194
1	0.195767	1	9	0.0195583	2	2	2	0.085	0.044	0.204
2	0.228924	1	9	0.0156548	2	2	2.22892	0.09	0.046	0.212
2	0.244973	1	1	0.0180347	2	2	2.4739	0.093	0.051	0.222
2	0.253526	1	1	0.0189879	2	2	2.72742	0.097	0.052	0.232
2	0.259468	1	1	0.0193129	2	2	2.98689	0.101	0.054	0.242
2	0.264726	1	1	0.0194041	3	3	3.25162	0.106	0.058	0.258
2	0.270043	1	1	0.0194093	3	3	3.52166	0.11	0.062	0.274
2	0.275709	1	1	0.0193836	3	3	3.79737	0.118	0.066	0.291
2	0.281905	1	1	0.0193405	3	3	4.07928	0.123	0.07	0.306
2	0.288794	1	1	0.0192844	3	3	4.36807	0.129	0.073	0.32
2	0.296557	1	1	0.0192146	3	3	4.66463	0.135	0.076	0.334
2	0.305435	1	1	0.019128	3	3	4.97006	0.139	0.08	0.35
2	0.315758	1	1	0.0190192	3	3	5.28582	0.144	0.083	0.365
2	0.328003	1	1	0.0188801	3	3	5.61382	0.149	0.086	0.38
2	0.342567	1	1	0.0187245	3	3	5.95639	0.153	0.09	0.395
2	0.360212	1	1	0.0185305	3	3	6.3166	0.157	0.094	0.41
2	0.382139	1	9	0.0182786	3	3	6.69874	0.161	0.098	0.423
2	0.410182	1	9	0.017949	3	3	7.10892	0.165	0.102	0.437
2	0.447344	1	9	0.0175078	3	3	7.55627	0.169	0.106	0.45
2	0.49912	1	9	0.016888	3	3	8.05539	0.173	0.11	0.465
2	0.576703	1	9	0.0159641	3	3	8.63209	0.18	0.113	0.477
2	0.682404	1	2	0.0153532	3	3	9.31449	0.184	0.117	0.493
2	0.649611	1	2	0.0215144	3	3	9.9641	0.19	0.12	0.506
2	0.0358952	1	2	0.0232187	2	2	10	0.195	0.122	0.515
3	0.0953471	1	2	0.00129405	3	3	10.0953	0.199	0.126	0.53
3	0.211971	1	2	0.00349438	3	3	10.3073	0.203	0.13	0.545
3	0.352557	1	2	0.00803714	3	3	10.6599	0.207	0.134	0.558
3	0.440257	1	2	0.014024	3	3	11.1001	0.211	0.138	0.572
3	0.465879	1	2	0.0183501	3	3	11.566	0.216	0.142	0.588
3	0.463525	1	2	0.0201523	3	3	12.0295	0.221	0.146	0.601
3	0.454626	1	2	0.0205873	3	3	12.4842	0.225	0.15	0.616
3	0.446509	1	2	0.0205453	3	3	12.9307	0.229	0.153	0.63
3	0.440857	1	2	0.0203846	3	3	13.3715	0.233	0.158	0.649
3	0.437688	1	2	0.0202172	3	3	13.8092	0.237	0.161	0.663
3	0.436654	1	2	0.020071	3	3	14.2459	0.241	0.166	0.678
3	0.437399	1	2	0.0199489	3	3	14.6833	0.245	0.17	0.693
3	0.439623	1	2	0.0198482	3	3	15.1229	0.25	0.174	0.707
3	0.443147	1	2	0.0197615	3	3	15.566	0.255	0.178	0.723
3	0.447809	1	2	0.0196877	3	3	16.0138	0.26	0.181	0.738
3	0.45351	1	2	0.0196229	3	3	16.4674	0.266	0.185	0.752
3	0.460101	1	2	0.0195703	3	3	16.9275	0.271	0.19	0.768
3	0.467161	1	2	0.0195466	3	3	17.3946	0.276	0.194	0.783
3	0.474958	1	2	0.0195075	3	3	17.8696	0.282	0.197	0.797
3	0.48362	1	2	0.0194627	3	3	18.3532	0.287	0.201	0.811
3	0.493232	1	2	0.0194154	3	3	18.8464	0.292	0.205	0.825
3	0.503891	1	2	0.0193654	3	3	19.3503	0.297	0.209	0.839
3	0.515788	1	2	0.019308	3	3	19.8661	0.301	0.213	0.854
3	0.529152	1	2	0.0192424	3	3	20.3953	0.306	0.217	0.868
3	0.54426	1	2	0.0191672	3	3	20.9395	0.31	0.221	0.883
3	0.561549	1	2	0.0190763	3	3	21.5011	0.314	0.225	0.898
3	0.58169	1	2	0.0189613	3	3	22.0828	0.318	0.229	0.913
3	0.606465	1	2	0.0187745	3	3	22.6892	0.323	0.233	0.928
3	0.637145	1	2	0.0185554	3	3	23.3264	0.328	0.237	0.943
3	0.675266	1	2	0.0183064	3	3	24.0016	0.334	0.24	0.956
3	0.724703	1	2	0.0179535	3	3	24.7263	0.339	0.244	0.97
3	0.793174	1	2	0.0174103	3	3	25.5195	0.343	0.248	0.985
3	0.856052	1	1	0.0177964	3	3	26.3756	0.349	0.252	1
3	0.858936	1	1	0.0198993	3	3	27.2345	0.354	0.256	1.014
3	0.839423	1	1	0.0206974	3	3	28.0739	0.36	0.26	1.028
3	0.814394	1	1	0.020922	3	3	28.8883	0.366	0.264	1.041
3	0.790474	1	1	0.0209078	3	3	29.6788	0.373	0.267	1.055
3	0.770457	1	1	0.0207794	3	3	30.4492	0.378	0.272	1.067
3	0.75561	1	1	0.0205895	3	3	31.2049	0.384	0.276	1.084
3	0.746088	1	1	0.0203829	3	3	31.9509	0.391	0.28	1.099
3	0.744896	1	1	0.020048	3	3	32.6958	0.396	0.284	1.114
3	0.753987	1	3	0.0196383	3	3	33.4498	0.402	0.288	1.13
3	0.764988	1	3	0.0195686	3	3	34.2148	0.407	0.292	1.144
3	0.785118	1	3	0.0192308	3	3	34.9999	0.411	0.296	1.159
3	0.81752	1	3	0.018811	3	3	35.8175	0.416	0.3	1.174
3	0.864609	1	3	0.0183661	3	3	36.6821	0.422	0.302	1.189
3	0.92825	1	3	0.0179432	3	3	37.6103	0.427	0.306	1.204
3	1.00954	1	3	0.0175844	3	3	38.6199	0.431	0.31	1.22
3	1.10936	1	3	0.0173004	3	3	39.7292	0.436	0.314	1.236
3	1.23988	1	3	0.016842	3	3	40.9691	0.44	0.318	1.251
3	1.40673	1	3	0.0164417	3	3	42.3758	0.445	0.321	1.265
3	1.60841	1	3	0.0162383	3	3	43.9842	0.451	0.325	1.282
3	1.84907	1	3	0.0160955	3	3	45.8333	0.457	0.329	1.296
3	2.12949	1	3	0.0160495	3	3	47.9628	0.461	0.333	1.311
3	2.445	1	3	0.0161287	3	3	50.4078	0.467	0.337	1.326
3	2.78401	1	3	0.0163469	3	3	53.1918	0.472	0.341	1.341
3	3.12971	1	3	0.0166863	3	3	56.3215	0.476	0.345	1.356
3	3.46192	1	3	0.0171212	3	3	59.7834	0.482	0.349	1.372
3	0.216552	1	3	0.0176508	3	3	60	0.487	0.352	1.386
4	0.585033	1	3	0.00110461	3	3	60.585	0.492	0.355	1.4
4	1.35517	1	3	0.00295108	3	3	61.9402	0.497	0.358	1.415
4	2.43539	1	3	0.00669351	3	3	64.3756	0.502	0.362	1.429
4	3.36418	1	3	0.0117175	3	3	67.7398	0.506	0.366	1.445
4	3.89661	1	3	0.0159009	3	3	71.6364	0.511	0.37	1.46
4	4.12057	1	7	0.0183694	3	3	75.757	0.516	0.374	1.472
4	4.18931	1	7	0.0195077	3	3	79.9463	0.52	0.379	1.485
4	3.81041	1	8	0.0229832	3	3	83.7567	0.524	0.383	1.499
4	3.26146	1	8	0.0250495	3	3	87.0181	0.529	0.387	1.514
4	2.77588	1	8	0.0252478	3	3	89.794	0.534	0.391	1.529
4	2.40034	1	8	0.0246935	3	3	92.1944	0.539	0.396	1.544
4	2.11625	1	8	0.0240273	3	3	94.3106	0.544	0.4	1.558
4	1.89842	1	8	0.0234423	3	3	96.209	0.549	0.404	1.573
4	1.73226	1	8	0.0228776	3	3	97.9413	0.555	0.408	1.591
4	1.59776	1	8	0.0225253	3	3	99.5391	0.562	0.41	1.605
4	1.48501	1	8	0.0222779	3	3	101.024	0.568	0.413	1.618
4	1.3891	1	8	0.0220713	3	3	102.413	0.575	0.416	1.634
4	1.30686	1	8	0.021888	3	3	103.72	0.58	0.42	1.649
4	1.23588	1	8	0.0217229	3	3	104.956	0.585	0.424	1.662
4	1.17429	1	8	0.0215735	3	3	106.13	0.589	0.428	1.677
4	1.12059	1	8	0.0214377	3	3	107.251	0.594	0.431	1.692
4	1.07359	1	8	0.0213134	3	3	108.324	0.6	0.434	1.708
4	1.03115	1	8	0.0212347	3	3	109.356	0.604	0.438	1.725
4	0.993092	1	8	0.0211496	3	3	110.349	0.61	0.441	1.739
4	0.959694	1	8	0.021044	3	3	111.308	0.615	0.444	1.753
4	0.930885	1	2	0.0209284	3	3	112.239	0.621	0.447	1.767
4	0.906737	1	2	0.020799	3	3	113.146	0.625	0.451	1.782
4	0.886297	1	2	0.0206918	3	3	114.032	0.63	0.455	1.797
4	0.872513	1	2	0.0204739	3	3	114.905	0.634	0.459	1.812
4	0.871235	1	2	0.020044	3	3	115.776	0.638	0.463	1.827
4	0.908445	1	2	0.0187712	4	4	116.684	0.644	0.467	1.848
4	0.996252	1	4	0.0173559	4	4	117.681	0.651	0.472	1.869
4	1.13854	1	4	0.0162507	4	4	118.819	0.658	0.476	1.888
4	1.18078	1	4	0.0171664	3	3	120	0.663	0.479	1.902
5	1.24708	1	3	0.0184049	3	3	121.247	0.669	0.482	1.917
5	1.27568	1	3	0.0193274	3	3	122.523	0.673	0.486	1.932
5	1.30849	1	3	0.0192478	3	3	123.831	0.677	0.49	1.948
5	1.34188	1	3	0.0192534	3	3	125.173	0.681	0.495	1.963
5	1.34519	1	5	0.0199262	3	3	126.518	0.688	0.497	1.977
5	1.24472	1	5	0.0224215	3	3	127.763	0.693	0.501	1.992
5	1.13669	1	5	0.0228512	3	3	128.9	0.697	0.505	2.007
5	1.04622	1	5	0.0225941	3	3	129.946	0.703	0.508	2.021
5	0.975932	1	5	0.0221608	3	3	130.922	0.707	0.512	2.037
5	0.921282	1	5	0.0217796	3	3	131.843	0.711	0.516	2.052
5	0.878673	1	5	0.0214548	3	3	132.722	0.718	0.519	2.066
5	0.845583	1	5	0.021174	3	3	133.567	0.725	0.521	2.082
5	0.820344	1	5	0.020923	3	3	134.388	0.731	0.523	2.099
5	0.801992	1	5	0.0206865	3	3	135.19	0.736	0.527	2.113
5	0.79014	1	5	0.02045	3	3	135.98	0.741	0.531	2.128
5	0.784709	1	5	0.0202077	3	3	136.765	0.746	0.534	2.143
5	0.786106	1	5	0.0199467	3	3	137.551	0.75	0.538	2.158
5	0.793508	1	5	0.0197201	3	3	138.344	0.754	0.542	2.173
5	0.806128	1	5	0.0195304	3	3	139.15	0.758	0.546	2.189
5	0.82592	1	5	0.0192811	3	3	139.976	0.762	0.55	2.204
5	0.855076	1	5	0.0189771	3	3	140.831	0.767	0.553	2.219
5	0.896833	1	5	0.0186032	3	3	141.728	0.771	0.557	2.233
5	0.957312	1	5	0.0181047	3	3	142.686	0.775	0.561	2.248
5	0.973705	1	7	0.0194949	3	3	143.659	0.78	0.565	2.263
5	0.957212	1	7	0.0205169	3	3	144.616	0.784	0.569	2.278
5	0.930673	1	7	0.0208555	3	3	145.547	0.79	0.573	2.293
5	0.900939	1	7	0.0209901	3	3	146.448	0.795	0.577	2.309
5	0.871738	1	3	0.0210049	3	3	147.32	0.8	0.581	2.324
5	0.844882	1	3	0.0209536	3	3	148.165	0.804	0.586	2.339
5	0.821122	1	3	0.0208681	3	3	148.986	0.808	0.591	2.355
5	0.801118	1	3	0.0207491	3	3	149.787	0.812	0.595	2.373
5	0.784248	1	3	0.0206453	3	3	150.571	0.816	0.599	2.388
5	0.774833	1	3	0.0203645	3	3	151.346	0.82	0.603	2.403
5	0.781371	1	3	0.019749	3	3	152.127	0.825	0.607	2.418
5	0.84103	1	3	0.0178719	4	4	152.968	0.831	0.612	2.437
5	1.1622	1	3	0.0117095	4	4	154.131	0.837	0.616	2.457
5	1.02851	1	6	0.0238995	3	3	155.159	0.842	0.619	2.474
5	0.903509	1	4	0.0241507	3	3	156.063	0.846	0.623	2.488
5	0.847463	1	4	0.021984	3	3	156.91	0.85	0.627	2.503
5	0.827693	1	4	0.0207165	3	3	157.738	0.856	0.631	2.518
5	0.823	1	4	0.0201711	3	3	158.561	0.864	0.635	2.533
5	0.823203	1	4	0.0199926	3	3	159.384	0.871	0.638	2.548
5	0.826218	1	4	0.0198905	3	3	160.21	0.877	0.642	2.563
5	0.827488	1	4	0.019954	3	3	161.038	0.882	0.646	2.577
5	0.82504	1	4	0.020089	3	3	161.863	0.887	0.649	2.591
5	0.81887	1	4	0.020226	3	3	162.682	0.894	0.652	2.605
5	0.809592	1	4	0.0203438	3	3	163.491	0.899	0.655	2.619
5	0.797949	1	4	0.0204377	3	3	164.289	0.903	0.659	2.634
5	0.784638	1	4	0.0205089	3	3	165.074	0.909	0.663	2.647
