 % Reservoir Output 
 % Unit for Total Component: B.O. ~ lb/day || Compositional ~ mol/day 

time	pres	temp	comp0	comp1	comp2	comp3	comp4	min0	
day	psi	F	**	**	**	**	**	
   131.843	   30.0371	   1109.67	0.00875636	1.55758e-027	0.129471	3.17255	0.05225	676.524	
   132.722	   30.0386	   1109.67	0.00869722	5.52932e-028	0.128886	3.16797	0.0517511	675.906	
   133.567	   30.0403	   1109.67	0.00864046	1.99333e-028	0.128322	3.16248	0.0512412	675.303	
   134.388	   30.0421	   1109.67	0.00858566	7.26703e-029	0.127774	3.15599	0.0507163	674.71	
    135.19	    30.044	   1109.67	0.00853244	2.66793e-029	0.127238	3.14837	0.0501719	674.122	
    135.98	   30.0462	   1109.67	0.00848052	9.81968e-030	0.12671	3.13944	0.0496027	673.535	
   136.765	   30.0487	   1109.67	0.00842958	3.6061e-030	0.126186	3.12895	0.0490022	672.945	
   137.551	   30.0511	   1109.67	0.00837908	1.31404e-030	0.125661	3.11665	0.0483636	672.346	
   138.344	   30.0532	   1109.67	0.00832868	4.72772e-031	0.125128	3.10228	0.0476801	671.734	
    139.15	   30.0556	   1109.67	0.00827834	1.67223e-031	0.124587	3.08546	0.0469437	671.104	
   139.976	   30.0583	   1109.67	0.00822778	5.78084e-032	0.124034	3.06565	0.0461432	670.45	
   140.831	   30.0613	   1109.67	0.00817664	1.93863e-032	0.123462	3.04212	0.0452629	669.765	
   141.728	   30.0647	   1109.67	0.00812444	6.24645e-033	0.122864	3.01376	0.0442809	669.035	
   142.686	   30.0685	   1109.67	0.00807053	1.9079e-033	0.122228	2.97887	0.0431631	668.246	
   143.659	   30.0725	   1109.67	0.0080177	5.71037e-034	0.121583	2.93834	0.0419551	667.43	
   144.616	   30.0765	   1109.67	0.00796783	1.7163e-034	0.120951	2.89347	0.0407014	666.618	
   145.547	   30.0803	   1109.67	0.00792144	5.22309e-035	0.12034	2.84509	0.0394246	665.817	
   146.448	   30.0837	   1109.67	0.00787867	1.61485e-035	0.119751	2.7939	0.0381403	665.031	
    147.32	   30.0868	   1109.67	0.00783953	5.07512e-036	0.119187	2.74048	0.0368591	664.261	
   148.165	   30.0895	   1109.67	0.00780401	1.61984e-036	0.118648	2.68527	0.0355881	663.506	
   148.986	   30.0918	   1109.67	0.00777235	5.24216e-037	0.11814	2.62864	0.0343318	662.764	
   149.787	   30.0936	   1109.67	0.00774526	1.71646e-037	0.117673	2.57082	0.0330926	662.032	
   150.571	    30.095	   1109.67	0.00772486	5.67918e-038	0.117274	2.51203	0.031873	661.307	
   151.346	   30.0961	   1109.67	0.00771726	1.89172e-038	0.117025	2.45218	0.0306682	660.584	
   152.127	   30.0961	   1109.67	0.00774622	6.30836e-039	0.117238	2.39076	0.0294634	659.846	
   152.968	   30.0931	   1109.67	0.00790725	1.58142e-020	0.119162	2.32553	0.0281987	659.044	
   154.131	   30.0896	   1109.67	0.00822625	2.21743e-021	0.123101	2.23571	0.026516	657.917	
   155.159	   30.0896	   1109.67	0.00836863	3.37876e-022	0.124789	2.15335	0.0250665	656.907	
   156.063	    30.089	   1109.67	0.0084049	5.66609e-023	0.125139	2.0795	0.0238323	656.009	
    156.91	   30.0876	   1109.67	0.00840454	9.97693e-024	0.125036	2.0098	0.0227157	655.158	
   157.738	   30.0859	   1109.67	0.00839132	1.78872e-024	0.124776	1.94166	0.0216665	654.318	
   158.561	   30.0843	   1109.67	0.00837335	3.21915e-025	0.124459	1.87392	0.020664	653.474	
   159.384	   30.0823	   1109.67	0.00835334	5.78596e-026	0.124118	1.80617	0.0197013	652.621	
    160.21	   30.0804	   1109.67	0.00833245	1.03527e-026	0.123767	1.7381	0.0187738	651.757	
   161.038	   30.0788	   1109.67	0.00831115	1.84664e-027	0.123413	1.66973	0.017882	650.882	
   161.863	   30.0773	   1109.67	0.00828969	3.29565e-028	0.123059	1.6012	0.0170273	650.001	
   162.682	    30.076	   1109.67	0.00826825	5.90869e-029	0.122706	1.53259	0.0162103	649.118	
   163.491	   30.0749	   1109.67	0.00824697	1.06843e-029	0.122358	1.46407	0.0154315	648.237	
   164.289	   30.0739	   1109.67	0.00822599	1.95612e-030	0.122014	1.39576	0.0146903	647.361	
   165.074	   30.0731	   1109.67	0.0082054	3.64106e-031	0.121677	1.32774	0.013986	646.491	
   165.844	   30.0724	   1109.67	0.00818533	6.92279e-032	0.121347	1.26006	0.0133169	645.63	
   166.599	   30.0717	   1109.67	0.00816586	1.35216e-032	0.121025	1.19275	0.0126817	644.778	
    167.34	   30.0712	   1109.67	0.0081471	2.732e-033	0.120711	1.1258	0.0120785	643.936	
   168.063	   30.0707	   1109.67	0.00812925	5.76621e-034	0.120408	1.05934	0.0115067	643.106	
   168.771	   30.0702	   1109.67	0.00811247	1.28265e-034	0.120116	0.993384	0.0109647	642.288	
   169.463	   30.0699	   1109.67	0.00809701	3.02787e-035	0.11984	0.927885	0.0104508	641.483	
    170.14	   30.0695	   1109.67	0.00808325	7.60927e-036	0.119584	0.86277	0.009963	640.687	
   170.806	   30.0689	   1109.67	0.00807201	2.03211e-036	0.119356	0.797932	0.00949925	639.901	
    171.46	   30.0679	   1109.67	0.00806518	5.73644e-037	0.119182	0.733427	0.0090585	639.122	
   172.109	   30.0665	   1109.67	0.00806868	1.69495e-037	0.119136	0.66908	0.00863775	638.345	
   172.763	   30.0642	   1109.67	0.00810659	5.1961e-038	0.119525	0.604602	0.00823138	637.556	
   173.463	   30.0582	   1109.67	0.00828833	1.64945e-038	0.121745	0.539016	0.00782087	636.704	
   174.088	    30.052	   1109.67	0.00856878	6.1599e-039	0.125237	0.483988	0.00747599	635.94	
   174.537	   30.0498	   1109.67	0.00871453	2.83365e-039	0.127038	0.444069	0.00723722	635.388	
   174.908	   30.0484	   1109.67	0.0087825	1.43128e-039	0.127863	0.41058	0.0070462	634.93	
   175.243	    30.047	   1109.67	0.0088157	7.52484e-040	0.128251	0.380084	0.00687868	634.515	
   175.561	   30.0456	   1109.67	0.00883218	4.01632e-040	0.128431	0.351054	0.00672429	634.12	
   175.871	   30.0443	   1109.67	0.00884012	2.15093e-040	0.128504	0.322767	0.00657835	633.733	
   176.177	    30.043	   1109.67	0.00884351	1.14951e-040	0.12852	0.294815	0.00643835	633.351	
   176.481	   30.0417	   1109.67	0.00884451	6.11916e-041	0.128505	0.267011	0.00630315	632.97	
   176.783	   30.0405	   1109.67	0.00884432	3.24371e-041	0.128476	0.239307	0.00617246	632.59	
   177.084	   30.0395	   1109.67	0.00884362	1.71219e-041	0.128441	0.211672	0.00604615	632.21	
   177.384	   30.0385	   1109.67	0.00884285	9.00027e-042	0.128404	0.1841	0.00592427	631.83	
   177.684	    30.037	   1109.67	0.00884221	4.71142e-042	0.128369	0.15655	0.00580633	631.449	
   177.983	   30.0354	   1109.67	0.00884233	2.45731e-042	0.128343	0.129076	0.00569197	631.068	
   178.283	    30.034	   1109.67	0.00884448	1.27708e-042	0.128343	0.101867	0.00558124	630.685	
   178.584	   30.0339	   1109.67	0.0088527	6.60575e-043	0.128421	0.0753706	0.00547164	630.299	
   178.893	   30.0329	   1109.67	0.00888536	3.39878e-043	0.12881	0.05202	0.00536024	629.902	
   179.241	   30.0297	   1109.67	0.00902041	1.71974e-043	0.130505	0.0394164	0.00523525	629.453	
   179.827	   30.0283	   1109.67	0.00918774	6.52606e-044	0.132617	0.034925	0.00503135	628.693	
       180	   30.0284	   1109.67	0.00921838	4.33767e-044	0.133004	0.034264	0.00497186	628.468	
   180.511	   30.0287	   1109.67	0.00923927	1.68514e-044	0.13327	0.0336878	0.00480361	627.801	
    182.01	   30.0292	   1109.67	0.00923496	2.87423e-045	0.133227	0.0332539	0.00437043	625.814	
   186.336	   30.0305	   1109.67	0.00920025	1.80172e-046	0.13284	0.0326131	0.00351283	619.849	
   196.336	   30.0335	   1109.67	0.00911975	4.56757e-048	0.131968	0.0317893	0.00263186	604.871	
   206.336	   30.0364	   1109.67	0.00904501	1.05847e-049	0.131157	0.0312653	0.00225663	588.69	
   216.336	   30.0392	   1109.67	0.00897751	2.26248e-051	0.130407	0.0308636	0.002044	571.291	
   226.336	    30.042	   1109.67	0.00891752	4.49796e-053	0.129719	0.0305319	0.0018925	552.666	
   236.336	   30.0447	   1109.67	0.00886442	8.38581e-055	0.129089	0.0302513	0.00177618	532.822	
       240	   30.0457	   1109.67	0.00884599	4.07407e-056	0.128866	0.0301557	0.00173975	525.38	
       250	   30.0481	   1109.67	0.00880103	7.05924e-058	0.128312	0.0299283	0.00165556	503.907	
       260	   30.0503	   1109.67	0.00876109	1.17187e-059	0.127809	0.0297305	0.0015875	481.351	
       270	   30.0521	   1109.67	0.00872537	1.88414e-061	0.127354	0.0295568	0.00153162	457.841	
       280	   30.0535	   1109.67	0.00869315	2.96801e-063	0.126942	0.0294022	0.00148502	433.541	
       290	   30.0545	   1109.67	0.00866369	4.63632e-065	0.126571	0.0292626	0.00144556	408.649	
       300	   30.0549	   1109.67	0.00863628	7.27175e-067	0.126236	0.0291342	0.00141174	383.386	
       310	   30.0549	   1109.67	0.00861019	1.15977e-068	0.125936	0.0290133	0.00138248	357.981	
       320	   30.0544	   1109.67	0.00858467	1.90511e-070	0.125667	0.0288965	0.00135707	332.66	
       330	   30.0535	   1109.67	0.00855893	3.26545e-072	0.125427	0.0287802	0.00133504	307.639	
       340	   30.0521	   1109.67	0.00853211	6.00582e-074	0.125216	0.028661	0.0013161	283.114	
       350	   30.0504	   1109.67	0.00850329	2.11711e-075	0.125034	0.0285351	0.0013001	259.258	
       360	   30.0485	   1109.67	0.00847148	9.97462e-076	0.124882	0.0283991	0.00128697	236.219	
       370	   30.0463	   1109.67	0.00843565	9.73659e-076	0.12476	0.0282497	0.00127666	214.12	
       380	   30.0439	   1109.67	0.00839481	9.72755e-076	0.124669	0.0280843	0.00126919	193.057	
       390	   30.0414	   1109.67	0.00834806	9.72432e-076	0.124611	0.0279014	0.00126456	173.108	
       400	   30.0388	   1109.67	0.00829475	9.72175e-076	0.124584	0.0277007	0.00126278	154.328	
       410	   30.0362	   1109.67	0.00823446	9.7196e-076	0.124585	0.0274837	0.00126383	136.755	
       420	   30.0335	   1109.67	0.00816714	9.71781e-076	0.124611	0.0272532	0.0012677	120.413	
       430	   30.0309	   1109.67	0.00809298	9.71629e-076	0.124657	0.027013	0.00127435	105.311	
       440	   30.0282	   1109.67	0.00801028	9.71499e-076	0.124786	0.0267266	0.0012567	91.4464	
       450	   30.0257	   1109.67	0.00791941	9.71386e-076	0.125062	0.0263401	0.00119866	78.8056	
       460	   30.0232	   1109.67	0.00782603	9.71288e-076	0.125427	0.0258715	0.0011401	67.3656	
       470	   30.0207	   1109.67	0.00773278	9.71202e-076	0.125837	0.0253498	0.00109424	57.094	
       480	   30.0184	   1109.67	0.00764064	9.71128e-076	0.126265	0.0248002	0.00106372	47.9499	
       490	   30.0162	   1109.67	0.0075495	9.71063e-076	0.126694	0.0242407	0.00104727	39.8838	
       500	   30.0142	   1109.67	0.00745857	9.71007e-076	0.127116	0.0236826	0.00104242	32.8387	
       510	   30.0122	   1109.67	0.00736667	9.70959e-076	0.127529	0.0231315	0.00104665	26.7503	
       520	   30.0105	   1109.67	0.00727232	9.70918e-076	0.127935	0.0225897	0.00105777	21.5481	
       530	   30.0088	   1109.67	0.00717399	9.70883e-076	0.128337	0.0220572	0.00107398	17.1565	
       540	   30.0074	   1109.67	0.00707009	9.70853e-076	0.128739	0.0215331	0.00109388	13.4962	
       550	   30.0061	   1109.67	0.00695908	9.70828e-076	0.129145	0.0210158	0.00111639	10.486	
       560	    30.005	   1109.67	0.0068394	9.70807e-076	0.129561	0.0205039	0.00114065	8.04479	
       570	    30.004	   1109.67	0.006706	9.70789e-076	0.130101	0.0199259	0.00112189	6.09321	
       580	   30.0032	   1109.67	0.00656047	9.70774e-076	0.130786	0.0192463	0.0010742	4.55584	
       590	   30.0026	   1109.67	0.00640623	9.70761e-076	0.131569	0.0184822	0.00102794	3.36268	
       600	    30.002	   1109.67	0.00624465	9.7075e-076	0.132413	0.0176624	0.000992869	2.45041	
       610	   30.0016	   1109.67	0.00607586	9.70741e-076	0.133287	0.0168148	0.000970437	1.76322	
       620	   30.0012	   1109.67	0.0059001	9.70734e-076	0.134168	0.0159653	0.000959037	1.25315	
       630	   30.0009	   1109.67	0.00571726	9.70728e-076	0.135038	0.0151348	0.000956207	0.879965	
       640	   30.0007	   1109.67	0.00552229	9.70723e-076	0.136083	0.0142118	0.000882486	0.610715	
       650	   30.0006	   1109.67	0.00532442	9.70719e-076	0.1372	0.0132275	0.000807504	0.41909	
       660	   30.0005	   1109.67	0.00512847	9.70715e-076	0.138323	0.0122297	0.000746479	0.284486	
       670	   30.0004	   1109.67	0.00493333	9.70712e-076	0.139566	0.0111608	0.000637039	0.191113	
       680	   30.0003	   1109.67	0.00474429	9.70709e-076	0.140925	0.010011	0.000489258	0.127114	
       690	   30.0002	   1109.67	0.00456905	9.70707e-076	0.142289	0.00883697	0.000353947	0.0837459	
       700	   30.0002	   1109.67	0.00441118	9.70705e-076	0.143585	0.00769524	0.000246995	0.054677	
       710	   30.0002	   1109.67	0.00427167	9.70704e-076	0.144772	0.00662575	0.000168035	0.0353926	
       720	   30.0001	   1109.67	0.00415016	9.70702e-076	0.145833	0.00565199	0.000112081	0.0227245	
