Results for well: PROD_Seg.out in the reservoir: PROD_Seg.out

t	BHP	q(Gas)	q(Oil)	 q(Water)
days	psi	Mscf/d	stb/d	stb/d
0         	0         	-         	0         	0         	0         	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	Y[4]	X[0]	X[1]	X[2]	X[3]	X[4]	
Seg 22	307.908	99.67	0.963601	0.916569	0.0470308	1.00317e-006	0.951192	0.0488073	1.04106e-006		0.952386	0.040388	0.00244848	0.00477795	0	0.0843522	0.184264	0.243787	0.487597	0	
Seg 23	307.922	99.67	0.963554	0.916522	0.0470311	1.00317e-006	0.951189	0.04881	1.04111e-006		0.952387	0.040387	0.00244841	0.00477782	0	0.0843561	0.184265	0.243785	0.487594	0	


0.951711 0.0409518 0.00248503 0.00485175 0 0.0821966 0.183596 0.244728 0.489479 0 0.951747 0.0409223 0.0024831 0.00484784 0 0.0823074 0.183632 0.24468 0.489381 0 0.951782 0.0408928 0.00248117 0.00484395 0 0.0824183 0.183667 0.244631 0.489284 0 0.951817 0.0408633 0.00247924 0.00484006 0 0.0825293 0.183703 0.244582 0.489186 0 0.951853 0.0408339 0.00247732 0.00483618 0 0.0826405 0.183738 0.244533 0.489088 0 0.951888 0.0408045 0.0024754 0.00483231 0 0.0827517 0.183773 0.244484 0.488991 0 0.951923 0.0407751 0.00247348 0.00482844 0 0.0828632 0.183808 0.244436 0.488893 0 0.951958 0.0407457 0.00247157 0.00482458 0 0.0829747 0.183843 0.244387 0.488795 0 0.951993 0.0407164 0.00246967 0.00482073 0 0.0830865 0.183878 0.244338 0.488698 0 0.952028 0.0406871 0.00246776 0.00481689 0 0.0831983 0.183913 0.244289 0.4886 0 0.952064 0.0406573 0.00246583 0.004813 0 0.0833119 0.183948 0.244239 0.488501 0 0.952099 0.0406276 0.00246391 0.00480912 0 0.0834257 0.183983 0.24419 0.488402 0 0.952135 0.040598 0.00246199 0.00480524 0 0.0835395 0.184018 0.24414 0.488302 0 0.95217 0.0405683 0.00246008 0.00480138 0 0.0836536 0.184053 0.24409 0.488203 0 0.952206 0.0405387 0.00245817 0.00479752 0 0.0837677 0.184088 0.244041 0.488104 0 0.952241 0.0405091 0.00245626 0.00479367 0 0.083882 0.184122 0.243991 0.488005 0 0.952276 0.0404795 0.00245436 0.00478982 0 0.0839965 0.184157 0.243941 0.487905 0 0.952312 0.04045 0.00245246 0.00478599 0 0.084111 0.184192 0.243892 0.487806 0 0.952347 0.0404205 0.00245056 0.00478216 0 0.0842258 0.184226 0.243842 0.487706 0 0.952382 0.040391 0.00244867 0.00477834 0 0.0843406 0.18426 0.243792 0.487607 0 0.952383 0.04039 0.00244861 0.00477821 0 0.0843445 0.184261 0.24379 0.487604 0 0.952384 0.040389 0.00244854 0.00477808 0 0.0843483 0.184263 0.243789 0.4876 0 0.952386 0.040388 0.00244848 0.00477795 0 0.0843522 0.184264 0.243787 0.487597 0 0.952387 0.040387 0.00244841 0.00477782 0 0.0843561 0.184265 0.243785 0.487594 0 4.96333   	300       	99.67     	4.10978   	37.4396   	0.000808205	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	Y[4]	X[0]	X[1]	X[2]	X[3]	X[4]	
Seg 0	300	99.67	0.862293	0.820333	0.0419587	8.96828e-007	0.951339	0.0486595	1.04005e-006		0.951673	0.0409912	0.00248456	0.00485081	0	0.0821971	0.18377	0.24467	0.489363	0	
Seg 1	300.41	99.67	0.86105	0.819085	0.0419642	8.96832e-007	0.951263	0.0487361	1.04156e-006		0.951709	0.0409611	0.00248261	0.00484688	0	0.0823089	0.183805	0.244621	0.489265	0	
Seg 2	300.82	99.67	0.859808	0.817837	0.0419696	8.96834e-007	0.951186	0.0488128	1.04306e-006		0.951745	0.0409311	0.00248067	0.00484295	0	0.0824208	0.18384	0.244572	0.489167	0	
Seg 3	301.231	99.67	0.858567	0.816592	0.041975	8.96837e-007	0.951109	0.0488896	1.04457e-006		0.951781	0.0409011	0.00247873	0.00483904	0	0.0825329	0.183874	0.244524	0.489069	0	
Seg 4	301.642	99.67	0.857329	0.815347	0.0419804	8.96839e-007	0.951032	0.0489665	1.04609e-006		0.951817	0.0408711	0.00247679	0.00483513	0	0.0826451	0.183909	0.244475	0.488972	0	
Seg 5	302.054	99.67	0.856092	0.814105	0.0419858	8.96842e-007	0.950955	0.0490436	1.0476e-006		0.951853	0.0408412	0.00247486	0.00483123	0	0.0827574	0.183943	0.244426	0.488874	0	
Seg 6	302.466	99.67	0.854857	0.812865	0.0419912	8.96844e-007	0.950878	0.0491208	1.04912e-006		0.951889	0.0408112	0.00247293	0.00482733	0	0.0828699	0.183978	0.244377	0.488776	0	
Seg 7	302.88	99.67	0.853623	0.811626	0.0419966	8.96847e-007	0.950801	0.0491981	1.05064e-006		0.951924	0.0407813	0.002471	0.00482344	0	0.0829825	0.184012	0.244328	0.488678	0	
Seg 8	303.293	99.67	0.852392	0.810389	0.042002	8.96849e-007	0.950723	0.0492755	1.05216e-006		0.95196	0.0407514	0.00246908	0.00481956	0	0.0830953	0.184046	0.244279	0.48858	0	
Seg 9	303.707	99.67	0.851162	0.809154	0.0420074	8.96852e-007	0.950646	0.049353	1.05368e-006		0.951996	0.0407216	0.00246716	0.00481569	0	0.0832082	0.18408	0.24423	0.488482	0	
Seg 10	304.127	99.67	0.84992	0.807907	0.0420129	8.96854e-007	0.950567	0.0494316	1.05522e-006		0.952032	0.0406914	0.00246523	0.00481179	0	0.0833225	0.184114	0.24418	0.488383	0	
Seg 11	304.547	99.67	0.848681	0.806661	0.0420184	8.96858e-007	0.950489	0.0495103	1.05677e-006		0.952068	0.0406612	0.00246329	0.00480789	0	0.083437	0.184149	0.244131	0.488284	0	
Seg 12	304.967	99.67	0.847443	0.805418	0.042024	8.96862e-007	0.95041	0.0495892	1.05832e-006		0.952104	0.0406311	0.00246137	0.00480399	0	0.0835516	0.184183	0.244081	0.488185	0	
Seg 13	305.388	99.67	0.846206	0.804176	0.0420295	8.96866e-007	0.950331	0.0496682	1.05987e-006		0.952139	0.040601	0.00245944	0.00480011	0	0.0836663	0.184217	0.244031	0.488085	0	
Seg 14	305.81	99.67	0.844972	0.802936	0.0420351	8.9687e-007	0.950252	0.0497473	1.06142e-006		0.952175	0.0405709	0.00245752	0.00479623	0	0.0837812	0.184251	0.243982	0.487986	0	
Seg 15	306.232	99.67	0.84374	0.801698	0.0420406	8.96874e-007	0.950172	0.0498265	1.06297e-006		0.952211	0.0405409	0.00245561	0.00479237	0	0.0838962	0.184285	0.243932	0.487887	0	
Seg 16	306.655	99.67	0.842509	0.800462	0.0420461	8.96878e-007	0.950093	0.0499059	1.06453e-006		0.952247	0.0405109	0.0024537	0.0047885	0	0.0840114	0.184318	0.243882	0.487788	0	
Seg 17	307.078	99.67	0.84128	0.799228	0.0420517	8.96882e-007	0.950014	0.0499853	1.06609e-006		0.952283	0.0404809	0.00245179	0.00478465	0	0.0841267	0.184352	0.243833	0.487688	0	
Seg 18	307.502	99.67	0.840053	0.797995	0.0420572	8.96886e-007	0.949934	0.050065	1.06765e-006		0.952318	0.0404509	0.00244988	0.00478081	0	0.0842422	0.184386	0.243783	0.487589	0	
Seg 19	307.927	99.67	0.838828	0.796764	0.0420628	8.9689e-007	0.949854	0.0501447	1.06922e-006		0.952354	0.040421	0.00244798	0.00477697	0	0.0843578	0.184419	0.243733	0.48749	0	
Seg 20	307.938	99.67	0.838796	0.796732	0.0420631	8.96895e-007	0.949852	0.050147	1.06926e-006		0.952355	0.0404202	0.00244794	0.00477687	0	0.0843608	0.18442	0.243732	0.487487	0	
Seg 21	307.949	99.67	0.838765	0.7967	0.0420635	8.96899e-007	0.94985	0.0501493	1.06931e-006		0.952356	0.0404194	0.00244789	0.00477677	0	0.0843638	0.184421	0.243731	0.487485	0	
Seg 22	307.96	99.67	0.838733	0.796668	0.0420638	8.96902e-007	0.949847	0.0501516	1.06935e-006		0.952357	0.0404187	0.00244784	0.00477667	0	0.0843668	0.184422	0.243729	0.487482	0	
Seg 23	307.971	99.67	0.838701	0.796636	0.0420641	8.96906e-007	0.949845	0.0501538	1.0694e-006		0.952358	0.0404179	0.00244779	0.00477657	0	0.0843698	0.184423	0.243728	0.487479	0	


0.951673 0.0409912 0.00248456 0.00485081 0 0.0821971 0.18377 0.24467 0.489363 0 0.951709 0.0409611 0.00248261 0.00484688 0 0.0823089 0.183805 0.244621 0.489265 0 0.951745 0.0409311 0.00248067 0.00484295 0 0.0824208 0.18384 0.244572 0.489167 0 0.951781 0.0409011 0.00247873 0.00483904 0 0.0825329 0.183874 0.244524 0.489069 0 0.951817 0.0408711 0.00247679 0.00483513 0 0.0826451 0.183909 0.244475 0.488972 0 0.951853 0.0408412 0.00247486 0.00483123 0 0.0827574 0.183943 0.244426 0.488874 0 0.951889 0.0408112 0.00247293 0.00482733 0 0.0828699 0.183978 0.244377 0.488776 0 0.951924 0.0407813 0.002471 0.00482344 0 0.0829825 0.184012 0.244328 0.488678 0 0.95196 0.0407514 0.00246908 0.00481956 0 0.0830953 0.184046 0.244279 0.48858 0 0.951996 0.0407216 0.00246716 0.00481569 0 0.0832082 0.18408 0.24423 0.488482 0 0.952032 0.0406914 0.00246523 0.00481179 0 0.0833225 0.184114 0.24418 0.488383 0 0.952068 0.0406612 0.00246329 0.00480789 0 0.083437 0.184149 0.244131 0.488284 0 0.952104 0.0406311 0.00246137 0.00480399 0 0.0835516 0.184183 0.244081 0.488185 0 0.952139 0.040601 0.00245944 0.00480011 0 0.0836663 0.184217 0.244031 0.488085 0 0.952175 0.0405709 0.00245752 0.00479623 0 0.0837812 0.184251 0.243982 0.487986 0 0.952211 0.0405409 0.00245561 0.00479237 0 0.0838962 0.184285 0.243932 0.487887 0 0.952247 0.0405109 0.0024537 0.0047885 0 0.0840114 0.184318 0.243882 0.487788 0 0.952283 0.0404809 0.00245179 0.00478465 0 0.0841267 0.184352 0.243833 0.487688 0 0.952318 0.0404509 0.00244988 0.00478081 0 0.0842422 0.184386 0.243783 0.487589 0 0.952354 0.040421 0.00244798 0.00477697 0 0.0843578 0.184419 0.243733 0.48749 0 0.952355 0.0404202 0.00244794 0.00477687 0 0.0843608 0.18442 0.243732 0.487487 0 0.952356 0.0404194 0.00244789 0.00477677 0 0.0843638 0.184421 0.243731 0.487485 0 0.952357 0.0404187 0.00244784 0.00477667 0 0.0843668 0.184422 0.243729 0.487482 0 0.952358 0.0404179 0.00244779 0.00477657 0 0.0843698 0.184423 0.243728 0.487479 0 5.5821    	300       	99.67     	3.58009   	34.1008   	0.00073403	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	Y[4]	X[0]	X[1]	X[2]	X[3]	X[4]	
Seg 0	300	99.67	0.752707	0.714495	0.0382114	8.1449e-007	0.949234	0.0507652	1.08208e-006		0.951639	0.041027	0.00248414	0.00484996	0	0.0821976	0.183928	0.244617	0.489257	0	
Seg 1	300.419	99.67	0.751601	0.713384	0.0382165	8.14497e-007	0.949152	0.0508468	1.08368e-006		0.951676	0.0409959	0.00248215	0.00484595	0	0.0823118	0.183962	0.244568	0.489158	0	
Seg 2	300.838	99.67	0.750493	0.712271	0.0382215	8.14501e-007	0.94907	0.0509286	1.08529e-006		0.951713	0.0409648	0.00248017	0.00484195	0	0.0824262	0.183996	0.244519	0.489059	0	
Seg 3	301.258	99.67	0.749387	0.711159	0.0382265	8.14505e-007	0.948988	0.0510104	1.08689e-006		0.95175	0.0409337	0.00247819	0.00483796	0	0.0825407	0.18403	0.244469	0.488961	0	
Seg 4	301.678	99.67	0.748282	0.71005	0.0382316	8.14508e-007	0.948906	0.0510925	1.0885e-006		0.951787	0.0409026	0.00247621	0.00483397	0	0.0826554	0.184063	0.24442	0.488862	0	
Seg 5	302.1	99.67	0.747179	0.708942	0.0382366	8.14512e-007	0.948824	0.0511746	1.09012e-006		0.951824	0.0408716	0.00247424	0.00482999	0	0.0827702	0.184097	0.24437	0.488763	0	
Seg 6	302.521	99.67	0.746078	0.707835	0.0382416	8.14516e-007	0.948742	0.0512569	1.09173e-006		0.951861	0.0408406	0.00247227	0.00482602	0	0.0828852	0.18413	0.244321	0.488664	0	
Seg 7	302.944	99.67	0.744978	0.70673	0.0382466	8.1452e-007	0.94866	0.0513393	1.09335e-006		0.951898	0.0408096	0.00247031	0.00482206	0	0.0830004	0.184164	0.244271	0.488565	0	
Seg 8	303.366	99.67	0.743879	0.705627	0.0382517	8.14524e-007	0.948577	0.0514219	1.09497e-006		0.951935	0.0407787	0.00246835	0.00481811	0	0.0831157	0.184197	0.244222	0.488466	0	
Seg 9	303.79	99.67	0.742783	0.704525	0.0382567	8.14528e-007	0.948494	0.0515045	1.09659e-006		0.951972	0.0407477	0.0024664	0.00481416	0	0.0832311	0.18423	0.244172	0.488367	0	
Seg 10	304.218	99.67	0.741678	0.703416	0.0382618	8.14531e-007	0.948411	0.0515881	1.09823e-006		0.952009	0.0407166	0.00246443	0.00481019	0	0.0833477	0.184263	0.244122	0.488267	0	
Seg 11	304.646	99.67	0.740576	0.702308	0.0382669	8.14537e-007	0.948327	0.0516719	1.09987e-006		0.952046	0.0406854	0.00246246	0.00480622	0	0.0834644	0.184296	0.244072	0.488167	0	
Seg 12	305.075	99.67	0.739475	0.701202	0.0382721	8.14543e-007	0.948243	0.0517558	1.10152e-006		0.952083	0.0406543	0.0024605	0.00480226	0	0.0835813	0.18433	0.244022	0.488067	0	
Seg 13	305.504	99.67	0.738375	0.700097	0.0382773	8.14549e-007	0.948159	0.0518399	1.10316e-006		0.95212	0.0406232	0.00245855	0.00479832	0	0.0836984	0.184363	0.243972	0.487967	0	
Seg 14	305.935	99.67	0.737277	0.698994	0.0382825	8.14555e-007	0.948075	0.0519241	1.10482e-006		0.952157	0.0405922	0.0024566	0.00479437	0	0.0838156	0.184395	0.243922	0.487867	0	
Seg 15	306.365	99.67	0.736181	0.697893	0.0382876	8.14561e-007	0.94799	0.0520085	1.10647e-006		0.952194	0.0405611	0.00245465	0.00479044	0	0.0839329	0.184428	0.243872	0.487767	0	
Seg 16	306.797	99.67	0.735086	0.696793	0.0382928	8.14567e-007	0.947906	0.0520929	1.10812e-006		0.952231	0.0405301	0.00245271	0.00478652	0	0.0840504	0.184461	0.243822	0.487667	0	
Seg 17	307.229	99.67	0.733993	0.695695	0.038298	8.14573e-007	0.947821	0.0521776	1.10978e-006		0.952267	0.0404992	0.00245077	0.0047826	0	0.0841681	0.184494	0.243772	0.487567	0	
Seg 18	307.661	99.67	0.732902	0.694598	0.0383032	8.14579e-007	0.947737	0.0522623	1.11144e-006		0.952304	0.0404682	0.00244883	0.00477869	0	0.0842859	0.184526	0.243722	0.487466	0	
Seg 19	308.094	99.67	0.731812	0.693503	0.0383084	8.14585e-007	0.947652	0.0523472	1.11311e-006		0.952341	0.0404373	0.0024469	0.00477479	0	0.0844039	0.184558	0.243671	0.487366	0	
Seg 20	308.103	99.67	0.731791	0.693481	0.0383088	8.14592e-007	0.947649	0.0523494	1.11315e-006		0.952342	0.0404367	0.00244686	0.00477471	0	0.0844062	0.184559	0.24367	0.487364	0	
Seg 21	308.112	99.67	0.731769	0.693459	0.0383092	8.14597e-007	0.947647	0.0523514	1.11319e-006		0.952342	0.040436	0.00244682	0.00477463	0	0.0844086	0.18456	0.243669	0.487362	0	
Seg 22	308.12	99.67	0.731748	0.693437	0.0383095	8.14602e-007	0.947645	0.0523534	1.11323e-006		0.952343	0.0404354	0.00244678	0.00477456	0	0.0844109	0.18456	0.243668	0.48736	0	
Seg 23	308.129	99.67	0.731726	0.693415	0.0383099	8.14607e-007	0.947643	0.0523555	1.11327e-006		0.952344	0.0404348	0.00244675	0.00477448	0	0.0844133	0.184561	0.243667	0.487358	0	


0.951639 0.041027 0.00248414 0.00484996 0 0.0821976 0.183928 0.244617 0.489257 0 0.951676 0.0409959 0.00248215 0.00484595 0 0.0823118 0.183962 0.244568 0.489158 0 0.951713 0.0409648 0.00248017 0.00484195 0 0.0824262 0.183996 0.244519 0.489059 0 0.95175 0.0409337 0.00247819 0.00483796 0 0.0825407 0.18403 0.244469 0.488961 0 0.951787 0.0409026 0.00247621 0.00483397 0 0.0826554 0.184063 0.24442 0.488862 0 0.951824 0.0408716 0.00247424 0.00482999 0 0.0827702 0.184097 0.24437 0.488763 0 0.951861 0.0408406 0.00247227 0.00482602 0 0.0828852 0.18413 0.244321 0.488664 0 0.951898 0.0408096 0.00247031 0.00482206 0 0.0830004 0.184164 0.244271 0.488565 0 0.951935 0.0407787 0.00246835 0.00481811 0 0.0831157 0.184197 0.244222 0.488466 0 0.951972 0.0407477 0.0024664 0.00481416 0 0.0832311 0.18423 0.244172 0.488367 0 0.952009 0.0407166 0.00246443 0.00481019 0 0.0833477 0.184263 0.244122 0.488267 0 0.952046 0.0406854 0.00246246 0.00480622 0 0.0834644 0.184296 0.244072 0.488167 0 0.952083 0.0406543 0.0024605 0.00480226 0 0.0835813 0.18433 0.244022 0.488067 0 0.95212 0.0406232 0.00245855 0.00479832 0 0.0836984 0.184363 0.243972 0.487967 0 0.952157 0.0405922 0.0024566 0.00479437 0 0.0838156 0.184395 0.243922 0.487867 0 0.952194 0.0405611 0.00245465 0.00479044 0 0.0839329 0.184428 0.243872 0.487767 0 0.952231 0.0405301 0.00245271 0.00478652 0 0.0840504 0.184461 0.243822 0.487667 0 0.952267 0.0404992 0.00245077 0.0047826 0 0.0841681 0.184494 0.243772 0.487567 0 0.952304 0.0404682 0.00244883 0.00477869 0 0.0842859 0.184526 0.243722 0.487466 0 0.952341 0.0404373 0.0024469 0.00477479 0 0.0844039 0.184558 0.243671 0.487366 0 0.952342 0.0404367 0.00244686 0.00477471 0 0.0844062 0.184559 0.24367 0.487364 0 0.952342 0.040436 0.00244682 0.00477463 0 0.0844086 0.18456 0.243669 0.487362 0 0.952343 0.0404354 0.00244678 0.00477456 0 0.0844109 0.18456 0.243668 0.48736 0 0.952344 0.0404348 0.00244675 0.00477448 0 0.0844133 0.184561 0.243667 0.487358 0 6.31291   	300       	99.67     	3.11975   	32.166    	0.000697768	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	Y[4]	X[0]	X[1]	X[2]	X[3]	X[4]	
Seg 0	300	99.67	0.658861	0.622807	0.0360535	7.74459e-007	0.945278	0.054721	1.17545e-006		0.951605	0.041062	0.00248372	0.00484913	0	0.082198	0.184083	0.244566	0.489154	0	
Seg 1	300.439	99.67	0.657845	0.621785	0.0360585	7.74466e-007	0.945186	0.054813	1.17728e-006		0.951645	0.0410287	0.00248165	0.00484495	0	0.0823176	0.184115	0.244515	0.489052	0	
Seg 2	300.878	99.67	0.65683	0.620766	0.0360634	7.74474e-007	0.945094	0.0549053	1.17911e-006		0.951684	0.0409954	0.00247958	0.00484078	0	0.0824374	0.184147	0.244464	0.488951	0	
Seg 3	301.318	99.67	0.655816	0.619747	0.0360684	7.74482e-007	0.945001	0.0549976	1.18094e-006		0.951724	0.0409621	0.00247751	0.00483661	0	0.0825574	0.18418	0.244413	0.48885	0	
Seg 4	301.758	99.67	0.654805	0.618731	0.0360733	7.74491e-007	0.944909	0.0550902	1.18278e-006		0.951763	0.0409289	0.00247546	0.00483246	0	0.0826775	0.184212	0.244363	0.488748	0	
Seg 5	302.199	99.67	0.653795	0.617716	0.0360783	7.74499e-007	0.944816	0.0551829	1.18462e-006		0.951803	0.0408957	0.0024734	0.00482831	0	0.0827978	0.184244	0.244312	0.488646	0	
Seg 6	302.641	99.67	0.652786	0.616702	0.0360832	7.74507e-007	0.944723	0.0552757	1.18646e-006		0.951842	0.0408625	0.00247135	0.00482417	0	0.0829183	0.184276	0.244261	0.488545	0	
Seg 7	303.083	99.67	0.651779	0.61569	0.0360882	7.74515e-007	0.94463	0.0553687	1.18831e-006		0.951881	0.0408294	0.0024693	0.00482004	0	0.0830389	0.184308	0.24421	0.488443	0	
Seg 8	303.527	99.67	0.650773	0.614679	0.0360931	7.74523e-007	0.944537	0.0554619	1.19016e-006		0.951921	0.0407962	0.00246726	0.00481592	0	0.0831598	0.184339	0.244159	0.488342	0	
Seg 9	303.97	99.67	0.649769	0.61367	0.0360981	7.74531e-007	0.944444	0.0555553	1.19201e-006		0.95196	0.0407631	0.00246522	0.0048118	0	0.0832807	0.184371	0.244108	0.48824	0	
Seg 10	304.418	99.67	0.64876	0.612656	0.0361031	7.74539e-007	0.944349	0.0556494	1.19388e-006		0.951999	0.0407299	0.00246318	0.00480767	0	0.0834027	0.184403	0.244057	0.488137	0	
Seg 11	304.866	99.67	0.647752	0.611643	0.0361082	7.74551e-007	0.944255	0.0557439	1.19575e-006		0.952039	0.0406966	0.00246113	0.00480355	0	0.0835248	0.184434	0.244006	0.488035	0	
Seg 12	305.315	99.67	0.646746	0.610632	0.0361134	7.74563e-007	0.94416	0.0558386	1.19763e-006		0.952078	0.0406634	0.0024591	0.00479943	0	0.0836471	0.184466	0.243955	0.487932	0	
Seg 13	305.764	99.67	0.645742	0.609622	0.0361185	7.74575e-007	0.944065	0.0559334	1.19951e-006		0.952117	0.0406302	0.00245706	0.00479532	0	0.0837695	0.184497	0.243903	0.48783	0	
Seg 14	306.214	99.67	0.644739	0.608614	0.0361237	7.74588e-007	0.94397	0.0560285	1.2014e-006		0.952157	0.040597	0.00245503	0.00479122	0	0.0838921	0.184529	0.243852	0.487727	0	
Seg 15	306.665	99.67	0.643737	0.607607	0.0361289	7.746e-007	0.943875	0.0561236	1.20329e-006		0.952196	0.0405639	0.00245301	0.00478713	0	0.0840149	0.18456	0.243801	0.487625	0	
Seg 16	307.117	99.67	0.642737	0.606602	0.036134	7.74612e-007	0.94378	0.056219	1.20518e-006		0.952235	0.0405308	0.00245099	0.00478305	0	0.0841379	0.184591	0.243749	0.487522	0	
Seg 17	307.569	99.67	0.641739	0.605599	0.0361392	7.74624e-007	0.943684	0.0563145	1.20707e-006		0.952274	0.0404977	0.00244897	0.00477898	0	0.084261	0.184622	0.243698	0.487419	0	
Seg 18	308.021	99.67	0.640742	0.604597	0.0361444	7.74636e-007	0.943589	0.0564102	1.20897e-006		0.952313	0.0404647	0.00244696	0.00477492	0	0.0843843	0.184653	0.243646	0.487316	0	
Seg 19	308.475	99.67	0.639747	0.603596	0.0361495	7.74649e-007	0.943493	0.056506	1.21087e-006		0.952353	0.0404317	0.00244495	0.00477086	0	0.0845078	0.184683	0.243595	0.487214	0	
Seg 20	308.482	99.67	0.639732	0.603581	0.0361502	7.74662e-007	0.94349	0.0565083	1.21092e-006		0.952353	0.0404312	0.00244492	0.0047708	0	0.0845097	0.184684	0.243594	0.487212	0	
Seg 21	308.489	99.67	0.639716	0.603565	0.0361506	7.74671e-007	0.943488	0.0565104	1.21096e-006		0.952354	0.0404306	0.00244489	0.00477074	0	0.0845116	0.184684	0.243593	0.48721	0	
Seg 22	308.496	99.67	0.639701	0.603549	0.0361511	7.74681e-007	0.943486	0.0565125	1.211e-006		0.952354	0.0404301	0.00244486	0.00477067	0	0.0845135	0.184685	0.243593	0.487209	0	
Seg 23	308.503	99.67	0.639686	0.603534	0.0361516	7.7469e-007	0.943484	0.0565146	1.21105e-006		0.952355	0.0404296	0.00244483	0.00477061	0	0.0845154	0.184685	0.243592	0.487207	0	


0.951605 0.041062 0.00248372 0.00484913 0 0.082198 0.184083 0.244566 0.489154 0 0.951645 0.0410287 0.00248165 0.00484495 0 0.0823176 0.184115 0.244515 0.489052 0 0.951684 0.0409954 0.00247958 0.00484078 0 0.0824374 0.184147 0.244464 0.488951 0 0.951724 0.0409621 0.00247751 0.00483661 0 0.0825574 0.18418 0.244413 0.48885 0 0.951763 0.0409289 0.00247546 0.00483246 0 0.0826775 0.184212 0.244363 0.488748 0 0.951803 0.0408957 0.0024734 0.00482831 0 0.0827978 0.184244 0.244312 0.488646 0 0.951842 0.0408625 0.00247135 0.00482417 0 0.0829183 0.184276 0.244261 0.488545 0 0.951881 0.0408294 0.0024693 0.00482004 0 0.0830389 0.184308 0.24421 0.488443 0 0.951921 0.0407962 0.00246726 0.00481592 0 0.0831598 0.184339 0.244159 0.488342 0 0.95196 0.0407631 0.00246522 0.0048118 0 0.0832807 0.184371 0.244108 0.48824 0 0.951999 0.0407299 0.00246318 0.00480767 0 0.0834027 0.184403 0.244057 0.488137 0 0.952039 0.0406966 0.00246113 0.00480355 0 0.0835248 0.184434 0.244006 0.488035 0 0.952078 0.0406634 0.0024591 0.00479943 0 0.0836471 0.184466 0.243955 0.487932 0 0.952117 0.0406302 0.00245706 0.00479532 0 0.0837695 0.184497 0.243903 0.48783 0 0.952157 0.040597 0.00245503 0.00479122 0 0.0838921 0.184529 0.243852 0.487727 0 0.952196 0.0405639 0.00245301 0.00478713 0 0.0840149 0.18456 0.243801 0.487625 0 0.952235 0.0405308 0.00245099 0.00478305 0 0.0841379 0.184591 0.243749 0.487522 0 0.952274 0.0404977 0.00244897 0.00477898 0 0.084261 0.184622 0.243698 0.487419 0 0.952313 0.0404647 0.00244696 0.00477492 0 0.0843843 0.184653 0.243646 0.487316 0 0.952353 0.0404317 0.00244495 0.00477086 0 0.0845078 0.184683 0.243595 0.487214 0 0.952353 0.0404312 0.00244492 0.0047708 0 0.0845097 0.184684 0.243594 0.487212 0 0.952354 0.0404306 0.00244489 0.00477074 0 0.0845116 0.184684 0.243593 0.48721 0 0.952354 0.0404301 0.00244486 0.00477067 0 0.0845135 0.184685 0.243593 0.487209 0 0.952355 0.0404296 0.00244483 0.00477061 0 0.0845154 0.184685 0.243592 0.487207 0 7.09004   	300       	99.67     	2.74743   	32.1388   	0.000737189	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	Y[4]	X[0]	X[1]	X[2]	X[3]	X[4]	
Seg 0	300	99.67	0.584506	0.548482	0.0360233	8.18217e-007	0.938368	0.0616303	1.39984e-006		0.951571	0.0410974	0.0024833	0.0048483	0	0.0821984	0.184239	0.244513	0.48905	0	
Seg 1	300.475	99.67	0.58353	0.547501	0.0360286	8.18236e-007	0.938256	0.0617424	1.40222e-006		0.951615	0.0410601	0.00248107	0.00484379	0	0.082328	0.184269	0.24446	0.488943	0	
Seg 2	300.951	99.67	0.582556	0.546522	0.0360339	8.18256e-007	0.938144	0.0618547	1.40459e-006		0.951659	0.0410229	0.00247884	0.0048393	0	0.0824578	0.184299	0.244407	0.488837	0	
Seg 3	301.427	99.67	0.581584	0.545544	0.0360392	8.18275e-007	0.938031	0.0619673	1.40698e-006		0.951703	0.0409857	0.00247662	0.00483482	0	0.0825878	0.184329	0.244353	0.48873	0	
Seg 4	301.905	99.67	0.580614	0.544568	0.0360445	8.18294e-007	0.937919	0.06208	1.40936e-006		0.951747	0.0409485	0.0024744	0.00483035	0	0.082718	0.184359	0.2443	0.488623	0	
Seg 5	302.383	99.67	0.579645	0.543594	0.0360498	8.18314e-007	0.937806	0.062193	1.41175e-006		0.951791	0.0409114	0.00247219	0.00482589	0	0.0828483	0.184388	0.244247	0.488517	0	
Seg 6	302.862	99.67	0.578677	0.542621	0.0360551	8.18333e-007	0.937692	0.0623061	1.41414e-006		0.951834	0.0408743	0.00246999	0.00482143	0	0.0829789	0.184418	0.244193	0.48841	0	
