Results for well: PROD_Seg.out in the reservoir: PROD_Seg.out

t	BHP	q(Gas)	q(Oil)
days	psi	Mscf/d	stb/d
0         	0         	-         	0         	0         	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	X[0]	X[1]	X[2]	X[3]	
Seg 25	624.083	160	7.23587	1.89521	5.34066	0	0.261919	0.738081	0		0.870774	0.0262711	0.100625	0.00232918	0.142349	0.00860154	0.306276	0.542774	
Seg 26	632.068	160	7.1598	1.813	5.3468	0	0.25322	0.74678	0		0.871626	0.0261624	0.099881	0.00233083	0.144174	0.00865658	0.305803	0.541366	
Seg 27	639.972	160	7.08661	1.73375	5.35286	0	0.244651	0.755349	0		0.872448	0.0260556	0.0991639	0.00233283	0.145978	0.00871015	0.305331	0.539981	
Seg 28	647.797	160	7.01613	1.65727	5.35886	0	0.236209	0.763791	0		0.873242	0.0259506	0.0984724	0.00233516	0.14776	0.00876233	0.304861	0.538616	
Seg 29	655.546	160	6.94821	1.58341	5.3648	0	0.227888	0.772112	0		0.87401	0.0258474	0.097805	0.00233781	0.149522	0.00881316	0.304394	0.537271	
Seg 30	663.223	160	6.88269	1.51202	5.37067	0	0.219684	0.780316	0		0.874753	0.0257459	0.0971606	0.00234074	0.151264	0.00886271	0.303928	0.535945	


0.293446  	300       	160       	46.7473   	4478.22   	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	X[0]	X[1]	X[2]	X[3]	
Seg 0	300	160	14.3501	9.33126	5.01887	0	0.650256	0.349744	0		0.802043	0.0309337	0.164202	0.0028211	0.0654686	0.00532219	0.318111	0.611099	
Seg 1	317.17	160	13.5438	8.50636	5.03744	0	0.628063	0.371937	0		0.808756	0.0307253	0.157775	0.0027442	0.0696622	0.00556261	0.31831	0.606465	
Seg 2	333.698	160	12.8563	7.80179	5.05448	0	0.606847	0.393153	0		0.814652	0.0305101	0.152158	0.00267999	0.0736895	0.00578519	0.318326	0.602199	
Seg 3	349.682	160	12.2612	7.19091	5.07033	0	0.586475	0.413525	0		0.819891	0.0302917	0.147192	0.00262575	0.0775742	0.00599248	0.318204	0.598229	
Seg 4	365.197	160	11.7398	6.65459	5.08521	0	0.56684	0.43316	0		0.82459	0.0300721	0.142758	0.00257955	0.0813352	0.00618654	0.317974	0.594504	
Seg 5	380.306	160	11.278	6.17875	5.09928	0	0.547857	0.452143	0		0.82884	0.0298528	0.138767	0.00253993	0.0849878	0.006369	0.31766	0.590983	
Seg 6	395.06	160	10.8654	5.75276	5.11268	0	0.529455	0.470545	0		0.83271	0.029635	0.135149	0.00250581	0.0885446	0.00654119	0.317278	0.587636	
Seg 7	409.501	160	10.4939	5.36843	5.12551	0	0.511574	0.488426	0		0.836255	0.0294192	0.131849	0.00247631	0.0920161	0.00670422	0.316841	0.584439	
Seg 8	423.663	160	10.1572	5.01931	5.13784	0	0.494165	0.505835	0		0.839521	0.0292059	0.128822	0.00245078	0.0954111	0.00685902	0.316359	0.58137	
Seg 9	437.578	160	9.85006	4.70031	5.14975	0	0.477186	0.522814	0		0.842543	0.0289955	0.126033	0.00242868	0.0987372	0.00700637	0.315841	0.578416	
Seg 10	451.271	160	9.56857	4.40727	5.1613	0	0.460599	0.539401	0		0.84535	0.0287881	0.123452	0.00240958	0.102001	0.00714695	0.315291	0.575561	
Seg 11	464.764	160	9.30934	4.13682	5.17252	0	0.444373	0.555627	0		0.847969	0.0285838	0.121054	0.00239311	0.105208	0.00728134	0.314715	0.572796	
Seg 12	478.077	160	9.06961	3.88615	5.18346	0	0.42848	0.57152	0		0.850419	0.0283828	0.11882	0.00237898	0.108363	0.00741005	0.314118	0.57011	
Seg 13	491.227	160	8.8471	3.65295	5.19415	0	0.412898	0.587102	0		0.852718	0.028185	0.11673	0.00236694	0.11147	0.00753351	0.313501	0.567496	
Seg 14	504.228	160	8.63985	3.43523	5.20462	0	0.397603	0.602397	0		0.854881	0.0279904	0.114772	0.00235679	0.114533	0.00765212	0.312869	0.564946	
Seg 15	517.095	160	8.44623	3.23134	5.21489	0	0.382577	0.617423	0		0.856922	0.027799	0.112931	0.00234835	0.117556	0.00776621	0.312222	0.562456	
Seg 16	529.838	160	8.26483	3.03984	5.22499	0	0.367804	0.632196	0		0.858852	0.0276108	0.111196	0.00234147	0.120541	0.0078761	0.311564	0.560019	
Seg 17	542.469	160	8.09444	2.85951	5.23493	0	0.353268	0.646732	0		0.860679	0.0274257	0.109559	0.00233602	0.123492	0.00798206	0.310896	0.557631	
Seg 18	554.998	160	7.93401	2.68928	5.24473	0	0.338956	0.661044	0		0.862414	0.0272437	0.10801	0.00233188	0.12641	0.00808433	0.310218	0.555288	
Seg 19	567.432	160	7.78263	2.52822	5.25441	0	0.324855	0.675145	0		0.864064	0.0270646	0.106542	0.00232896	0.129298	0.00818314	0.309533	0.552987	
Seg 20	579.779	160	7.63951	2.37554	5.26397	0	0.310954	0.689046	0		0.865635	0.0268885	0.105149	0.00232718	0.132157	0.00827869	0.30884	0.550724	
Seg 21	588.128	160	7.54655	2.27614	5.27041	0	0.301614	0.698386	0		0.866661	0.0267703	0.104242	0.00232658	0.134086	0.00834188	0.308366	0.549206	
Seg 22	596.378	160	7.45757	2.18081	5.27676	0	0.292429	0.707571	0		0.867648	0.0266544	0.103372	0.00232645	0.135988	0.00840323	0.307893	0.547715	
Seg 23	604.534	160	7.37228	2.08925	5.28302	0	0.283393	0.716607	0		0.868597	0.0265406	0.102535	0.00232675	0.137865	0.00846283	0.307422	0.54625	
Seg 24	612.6	160	7.29044	2.00124	5.2892	0	0.274502	0.725498	0		0.869512	0.0264288	0.101732	0.00232747	0.139718	0.00852076	0.306952	0.54481	
Seg 25	620.578	160	7.21184	1.91654	5.2953	0	0.265749	0.734251	0		0.870394	0.0263191	0.100958	0.00232857	0.141547	0.0085771	0.306483	0.543393	
Seg 26	628.474	160	7.13627	1.83494	5.30133	0	0.257129	0.742871	0		0.871245	0.0262112	0.100213	0.00233004	0.143353	0.00863193	0.306016	0.541999	
Seg 27	636.288	160	7.06355	1.75626	5.30729	0	0.248638	0.751362	0		0.872067	0.0261052	0.0994955	0.00233186	0.145138	0.00868531	0.305551	0.540625	
Seg 28	644.026	160	6.99351	1.68033	5.31318	0	0.24027	0.75973	0		0.872862	0.026001	0.0988031	0.002334	0.146902	0.00873731	0.305088	0.539272	
Seg 29	651.689	160	6.92599	1.60699	5.319	0	0.232023	0.767977	0		0.87363	0.0258986	0.0981349	0.00233645	0.148646	0.00878798	0.304627	0.537939	
Seg 30	659.28	160	6.86085	1.53608	5.32477	0	0.223891	0.776109	0		0.874374	0.0257979	0.0974894	0.0023392	0.15037	0.00883738	0.304168	0.536625	


0.35057   	300       	160       	46.4232   	4447.17   	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	X[0]	X[1]	X[2]	X[3]	
Seg 0	300	160	14.2508	9.26669	4.98414	0	0.650256	0.349744	0		0.802043	0.0309337	0.164202	0.0028211	0.0654686	0.00532219	0.318111	0.611099	
Seg 1	316.972	160	13.4588	8.45639	5.00237	0	0.628318	0.371682	0		0.808682	0.0307278	0.157845	0.00274503	0.0696138	0.00555989	0.318309	0.606517	
Seg 2	333.318	160	12.7822	7.76304	5.01912	0	0.607334	0.392666	0		0.814522	0.0305152	0.152281	0.00268137	0.0735968	0.00578015	0.318328	0.602295	
Seg 3	349.131	160	12.1957	7.16099	5.03471	0	0.587174	0.412826	0		0.819718	0.0302993	0.147356	0.0026275	0.0774406	0.00598547	0.31821	0.598364	
Seg 4	364.488	160	11.6811	6.63178	5.04935	0	0.567735	0.432265	0		0.824383	0.0300822	0.142953	0.00258153	0.0811635	0.00617782	0.317987	0.594672	
Seg 5	379.447	160	11.225	6.16176	5.06321	0	0.548934	0.451066	0		0.828606	0.0298654	0.138986	0.00254206	0.0847802	0.00635879	0.31768	0.591181	
Seg 6	394.058	160	10.817	5.74059	5.0764	0	0.530701	0.469299	0		0.832455	0.0296499	0.135387	0.00250799	0.0883032	0.00652967	0.317306	0.587861	
Seg 7	408.361	160	10.4494	5.36031	5.08904	0	0.51298	0.48702	0		0.835984	0.0294363	0.132101	0.00247851	0.0917425	0.00669155	0.316878	0.584688	
Seg 8	422.392	160	10.1158	5.01465	5.1012	0	0.495722	0.504278	0		0.839236	0.0292251	0.129086	0.00245295	0.0951068	0.00684533	0.316405	0.581643	
Seg 9	436.181	160	9.81154	4.6986	5.11294	0	0.478885	0.521115	0		0.842247	0.0290166	0.126305	0.00243078	0.0984036	0.00699178	0.315895	0.57871	
Seg 10	449.751	160	9.53244	4.40813	5.12432	0	0.462434	0.537566	0		0.845046	0.0288111	0.123731	0.00241158	0.101639	0.00713156	0.315354	0.575876	
Seg 11	463.125	160	9.27529	4.13991	5.13538	0	0.446338	0.553662	0		0.847658	0.0286086	0.121338	0.00239499	0.104819	0.00726523	0.314787	0.573129	
Seg 12	476.322	160	9.03738	3.89122	5.14617	0	0.430569	0.569431	0		0.850103	0.0284093	0.119107	0.00238072	0.107947	0.0073933	0.314198	0.570462	
Seg 13	489.359	160	8.81646	3.65975	5.15671	0	0.415104	0.584896	0		0.852398	0.028213	0.11702	0.00236854	0.111029	0.00751619	0.31359	0.567865	
Seg 14	502.25	160	8.61062	3.44358	5.16703	0	0.399923	0.600077	0		0.854559	0.0280199	0.115063	0.00235823	0.114068	0.00763429	0.312966	0.565332	
Seg 15	515.008	160	8.41824	3.24108	5.17716	0	0.385006	0.614994	0		0.856598	0.02783	0.113223	0.00234961	0.117066	0.00774793	0.312328	0.562857	
Seg 16	527.646	160	8.23794	3.05082	5.18712	0	0.370338	0.629662	0		0.858526	0.0276431	0.111488	0.00234255	0.120028	0.00785741	0.311679	0.560436	
Seg 17	540.173	160	8.06854	2.87162	5.19692	0	0.355903	0.644097	0		0.860353	0.0274593	0.109851	0.00233691	0.122956	0.00796301	0.311018	0.558063	
Seg 18	552.599	160	7.90899	2.70241	5.20659	0	0.341688	0.658312	0		0.862088	0.0272784	0.108301	0.00233258	0.125852	0.00806497	0.310349	0.555734	
Seg 19	564.932	160	7.75841	2.54228	5.21613	0	0.327681	0.672319	0		0.863738	0.0271005	0.106832	0.00232946	0.128718	0.0081635	0.309671	0.553447	
Seg 20	577.181	160	7.616	2.39044	5.22556	0	0.313871	0.686129	0		0.86531	0.0269254	0.105437	0.00232747	0.131556	0.0082588	0.308987	0.551198	
Seg 21	585.446	160	7.52367	2.29178	5.2319	0	0.304609	0.695391	0		0.866335	0.0268082	0.104531	0.00232672	0.133467	0.00832171	0.308519	0.549692	
Seg 22	593.615	160	7.43526	2.19712	5.23815	0	0.2955	0.7045	0		0.86732	0.0266931	0.10366	0.00232644	0.135351	0.0083828	0.308052	0.548214	
Seg 23	601.691	160	7.35051	2.1062	5.24431	0	0.286538	0.713462	0		0.868269	0.0265802	0.102824	0.0023266	0.137211	0.00844217	0.307587	0.54676	
Seg 24	609.677	160	7.26918	2.01878	5.25039	0	0.277718	0.722282	0		0.869183	0.0264692	0.10202	0.00232716	0.139047	0.00849988	0.307122	0.545331	
Seg 25	617.578	160	7.19104	1.93464	5.2564	0	0.269035	0.730965	0		0.870065	0.0263602	0.101246	0.00232811	0.140859	0.00855603	0.30666	0.543925	
Seg 26	625.396	160	7.11591	1.85358	5.26233	0	0.260484	0.739516	0		0.870916	0.0262531	0.100501	0.00232942	0.14265	0.00861067	0.306198	0.542541	
Seg 27	633.135	160	7.04359	1.7754	5.26819	0	0.252059	0.747941	0		0.871738	0.0261479	0.0997828	0.00233108	0.144419	0.00866388	0.305739	0.541178	
Seg 28	640.798	160	6.97393	1.69994	5.27399	0	0.243756	0.756244	0		0.872533	0.0260444	0.0990898	0.00233306	0.146167	0.00871572	0.305282	0.539836	
Seg 29	648.386	160	6.90676	1.62704	5.27972	0	0.235572	0.764428	0		0.873301	0.0259426	0.0984207	0.00233535	0.147895	0.00876624	0.304826	0.538513	
Seg 30	655.904	160	6.84196	1.55656	5.2854	0	0.227502	0.772498	0		0.874045	0.0258426	0.0977744	0.00233794	0.149604	0.00881551	0.304372	0.537208	


0.416148  	300       	160       	46.1734   	4423.24   	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	X[0]	X[1]	X[2]	X[3]	
Seg 0	300	160	14.1744	9.21702	4.95743	0	0.650256	0.349744	0		0.802043	0.0309337	0.164202	0.0028211	0.0654686	0.00532219	0.318111	0.611099	
Seg 1	316.82	160	13.3932	8.41782	4.97539	0	0.628514	0.371486	0		0.808625	0.0307297	0.1579	0.00274566	0.0695767	0.0055578	0.318308	0.606557	
Seg 2	333.026	160	12.725	7.73305	4.99191	0	0.607707	0.392293	0		0.814422	0.0305191	0.152376	0.00268243	0.0735259	0.0057763	0.318329	0.602369	
Seg 3	348.71	160	12.1451	7.13777	5.0073	0	0.587709	0.412291	0		0.819584	0.0303052	0.147482	0.00262885	0.0773383	0.0059801	0.318215	0.598467	
Seg 4	363.944	160	11.6358	6.61401	5.02177	0	0.56842	0.43158	0		0.824224	0.03009	0.143103	0.00258306	0.0810319	0.00617113	0.317996	0.594801	
Seg 5	378.788	160	11.1839	6.14845	5.03546	0	0.549759	0.450241	0		0.828426	0.0298751	0.139155	0.00254369	0.0846212	0.00635095	0.317695	0.591333	
Seg 6	393.289	160	10.7795	5.731	5.0485	0	0.531657	0.468343	0		0.832259	0.0296613	0.13557	0.00250968	0.0881181	0.00652082	0.317327	0.588034	
Seg 7	407.488	160	10.4148	5.35384	5.06099	0	0.514059	0.485941	0		0.835775	0.0294494	0.132296	0.00248021	0.0915327	0.00668181	0.316905	0.58488	
Seg 8	421.418	160	10.0838	5.01083	5.07301	0	0.496917	0.503083	0		0.839017	0.0292398	0.129289	0.00245462	0.0948735	0.0068348	0.316439	0.581853	
Seg 9	435.109	160	9.78169	4.69707	5.08462	0	0.48019	0.51981	0		0.842019	0.0290329	0.126515	0.0024324	0.0981476	0.00698055	0.315936	0.578936	
Seg 10	448.585	160	9.50445	4.40857	5.09588	0	0.463843	0.536157	0		0.844812	0.0288288	0.123946	0.00241313	0.101361	0.00711971	0.315402	0.576117	
Seg 11	461.867	160	9.24891	4.14209	5.10682	0	0.447846	0.552154	0		0.847418	0.0286276	0.121557	0.00239645	0.10452	0.00725283	0.314842	0.573386	
Seg 12	474.975	160	9.0124	3.89491	5.11749	0	0.432172	0.567828	0		0.849859	0.0284296	0.119329	0.00238209	0.107628	0.00738041	0.314259	0.570732	
Seg 13	487.925	160	8.79271	3.66479	5.12792	0	0.416799	0.583201	0		0.852151	0.0282346	0.117244	0.00236979	0.110691	0.00750285	0.313658	0.568148	
Seg 14	500.731	160	8.58795	3.44982	5.13813	0	0.401705	0.598295	0		0.85431	0.0280426	0.115288	0.00235936	0.11371	0.00762056	0.313041	0.565628	
Seg 15	513.407	160	8.39653	3.24839	5.14815	0	0.386872	0.613128	0		0.856347	0.0278538	0.113449	0.00235061	0.116691	0.00773384	0.312409	0.563166	
Seg 16	525.963	160	8.2171	3.0591	5.158	0	0.372285	0.627715	0		0.858274	0.0276679	0.111714	0.00234341	0.119635	0.00784301	0.311766	0.560756	
Seg 17	538.41	160	8.04846	2.88076	5.1677	0	0.357927	0.642073	0		0.860101	0.027485	0.110076	0.00233762	0.122545	0.00794833	0.311112	0.558395	
Seg 18	550.758	160	7.8896	2.71234	5.17726	0	0.343787	0.656213	0		0.861836	0.0273051	0.108526	0.00233314	0.125423	0.00805004	0.310449	0.556078	
Seg 19	563.014	160	7.73964	2.55294	5.1867	0	0.329853	0.670147	0		0.863486	0.027128	0.107056	0.00232987	0.128273	0.00814834	0.309777	0.553802	
Seg 20	575.186	160	7.59778	2.40176	5.19603	0	0.316113	0.683887	0		0.865058	0.0269538	0.10566	0.00232772	0.131094	0.00824345	0.309099	0.551563	
Seg 21	583.388	160	7.50594	2.30365	5.20229	0	0.306911	0.693089	0		0.866082	0.0268373	0.104754	0.00232686	0.132991	0.00830615	0.308636	0.550066	
Seg 22	591.494	160	7.41798	2.20952	5.20846	0	0.29786	0.70214	0		0.867067	0.0267229	0.103884	0.00232647	0.134863	0.00836705	0.308174	0.548597	
Seg 23	599.508	160	7.33365	2.1191	5.21455	0	0.288956	0.711044	0		0.868015	0.0266106	0.103048	0.00232651	0.136709	0.00842623	0.307713	0.547152	
Seg 24	607.433	160	7.2527	2.03214	5.22056	0	0.280191	0.719809	0		0.868929	0.0265003	0.102244	0.00232696	0.138532	0.00848377	0.307253	0.545732	
Seg 25	615.274	160	7.17493	1.94844	5.22649	0	0.271562	0.728438	0		0.86981	0.0263919	0.10147	0.00232779	0.140331	0.00853976	0.306795	0.544334	
Seg 26	623.034	160	7.10013	1.86778	5.23235	0	0.263063	0.736937	0		0.870661	0.0262854	0.100724	0.00232899	0.142109	0.00859426	0.306338	0.542958	
Seg 27	630.714	160	7.02813	1.78999	5.23814	0	0.254689	0.745311	0		0.871483	0.0261807	0.100005	0.00233052	0.143866	0.00864733	0.305883	0.541604	
Seg 28	638.319	160	6.95876	1.7149	5.24387	0	0.246437	0.753563	0		0.872278	0.0260778	0.0993119	0.00233239	0.145602	0.00869905	0.30543	0.540269	
Seg 29	645.851	160	6.89187	1.64234	5.24953	0	0.238302	0.761698	0		0.873047	0.0259766	0.0986423	0.00233455	0.147318	0.00874946	0.304978	0.538954	
Seg 30	653.313	160	6.82733	1.57219	5.25514	0	0.230279	0.769721	0		0.873791	0.025877	0.0979953	0.00233701	0.149015	0.00879862	0.304529	0.537657	


0.484885  	300       	160       	46.0045   	4407.01   	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	X[0]	X[1]	X[2]	X[3]	
Seg 0	300	160	14.1262	9.18562	4.94054	0	0.650256	0.349744	0		0.802043	0.0309337	0.164202	0.0028211	0.0654686	0.00532219	0.318111	0.611099	
Seg 1	316.723	160	13.3512	8.39309	4.95813	0	0.628639	0.371361	0		0.808589	0.0307309	0.157934	0.00274607	0.0695531	0.00555647	0.318307	0.606583	
Seg 2	332.84	160	12.6883	7.71377	4.97451	0	0.607944	0.392056	0		0.814359	0.0305216	0.152437	0.0026831	0.0734807	0.00577384	0.318329	0.602416	
Seg 3	348.441	160	12.1126	7.12279	4.98977	0	0.58805	0.41195	0		0.8195	0.0303089	0.147562	0.0026297	0.0772734	0.00597669	0.318218	0.598532	
Seg 4	363.597	160	11.6066	6.6025	5.00412	0	0.568856	0.431144	0		0.824123	0.0300949	0.143198	0.00258403	0.0809486	0.00616689	0.318002	0.594882	
Seg 5	378.367	160	11.1575	6.13978	5.01771	0	0.550283	0.449717	0		0.828313	0.0298811	0.139261	0.00254473	0.0845207	0.00634599	0.317705	0.591429	
Seg 6	392.798	160	10.7553	5.72468	5.03066	0	0.532264	0.467736	0		0.832135	0.0296685	0.135686	0.00251075	0.0880014	0.00651524	0.317341	0.588143	
Seg 7	406.929	160	10.3926	5.34951	5.04306	0	0.514744	0.485256	0		0.835643	0.0294576	0.132418	0.00248128	0.0914006	0.00667567	0.316923	0.585001	
Seg 8	420.795	160	10.0632	5.0082	5.05499	0	0.497675	0.502325	0		0.838878	0.029249	0.129417	0.00245568	0.0947267	0.00682817	0.316461	0.581985	
Seg 9	434.423	160	9.76241	4.69589	5.06652	0	0.481017	0.518983	0		0.841876	0.0290431	0.126648	0.00243343	0.0979867	0.00697349	0.315962	0.579078	
Seg 10	447.839	160	9.48635	4.40865	5.0777	0	0.464737	0.535263	0		0.844664	0.0288399	0.124082	0.00241411	0.101187	0.00711225	0.315432	0.576269	
Seg 11	461.063	160	9.23183	4.14327	5.08856	0	0.448803	0.551197	0		0.847267	0.0286396	0.121696	0.00239738	0.104332	0.00724503	0.314876	0.573547	
Seg 12	474.114	160	8.99622	3.89707	5.09916	0	0.433189	0.566811	0		0.849705	0.0284423	0.119469	0.00238296	0.107428	0.00737228	0.314298	0.570902	
Seg 13	487.008	160	8.77732	3.66781	5.10951	0	0.417873	0.582127	0		0.851996	0.0282481	0.117386	0.00237059	0.110478	0.00749445	0.313701	0.568327	
Seg 14	499.76	160	8.57326	3.45361	5.11965	0	0.402835	0.597165	0		0.854152	0.0280569	0.115431	0.00236008	0.113486	0.0076119	0.313088	0.565815	
Seg 15	512.382	160	8.38247	3.25286	5.12961	0	0.388055	0.611945	0		0.856189	0.0278687	0.113591	0.00235125	0.116454	0.00772496	0.31246	0.56336	
Seg 16	524.886	160	8.20358	3.06419	5.13939	0	0.373519	0.626481	0		0.858115	0.0276835	0.111857	0.00234396	0.119387	0.00783393	0.311821	0.560958	
Seg 17	537.282	160	8.03544	2.88642	5.14902	0	0.359211	0.640789	0		0.859941	0.0275013	0.110219	0.00233809	0.122286	0.00793906	0.311171	0.558604	
Seg 18	549.579	160	7.87703	2.71851	5.15852	0	0.345119	0.654881	0		0.861676	0.0273219	0.108669	0.00233351	0.125153	0.0080406	0.310512	0.556294	
Seg 19	561.786	160	7.72746	2.55957	5.16789	0	0.331231	0.668769	0		0.863326	0.0271454	0.107198	0.00233014	0.127992	0.00813876	0.309844	0.554025	
Seg 20	573.909	160	7.58597	2.40882	5.17715	0	0.317536	0.682464	0		0.864899	0.0269717	0.105802	0.00232789	0.130803	0.00823374	0.30917	0.551793	
Seg 21	582.07	160	7.49444	2.31108	5.18337	0	0.308372	0.691628	0		0.865922	0.0268557	0.104896	0.00232697	0.132691	0.0082963	0.30871	0.550303	
Seg 22	590.136	160	7.40678	2.21729	5.18949	0	0.299359	0.700641	0		0.866906	0.0267418	0.104026	0.00232651	0.134554	0.00835706	0.30825	0.548839	
Seg 23	598.111	160	7.32271	2.12718	5.19553	0	0.290491	0.709509	0		0.867854	0.0266299	0.10319	0.00232647	0.136392	0.00841612	0.307792	0.5474	
Seg 24	605.997	160	7.24202	2.04053	5.20149	0	0.281762	0.718238	0		0.868767	0.02652	0.102386	0.00232685	0.138206	0.00847356	0.307336	0.545985	
Seg 25	613.8	160	7.16448	1.9571	5.20738	0	0.273167	0.726833	0		0.869649	0.026412	0.101612	0.00232761	0.139998	0.00852944	0.30688	0.544593	
Seg 26	621.521	160	7.0899	1.87671	5.21319	0	0.264702	0.735298	0		0.870499	0.0263059	0.100866	0.00232873	0.141767	0.00858384	0.306426	0.543223	
Seg 27	629.165	160	7.01811	1.79917	5.21894	0	0.256361	0.743639	0		0.871321	0.0262015	0.100147	0.00233019	0.143516	0.00863682	0.305974	0.541873	
Seg 28	636.733	160	6.94894	1.72432	5.22462	0	0.248141	0.751859	0		0.872116	0.0260989	0.0994535	0.00233197	0.145244	0.00868845	0.305523	0.540544	
Seg 29	644.228	160	6.88223	1.65199	5.23024	0	0.240037	0.759963	0		0.872884	0.0259981	0.0987836	0.00233406	0.146953	0.00873879	0.305075	0.539234	
Seg 30	651.654	160	6.81785	1.58205	5.2358	0	0.232045	0.767955	0		0.873629	0.0258988	0.0981362	0.00233644	0.148643	0.00878787	0.304628	0.537942	


0.556856  	300       	160       	45.9266   	4399.57   	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	X[0]	X[1]	X[2]	X[3]	
Seg 0	300	160	14.101	9.16929	4.93175	0	0.650256	0.349744	0		0.802043	0.0309337	0.164202	0.0028211	0.0654686	0.00532219	0.318111	0.611099	
Seg 1	316.674	160	13.3299	8.38051	4.94935	0	0.628702	0.371298	0		0.808571	0.0307315	0.157952	0.00274627	0.0695411	0.0055558	0.318307	0.606596	
Seg 2	332.746	160	12.6696	7.70396	4.96566	0	0.608065	0.391935	0		0.814326	0.0305228	0.152467	0.00268345	0.0734577	0.00577259	0.31833	0.60244	
Seg 3	348.305	160	12.096	7.11518	4.98086	0	0.588224	0.411776	0		0.819456	0.0303108	0.147603	0.00263014	0.0772401	0.00597493	0.318219	0.598566	
Seg 4	363.422	160	11.5918	6.59666	4.99515	0	0.569079	0.430921	0		0.824071	0.0300975	0.143247	0.00258454	0.0809057	0.0061647	0.318006	0.594924	
Seg 5	378.154	160	11.1441	6.13539	5.00869	0	0.550552	0.449448	0		0.828254	0.0298843	0.139317	0.00254527	0.0844686	0.00634342	0.31771	0.591478	
Seg 6	392.549	160	10.7431	5.72151	5.02158	0	0.532576	0.467424	0		0.83207	0.0296722	0.135746	0.00251131	0.0879407	0.00651233	0.317348	0.588199	
Seg 7	406.647	160	10.3813	5.34736	5.03394	0	0.515096	0.484904	0		0.835574	0.0294619	0.132483	0.00248185	0.0913317	0.00667247	0.316932	0.585064	
Seg 8	420.48	160	10.0527	5.00692	5.04583	0	0.498065	0.501935	0		0.838805	0.0292539	0.129484	0.00245624	0.09465	0.0068247	0.316472	0.582054	
Seg 9	434.076	160	9.75267	4.69535	5.05731	0	0.481443	0.518557	0		0.8418	0.0290484	0.126717	0.00243397	0.0979025	0.00696978	0.315975	0.579153	
Seg 10	447.462	160	9.47722	4.40877	5.06845	0	0.465197	0.534803	0		0.844586	0.0288457	0.124153	0.00241463	0.101096	0.00710834	0.315447	0.576349	
Seg 11	460.656	160	9.22323	4.14395	5.07928	0	0.449295	0.550705	0		0.847188	0.0286459	0.121768	0.00239788	0.104234	0.00724093	0.314894	0.573631	
Seg 12	473.678	160	8.98808	3.89825	5.08983	0	0.433713	0.566287	0		0.849625	0.028449	0.119543	0.00238341	0.107323	0.00736803	0.314318	0.570991	
Seg 13	486.544	160	8.76958	3.66943	5.10015	0	0.418427	0.581573	0		0.851914	0.0282552	0.11746	0.00237101	0.110367	0.00749005	0.313723	0.56842	
Seg 14	499.269	160	8.56588	3.45562	5.11026	0	0.403417	0.596583	0		0.85407	0.0280644	0.115505	0.00236046	0.113368	0.00760737	0.313112	0.565913	
Seg 15	511.864	160	8.3754	3.25523	5.12017	0	0.388665	0.611335	0		0.856106	0.0278765	0.113666	0.00235159	0.116331	0.00772031	0.312487	0.563462	
Seg 16	524.342	160	8.1968	3.06688	5.12992	0	0.374155	0.625845	0		0.858032	0.0276917	0.111932	0.00234426	0.119257	0.00782917	0.31185	0.561064	
Seg 17	536.712	160	8.02891	2.88939	5.13952	0	0.359873	0.640127	0		0.859858	0.0275098	0.110294	0.00233833	0.122151	0.00793421	0.311202	0.558714	
Seg 18	548.983	160	7.87072	2.72174	5.14898	0	0.345806	0.654194	0		0.861593	0.0273307	0.108743	0.00233371	0.125013	0.00803567	0.310544	0.556407	
Seg 19	561.165	160	7.72136	2.56303	5.15832	0	0.331941	0.668059	0		0.863243	0.0271545	0.107272	0.00233029	0.127846	0.00813376	0.309879	0.554142	
Seg 20	573.263	160	7.58005	2.41249	5.16755	0	0.318269	0.681731	0		0.864815	0.026981	0.105875	0.00232799	0.130652	0.00822867	0.309206	0.551913	
Seg 21	581.404	160	7.48868	2.31494	5.17374	0	0.309125	0.690875	0		0.865838	0.0268652	0.10497	0.00232703	0.132535	0.00829116	0.308748	0.550426	
Seg 22	589.45	160	7.40116	2.22132	5.17984	0	0.300131	0.699869	0		0.866822	0.0267516	0.1041	0.00232653	0.134393	0.00835187	0.30829	0.548965	
Seg 23	597.404	160	7.31723	2.13137	5.18586	0	0.291281	0.708719	0		0.86777	0.0266399	0.103264	0.00232646	0.136227	0.00841087	0.307834	0.547529	
