500
0 5217.86 530 0.96429 0.0357103 1 0 0 1 
1 5194.9 530 0.97204 0.0279596 1 0 0 1 
2 5167.4 530 0.977819 0.0221815 1 0 0 1 
3 5133.64 530 0.979537 0.0204633 1 0 0 1 
4 5091.02 530 0.964476 0.0355235 1 0 0 1 
5 5036.07 530 0.924166 0.0758343 1 0 0 1 
6 4964.88 530 0.877277 0.122723 1 0 0 1 
7 4875.23 530 0.83136 0.16864 1 0 0 1 
8 4764.96 530 0.784966 0.215034 1 0 0 1 
9 4629.68 530 0.736096 0.263904 1 0 0 1 
10 4461.52 530 0.683863 0.316137 1 0 0 1 
11 4247.19 530 0.624216 0.375784 1 0 0 1 
12 3954.79 530 0.554979 0.445021 1 0 0 1 
13 3488.06 530 0.497355 0.502645 1 0 0 1 
14 2589.35 530 0.487202 0.512798 1 0 0 1 
15 5221.76 530 0.960294 0.0397058 1 0 0 1 
16 5199.57 530 0.970199 0.0298014 1 0 0 1 
17 5173.77 530 0.977976 0.0220236 1 0 0 1 
18 5142.55 530 0.972042 0.0279577 1 0 0 1 
19 5103.31 530 0.904567 0.0954334 1 0 0 1 
20 5052.22 530 0.78074 0.21926 1 0 0 1 
21 4983.18 530 0.688372 0.311628 1 0 0 1 
22 4895.61 530 0.622173 0.377827 1 0 0 1 
23 4789.61 530 0.569584 0.430416 1 0 0 1 
24 4662.02 530 0.523843 0.476157 1 0 0 1 
25 4502.07 530 0.493609 0.506391 1 0 0 1 
26 4301.23 530 0.477178 0.522822 1 0 0 1 
27 4056.32 530 0.462354 0.537646 1 0 0 1 
28 3748.44 530 0.456264 0.543736 1 0 0 1 
29 3411.87 530 0.472083 0.527917 1 0 0 1 
30 5282.88 530 0.932845 0.0671551 1 0 0 1 
31 5227.94 530 0.961352 0.0386475 1 0 0 1 
32 5208.03 530 0.972753 0.0272469 1 0 0 1 
33 5185.66 530 0.981458 0.0185422 1 0 0 1 
34 5159.48 530 0.956285 0.0437147 1 0 0 1 
35 5127.37 530 0.7931 0.2069 1 0 0 1 
36 5086.26 530 0.591791 0.408209 1 0 0 1 
37 5019.93 530 0.511093 0.488907 1 0 0 1 
38 4926.91 530 0.487205 0.512795 1 0 0 1 
39 4820.26 530 0.472806 0.527194 1 0 0 1 
40 4699.21 530 0.460366 0.539634 1 0 0 1 
41 4558.74 530 0.449544 0.550456 1 0 0 1 
42 4396.76 530 0.440915 0.559085 1 0 0 1 
43 4216.59 530 0.437662 0.562338 1 0 0 1 
44 4029.89 530 0.447399 0.552601 1 0 0 1 
45 3882.91 530 0.481303 0.518697 1 0 0 1 
46 5235.55 530 0.965693 0.0343065 1 0 0 1 
47 5219.12 530 0.976191 0.0238087 1 0 0 1 
48 5201.43 530 0.984677 0.0153227 1 0 0 1 
49 5182.26 530 0.928009 0.0719912 1 0 0 1 
50 5160.27 530 0.634743 0.365257 1 0 0 1 
51 5127.74 530 0.476876 0.523124 1 0 0 1 
52 5054.55 530 0.455034 0.544966 1 0 0 1 
53 4964.9 530 0.443837 0.556163 1 0 0 1 
54 4864.48 530 0.436635 0.563365 1 0 0 1 
55 4754.75 530 0.431549 0.568451 1 0 0 1 
56 4635.46 530 0.427879 0.572121 1 0 0 1 
57 4508.4 530 0.426483 0.573517 1 0 0 1 
58 4380.4 530 0.432186 0.567814 1 0 0 1 
59 4267.13 530 0.453305 0.546695 1 0 0 1 
60 4200.87 530 0.495836 0.504164 1 0 0 1 
61 5244.58 530 0.966284 0.0337164 1 0 0 1 
62 5231.6 530 0.975614 0.024386 1 0 0 1 
