Results for well: RES1_INJ.out in the reservoir: RES1_INJ.out

time	BHP	Temp	q(Oil)	q(Water)
days	psi	F	stb/d	stb/d
193.127   	6000      	70        	0         	-2.72529  	
194.127   	6000      	70        	0         	-2.71786  	
195.127   	6000      	70        	0         	-2.71036  	
196.127   	6000      	70        	0         	-2.70274  	
197.127   	6000      	70        	0         	-2.69503  	
198.127   	6000      	70        	0         	-2.68724  	
199.127   	6000      	70        	0         	-2.6794   	
200.127   	6000      	70        	0         	-2.67151  	
201.127   	6000      	70        	0         	-2.66357  	
202.127   	6000      	70        	0         	-2.6556   	
203.127   	6000      	70        	0         	-2.64759  	
204.127   	6000      	70        	0         	-2.63953  	
205.127   	6000      	70        	0         	-2.63168  	
206.127   	6000      	70        	0         	-2.62391  	
207.127   	6000      	70        	0         	-2.61641  	
208.127   	6000      	70        	0         	-2.60904  	
209.127   	6000      	70        	0         	-2.60169  	
210.127   	6000      	70        	0         	-2.5943   	
211.127   	6000      	70        	0         	-2.58686  	
212.127   	6000      	70        	0         	-2.57934  	
213.127   	6000      	70        	0         	-2.5718   	
214.127   	6000      	70        	0         	-2.56463  	
215.127   	6000      	70        	0         	-2.55767  	
216.127   	6000      	70        	0         	-2.55079  	
217.127   	6000      	70        	0         	-2.5439   	
218.127   	6000      	70        	0         	-2.53697  	
219.127   	6000      	70        	0         	-2.53     	
220.127   	6000      	70        	0         	-2.52296  	
221.127   	6000      	70        	0         	-2.51586  	
222.127   	6000      	70        	0         	-2.50937  	
223.127   	6000      	70        	0         	-2.50298  	
224.127   	6000      	70        	0         	-2.49657  	
225.127   	6000      	70        	0         	-2.49011  	
226.127   	6000      	70        	0         	-2.4836   	
227.127   	6000      	70        	0         	-2.47747  	
228.127   	6000      	70        	0         	-2.47143  	
229.127   	6000      	70        	0         	-2.4654   	
230.127   	6000      	70        	0         	-2.45933  	
231.127   	6000      	70        	0         	-2.45323  	
232.127   	6000      	70        	0         	-2.4471   	
233.127   	6000      	70        	0         	-2.44093  	
234.127   	6000      	70        	0         	-2.43473  	
235.127   	6000      	70        	0         	-2.42851  	
236.127   	6000      	70        	0         	-2.42228  	
237.127   	6000      	70        	0         	-2.41608  	
238.127   	6000      	70        	0         	-2.40989  	
239.127   	6000      	70        	0         	-2.40374  	
240.127   	6000      	70        	0         	-2.39761  	
241.127   	6000      	70        	0         	-2.39152  	
242.127   	6000      	70        	0         	-2.38548  	
243.127   	6000      	70        	0         	-2.37952  	
244.127   	6000      	70        	0         	-2.37365  	
245.127   	6000      	70        	0         	-2.36787  	
246.127   	6000      	70        	0         	-2.36218  	
247.127   	6000      	70        	0         	-2.3566   	
248.127   	6000      	70        	0         	-2.35112  	
249.127   	6000      	70        	0         	-2.34573  	
250.127   	6000      	70        	0         	-2.34044  	
251.127   	6000      	70        	0         	-2.33526  	
252.127   	6000      	70        	0         	-2.33017  	
253.127   	6000      	70        	0         	-2.32519  	
254.127   	6000      	70        	0         	-2.32032  	
255.127   	6000      	70        	0         	-2.31555  	
256.127   	6000      	70        	0         	-2.31088  	
257.127   	6000      	70        	0         	-2.30632  	
258.127   	6000      	70        	0         	-2.30187  	
259.127   	6000      	70        	0         	-2.29753  	
260.127   	6000      	70        	0         	-2.29328  	
261.127   	6000      	70        	0         	-2.28913  	
262.127   	6000      	70        	0         	-2.28506  	
263.127   	6000      	70        	0         	-2.2811   	
264.127   	6000      	70        	0         	-2.27722  	
265.127   	6000      	70        	0         	-2.27345  	
266.127   	6000      	70        	0         	-2.26976  	
267.127   	6000      	70        	0         	-2.26616  	
268.127   	6000      	70        	0         	-2.26266  	
269.127   	6000      	70        	0         	-2.25925  	
270.127   	6000      	70        	0         	-2.25592  	
271.127   	6000      	70        	0         	-2.25268  	
272.127   	6000      	70        	0         	-2.24954  	
273.127   	6000      	70        	0         	-2.2465   	
274.127   	6000      	70        	0         	-2.24357  	
275.127   	6000      	70        	0         	-2.24074  	
276.127   	6000      	70        	0         	-2.23802  	
277.127   	6000      	70        	0         	-2.23541  	
278.127   	6000      	70        	0         	-2.2329   	
279.127   	6000      	70        	0         	-2.23049  	
280.127   	6000      	70        	0         	-2.22818  	
281.127   	6000      	70        	0         	-2.22598  	
282.127   	6000      	70        	0         	-2.22389  	
283.127   	6000      	70        	0         	-2.22188  	
284.127   	6000      	70        	0         	-2.21996  	
285.127   	6000      	70        	0         	-2.21812  	
286.127   	6000      	70        	0         	-2.21635  	
287.127   	6000      	70        	0         	-2.21467  	
288.127   	6000      	70        	0         	-2.21304  	
289.127   	6000      	70        	0         	-2.21148  	
290.127   	6000      	70        	0         	-2.20998  	
291.127   	6000      	70        	0         	-2.20854  	
292.127   	6000      	70        	0         	-2.20715  	
293.127   	6000      	70        	0         	-2.20605  	
294.127   	6000      	70        	0         	-2.20509  	
295.127   	6000      	70        	0         	-2.2042   	
296.127   	6000      	70        	0         	-2.20363  	
297.127   	6000      	70        	0         	-2.20318  	
298.127   	6000      	70        	0         	-2.20277  	
299.127   	6000      	70        	0         	-2.20237  	
300.127   	6000      	70        	0         	-2.20198  	
301.127   	6000      	70        	0         	-2.20159  	
302.127   	6000      	70        	0         	-2.2012   	
303.127   	6000      	70        	0         	-2.20081  	
304.127   	6000      	70        	0         	-2.20041  	
305.127   	6000      	70        	0         	-2.20001  	
306.127   	6000      	70        	0         	-2.19961  	
307.127   	6000      	70        	0         	-2.19923  	
308.127   	6000      	70        	0         	-2.19884  	
309.127   	6000      	70        	0         	-2.19846  	
310.127   	6000      	70        	0         	-2.19809  	
311.127   	6000      	70        	0         	-2.19772  	
312.127   	6000      	70        	0         	-2.19735  	
313.127   	6000      	70        	0         	-2.197    	
314.127   	6000      	70        	0         	-2.19665  	
315.127   	6000      	70        	0         	-2.1963   	
316.127   	6000      	70        	0         	-2.19597  	
317.127   	6000      	70        	0         	-2.19564  	
318.127   	6000      	70        	0         	-2.19532  	
319.127   	6000      	70        	0         	-2.19502  	
320.127   	6000      	70        	0         	-2.19473  	
321.127   	6000      	70        	0         	-2.19446  	
322.127   	6000      	70        	0         	-2.19419  	
323.127   	6000      	70        	0         	-2.19393  	
324.127   	6000      	70        	0         	-2.19368  	
325.127   	6000      	70        	0         	-2.19345  	
326.127   	6000      	70        	0         	-2.19324  	
327.127   	6000      	70        	0         	-2.19305  	
328.127   	6000      	70        	0         	-2.19286  	
329.127   	6000      	70        	0         	-2.19271  	
330.127   	6000      	70        	0         	-2.19256  	
331.127   	6000      	70        	0         	-2.19243  	
332.127   	6000      	70        	0         	-2.19231  	
333.127   	6000      	70        	0         	-2.1922   	
334.127   	6000      	70        	0         	-2.1921   	
335.127   	6000      	70        	0         	-2.19201  	
336.127   	6000      	70        	0         	-2.19192  	
337.127   	6000      	70        	0         	-2.19184  	
338.127   	6000      	70        	0         	-2.19177  	
339.127   	6000      	70        	0         	-2.19171  	
340.127   	6000      	70        	0         	-2.19167  	
341.127   	6000      	70        	0         	-2.19166  	
342.127   	6000      	70        	0         	-2.19168  	
343.127   	6000      	70        	0         	-2.1917   	
344.127   	6000      	70        	0         	-2.19174  	
345.127   	6000      	70        	0         	-2.19177  	
346.127   	6000      	70        	0         	-2.19182  	
347.127   	6000      	70        	0         	-2.19186  	
348.127   	6000      	70        	0         	-2.19192  	
349.127   	6000      	70        	0         	-2.19197  	
350.127   	6000      	70        	0         	-2.19204  	
351.127   	6000      	70        	0         	-2.19211  	
352.127   	6000      	70        	0         	-2.1922   	
353.127   	6000      	70        	0         	-2.19229  	
354.127   	6000      	70        	0         	-2.19239  	
355.127   	6000      	70        	0         	-2.19251  	
356.127   	6000      	70        	0         	-2.19265  	
357.127   	6000      	70        	0         	-2.1928   	
358.127   	6000      	70        	0         	-2.19295  	
359.127   	6000      	70        	0         	-2.19311  	
360.127   	6000      	70        	0         	-2.19328  	
361.127   	6000      	70        	0         	-2.19345  	
362.127   	6000      	70        	0         	-2.19364  	
363.127   	6000      	70        	0         	-2.19383  	
364.127   	6000      	70        	0         	-2.19403  	
365.127   	6000      	70        	0         	-2.19424  	
366.127   	6000      	70        	0         	-2.19446  	
367.127   	6000      	70        	0         	-2.19469  	
368.127   	6000      	70        	0         	-2.19493  	
369.127   	6000      	70        	0         	-2.19518  	
370.127   	6000      	70        	0         	-2.19544  	
371.127   	6000      	70        	0         	-2.19574  	
372.127   	6000      	70        	0         	-2.19609  	
373.127   	6000      	70        	0         	-2.19651  	
374.127   	6000      	70        	0         	-2.19699  	
375.127   	6000      	70        	0         	-2.19753  	
376.127   	6000      	70        	0         	-2.19812  	
377.127   	6000      	70        	0         	-2.19876  	
378.127   	6000      	70        	0         	-2.19945  	
379.127   	6000      	70        	0         	-2.20019  	
380.127   	6000      	70        	0         	-2.20097  	
381.127   	6000      	70        	0         	-2.2018   	
382.127   	6000      	70        	0         	-2.20266  	
383.127   	6000      	70        	0         	-2.20356  	
384.127   	6000      	70        	0         	-2.20449  	
385.127   	6000      	70        	0         	-2.20547  	
386.127   	6000      	70        	0         	-2.20647  	
387.127   	6000      	70        	0         	-2.2075   	
388.127   	6000      	70        	0         	-2.20856  	
389.127   	6000      	70        	0         	-2.20965  	
390.127   	6000      	70        	0         	-2.21077  	
391.127   	6000      	70        	0         	-2.21191  	
392.127   	6000      	70        	0         	-2.21307  	
393.127   	6000      	70        	0         	-2.21426  	
394.127   	6000      	70        	0         	-2.21547  	
395.127   	6000      	70        	0         	-2.21671  	
396.127   	6000      	70        	0         	-2.21797  	
397.127   	6000      	70        	0         	-2.21925  	
398.127   	6000      	70        	0         	-2.22056  	
399.127   	6000      	70        	0         	-2.22189  	
400.127   	6000      	70        	0         	-2.22324  	
401.127   	6000      	70        	0         	-2.22461  	
402.127   	6000      	70        	0         	-2.226    	
403.127   	6000      	70        	0         	-2.22741  	
404.127   	6000      	70        	0         	-2.22884  	
405.127   	6000      	70        	0         	-2.23028  	
406.127   	6000      	70        	0         	-2.23174  	
407.127   	6000      	70        	0         	-2.23321  	
408.127   	6000      	70        	0         	-2.2347   	
409.127   	6000      	70        	0         	-2.23621  	
410.127   	6000      	70        	0         	-2.23773  	
411.127   	6000      	70        	0         	-2.23928  	
412.127   	6000      	70        	0         	-2.24084  	
413.127   	6000      	70        	0         	-2.24243  	
414.127   	6000      	70        	0         	-2.24403  	
415.127   	6000      	70        	0         	-2.24566  	
416.127   	6000      	70        	0         	-2.2473   	
417.127   	6000      	70        	0         	-2.24896  	
418.127   	6000      	70        	0         	-2.25064  	
419.127   	6000      	70        	0         	-2.25234  	
420.127   	6000      	70        	0         	-2.25405  	
421.127   	6000      	70        	0         	-2.2558   	
422.127   	6000      	70        	0         	-2.2576   	
423.127   	6000      	70        	0         	-2.25944  	
424.127   	6000      	70        	0         	-2.26131  	
425.127   	6000      	70        	0         	-2.26321  	
426.127   	6000      	70        	0         	-2.26515  	
427.127   	6000      	70        	0         	-2.26713  	
428.127   	6000      	70        	0         	-2.26913  	
429.127   	6000      	70        	0         	-2.27116  	
430.127   	6000      	70        	0         	-2.27321  	
431.127   	6000      	70        	0         	-2.27528  	
432.127   	6000      	70        	0         	-2.27737  	
433.127   	6000      	70        	0         	-2.27947  	
434.127   	6000      	70        	0         	-2.2816   	
435.127   	6000      	70        	0         	-2.28374  	
436.127   	6000      	70        	0         	-2.28589  	
437.127   	6000      	70        	0         	-2.28805  	
438.127   	6000      	70        	0         	-2.29023  	
439.127   	6000      	70        	0         	-2.29242  	
440.127   	6000      	70        	0         	-2.29462  	
441.127   	6000      	70        	0         	-2.29683  	
442.127   	6000      	70        	0         	-2.29905  	
443.127   	6000      	70        	0         	-2.30127  	
444.127   	6000      	70        	0         	-2.30351  	
445.127   	6000      	70        	0         	-2.30574  	
446.127   	6000      	70        	0         	-2.30799  	
447.127   	6000      	70        	0         	-2.31024  	
448.127   	6000      	70        	0         	-2.31249  	
449.127   	6000      	70        	0         	-2.31475  	
450.127   	6000      	70        	0         	-2.31701  	
451.127   	6000      	70        	0         	-2.31927  	
452.127   	6000      	70        	0         	-2.32153  	
453.127   	6000      	70        	0         	-2.32379  	
454.127   	6000      	70        	0         	-2.32605  	
455.127   	6000      	70        	0         	-2.32831  	
456.127   	6000      	70        	0         	-2.33057  	
457.127   	6000      	70        	0         	-2.33284  	
458.127   	6000      	70        	0         	-2.3351   	
459.127   	6000      	70        	0         	-2.33737  	
460.127   	6000      	70        	0         	-2.33964  	
461.127   	6000      	70        	0         	-2.34191  	
462.127   	6000      	70        	0         	-2.34419  	
463.127   	6000      	70        	0         	-2.34646  	
464.127   	6000      	70        	0         	-2.34873  	
465.127   	6000      	70        	0         	-2.35101  	
466.127   	6000      	70        	0         	-2.35328  	
467.127   	6000      	70        	0         	-2.35555  	
468.127   	6000      	70        	0         	-2.35782  	
469.127   	6000      	70        	0         	-2.36009  	
470.127   	6000      	70        	0         	-2.36236  	
471.127   	6000      	70        	0         	-2.36464  	
472.127   	6000      	70        	0         	-2.36695  	
473.127   	6000      	70        	0         	-2.36929  	
474.127   	6000      	70        	0         	-2.37165  	
475.127   	6000      	70        	0         	-2.37402  	
476.127   	6000      	70        	0         	-2.37642  	
477.127   	6000      	70        	0         	-2.37884  	
478.127   	6000      	70        	0         	-2.38127  	
479.127   	6000      	70        	0         	-2.38372  	
480.127   	6000      	70        	0         	-2.38618  	
481.127   	6000      	70        	0         	-2.38866  	
482.127   	6000      	70        	0         	-2.39116  	
483.127   	6000      	70        	0         	-2.39369  	
484.127   	6000      	70        	0         	-2.39625  	
485.127   	6000      	70        	0         	-2.39883  	
