Results for well: MSWell_1_Seg.out in the reservoir: MSWell_1_Seg.out

t	BHP	q(Gas)	q(Oil)	 q(Water)
days	psi	Mscf/d	stb/d	stb/d
0         	0         	-         	0         	0         	0         	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W
Seg 26	1438.42	160.752	5.27983	4.24323	0.0591125	0.977484	0.68171	0.0181506	0.300139
Seg 27	1462.71	160.665	5.20952	4.17299	0.0592509	0.97728	0.677779	0.018419	0.303802
Seg 28	1486.85	160.578	5.14194	4.10548	0.0593889	0.977075	0.673917	0.0186844	0.307399
Seg 29	1510.84	160.492	5.07691	4.04052	0.0595267	0.976871	0.670121	0.018947	0.310932
Seg 30	1534.68	160.406	5.01429	3.97796	0.0596643	0.976667	0.666389	0.0192069	0.314405
Seg 31	1558.39	160.32	4.95392	3.91765	0.0598017	0.976464	0.662717	0.0194642	0.317818
Seg 32	1581.96	160.234	4.89567	3.85947	0.059939	0.97626	0.659105	0.019719	0.321175
Seg 33	1605.41	160.148	4.83943	3.8033	0.0600761	0.976057	0.655551	0.0199715	0.324478
Seg 34	1628.74	160.062	4.78508	3.74901	0.0602131	0.975854	0.652051	0.0202217	0.327727
Seg 35	1651.95	159.977	4.73251	3.69651	0.0603501	0.975651	0.648605	0.0204698	0.330925
Seg 36	1675.06	159.891	4.68164	3.64571	0.060487	0.975449	0.64521	0.0207157	0.334074
Seg 37	1698.06	159.806	4.63238	3.59651	0.0606239	0.975246	0.641866	0.0209597	0.337175
Seg 38	1720.95	159.721	4.58464	3.54883	0.0607608	0.975044	0.638569	0.0212017	0.340229
Seg 39	1743.75	159.636	4.53834	3.5026	0.0608977	0.974842	0.63532	0.0214418	0.343238
Seg 40	1766.46	159.55	4.49342	3.45774	0.0610346	0.97464	0.632116	0.0216802	0.346203
Seg 41	1780.32	159.483	4.46656	3.43098	0.0611152	0.974463	0.675464	0.0191526	0.305383
Seg 42	1794.05	159.41	4.44036	3.4048	0.0611997	0.974359	0.677253	0.0190738	0.303673
Seg 43	1807.77	159.338	4.41457	3.37903	0.0612843	0.974253	0.675802	0.0191864	0.305012
Seg 44	1821.49	159.265	4.38917	3.35366	0.0613691	0.974148	0.674078	0.0193155	0.306607
Seg 45	1835.22	159.192	4.36415	3.32866	0.0614542	0.974042	0.672337	0.019446	0.308217
Seg 46	1848.94	159.119	4.3395	3.30403	0.0615395	0.973936	0.670603	0.0195765	0.309821
Seg 47	1862.67	159.046	4.31521	3.27976	0.061625	0.97383	0.668877	0.0197068	0.311416
Seg 48	1876.39	158.974	4.29127	3.25584	0.0617108	0.973723	0.667159	0.019837	0.313004
Seg 49	1890.12	158.901	4.26768	3.23226	0.0617969	0.973617	0.66545	0.019967	0.314583
Seg 50	1903.85	158.828	4.24441	3.20902	0.0618832	0.97351	0.663749	0.020097	0.316154
Seg 51	1917.59	158.755	4.22148	3.18611	0.0619698	0.973403	0.662056	0.0202268	0.317717
Seg 52	1931.32	158.682	4.19887	3.16352	0.0620566	0.973296	0.660371	0.0203566	0.319272
Seg 53	1945.06	158.609	4.17657	3.14124	0.0621437	0.973189	0.658694	0.0204862	0.32082
Seg 54	1958.81	158.535	4.15458	3.11927	0.0622311	0.973082	0.657025	0.0206157	0.322359
Seg 55	1972.55	158.462	4.13289	3.09759	0.0623188	0.972974	0.655364	0.0207451	0.323891
Seg 56	1986.31	158.389	4.11149	3.07622	0.0624067	0.972867	0.65371	0.0208745	0.325416
Seg 57	2000.06	158.316	4.09038	3.05512	0.0624949	0.972759	0.652064	0.0210038	0.326932
Seg 58	2013.82	158.243	4.06955	3.03431	0.0625834	0.972651	0.650425	0.021133	0.328442
Seg 59	2027.59	158.17	4.04884	3.01364	0.0626548	0.972543	0.648786	0.0212571	0.329957
Seg 60	2041.36	158.097	4.02839	2.99323	0.0627253	0.972435	0.647152	0.0213807	0.331467
Seg 61	2062.88	158.009	3.99698	2.96184	0.0628382	0.972305	0.597912	0.0244087	0.377679
Seg 62	2084.56	157.925	3.966	2.93096	0.0629475	0.972098	0.590673	0.0248937	0.384434
Seg 63	2106.19	157.841	3.93571	2.90075	0.0630572	0.971895	0.587618	0.0251255	0.387257
Seg 64	2127.78	157.757	3.90609	2.87123	0.063167	0.971692	0.584955	0.025334	0.389711
Seg 65	2149.32	157.673	3.87714	2.84237	0.0632769	0.971489	0.582353	0.0255395	0.392108
Seg 66	2170.81	157.589	3.84881	2.81414	0.063387	0.971286	0.579781	0.0257438	0.394475
Seg 67	2192.26	157.504	3.82111	2.78653	0.0634972	0.971084	0.577238	0.0259469	0.396815
Seg 68	2213.66	157.42	3.79399	2.7595	0.0636075	0.970881	0.574722	0.026149	0.399129
Seg 69	2235.02	157.335	3.76745	2.73305	0.0637181	0.970679	0.572233	0.0263501	0.401417
Seg 70	2256.33	157.25	3.74145	2.70715	0.0638288	0.970477	0.569769	0.0265503	0.40368
Seg 71	2277.61	157.165	3.71599	2.68178	0.0639396	0.970274	0.567332	0.0267494	0.405919
Seg 72	2298.84	157.08	3.69105	2.65692	0.0640507	0.970072	0.564919	0.0269477	0.408133
Seg 73	2320.04	156.995	3.6666	2.63257	0.0641619	0.96987	0.562531	0.027145	0.410324
Seg 74	2341.2	156.909	3.64264	2.60869	0.0642733	0.969668	0.560167	0.0273415	0.412491
Seg 75	2362.33	156.824	3.61914	2.58529	0.0643849	0.969466	0.557827	0.0275371	0.414636
Seg 76	2383.42	156.738	3.59609	2.56233	0.0644967	0.969264	0.55551	0.0277319	0.416758
Seg 77	2404.48	156.652	3.57349	2.53982	0.0646088	0.969063	0.553215	0.0279259	0.418859
Seg 78	2425.5	156.566	3.55131	2.51773	0.064721	0.968861	0.550943	0.0281191	0.420937
Seg 79	2446.5	156.48	3.52954	2.49605	0.0648335	0.968659	0.548693	0.0283115	0.422995
Seg 80	2468.64	156.392	3.50698	2.47357	0.0649531	0.968454	0.546347	0.0285136	0.425139


0.313422  	1000      	-         	3018.4    	111.445   	2205.34   	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W
Seg 0	1000	163.055	7.54674	6.55919	0.053738	0.933813	0.869142	0.0071207	0.123737
Seg 1	1014.35	163.019	7.45433	6.46671	0.0538502	0.933771	0.821781	0.00971743	0.168502
Seg 2	1029.1	162.94	7.36199	6.37436	0.0539271	0.933702	0.812335	0.010247	0.177418
Seg 3	1043.85	162.861	7.27232	6.28468	0.0540031	0.933634	0.809045	0.0104412	0.180514
Seg 4	1058.53	162.782	7.18548	6.19784	0.054079	0.933565	0.806581	0.0105907	0.182828
