Results for well: MSWell_1_Seg.out in the reservoir: MSWell_1_Seg.out

t	BHP	q(Gas)	q(Oil)	 q(Water)
days	psi	Mscf/d	stb/d	stb/d
0         	0         	-         	0         	0         	0         	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W
Seg 7	3500.3	164.905	24.4832	8.28089	7.56093	8.64138	0.328335	0.313438	0.358228
Seg 8	3630.96	164.583	24.0091	7.73045	7.64053	8.63808	0.31232	0.322769	0.36491
Seg 9	3759.5	164.261	23.5816	7.22632	7.72048	8.63484	0.297026	0.331837	0.371137
Seg 10	3898.44	163.909	23.1589	6.71875	7.80881	8.63133	0.280994	0.341517	0.37749
Seg 11	4007.41	166.185	19.6951	5.47168	6.75978	7.46361	0.263368	0.35009	0.386542
Seg 12	4114.21	166.086	19.255	5.02762	6.76631	7.46111	0.247124	0.358055	0.394821
Seg 13	4218.92	166.002	18.8314	4.60389	6.76886	7.45863	0.231018	0.36585	0.403132
Seg 14	4321.69	165.918	18.4356	4.20801	6.77137	7.4562	0.21535	0.373441	0.411209
Seg 15	4427.84	165.833	18.0461	3.81845	6.77396	7.4537	0.19971	0.381028	0.419262
Seg 16	4512.03	166.91	16.1768	3.16145	6.23111	6.78428	0.183817	0.390747	0.425436
Seg 17	4595.06	166.837	15.9197	2.90426	6.233	6.78248	0.171832	0.396602	0.431566
Seg 18	4677	166.763	15.675	2.65941	6.23486	6.78071	0.160041	0.402366	0.437593
Seg 19	4757.9	166.691	15.4416	2.42594	6.2367	6.77896	0.148431	0.408046	0.443524
Seg 20	4842.09	166.616	15.207	2.19128	6.23861	6.77713	0.136379	0.413944	0.449677
Seg 21	4889.61	168.305	8.39752	1.03256	3.58053	3.78442	0.111658	0.431874	0.456468
Seg 22	4936.84	168.25	8.32685	0.961815	3.58124	3.78379	0.105101	0.435144	0.459755
Seg 23	4983.81	168.196	8.25791	0.892803	3.58196	3.78315	0.0985799	0.438398	0.463022
Seg 24	5030.58	168.097	8.21004	0.845769	3.58149	3.78278	0.0940712	0.440583	0.465346
Seg 25	5079.62	167.905	8.20021	0.838498	3.5787	3.78302	0.0933975	0.44072	0.465882
Seg 26	5115.2	168.477	6.82292	0.617751	3.05423	3.15094	0.0817703	0.45196	0.46627
Seg 27	5150.77	168.328	6.81749	0.613799	3.05262	3.15107	0.081331	0.452045	0.466624
Seg 28	5186.32	168.178	6.81211	0.609895	3.05101	3.1512	0.0808938	0.452129	0.466977
Seg 29	5221.86	168.029	6.80677	0.606038	3.0494	3.15133	0.0804613	0.452211	0.467327
Seg 30	5260.54	167.869	6.80102	0.601917	3.04763	3.15147	0.0799987	0.452295	0.467707
Seg 31	5270.46	167.994	4.63249	0.423527	2.03967	2.16929	0.091418	0.440301	0.468281
Seg 32	5281.56	167.958	4.63133	0.422474	2.03951	2.16935	0.0912134	0.440376	0.46841
Seg 33	5287.07	167.893	3.45809	0.326615	1.52343	1.60804	0.0944393	0.440547	0.465013
Seg 34	5292.58	167.875	3.45763	0.32605	1.52351	1.60807	0.0942884	0.440629	0.465083
Seg 35	5298.09	167.856	3.45717	0.325487	1.52359	1.60809	0.0941379	0.44071	0.465152
Seg 36	5304.52	167.834	3.45665	0.324877	1.52365	1.60812	0.0939758	0.440793	0.465231
Seg 37	5306.8	167.511	2.22696	0.208939	1.00434	1.01369	0.0938066	0.450998	0.455196
Seg 38	5309.08	167.503	2.22682	0.208625	1.00452	1.01367	0.0936716	0.451111	0.455217
Seg 39	5311.35	167.496	2.22667	0.208312	1.00471	1.01365	0.0935372	0.451224	0.455238
Seg 40	5314.69	167.485	2.22647	0.207965	1.00488	1.01363	0.0933897	0.451339	0.455271
Seg 41	4856.12	165.854	5.29653	0.811493	2.13486	2.35018	0.130711	0.413778	0.455511
Seg 42	4871.65	165.822	5.28184	0.796804	2.13502	2.35002	0.128789	0.414724	0.456488
Seg 43	4882.28	167.482	3.85014	0.535309	1.60782	1.707	0.113909	0.42979	0.456302
Seg 44	4892.91	167.454	3.84274	0.527915	1.60793	1.7069	0.112638	0.430435	0.456928
Seg 45	4903.54	167.426	3.83537	0.520552	1.60803	1.70679	0.11136	0.431083	0.457557
Seg 46	4915.27	167.398	3.82729	0.512468	1.60815	1.70668	0.109951	0.431797	0.458253
Seg 47	4923.61	168.493	2.40344	0.273221	1.0686	1.06162	0.0867831	0.458106	0.455111
Seg 48	4931.95	168.469	2.39973	0.269522	1.06869	1.06152	0.0858357	0.458621	0.455544
Seg 49	4940.29	168.445	2.39604	0.265834	1.06878	1.06143	0.0848656	0.459147	0.455987
Seg 50	4949.84	168.42	2.39184	0.261635	1.06888	1.06133	0.083756	0.459745	0.456499


0.116271  	2500      	-         	31600     	22287.6   	36283.4   	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W
Seg 0	2500	166.677	52.7826	25.1688	12.3866	15.2271	0.476839	0.234672	0.288488
Seg 1	2652.95	166.767	28.6356	12.9851	7.07194	8.57861	0.442703	0.251823	0.305474
Seg 2	2801.04	166.438	27.6652	11.9292	7.16111	8.57491	0.420455	0.263738	0.315807
Seg 3	2944.93	166.11	26.826	11.0047	7.24993	8.57131	0.399585	0.275134	0.325281
Seg 4	3085.12	165.787	26.0872	10.186	7.33344	8.5678	0.379955	0.285956	0.334088
Seg 5	3222.05	165.469	25.4306	9.45452	7.41175	8.56436	0.361438	0.296246	0.342316
Seg 6	3356.07	165.15	24.8474	8.79633	7.49003	8.561	0.343869	0.306176	0.349955
Seg 7	3487.5	164.832	24.3261	8.19998	7.56843	8.5577	0.327155	0.315784	0.35706
Seg 8	3616.6	164.514	23.8579	7.65638	7.64705	8.55445	0.311219	0.325102	0.363679
Seg 9	3743.61	164.195	23.4354	7.15817	7.72601	8.55127	0.295995	0.334156	0.369849
Seg 10	3880.87	163.847	23.0174	6.65642	7.81319	8.54782	0.280035	0.343819	0.376146
Seg 11	3988.65	166.116	19.5794	5.41756	6.76484	7.397	0.262209	0.352429	0.385362
Seg 12	4094.47	165.983	19.18	5.00396	6.78145	7.39457	0.246864	0.360281	0.392855
Seg 13	4198.22	165.901	18.7581	4.58197	6.78398	7.39213	0.230761	0.368119	0.401119
Seg 14	4300.05	165.819	18.3638	4.18763	6.78645	7.38973	0.215091	0.375753	0.409156
Seg 15	4405.24	165.736	17.9757	3.79947	6.78901	7.38725	0.199456	0.38338	0.417163
Seg 16	4488.64	166.814	16.1103	3.14344	6.24507	6.72182	0.183487	0.393246	0.423267
Seg 17	4570.89	166.742	15.8542	2.88719	6.24692	6.72004	0.171495	0.399138	0.429367
Seg 18	4652.07	166.67	15.6103	2.64321	6.24876	6.71829	0.159696	0.404939	0.435366
Seg 19	4732.22	166.599	15.3776	2.41053	6.25057	6.71655	0.148075	0.410655	0.44127
Seg 20	4815.63	166.526	15.1438	2.17661	6.25246	6.71475	0.136009	0.416595	0.447397
Seg 21	4862.68	168.21	8.35491	1.01993	3.58902	3.74597	0.110836	0.435069	0.454095
Seg 22	4909.46	168.156	8.28453	0.949507	3.5897	3.74532	0.104272	0.438363	0.457366
Seg 23	4955.96	168.103	8.21587	0.880812	3.59039	3.74467	0.0977421	0.44164	0.460618
Seg 24	5002.2	168.05	8.14887	0.81377	3.59107	3.74403	0.0912425	0.444904	0.463854
Seg 25	5050.62	167.895	8.12403	0.790889	3.58916	3.74399	0.089017	0.445874	0.465109
Seg 26	5085.75	168.466	6.75322	0.575596	3.06282	3.1148	0.077088	0.457574	0.465338
Seg 27	5120.87	168.318	6.74808	0.571994	3.0612	3.1149	0.0766813	0.457645	0.465673
Seg 28	5155.97	168.17	6.74299	0.568435	3.05957	3.11499	0.0762762	0.457716	0.466008
Seg 29	5191.06	168.021	6.73795	0.564918	3.05794	3.11509	0.0758754	0.457785	0.46634
