1	0.1
1	0.00636835
1	0.00504906
1	0.00485309
1	0.00490703
1	0.00503869
1	0.00519895
1	0.00537242
1	0.00555441
1	0.00574373
1	0.0059402
1	0.00614411
1	0.00635574
1	0.00657535
1	0.00680321
1	0.00703944
1	0.00728418
1	0.00753733
1	0.00779892
1	0.00806904
1	0.00834769
1	0.00863485
1	0.00893047
1	0.00923447
1	0.00954677
1	0.00986717
1	0.0101573
1	0.0104182
1	0.0106728
1	0.010929
1	0.0111894
1	0.0114552
1	0.0117267
1	0.0120041
1	0.0122874
1	0.0125768
1	0.0128725
1	0.0131746
1	0.0134833
1	0.0137987
1	0.0141209
1	0.014448
1	0.0147158
1	0.0149685
1	0.0152214
1	0.0154795
1	0.0157446
1	0.0160171
1	0.0162972
1	0.016585
1	0.0168805
1	0.0171836
1	0.0174945
1	0.0178132
1	0.0181397
1	0.0184742
1	0.0188168
1	0.0191677
1	0.019527
1	0.0198948
1	0.0202706
1	0.0206554
1	0.0210494
1	0.0214532
1	0.0218669
1	0.022291
1	0.0227257
1	0.0231714
1	0.0236286
1	0.0240975
1	0.0245784
1	0.0250712
1	0.0255771
1	0.0260969
1	0.0266314
1	0.0271811
1	0.0277466
1	0.0283272
1	0.0289063
1	0.0295187
1	0.0301549
1	0.0308122
1	0.0314904
1	0.0321901
1	0.0329122
1	0.0336578
1	0.0344281
1	0.0352244
1	0.035817
1	0.03634
1	0.0368465
1	0.0373547
1	0.0378685
1	0.0383931
1	0.03893
1	0.0394799
1	0.040043
1	0.0406195
1	0.0412097
1	0.041814
1	0.042433
1	0.0430671
1	0.0437169
1	0.0443827
1	0.0450604
1	0.0457375
1	0.0464252
1	0.0471275
1	0.0478441
1	0.0485678
1	0.0492911
1	0.0500594
1	0.0508546
1	0.0516715
1	0.0525091
1	0.0533678
1	0.0542481
1	0.0551509
1	0.0560772
1	0.0570279
1	0.0580038
1	0.0590059
1	0.0600351
1	0.0610924
1	0.0621788
1	0.0632953
1	0.0644431
1	0.0656231
1	0.06658
1	0.0674081
1	0.0682043
1	0.0690019
1	0.0698123
1	0.0706389
1	0.0714842
1	0.07235
1	0.0732312
1	0.0741339
1	0.07505
1	0.0759608
1	0.0769362
1	0.0779479
1	0.0789877
1	0.0800536
1	0.081146
1	0.0822658
1	0.0834141
1	0.0845921
1	0.0858009
1	0.0870417
1	0.0883159
1	0.0894941
1	0.090524
1	0.0915195
1	0.0925179
1	0.0934797
1	0.0945078
1	0.0955769
1	0.0966755
1	0.0978013
1	0.098956
1	0.100141
1	0.101357
1	0.102606
1	0.103888
1	0.105204
1	0.106556
1	0.107944
1	0.109371
1	0.110837
1	0.112345
1	0.113895
1	0.11549
1	0.11713
1	0.118818
1	0.120556
1	0.122354
1	0.124224
1	0.126175
1	0.128216
1	0.130389
1	0.132666
1	0.134994
1	0.137333
1	0.139677
1	0.142052
1	0.144501
1	0.147067
1	0.149782
1	0.15266
1	0.155699
1	0.114003
