Results for well: PROD_Seg.out in the reservoir: PROD_Seg.out

t	BHP	q(Gas)	q(Oil)
days	psi	Mscf/d	stb/d
0         	0         	-         	0         	0         	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	X[0]	X[1]	X[2]	
0.386101 0.101563 0.512336 0.386101 0.101563 0.512336 0.954131 0.0453344 0.000534735 0.197668 0.120216 0.682116 0.95438 0.0450805 0.000539067 0.199785 0.120082 0.680133 0.954624 0.0448325 0.000543516 0.2019 0.119944 0.678156 0.954861 0.0445907 0.000548076 0.204009 0.119804 0.676187 0.955093 0.0443547 0.000552749 0.206113 0.11966 0.674227 0.955318 0.0441245 0.000557534 0.208212 0.119514 0.672274 0.955538 0.0439 0.000562433 0.210305 0.119365 0.67033 0.955752 0.0436808 0.000567446 0.212393 0.119214 0.668393 0.95596 0.043467 0.000572572 0.214475 0.11906 0.666464 0.956164 0.0432583 0.000577814 0.216552 0.118905 0.664543 0.956362 0.0430546 0.00058317 0.218624 0.118747 0.662629 0.956555 0.0428559 0.000588643 0.220691 0.118586 0.660723 0.956744 0.0426619 0.000594233 0.222751 0.118424 0.658824 0.956928 0.0424726 0.000599941 0.224807 0.11826 0.656933 0.957106 0.0422877 0.000605766 0.226857 0.118094 0.655049 0.957281 0.0421073 0.000611711 0.228901 0.117927 0.653172 0.957451 0.0419312 0.000617776 0.23094 0.117758 0.651302 0.957617 0.0417593 0.000623962 0.232973 0.117587 0.64944 0.957778 0.0415915 0.00063027 0.235001 0.117415 0.647584 0.957936 0.0414277 0.000636701 0.237024 0.117241 0.645736 0.958089 0.0412678 0.000643256 0.23904 0.117066 0.643894 0.958238 0.0411117 0.000649936 0.241051 0.116889 0.642059 0.958384 0.0409592 0.000656741 0.243057 0.116712 0.640231 0.958526 0.0408104 0.000663674 0.245057 0.116533 0.63841 0.958664 0.0406652 0.000670735 0.247051 0.116353 0.636596 0.958799 0.0405234 0.000677925 0.24904 0.116172 0.634788 0.95893 0.040385 0.000685246 0.251023 0.11599 0.632987 0.959057 0.0402498 0.000692699 0.253001 0.115807 0.631193 0.959182 0.0401179 0.000700285 0.254973 0.115623 0.629404 0.959303 0.0399892 0.000708005 0.256939 0.115438 0.627623 0.959421 0.0398635 0.000715861 0.2589 0.115253 0.625848 0.959535 0.0397408 0.000723857 0.260856 0.115066 0.624078 0.959647 0.039621 0.000731993 0.262806 0.114879 0.622314 0.959756 0.039504 0.000740272 0.264752 0.114691 0.620557 0.959861 0.0393898 0.000748695 0.266693 0.114503 0.618805 0.959964 0.0392784 0.000757262 0.268628 0.114313 0.617058 0.960064 0.0391696 0.000765977 0.270559 0.114124 0.615318 0.960162 0.0390635 0.000774839 0.272484 0.113933 0.613583 0.960256 0.0389599 0.000783851 0.274404 0.113742 0.611853 0.960348 0.0388588 0.000793014 0.276319 0.113551 0.61013 0.960437 0.0387602 0.00080233 0.278229 0.113359 0.608412 0.960524 0.038664 0.0008118 0.280133 0.113167 0.6067 0.960608 0.0385701 0.000821426 0.282032 0.112974 0.604993 0.96069 0.0384786 0.000831209 0.283926 0.112781 0.603292 0.960769 0.0383894 0.000841152 0.285815 0.112588 0.601597 0.960846 0.0383024 0.000851255 0.287698 0.112394 0.599907 0.960921 0.0382175 0.00086152 0.289576 0.112201 0.598223 0.960993 0.0381348 0.00087195 0.291449 0.112007 0.596544 0.961063 0.0380542 0.000882546 0.293316 0.111812 0.594871 0.961131 0.0379757 0.000893309 0.295178 0.111618 0.593204 296.825   	725.189   	85.4      	3.1182    	551.738   	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	X[0]	X[1]	X[2]	
Seg 0	725.189	85.4	0.70153	0.70153	0	0	1	0	0		0.386213	0.101551	0.512236	0.386213	0.101551	0.512236	
Seg 1	730.273	85.4	0.114627	0.0571112	0.0575159	0	0.498235	0.501765	0		0.954131	0.0453338	0.000534734	0.197668	0.120215	0.682118	
Seg 2	739.029	85.4	0.113445	0.0558964	0.0575484	0	0.0907368	0.909263	0		0.954381	0.0450798	0.000539068	0.199786	0.12008	0.680134	
Seg 3	747.802	85.4	0.112291	0.0546816	0.0576089	0	0.0885584	0.911442	0		0.954625	0.0448318	0.000543518	0.201901	0.119942	0.678157	
Seg 4	756.581	85.4	0.111165	0.0534955	0.0576691	0	0.087379	0.912621	0		0.954862	0.0445899	0.00054808	0.204011	0.119802	0.676188	
Seg 5	765.367	85.4	0.110066	0.0523367	0.0577293	0	0.0862146	0.913785	0		0.955093	0.0443539	0.000552754	0.206115	0.119658	0.674226	
Seg 6	774.16	85.4	0.108994	0.0512044	0.0577895	0	0.0850635	0.914936	0		0.955319	0.0441237	0.000557541	0.208214	0.119512	0.672273	
Seg 7	782.959	85.4	0.107947	0.0500976	0.0578498	0	0.0839253	0.916075	0		0.955539	0.043899	0.000562441	0.210308	0.119364	0.670328	
Seg 8	791.765	85.4	0.106926	0.0490155	0.0579102	0	0.0827997	0.9172	0		0.955753	0.0436799	0.000567455	0.212397	0.119212	0.668391	
Seg 9	800.576	85.4	0.105928	0.0479574	0.0579705	0	0.0816863	0.918314	0		0.955961	0.043466	0.000572584	0.21448	0.119059	0.666461	
Seg 10	809.394	85.4	0.104954	0.0469225	0.058031	0	0.0805848	0.919415	0		0.956165	0.0432573	0.000577827	0.216558	0.118903	0.664539	
Seg 11	818.217	85.4	0.104002	0.0459101	0.0580915	0	0.0794949	0.920505	0		0.956363	0.0430536	0.000583185	0.21863	0.118745	0.662625	
Seg 12	827.047	85.4	0.103071	0.0449194	0.058152	0	0.0784161	0.921584	0		0.956557	0.0428548	0.00058866	0.220697	0.118585	0.660718	
Seg 13	835.881	85.4	0.102162	0.0439498	0.0582127	0	0.0773483	0.922652	0		0.956745	0.0426608	0.000594252	0.222758	0.118423	0.658819	
Seg 14	844.722	85.4	0.101274	0.0430006	0.0582734	0	0.0762911	0.923709	0		0.956929	0.0424715	0.000599961	0.224814	0.118259	0.656927	
Seg 15	853.568	85.4	0.100405	0.0420713	0.0583341	0	0.0752443	0.924756	0		0.957108	0.0422866	0.000605789	0.226865	0.118093	0.655043	
Seg 16	862.419	85.4	0.0995561	0.0411611	0.0583949	0	0.0742075	0.925792	0		0.957282	0.0421062	0.000611736	0.228909	0.117925	0.653165	
Seg 17	871.275	85.4	0.0987255	0.0402697	0.0584558	0	0.0731805	0.92682	0		0.957452	0.0419301	0.000617803	0.230949	0.117756	0.651295	
Seg 18	880.137	85.4	0.0979131	0.0393963	0.0585168	0	0.072163	0.927837	0		0.957618	0.0417582	0.000623991	0.232983	0.117585	0.649432	
Seg 19	889.003	85.4	0.0971183	0.0385405	0.0585779	0	0.0711547	0.928845	0		0.957779	0.0415904	0.000630301	0.235011	0.117413	0.647576	
Seg 20	897.874	85.4	0.0963407	0.0377017	0.058639	0	0.0701554	0.929845	0		0.957937	0.0414265	0.000636734	0.237034	0.117239	0.645727	
Seg 21	906.75	85.4	0.0955798	0.0368796	0.0587002	0	0.0691649	0.930835	0		0.95809	0.0412666	0.00064329	0.239051	0.117064	0.643885	
Seg 22	915.631	85.4	0.094835	0.0360735	0.0587615	0	0.0681829	0.931817	0		0.95824	0.0411105	0.000649972	0.241062	0.116887	0.64205	
Seg 23	924.516	85.4	0.0941059	0.0352831	0.0588229	0	0.0672092	0.932791	0		0.958385	0.0409581	0.00065678	0.243068	0.11671	0.640222	
Seg 24	933.406	85.4	0.0933921	0.0345078	0.0588843	0	0.0662435	0.933757	0		0.958527	0.0408093	0.000663715	0.245069	0.116531	0.638401	
Seg 25	942.3	85.4	0.0926932	0.0337474	0.0589459	0	0.0652856	0.934714	0		0.958665	0.040664	0.000670778	0.247063	0.116351	0.636586	
Seg 26	951.198	85.4	0.0920088	0.0330013	0.0590075	0	0.0643353	0.935665	0		0.9588	0.0405222	0.000677971	0.249052	0.11617	0.634778	
Seg 27	960.1	85.4	0.0913384	0.0322692	0.0590692	0	0.0633924	0.936608	0		0.958931	0.0403838	0.000685294	0.251036	0.115988	0.632976	
Seg 28	969.007	85.4	0.0906817	0.0315507	0.0591311	0	0.0624567	0.937543	0		0.959059	0.0402487	0.000692749	0.253014	0.115805	0.631181	
Seg 29	977.918	85.4	0.0900384	0.0308454	0.059193	0	0.061528	0.938472	0		0.959183	0.0401168	0.000700337	0.254986	0.115621	0.629393	
Seg 30	986.832	85.4	0.089408	0.030153	0.059255	0	0.060606	0.939394	0		0.959304	0.0399881	0.000708059	0.256953	0.115436	0.627611	
Seg 31	995.752	85.4	0.0887902	0.0294664	0.0593237	0	0.0595651	0.940435	0		0.959422	0.0398624	0.000715918	0.258914	0.115251	0.625836	
Seg 32	1004.68	85.4	0.0881845	0.0287989	0.0593856	0	0.0583338	0.941666	0		0.959536	0.0397397	0.000723916	0.26087	0.115064	0.624066	
Seg 33	1013.61	85.4	0.0875906	0.0281431	0.0594475	0	0.0571198	0.94288	0		0.959648	0.0396199	0.000732055	0.262821	0.114877	0.622302	
Seg 34	1022.55	85.4	0.0870083	0.0274986	0.0595096	0	0.055923	0.944077	0		0.959757	0.0395029	0.000740336	0.264767	0.114689	0.620544	
Seg 35	1031.49	85.4	0.0864372	0.0268653	0.0595719	0	0.0547429	0.945257	0		0.959862	0.0393888	0.000748761	0.266708	0.114501	0.618791	
Seg 36	1040.44	85.4	0.085877	0.0262428	0.0596343	0	0.0535791	0.946421	0		0.959965	0.0392773	0.000757331	0.268644	0.114311	0.617045	
Seg 37	1049.4	85.4	0.0853276	0.0256308	0.0596968	0	0.0524314	0.947569	0		0.960065	0.0391686	0.000766047	0.270574	0.114122	0.615304	
Seg 38	1058.36	85.4	0.0847886	0.0250292	0.0597594	0	0.0512994	0.948701	0		0.960163	0.0390624	0.000774912	0.2725	0.113931	0.613569	
Seg 39	1067.33	85.4	0.0842599	0.0244377	0.0598222	0	0.0501827	0.949817	0		0.960257	0.0389589	0.000783926	0.27442	0.11374	0.61184	
Seg 40	1076.3	85.4	0.0837411	0.0238559	0.0598852	0	0.0490811	0.950919	0		0.960349	0.0388578	0.000793091	0.276335	0.113549	0.610116	
Seg 41	1085.28	85.4	0.083232	0.0232838	0.0599482	0	0.0479942	0.952006	0		0.960438	0.0387592	0.00080241	0.278245	0.113357	0.608398	
Seg 42	1094.26	85.4	0.0827324	0.022721	0.0600114	0	0.0469217	0.953078	0		0.960525	0.038663	0.000811882	0.28015	0.113165	0.606686	
Seg 43	1103.25	85.4	0.0822422	0.0221674	0.0600748	0	0.0458633	0.954137	0		0.960609	0.0385692	0.00082151	0.282049	0.112972	0.604979	
Seg 44	1112.24	85.4	0.0817609	0.0216226	0.0601383	0	0.0448187	0.955181	0		0.960691	0.0384777	0.000831296	0.283943	0.112779	0.603278	
Seg 45	1121.24	85.4	0.0812886	0.0210866	0.0602019	0	0.0437876	0.956212	0		0.96077	0.0383885	0.000841241	0.285832	0.112586	0.601582	
Seg 46	1130.24	85.4	0.0808249	0.0205592	0.0602657	0	0.0427698	0.95723	0		0.960847	0.0383015	0.000851346	0.287715	0.112392	0.599892	
Seg 47	1139.24	85.4	0.0803696	0.02004	0.0603296	0	0.041765	0.958235	0		0.960922	0.0382167	0.000861615	0.289593	0.112199	0.598208	
Seg 48	1148.25	85.4	0.0799226	0.0195289	0.0603937	0	0.0407729	0.959227	0		0.960994	0.038134	0.000872047	0.291466	0.112004	0.596529	
Seg 49	1157.26	85.4	0.0794837	0.0190258	0.0604579	0	0.0397932	0.960207	0		0.961064	0.0380534	0.000882645	0.293334	0.11181	0.594856	
Seg 50	1166.28	85.4	0.0790528	0.0185305	0.0605223	0	0.0388257	0.961174	0		0.961132	0.0379749	0.00089341	0.295196	0.111616	0.593188	


0.386213 0.101551 0.512236 0.386213 0.101551 0.512236 0.954131 0.0453338 0.000534734 0.197668 0.120215 0.682118 0.954381 0.0450798 0.000539068 0.199786 0.12008 0.680134 0.954625 0.0448318 0.000543518 0.201901 0.119942 0.678157 0.954862 0.0445899 0.00054808 0.204011 0.119802 0.676188 0.955093 0.0443539 0.000552754 0.206115 0.119658 0.674226 0.955319 0.0441237 0.000557541 0.208214 0.119512 0.672273 0.955539 0.043899 0.000562441 0.210308 0.119364 0.670328 0.955753 0.0436799 0.000567455 0.212397 0.119212 0.668391 0.955961 0.043466 0.000572584 0.21448 0.119059 0.666461 0.956165 0.0432573 0.000577827 0.216558 0.118903 0.664539 0.956363 0.0430536 0.000583185 0.21863 0.118745 0.662625 0.956557 0.0428548 0.00058866 0.220697 0.118585 0.660718 0.956745 0.0426608 0.000594252 0.222758 0.118423 0.658819 0.956929 0.0424715 0.000599961 0.224814 0.118259 0.656927 0.957108 0.0422866 0.000605789 0.226865 0.118093 0.655043 0.957282 0.0421062 0.000611736 0.228909 0.117925 0.653165 0.957452 0.0419301 0.000617803 0.230949 0.117756 0.651295 0.957618 0.0417582 0.000623991 0.232983 0.117585 0.649432 0.957779 0.0415904 0.000630301 0.235011 0.117413 0.647576 0.957937 0.0414265 0.000636734 0.237034 0.117239 0.645727 0.95809 0.0412666 0.00064329 0.239051 0.117064 0.643885 0.95824 0.0411105 0.000649972 0.241062 0.116887 0.64205 0.958385 0.0409581 0.00065678 0.243068 0.11671 0.640222 0.958527 0.0408093 0.000663715 0.245069 0.116531 0.638401 0.958665 0.040664 0.000670778 0.247063 0.116351 0.636586 0.9588 0.0405222 0.000677971 0.249052 0.11617 0.634778 0.958931 0.0403838 0.000685294 0.251036 0.115988 0.632976 0.959059 0.0402487 0.000692749 0.253014 0.115805 0.631181 0.959183 0.0401168 0.000700337 0.254986 0.115621 0.629393 0.959304 0.0399881 0.000708059 0.256953 0.115436 0.627611 0.959422 0.0398624 0.000715918 0.258914 0.115251 0.625836 0.959536 0.0397397 0.000723916 0.26087 0.115064 0.624066 0.959648 0.0396199 0.000732055 0.262821 0.114877 0.622302 0.959757 0.0395029 0.000740336 0.264767 0.114689 0.620544 0.959862 0.0393888 0.000748761 0.266708 0.114501 0.618791 0.959965 0.0392773 0.000757331 0.268644 0.114311 0.617045 0.960065 0.0391686 0.000766047 0.270574 0.114122 0.615304 0.960163 0.0390624 0.000774912 0.2725 0.113931 0.613569 0.960257 0.0389589 0.000783926 0.27442 0.11374 0.61184 0.960349 0.0388578 0.000793091 0.276335 0.113549 0.610116 0.960438 0.0387592 0.00080241 0.278245 0.113357 0.608398 0.960525 0.038663 0.000811882 0.28015 0.113165 0.606686 0.960609 0.0385692 0.00082151 0.282049 0.112972 0.604979 0.960691 0.0384777 0.000831296 0.283943 0.112779 0.603278 0.96077 0.0383885 0.000841241 0.285832 0.112586 0.601582 0.960847 0.0383015 0.000851346 0.287715 0.112392 0.599892 0.960922 0.0382167 0.000861615 0.289593 0.112199 0.598208 0.960994 0.038134 0.000872047 0.291466 0.112004 0.596529 0.961064 0.0380534 0.000882645 0.293334 0.11181 0.594856 0.961132 0.0379749 0.00089341 0.295196 0.111616 0.593188 299.825   	725.189   	85.4      	3.10549   	549.239   	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	X[0]	X[1]	X[2]	
Seg 0	725.189	85.4	0.698104	0.698104	0	0	1	0	0		0.386311	0.10154	0.512149	0.386311	0.10154	0.512149	
Seg 1	730.271	85.4	0.11409	0.0568636	0.0572268	0	0.498408	0.501592	0		0.954132	0.0453332	0.000534733	0.197667	0.120213	0.68212	
Seg 2	739.03	85.4	0.112913	0.0556082	0.057305	0	0.0904601	0.90954	0		0.954382	0.0450792	0.000539068	0.199786	0.120079	0.680136	
Seg 3	747.805	85.4	0.111764	0.0544017	0.0573624	0	0.0882911	0.911709	0		0.954625	0.0448312	0.000543518	0.201901	0.119941	0.678158	
Seg 4	756.587	85.4	0.110643	0.0532225	0.0574205	0	0.0871158	0.912884	0		0.954863	0.0445893	0.000548081	0.204011	0.1198	0.676189	
Seg 5	765.375	85.4	0.109549	0.0520705	0.0574788	0	0.0859555	0.914045	0		0.955094	0.0443533	0.000552756	0.206116	0.119657	0.674227	
Seg 6	774.17	85.4	0.108482	0.0509447	0.0575371	0	0.0848084	0.915192	0		0.955319	0.0441231	0.000557543	0.208215	0.119511	0.672274	
Seg 7	782.972	85.4	0.10744	0.0498444	0.0575956	0	0.0836742	0.916326	0		0.955539	0.0438984	0.000562444	0.210309	0.119362	0.670328	
Seg 8	791.779	85.4	0.106423	0.0487687	0.0576541	0	0.0825525	0.917447	0		0.955753	0.0436792	0.000567459	0.212398	0.119211	0.668391	
Seg 9	800.593	85.4	0.10543	0.0477168	0.0577127	0	0.0814431	0.918557	0		0.955962	0.0434654	0.000572588	0.214482	0.119057	0.666461	
Seg 10	809.413	85.4	0.104459	0.0466879	0.0577715	0	0.0803454	0.919655	0		0.956166	0.0432567	0.000577832	0.21656	0.118902	0.664539	
Seg 11	818.238	85.4	0.103512	0.0456814	0.0578303	0	0.0792593	0.920741	0		0.956364	0.043053	0.000583191	0.218632	0.118743	0.662624	
Seg 12	827.069	85.4	0.102586	0.0446965	0.0578892	0	0.0781844	0.921816	0		0.956557	0.0428542	0.000588666	0.220699	0.118583	0.660717	
Seg 13	835.906	85.4	0.101681	0.0437325	0.0579482	0	0.0771204	0.92288	0		0.956746	0.0426602	0.000594259	0.222761	0.118421	0.658818	
Seg 14	844.749	85.4	0.100796	0.0427888	0.0580074	0	0.076067	0.923933	0		0.956929	0.0424708	0.000599969	0.224817	0.118257	0.656926	
Seg 15	853.596	85.4	0.0999315	0.0418649	0.0580666	0	0.0750238	0.924976	0		0.957108	0.042286	0.000605797	0.226868	0.118091	0.655041	
Seg 16	862.449	85.4	0.099086	0.04096	0.058126	0	0.0739907	0.926009	0		0.957283	0.0421056	0.000611745	0.228913	0.117924	0.653163	
Seg 17	871.308	85.4	0.0982592	0.0400737	0.0581854	0	0.0729674	0.927033	0		0.957453	0.0419295	0.000617813	0.230952	0.117755	0.651293	
Seg 18	880.171	85.4	0.0974504	0.0392054	0.058245	0	0.0719535	0.928046	0		0.957618	0.0417576	0.000624002	0.232986	0.117584	0.64943	
Seg 19	889.039	85.4	0.0966592	0.0383545	0.0583047	0	0.0709489	0.929051	0		0.95778	0.0415898	0.000630312	0.235015	0.117412	0.647574	
Seg 20	897.912	85.4	0.0958851	0.0375206	0.0583645	0	0.0699532	0.930047	0		0.957937	0.0414259	0.000636746	0.237038	0.117238	0.645725	
Seg 21	906.789	85.4	0.0951276	0.0367032	0.0584244	0	0.0689662	0.931034	0		0.958091	0.041266	0.000643304	0.239055	0.117063	0.643882	
Seg 22	915.672	85.4	0.0943861	0.0359017	0.0584844	0	0.0679877	0.932012	0		0.95824	0.0411099	0.000649987	0.241067	0.116886	0.642047	
Seg 23	924.558	85.4	0.0936604	0.0351158	0.0585446	0	0.0670175	0.932983	0		0.958386	0.0409575	0.000656796	0.243073	0.116709	0.640219	
Seg 24	933.45	85.4	0.0929498	0.034345	0.0586048	0	0.0660552	0.933945	0		0.958528	0.0408087	0.000663731	0.245073	0.11653	0.638397	
Seg 25	942.345	85.4	0.0922541	0.0335889	0.0586652	0	0.0651008	0.934899	0		0.958666	0.0406634	0.000670796	0.247068	0.11635	0.636582	
Seg 26	951.245	85.4	0.0915727	0.032847	0.0587257	0	0.0641539	0.935846	0		0.9588	0.0405216	0.000677989	0.249057	0.116169	0.634774	
Seg 27	960.149	85.4	0.0909054	0.0321191	0.0587863	0	0.0632144	0.936786	0		0.958931	0.0403832	0.000685314	0.251041	0.115987	0.632972	
Seg 28	969.057	85.4	0.0902517	0.0314046	0.0588471	0	0.062282	0.937718	0		0.959059	0.0402481	0.00069277	0.253019	0.115804	0.631177	
Seg 29	977.969	85.4	0.0896113	0.0307033	0.0589079	0	0.0613566	0.938643	0		0.959183	0.0401162	0.000700359	0.254992	0.11562	0.629388	
Seg 30	986.885	85.4	0.0889837	0.0300148	0.0589689	0	0.060438	0.939562	0		0.959304	0.0399875	0.000708082	0.256958	0.115435	0.627606	
Seg 31	995.806	85.4	0.0883687	0.0293427	0.059026	0	0.0593628	0.940637	0		0.959422	0.0398618	0.000715943	0.25892	0.11525	0.62583	
Seg 32	1004.73	85.4	0.0877657	0.0286782	0.0590875	0	0.0581359	0.941864	0		0.959537	0.0397391	0.000723943	0.260876	0.115063	0.62406	
Seg 33	1013.67	85.4	0.0871745	0.0280253	0.0591492	0	0.0569264	0.943074	0		0.959649	0.0396193	0.000732084	0.262828	0.114876	0.622296	
Seg 34	1022.61	85.4	0.0865948	0.0273838	0.059211	0	0.0557339	0.944266	0		0.959757	0.0395023	0.000740367	0.264774	0.114688	0.620538	
Seg 35	1031.55	85.4	0.0860262	0.0267533	0.059273	0	0.0545581	0.945442	0		0.959863	0.0393881	0.000748794	0.266716	0.114499	0.618785	
Seg 36	1040.51	85.4	0.0854686	0.0261336	0.059335	0	0.0533986	0.946601	0		0.959966	0.0392767	0.000757367	0.268652	0.11431	0.617038	
Seg 37	1049.46	85.4	0.0849217	0.0255245	0.0593972	0	0.0522551	0.947745	0		0.960066	0.039168	0.000766085	0.270583	0.11412	0.615297	
Seg 38	1058.43	85.4	0.0843852	0.0249256	0.0594596	0	0.0511273	0.948873	0		0.960163	0.0390618	0.000774952	0.272508	0.11393	0.613562	
Seg 39	1067.4	85.4	0.0838588	0.0243367	0.0595221	0	0.0500148	0.949985	0		0.960258	0.0389582	0.000783969	0.274429	0.113739	0.611832	
Seg 40	1076.37	85.4	0.0833423	0.0237577	0.0595847	0	0.0489173	0.951083	0		0.96035	0.0388572	0.000793137	0.276344	0.113548	0.610108	
Seg 41	1085.35	85.4	0.0828356	0.0231881	0.0596475	0	0.0478344	0.952166	0		0.960439	0.0387586	0.000802457	0.278255	0.113356	0.60839	
Seg 42	1094.33	85.4	0.0823383	0.0226279	0.0597104	0	0.0467659	0.953234	0		0.960526	0.0386624	0.000811932	0.280159	0.113164	0.606677	
Seg 43	1103.32	85.4	0.0818502	0.0220768	0.0597734	0	0.0457115	0.954289	0		0.96061	0.0385686	0.000821562	0.282059	0.112971	0.60497	
Seg 44	1112.31	85.4	0.0813712	0.0215346	0.0598366	0	0.0446709	0.955329	0		0.960692	0.0384771	0.00083135	0.283953	0.112778	0.603269	
Seg 45	1121.31	85.4	0.080901	0.0210011	0.0598999	0	0.0436437	0.956356	0		0.960771	0.0383879	0.000841298	0.285842	0.112585	0.601573	
Seg 46	1130.31	85.4	0.0804394	0.020476	0.0599634	0	0.0426298	0.95737	0		0.960848	0.0383009	0.000851406	0.287726	0.112391	0.599883	
Seg 47	1139.32	85.4	0.0799862	0.0199592	0.060027	0	0.0416288	0.958371	0		0.960922	0.0382161	0.000861676	0.289605	0.112197	0.598198	
Seg 48	1148.33	85.4	0.0795413	0.0194505	0.0600908	0	0.0406404	0.95936	0		0.960994	0.0381334	0.000872111	0.291478	0.112003	0.596519	
Seg 49	1157.34	85.4	0.0791044	0.0189497	0.0601547	0	0.0396645	0.960335	0		0.961064	0.0380528	0.000882711	0.293345	0.111809	0.594846	
Seg 50	1166.36	85.4	0.0786754	0.0184567	0.0602187	0	0.0387007	0.961299	0		0.961132	0.0379743	0.000893479	0.295208	0.111614	0.593178	


0.386311 0.10154 0.512149 0.386311 0.10154 0.512149 0.954132 0.0453332 0.000534733 0.197667 0.120213 0.68212 0.954382 0.0450792 0.000539068 0.199786 0.120079 0.680136 0.954625 0.0448312 0.000543518 0.201901 0.119941 0.678158 0.954863 0.0445893 0.000548081 0.204011 0.1198 0.676189 0.955094 0.0443533 0.000552756 0.206116 0.119657 0.674227 0.955319 0.0441231 0.000557543 0.208215 0.119511 0.672274 0.955539 0.0438984 0.000562444 0.210309 0.119362 0.670328 0.955753 0.0436792 0.000567459 0.212398 0.119211 0.668391 0.955962 0.0434654 0.000572588 0.214482 0.119057 0.666461 0.956166 0.0432567 0.000577832 0.21656 0.118902 0.664539 0.956364 0.043053 0.000583191 0.218632 0.118743 0.662624 0.956557 0.0428542 0.000588666 0.220699 0.118583 0.660717 0.956746 0.0426602 0.000594259 0.222761 0.118421 0.658818 0.956929 0.0424708 0.000599969 0.224817 0.118257 0.656926 0.957108 0.042286 0.000605797 0.226868 0.118091 0.655041 0.957283 0.0421056 0.000611745 0.228913 0.117924 0.653163 0.957453 0.0419295 0.000617813 0.230952 0.117755 0.651293 0.957618 0.0417576 0.000624002 0.232986 0.117584 0.64943 0.95778 0.0415898 0.000630312 0.235015 0.117412 0.647574 0.957937 0.0414259 0.000636746 0.237038 0.117238 0.645725 0.958091 0.041266 0.000643304 0.239055 0.117063 0.643882 0.95824 0.0411099 0.000649987 0.241067 0.116886 0.642047 0.958386 0.0409575 0.000656796 0.243073 0.116709 0.640219 0.958528 0.0408087 0.000663731 0.245073 0.11653 0.638397 0.958666 0.0406634 0.000670796 0.247068 0.11635 0.636582 0.9588 0.0405216 0.000677989 0.249057 0.116169 0.634774 0.958931 0.0403832 0.000685314 0.251041 0.115987 0.632972 0.959059 0.0402481 0.00069277 0.253019 0.115804 0.631177 0.959183 0.0401162 0.000700359 0.254992 0.11562 0.629388 0.959304 0.0399875 0.000708082 0.256958 0.115435 0.627606 0.959422 0.0398618 0.000715943 0.25892 0.11525 0.62583 0.959537 0.0397391 0.000723943 0.260876 0.115063 0.62406 0.959649 0.0396193 0.000732084 0.262828 0.114876 0.622296 0.959757 0.0395023 0.000740367 0.264774 0.114688 0.620538 0.959863 0.0393881 0.000748794 0.266716 0.114499 0.618785 0.959966 0.0392767 0.000757367 0.268652 0.11431 0.617038 0.960066 0.039168 0.000766085 0.270583 0.11412 0.615297 0.960163 0.0390618 0.000774952 0.272508 0.11393 0.613562 0.960258 0.0389582 0.000783969 0.274429 0.113739 0.611832 0.96035 0.0388572 0.000793137 0.276344 0.113548 0.610108 0.960439 0.0387586 0.000802457 0.278255 0.113356 0.60839 0.960526 0.0386624 0.000811932 0.280159 0.113164 0.606677 0.96061 0.0385686 0.000821562 0.282059 0.112971 0.60497 0.960692 0.0384771 0.00083135 0.283953 0.112778 0.603269 0.960771 0.0383879 0.000841298 0.285842 0.112585 0.601573 0.960848 0.0383009 0.000851406 0.287726 0.112391 0.599883 0.960922 0.0382161 0.000861676 0.289605 0.112197 0.598198 0.960994 0.0381334 0.000872111 0.291478 0.112003 0.596519 0.961064 0.0380528 0.000882711 0.293345 0.111809 0.594846 0.961132 0.0379743 0.000893479 0.295208 0.111614 0.593178 302.825   	725.189   	85.4      	3.092     	546.507   	
