Results for well: RES1_PROD.out in the reservoir: RES1_PROD.out

time	BHP	Temp	q(Gas)	q(Oil)
days	psi	F	Mscf/d	stb/d
317.825   	725.189   	85.4      	3.02608   	533.162   	
320.825   	725.189   	85.4      	3.01331   	530.536   	
323.825   	725.189   	85.4      	3.00048   	527.927   	
326.825   	725.189   	85.4      	2.9876    	525.333   	
329.825   	725.189   	85.4      	2.97469   	522.755   	
332.825   	725.189   	85.4      	2.96181   	520.194   	
335.825   	725.189   	85.4      	2.94932   	517.675   	
338.825   	725.189   	85.4      	2.93698   	515.142   	
341.825   	725.189   	85.4      	2.92484   	512.623   	
344.825   	725.189   	85.4      	2.91282   	510.126   	
347.825   	725.189   	85.4      	2.9002    	507.411   	
350.825   	725.189   	85.4      	2.88906   	505.17    	
353.825   	725.189   	85.4      	2.87644   	502.475   	
356.825   	725.189   	85.4      	2.86529   	500.262   	
359.825   	725.189   	85.4      	2.8533    	497.825   	
362.825   	725.189   	85.4      	2.8414    	495.414   	
365.825   	725.189   	85.4      	2.8297    	493.027   	
368.825   	725.189   	85.4      	2.81735   	490.411   	
371.825   	725.189   	85.4      	2.80678   	488.281   	
374.825   	725.189   	85.4      	2.79479   	485.704   	
377.825   	725.189   	85.4      	2.78434   	483.577   	
380.825   	725.189   	85.4      	2.77249   	481.028   	
383.825   	725.189   	85.4      	2.76214   	478.926   	
386.825   	725.189   	85.4      	2.75036   	476.403   	
389.825   	725.189   	85.4      	2.74014   	474.327   	
392.825   	725.189   	85.4      	2.72851   	471.836   	
395.825   	725.189   	85.4      	2.71851   	469.79    	
398.825   	725.189   	85.4      	2.70714   	467.336   	
401.825   	725.189   	85.4      	2.69726   	465.302   	
404.825   	725.189   	85.4      	2.68609   	462.878   	
407.825   	725.189   	85.4      	2.67634   	460.86    	
410.825   	725.189   	85.4      	2.66536   	458.47    	
413.825   	725.189   	85.4      	2.65574   	456.472   	
416.825   	725.189   	85.4      	2.64493   	454.11    	
419.825   	725.189   	85.4      	2.63547   	452.134   	
422.825   	725.189   	85.4      	2.62483   	449.801   	
425.825   	725.189   	85.4      	2.61549   	447.841   	
428.825   	725.189   	85.4      	2.60503   	445.539   	
431.825   	725.189   	85.4      	2.59583   	443.599   	
434.825   	725.189   	85.4      	2.58554   	441.324   	
437.825   	725.189   	85.4      	2.57648   	439.404   	
440.825   	725.189   	85.4      	2.56636   	437.16    	
443.825   	725.189   	85.4      	2.55741   	435.255   	
446.825   	725.189   	85.4      	2.54745   	433.038   	
449.825   	725.189   	85.4      	2.53862   	431.152   	
452.825   	725.189   	85.4      	2.52881   	428.962   	
455.825   	725.189   	85.4      	2.52012   	427.095   	
458.825   	725.189   	85.4      	2.51046   	424.932   	
461.825   	725.189   	85.4      	2.50189   	423.084   	
464.825   	725.189   	85.4      	2.49236   	420.947   	
467.825   	725.189   	85.4      	2.48389   	419.114   	
470.825   	725.189   	85.4      	2.47451   	417.004   	
473.825   	725.189   	85.4      	2.46614   	415.19    	
476.825   	725.189   	85.4      	2.45689   	413.104   	
479.825   	725.189   	85.4      	2.44865   	411.31    	
482.825   	725.189   	85.4      	2.43951   	409.248   	
485.825   	725.189   	85.4      	2.43136   	407.469   	
488.825   	725.189   	85.4      	2.42235   	405.432   	
491.825   	725.189   	85.4      	2.41429   	403.671   	
494.825   	725.189   	85.4      	2.40539   	401.657   	
497.825   	725.189   	85.4      	2.39743   	399.915   	
500       	725.189   	85.4      	2.39099   	398.467   	
