Results for well: RES1_INJ.out in the reservoir: RES1_INJ.out

time	BHP	Temp	q(Gas)	q(Oil)
days	psi	F	Mscf/d	stb/d
41.1247   	1500      	250       	-11603.5  	0         	
42.8721   	1500      	250       	-11704.2  	0         	
44.8279   	1500      	250       	-11799.8  	0         	
46.7828   	1500      	250       	-11878.4  	0         	
48.6752   	1500      	250       	-11946.6  	0         	
50.4981   	1500      	250       	-12006.6  	0         	
52.4427   	1500      	250       	-12062.2  	0         	
54.6346   	1500      	250       	-12113.1  	0         	
56.8027   	1500      	250       	-12156.1  	0         	
58.8933   	1500      	250       	-12192.3  	0         	
61.329    	1500      	250       	-12230.7  	0         	
63.7798   	1500      	250       	-12264.5  	0         	
66.0895   	1500      	250       	-12290.7  	0         	
68.3067   	1500      	250       	-12313.4  	0         	
70.6159   	1500      	250       	-12335.5  	0         	
72.9752   	1500      	250       	-12356.2  	0         	
75.4252   	1500      	250       	-12374    	0         	
77.8498   	1500      	250       	-12389.7  	0         	
80.2148   	1500      	250       	-12405    	0         	
82.7145   	1500      	250       	-12421.1  	0         	
85.257    	1500      	250       	-12435.8  	0         	
87.7447   	1500      	250       	-12447.9  	0         	
90.1748   	1500      	250       	-12460.2  	0         	
92.7057   	1500      	250       	-12472.6  	0         	
95.15     	1500      	250       	-12484.3  	0         	
96.3453   	1500      	250       	-12488.8  	0         	
98.1236   	1500      	250       	-12495.7  	0         	
100       	1500      	250       	-12502.9  	0         	
